Gene = RP11-511P7.5
index = 1174
Annotated 5SS: [ 172 3343]
Annotated 3SS: [2437 5013]
SMsplice 5SS: [172]
SMsplice 3SS: [2437]
top_k =  1000
Partition function (log Z): -3.759603050824984

Sorted 5' Splice Sites (High to Low Probability):
Position 172: 0.9828557467575886
Position 3343: 0.44666716391129274
Position 2341: 0.34378226941903306
Position 759: 0.3091186497908508
Position 2622: 0.3018779637986099
Position 1949: 0.19815316288824272
Position 3639: 0.08989759029120938
Position 2718: 0.07974319513706538
Position 1588: 0.062464118156131725
Position 1022: 0.0468104660017066
Position 4913: 0.039158312904850064
Position 4868: 0.030379733456796718
Position 1108: 0.029206898640729104
Position 2681: 0.028890477940951804
Position 4825: 0.027263984202920234
Position 4363: 0.022577688723648806
Position 998: 0.02067726427231526
Position 3707: 0.019245369170939875
Position 1646: 0.01703430099344643
Position 1421: 0.014096665209278098
Position 176: 0.01102113046426866
Position 1298: 0.007730270554158535
Position 4736: 0.007638520749745192
Position 2188: 0.006393790825604393
Position 1616: 0.006232876981126449
Position 2521: 0.004837113706299488
Position 974: 0.004468177174388723
Position 3121: 0.004078006552000845
Position 4836: 0.004020841600082773
Position 4254: 0.0033642736060558683
Position 434: 0.002990875810856431
Position 1782: 0.002696190824717937
Position 1143: 0.0026103378943845585
Position 2325: 0.002387531569553857
Position 3834: 0.0022451897815023484
Position 1086: 0.0018487084038956059
Position 3871: 0.0017349442246615587
Position 385: 0.0016991263512185187
Position 1040: 0.0014375754309927065
Position 4796: 0.0013467335154621267
Position 4392: 0.0011210770737524105
Position 2212: 0.001116340404744556
Position 555: 0.001097729452961502
Position 1197: 0.0010386547099212153
Position 1703: 0.0009122704595661649
Position 2444: 0.0009005444538423985
Position 2588: 0.0008007236012782454
Position 550: 0.0007815432875750259
Position 958: 0.0007549368025677573
Position 837: 0.0005889600791920697
Position 2331: 0.000551014262945002
Position 543: 0.00054791348136667
Position 2495: 0.0005284493303157334
Position 1069: 0.0004967103744613178
Position 1596: 0.00048735761491758175
Position 4849: 0.0004397066137584858
Position 2047: 0.00036567914576045096
Position 954: 0.0003630345222762081
Position 2672: 0.0003262854047824502
Position 925: 0.000304254794285674
Position 296: 0.00021282157267957724
Position 4402: 0.00016277009713389542
Position 1708: 0.00013686281058942622
Position 211: 0.0001171524964766971
Position 560: 0.00011211443862757918
Position 2670: 0.00010150377658152144
Position 852: 8.511201360445909e-05
Position 2138: 8.257189773024268e-05
Position 2544: 7.924522725910093e-05
Position 1302: 7.546725282877877e-05
Position 570: 6.674343499685408e-05
Position 1304: 6.60685000868278e-05
Position 1191: 6.371422437652178e-05
Position 1300: 5.6345104179625074e-05
Position 1364: 4.673280523980539e-05
Position 2040: 4.552754383309746e-05
Position 478: 3.8478274652395736e-05
Position 1285: 2.9570333610774432e-05
Position 1919: 2.7210722048730944e-05
Position 1793: 2.4696790439553914e-05
Position 565: 2.463961842741762e-05
Position 963: 1.7538132772389814e-05
Position 1598: 1.7392113596557557e-05
Position 1203: 1.704539250199459e-05
Position 1505: 1.4326351174604624e-05
Position 2165: 1.249803605546638e-05
Position 706: 1.0271010196031364e-05
Position 2460: 1.0043153353619561e-05
Position 1802: 9.239253201834217e-06
Position 285: 8.636285068828679e-06
Position 763: 7.903049375007787e-06
Position 346: 7.782345513690192e-06
Position 1245: 6.80984745180039e-06
Position 333: 6.429228568820705e-06
Position 254: 5.268786668487819e-06
Position 483: 3.843025242459593e-06
Position 659: 3.553191033603481e-06
Position 546: 2.824862910315305e-06
Position 1291: 2.5620848202089876e-06
Position 1228: 2.44243846558347e-06
Position 516: 2.334353625636837e-06
Position 983: 2.284132025550939e-06
Position 438: 1.6474953578950018e-06
Position 378: 1.5492911789653763e-06
Position 534: 1.3692600934890319e-06
Position 1221: 1.3221462744636056e-06
Position 496: 1.2990422398384165e-06
Position 1270: 1.22906892367204e-06
Position 452: 9.13487570573745e-07
Position 464: 8.536183097945445e-07
Position 830: 7.626650878743465e-07
Position 217: 6.464750096485831e-07
Position 689: 5.97118522061158e-07
Position 103: 5.021883240320855e-07
Position 309: 4.5992727098019776e-07
Position 74: 4.348669748518297e-07
Position 1215: 3.1094576090438866e-07
Position 681: 2.525669511379661e-07
Position 274: 2.1875504354238577e-07
Position 765: 2.151921610690499e-07
Position 929: 1.6223410926165099e-07
Position 472: 1.1605522371580206e-07
Position 6: 6.930932671925884e-08
Position 424: 6.255389261157446e-08
Position 611: 3.087620177009048e-08
Position 661: 2.7786926155567658e-08
Position 675: 1.2199598110027862e-08
Position 266: 9.793960263731866e-09
Position 813: 7.522978540977846e-12
Position 351: 3.1954595603597553e-12
Position 47: 9.808970202594578e-15
Position 548: 8.912739488109805e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 2437: 0.688606806591127
Position 5013: 0.3827523192681649
Position 3214: 0.3148706646978713
Position 592: 0.2227807247989065
Position 2081: 0.1966150754238995
Position 1497: 0.15436676649169798
Position 4684: 0.1418401957458837
Position 1826: 0.13236989371968003
Position 4735: 0.09258018195982266
Position 3170: 0.08715656402684868
Position 3426: 0.07272219507891112
Position 996: 0.0717748835797784
Position 3495: 0.06892788371024787
Position 3454: 0.06652884934249344
Position 2129: 0.06496406508841109
Position 922: 0.061623649998570056
Position 697: 0.04510635253148806
Position 1876: 0.041344236179352664
Position 4137: 0.03270428025853963
Position 2257: 0.031410571258395456
Position 514: 0.028495400874408865
Position 3231: 0.025916505814450864
Position 2173: 0.020505645074238184
Position 3627: 0.014727786635121745
Position 4294: 0.013503106622566971
Position 2562: 0.012733171890036187
Position 3287: 0.012336281645493257
Position 2597: 0.009806293421028896
Position 5019: 0.009216204328319424
Position 2015: 0.008945175057651291
Position 295: 0.007543255464760415
Position 2046: 0.006531480439451554
Position 3689: 0.006205480653633142
Position 1913: 0.005836369313918696
Position 2261: 0.005810916595105484
Position 3141: 0.004566528886872339
Position 2821: 0.003311000810732234
Position 1064: 0.0031935493400158045
Position 650: 0.0028053373592909522
Position 3063: 0.002566921377081725
Position 1315: 0.0022232385854064917
Position 3603: 0.00215164277212635
Position 531: 0.0019093257674976053
Position 3911: 0.0014096039281936536
Position 604: 0.0013734520828317881
Position 4032: 0.0013161702303833237
Position 2609: 0.0012281676048394481
Position 1800: 0.0011469641098830786
Position 344: 0.0010399846985837248
Position 2291: 0.0009798315087041739
Position 2612: 0.0009769358059202927
Position 2288: 0.0009627333510242624
Position 1318: 0.0009519415323809383
Position 1068: 0.0007761774240906199
Position 1781: 0.0007665992893509633
Position 3158: 0.0005880815182561584
Position 1708: 0.0005489450473992614
Position 1793: 0.0005398839358565634
Position 574: 0.0005334440921070097
