Gene = MTURN
index = 895
Annotated 5SS: [  489 11490]
Annotated 3SS: [11366 22627]
SMsplice 5SS: [  541 11490 20067 22724]
SMsplice 3SS: [11408 19978 22627 26904]
top_k =  1000
Partition function (log Z): -4.1824856618485615

Sorted 5' Splice Sites (High to Low Probability):
Position 11490: 0.8692920064582234
Position 541: 0.7865472839540403
Position 22724: 0.7491205949619363
Position 6856: 0.723326115036179
Position 20067: 0.5577797752234493
Position 24629: 0.5047359949109883
Position 4872: 0.41999447937214934
Position 2550: 0.3660432243502831
Position 1790: 0.3606437683412206
Position 7105: 0.34585208049319816
Position 20072: 0.26642944239437605
Position 26002: 0.25022431413924157
Position 16352: 0.2312006144298866
Position 20394: 0.21914526402323448
Position 2885: 0.19253702727082295
Position 26748: 0.1719076060856913
Position 489: 0.16938979436523224
Position 2235: 0.15979996291895462
Position 9382: 0.15051624751701032
Position 23181: 0.1501069344808734
Position 5136: 0.1497698944222887
Position 11917: 0.14019219025339794
Position 7515: 0.13429558579021297
Position 22735: 0.12881176781887124
Position 2619: 0.114766543661375
Position 27034: 0.11309470303480824
Position 20151: 0.11037526603599265
Position 11494: 0.10831561572255331
Position 22765: 0.091649039143209
Position 7099: 0.07381247636558377
Position 21111: 0.06514396747428848
Position 26651: 0.05888413355433713
Position 7368: 0.0517332782513097
Position 24286: 0.051711629318887974
Position 4724: 0.04688657059871294
Position 21287: 0.04539591017559777
Position 5504: 0.04429830407813605
Position 9876: 0.03114860380635884
Position 912: 0.027930168455477536
Position 1279: 0.02743599881227391
Position 25535: 0.026559086647718257
Position 8470: 0.026398825333428407
Position 9324: 0.02012012360016146
Position 16457: 0.019360719342414488
Position 27137: 0.013631272020176617
Position 7574: 0.01296449947376693
Position 10543: 0.012255625510556244
Position 17776: 0.011969225750310649
Position 22333: 0.011961197640105316
Position 11532: 0.011897445322013863
Position 25462: 0.011689434467235733
Position 1463: 0.011626084153578652
Position 1032: 0.011363150614620466
Position 2209: 0.01117216224357028
Position 9865: 0.00968642374343046
Position 2230: 0.009553890152636574
Position 7346: 0.009514127216946755
Position 1802: 0.0088684727322614
Position 1577: 0.008671578001491423
Position 655: 0.008618715197384176
Position 1549: 0.008358948467946131
Position 580: 0.007442255473784312
Position 3681: 0.0073909242231463305
Position 20479: 0.007386701637237569
Position 2226: 0.006707530411030816
Position 9262: 0.006185435474601142
Position 9624: 0.006010921895300499
Position 5219: 0.005806526686538826
Position 570: 0.005790297456547371
Position 11568: 0.005393712581082196
Position 9457: 0.005150561296825859
Position 25269: 0.004716389616278502
Position 9818: 0.004606398632063302
Position 2027: 0.0038785460832264666
Position 685: 0.003600514662172837
Position 5911: 0.0032284776497527156
Position 14529: 0.0029814317188019855
Position 21175: 0.0026767622010371115
Position 21055: 0.0026581106785192182
Position 11890: 0.0025214445083976767
Position 16503: 0.0024610184213682083
Position 9204: 0.00231691374626325
Position 1499: 0.002280401175685437
Position 27723: 0.002216626142269109
Position 17699: 0.0020139979140954504
Position 25982: 0.0018770880929575033
Position 5204: 0.0017806395509282744
Position 7062: 0.001750898542748652
Position 4877: 0.0014843094727302452
Position 22786: 0.0014690899592995697
Position 17289: 0.0013579268451438008
Position 5164: 0.0013513102356418902
Position 2598: 0.0013154645417099563
Position 17418: 0.0012157711608464746
Position 24065: 0.0010768429167522606
Position 739: 0.000977566611869545
Position 1604: 0.0009606358663024136
Position 675: 0.0009011137249188957
Position 14416: 0.0008689249910144798
Position 22777: 0.0007787949482448728
Position 1677: 0.0006792794521382019
Position 27718: 0.0006329038794573155
Position 1993: 0.000609001944157031
Position 23109: 0.000584699488958801
Position 601: 0.0004872989025828383
Position 1637: 0.00046167705201594566
Position 26369: 0.00045877116312456677
Position 726: 0.0003129505629775852
Position 441: 0.00031173955357529656
Position 1527: 0.00029095846516503915
Position 1749: 0.00025706569356584197
Position 970: 0.00025115627314121585
Position 846: 0.0002442876526610144
Position 877: 0.00023785550327356476
Position 190: 0.0002315421289043686
Position 460: 0.00022808527055379394
Position 848: 0.00020217632234746744
Position 821: 0.00015419567931650765
Position 11835: 0.00014861802124988973
Position 7578: 0.00014447043757243136
Position 1513: 0.00013183355306108286
Position 8075: 0.00011546879497848349
Position 458: 0.00011177516727504545
Position 1779: 9.765322252733435e-05
Position 814: 7.533765313880206e-05
Position 1408: 6.310837206766893e-05
Position 453: 5.711347380815464e-05
Position 365: 5.1965272911017496e-05
Position 1281: 5.022038534730922e-05
Position 5088: 4.677845765117177e-05
Position 1737: 4.197589606096359e-05
Position 1645: 4.11258203942976e-05
Position 5064: 4.0697468434792224e-05
Position 941: 3.7317279559413e-05
Position 34: 3.72375633979572e-05
Position 1493: 2.246587622952344e-05
