Gene = ZMAT2
index = 1601
Annotated 5SS: [ 145  579 1796 3658 4238]
Annotated 3SS: [ 484 1671 3583 4091 5278]
SMsplice 5SS: [ 145  579 1796 3658 4238]
SMsplice 3SS: [ 484 1671 3583 4091 5278]
top_k =  1000
Partition function (log Z): 8.622768454055956

Sorted 5' Splice Sites (High to Low Probability):
Position 4238: 0.9965930485249926
Position 1796: 0.9907544216029154
Position 145: 0.971375986286105
Position 579: 0.8931849855738001
Position 3658: 0.6239281300081317
Position 3671: 0.22069722399709502
Position 3883: 0.20687074614047554
Position 752: 0.14228046489729698
Position 1579: 0.10179935016301606
Position 2775: 0.07836176369179339
Position 608: 0.019175130470329732
Position 3707: 0.016368704233342395
Position 5474: 0.016154069456908823
Position 302: 0.015562177927710152
Position 5509: 0.011441997107599954
Position 3259: 0.011298307233291416
Position 5476: 0.006568145345334089
Position 5472: 0.006465183984707524
Position 2697: 0.006369310499195855
Position 266: 0.005814732261274034
Position 5480: 0.005814531611790667
Position 5478: 0.00573366067903898
Position 2121: 0.004655717085889855
Position 675: 0.004646548380579651
Position 641: 0.004357579145899017
Position 2113: 0.0036447723312855443
Position 1952: 0.00349403986809871
Position 169: 0.0034884939293769257
Position 583: 0.0031916795148775475
Position 1324: 0.0028476067052871277
Position 3994: 0.002561108516903358
Position 742: 0.0024937350606794796
Position 3769: 0.002031845983629702
Position 2967: 0.0019936867365861477
Position 1725: 0.0019226118460961528
Position 3136: 0.001777462782882719
Position 149: 0.001588733209119016
Position 1415: 0.001505243238154358
Position 5604: 0.0014782217479544868
Position 3384: 0.0014728506937072932
Position 3725: 0.0013614918402879773
Position 653: 0.0012590383739738203
Position 3180: 0.00117037750278605
Position 2369: 0.0009854882849327973
Position 1383: 0.0009443222664983375
Position 3034: 0.0008306460488647096
Position 4145: 0.0008090514100266339
Position 4557: 0.0005415844639160019
Position 5378: 0.0005312880456543315
Position 5487: 0.0005261097559998727
Position 4010: 0.0004977215467343713
Position 1483: 0.00048748670425104493
Position 1994: 0.00048731537453698936
Position 3357: 0.00047248929987945046
Position 878: 0.00047051222815230377
Position 3401: 0.00045995143813973104
Position 1879: 0.000448781314675925
Position 6090: 0.0004097459865501378
Position 2779: 0.0004057468498571705
Position 179: 0.0003998400579567078
Position 3878: 0.0003871409630483292
Position 5484: 0.00037255088911314165
Position 5210: 0.0003451056684261898
Position 4468: 0.00034403611448022937
Position 5949: 0.0003283634543429237
Position 1151: 0.0003252292731474231
Position 4781: 0.0003106683911404183
Position 1543: 0.0003050699132730225
Position 1302: 0.000280091738411
Position 4694: 0.0002789532821841084
Position 3778: 0.0002665964370517566
Position 2335: 0.0002613550848855215
Position 4019: 0.00025140721743841774
Position 1221: 0.00024110165055684553
Position 2389: 0.00022887990101403208
Position 3935: 0.0002153831106987995
Position 1086: 0.00020974233028156014
Position 282: 0.00018836959487286912
Position 260: 0.00017513165172812782
Position 1912: 0.00017490297160308306
Position 4902: 0.00017339360873365394
Position 3678: 0.00017142239237664098
Position 5431: 0.0001489898861838365
Position 320: 0.00013713677348555788
Position 2382: 0.0001327469948333068
Position 2586: 0.00012133464623311344
Position 1082: 0.00011339764347382426
Position 1550: 8.736640533656775e-05
Position 4163: 8.353287020518647e-05
Position 4244: 8.237609132288733e-05
Position 3966: 7.746781574116592e-05
Position 2635: 7.047438355136591e-05
Position 1465: 6.885794749400934e-05
Position 151: 6.58397409557616e-05
Position 4341: 6.573166974889726e-05
Position 4603: 6.201860896202203e-05
Position 711: 5.991697312990003e-05
Position 3002: 5.5959246497615184e-05
Position 5191: 5.576632591071109e-05
Position 1070: 5.429643773608416e-05
Position 4763: 4.70681713903398e-05
Position 883: 4.689874233690487e-05
Position 132: 4.5294544775736516e-05
Position 1047: 4.459921507179561e-05
Position 3698: 4.255677701122699e-05
Position 1959: 3.624269029847319e-05
Position 838: 3.508106202019826e-05
Position 756: 3.487381307676094e-05
Position 329: 2.8245832930809206e-05
Position 888: 2.7008938956870314e-05
Position 121: 2.666697458157784e-05
Position 2523: 2.446541950873575e-05
Position 1149: 2.423671158930062e-05
Position 1264: 2.4053109366606146e-05
Position 3564: 2.369878600210367e-05
Position 2528: 2.299690620281056e-05
Position 511: 2.2758852357630208e-05
Position 156: 2.249300830237797e-05
Position 1547: 2.078060903882157e-05
Position 4723: 2.0737482417789718e-05
Position 3860: 2.0564751984120913e-05
Position 5415: 2.0315927266451778e-05
Position 1512: 2.0298701561070706e-05
Position 4748: 1.821074082253613e-05
Position 1214: 1.8070381095631965e-05
Position 864: 1.77055524120145e-05
Position 5400: 1.6227401085761347e-05
Position 5110: 1.5228841128088888e-05
Position 3612: 1.5140704203719416e-05
Position 1373: 1.4075754006930186e-05
Position 154: 1.2905541530395197e-05
Position 1478: 1.2402663488315283e-05
Position 673: 1.201154822817332e-05
Position 690: 1.013688020717598e-05
Position 1024: 9.575291957995112e-06
Position 422: 8.134159319845945e-06
Position 1244: 6.986948024236676e-06
Position 189: 6.126443649441544e-06
Position 306: 5.839204891599171e-06
Position 918: 5.258070454916327e-06
Position 647: 4.667865764224359e-06
Position 1541: 4.6624791730380805e-06
Position 2412: 1.0323194530154848e-06
Position 4829: 9.701627129948193e-07
Position 5168: 9.2344100210798e-07
Position 4816: 8.054042807770968e-07
Position 2846: 7.64666685505369e-07
Position 4352: 7.328198334295949e-07
Position 4499: 7.065272827218192e-07
Position 4606: 6.791629796662304e-07
Position 4732: 4.602205896473369e-07
Position 4357: 4.4790252797144487e-07
Position 4745: 4.313178511251892e-07
Position 335: 3.438167019973846e-07
Position 2725: 3.223030982475449e-07
Position 4573: 2.782738931119993e-07
Position 4628: 2.5013347468511236e-07
Position 396: 2.4040282631836293e-07
Position 2474: 1.5715809069024153e-07
Position 2435: 1.4881265282901018e-07
Position 4530: 1.213147213985439e-07
Position 12: 1.1522943511672262e-07
Position 1869: 9.104032249397847e-08
Position 1758: 6.690800640444763e-08
Position 5023: 6.669419287395447e-08
Position 1942: 2.5533459085125566e-08
Position 1623: 2.4437487976074763e-08
Position 2802: 2.355172588968391e-08
Position 360: 1.57200232054875e-08
Position 23: 1.1880056894654502e-08
Position 1986: 5.092743865422714e-09
Position 352: 4.338857064891399e-09
Position 365: 2.2648133938552136e-09
Position 867: 5.72196325639426e-10
Position 391: 1.1791036783526788e-10
Position 1055: 9.67230539102618e-11
