Gene = SSUH2
index = 1345
Annotated 5SS: [   85 16316 16775 18409 20026 21270 22411 24377 25846 26533 28526]
Annotated 3SS: [16216 16692 18132 19964 21144 22347 24290 25752 26426 28417 32059]
SMsplice 5SS: [  147 12127 13229 16316 16775 18409 20026 22411 24377 25846 26533 28626]
SMsplice 3SS: [12004 13147 16216 16692 18278 19964 22321 24290 25752 26426 28417 30447]
top_k =  1000
Partition function (log Z): 24.65907040913714

Sorted 5' Splice Sites (High to Low Probability):
Position 16316: 0.9892305731383941
Position 16775: 0.9819730754646397
Position 26533: 0.8830707334666903
Position 12127: 0.8779732636563358
Position 20026: 0.8736338998265488
Position 24377: 0.8675586280693033
Position 13229: 0.8559138838616335
Position 25846: 0.8386635101071219
Position 28626: 0.8065628736149661
Position 18409: 0.8034852052857488
Position 21270: 0.7346769169941718
Position 3852: 0.6105432580409523
Position 7344: 0.5923856436174587
Position 22411: 0.5276550498188644
Position 14002: 0.5064233665113356
Position 22807: 0.4569930906800291
Position 1313: 0.450529684997288
Position 147: 0.42449674731938447
Position 22433: 0.4220699098095858
Position 9731: 0.37378955219675836
Position 20769: 0.355782165064619
Position 19886: 0.34419827089169786
Position 85: 0.3431180042957779
Position 9944: 0.326299404772924
Position 10164: 0.30123578307085497
Position 9040: 0.2994308464006208
Position 12284: 0.2922144584586345
Position 29489: 0.26882598619982967
Position 9512: 0.2558927256553254
Position 18224: 0.22296684950072682
Position 7911: 0.21645364786072893
Position 20895: 0.19510850332980656
Position 28526: 0.19012876492551736
Position 50: 0.16363108192559256
Position 20840: 0.16319942190597897
Position 27547: 0.16174318338982352
Position 1796: 0.14952070811327384
Position 6868: 0.1492889256023327
Position 26351: 0.14649761616735518
Position 19123: 0.14286845017293473
Position 1823: 0.132993287564325
Position 8948: 0.12204591862188123
Position 858: 0.1151126117302978
Position 17882: 0.1119773555602422
Position 9031: 0.1056551286654342
Position 27045: 0.10157340052994454
Position 2346: 0.09916257401018216
Position 5724: 0.08684049469781242
Position 17677: 0.08296382211238808
Position 11869: 0.08268812296793214
Position 2816: 0.08143191766346439
Position 25161: 0.08080385904509928
Position 29763: 0.08004101030073023
Position 18700: 0.07700628981511477
Position 7985: 0.07419181958273988
Position 32007: 0.07321374621690675
Position 7639: 0.07102626627862343
