Gene = AURKAIP1
index = 120
Annotated 5SS: [ 342  791 1496]
Annotated 3SS: [ 704 1049 1592]
SMsplice 5SS: [ 791 1496]
SMsplice 3SS: [1375 1592]
top_k =  1000
Partition function (log Z): -0.3018720575277739

Sorted 5' Splice Sites (High to Low Probability):
Position 1496: 0.9888219676204576
Position 1134: 0.5530457621997182
Position 791: 0.5149736479125224
Position 237: 0.18419749948525863
Position 342: 0.18052659075388736
Position 499: 0.10230597787455974
Position 45: 0.07369790649118292
Position 100: 0.042334603515600935
Position 358: 0.029883933779148834
Position 241: 0.01106330600404144
Position 1466: 0.008944360814834244
Position 953: 0.004568277903163347
Position 1023: 0.003682931535835376
Position 580: 0.0030978571997322298
Position 832: 0.0028273724241470923
Position 1204: 0.0017202860685721656
Position 421: 0.0016015794272920352
Position 321: 0.0015778650201620499
Position 84: 0.0014906608188469464
Position 336: 0.0012697999166414796
Position 454: 0.0009266765188087288
Position 297: 0.0006455950145907304
Position 1094: 0.0006270933563872837
Position 255: 0.0005184175376146175
Position 584: 0.00041647581313604035
Position 1305: 0.00034232588315966886
Position 571: 0.0002373503321923384
Position 75: 0.0002236286212273831
Position 1436: 0.00018245767108663696
Position 1423: 0.0001727326634256541
Position 525: 0.00017187118340002204
Position 19: 0.0001465040285767446
Position 1208: 0.0001063382645672028
Position 407: 9.46870492917475e-05
Position 839: 6.351607294887424e-05
Position 1190: 4.642645951492462e-05
Position 1450: 4.1945916551560376e-05
Position 768: 3.547267200029419e-05
Position 503: 2.038617010777516e-05
Position 16: 1.8334990620864358e-05
Position 845: 1.338325208435618e-05
Position 616: 1.2469844465019735e-05
Position 935: 1.1753338133049525e-05
Position 1011: 1.011070978807524e-05
Position 874: 9.372885318006286e-06
Position 590: 9.348163718016043e-06
Position 559: 9.212564555488339e-06
Position 145: 8.038916134461668e-06
Position 1039: 2.4764124369502146e-06
Position 1006: 1.5716008947555178e-06
Position 1500: 7.718807430857482e-07
Position 557: 7.110819967290321e-07
Position 1034: 1.9155728528552665e-07
Position 640: 1.774894341650344e-07
Position 1598: 1.6255322155381602e-07
Position 167: 8.200148009103336e-08
Position 87: 5.0002883444325804e-08
Position 719: 1.40380563131655e-08
Position 696: 1.538625004974383e-10
Position 698: 4.0338473346941744e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1592: 0.9998553375771394
Position 1375: 0.7074335035632674
Position 1049: 0.2991719615064302
Position 704: 0.15923654098110807
Position 1254: 0.14693481265304
Position 920: 0.08330311853354687
Position 904: 0.07484906219715703
Position 1393: 0.04879478759127841
Position 666: 0.04191038222661311
Position 1113: 0.041581559276780374
Position 1408: 0.030213796064715408
Position 735: 0.024653683311422977
Position 1318: 0.01844985120721952
Position 1303: 0.011429515278434284
Position 631: 0.0044084309792827145
Position 1197: 0.003462917726032318
Position 244: 0.003343378794206404
Position 1274: 0.003113058682379376
Position 1314: 0.002206846713607878
Position 1159: 0.0016389345413609687
Position 1133: 0.0016138247227159474
Position 640: 0.001193543391489531
Position 316: 0.0009259178505932985
Position 1349: 0.0007460594856265544
Position 790: 0.0007408858381215298
Position 395: 0.0007374670610180283
Position 1168: 0.0005219622550122492
Position 1339: 0.0005095585556439415
Position 940: 0.00047881150704525864
Position 945: 0.0003838058779237862
Position 1020: 0.0003156572301698866
Position 868: 0.000305408176198067
Position 1201: 0.00030414988004426877
Position 111: 0.00029255236627557987
Position 765: 0.00026054978643998746
Position 433: 0.00020644307578274987
Position 932: 0.00016270121511266345
Position 1322: 0.00016118750298211044
Position 204: 8.900954337757677e-05
Position 1598: 8.735205007585934e-05
Position 598: 8.446393159455968e-05
Position 922: 7.83362004331309e-05
Position 1089: 4.765713005000182e-05
Position 1423: 4.366091702382828e-05
Position 1222: 4.299223385465246e-05
Position 412: 4.2938490647504696e-05
Position 605: 4.085948349545316e-05
Position 952: 3.692477019844376e-05
Position 228: 3.426674610033412e-05
Position 1079: 3.100476012851311e-05
Position 1432: 2.565978601267753e-05
Position 854: 2.4873700822700017e-05
Position 1212: 2.3363149438967653e-05
Position 602: 2.175344210839796e-05
Position 1224: 2.128798479560468e-05
Position 836: 1.8741024182694925e-05
Position 566: 1.5580269936382613e-05
Position 104: 1.3594028835889608e-05
Position 1137: 1.308108020144949e-05
Position 1737: 7.834825762533301e-06
Position 362: 7.680347886638507e-06
Position 571: 7.0970762041859964e-06
Position 614: 6.2001008239337796e-06
Position 305: 5.808037093696969e-06
Position 1631: 4.935362535123648e-06
Position 419: 4.005973320313327e-06
Position 610: 3.8752357415521415e-06
Position 220: 3.0738984093883883e-06
Position 297: 3.000653498748418e-06
Position 794: 2.3434619471766375e-06
Position 1751: 2.256281497934056e-06
Position 341: 1.748225854525989e-06
Position 331: 1.5325181624605381e-06
Position 1608: 1.3804037950927713e-06
Position 554: 1.2358225795682398e-06
Position 195: 1.1406529227663357e-06
Position 134: 1.1114147507316755e-06
Position 509: 9.275832865386293e-07
Position 356: 6.736066111655009e-07
Position 773: 5.116636460409867e-07
Position 540: 4.481072103035673e-07
Position 851: 3.4312365769435684e-07
Position 375: 2.9261099768634216e-07
Position 1656: 2.892272400162731e-07
Position 87: 2.0998388366988626e-07
Position 417: 1.6604155665007145e-07
Position 117: 1.5623145707134927e-07
Position 839: 1.3182160712915196e-07
Position 1664: 1.0779013895441876e-07
Position 467: 8.601190954532484e-08
Position 368: 6.499285985081591e-08
Position 1643: 6.356290944085956e-08
Position 1673: 5.973653388319441e-08
Position 1760: 3.1096207542235975e-08
Position 1524: 2.474610723943041e-08
Position 1531: 2.1574554019562752e-08
Position 1753: 1.8913406450486243e-08
Position 1695: 1.7372017127999828e-08
Position 1615: 1.4002390401972803e-08
Position 1604: 1.304194105465707e-08
Position 1647: 1.1574807833742659e-08
Position 122: 1.0855388570248484e-08
