Gene = SEPP1
index = 1247
Annotated 5SS: [ 244 3929 5184 7424]
Annotated 3SS: [ 3712  4970  7305 10747]
SMsplice 5SS: [244]
SMsplice 3SS: [332]
top_k =  1000
Partition function (log Z): -8.825257832966958

Sorted 5' Splice Sites (High to Low Probability):
Position 244: 0.9469699021616235
Position 415: 0.450730908844957
Position 5184: 0.39033291786388435
Position 3929: 0.2844880260218965
Position 5891: 0.19039213760064386
Position 2738: 0.178629884905775
Position 3808: 0.12268675229016704
Position 8244: 0.10374183322916948
Position 9939: 0.038378181823619274
Position 142: 0.033373325135096665
Position 726: 0.02392490670481946
Position 6126: 0.022645978450826314
Position 419: 0.018712805594898584
Position 11338: 0.017224787425627518
Position 7424: 0.013570388131976082
Position 590: 0.013474059548799752
Position 410: 0.012686838030637151
Position 1389: 0.01025907859552957
Position 2320: 0.010070392383739656
Position 137: 0.007492012087392436
Position 248: 0.004249441652283665
Position 686: 0.003779206597783534
Position 292: 0.003204658327760049
Position 443: 0.00276693314839361
Position 721: 0.0026598896097680285
Position 431: 0.002429390720928754
Position 8489: 0.002406667138529636
Position 3285: 0.002218013802185632
Position 849: 0.0019389714458072128
Position 2609: 0.0015762834657197598
Position 1501: 0.0012523825533234
Position 3433: 0.001246803689439946
Position 948: 0.0012309241996989878
Position 3496: 0.0012043983324289333
Position 2241: 0.0011310162149709183
Position 1506: 0.0010560060355656428
Position 201: 0.0007585676841601975
Position 1398: 0.0007559643038436967
Position 795: 0.0007094431151644749
Position 6612: 0.0007002579031447562
Position 3865: 0.0006324150239456173
Position 3038: 0.0005384006840146484
Position 4855: 0.00033095826094584394
Position 1126: 0.0002829695740509753
Position 2457: 0.00023914502704599385
Position 4768: 0.00021564320384590707
Position 1117: 0.00020727361694806258
Position 3513: 0.00020159548258999463
Position 93: 0.00019635320921979616
Position 4672: 0.00018727830840630836
Position 4111: 0.00017019645105350738
Position 4559: 0.0001582949110488528
Position 1832: 0.0001256521674707145
Position 530: 0.00011973694890296694
Position 1579: 0.00011192049316626278
Position 1229: 0.00011003983159602793
Position 547: 9.308453675392656e-05
Position 236: 9.113795912323532e-05
Position 527: 8.279637358780994e-05
Position 1421: 5.542018141212198e-05
Position 831: 4.2438967738164454e-05
Position 792: 3.311362764544285e-05
Position 239: 2.922649628021658e-05
Position 2882: 2.1962509453315757e-05
Position 889: 1.7238635961765092e-05
Position 2362: 1.6214877202532784e-05
Position 1544: 1.4785118854318431e-05
Position 905: 1.4275723942711344e-05
Position 75: 1.2343351810856431e-05
Position 730: 1.2168143407659899e-05
Position 1194: 1.1981991826702612e-05
Position 447: 9.10769351001651e-06
Position 169: 8.450648223931338e-06
Position 932: 3.374990007465839e-06
Position 171: 2.07664163547439e-06
Position 229: 1.7519492100703185e-06
Position 287: 1.4685807973457912e-06
Position 424: 4.447147179849822e-07
Position 53: 4.3826271150536023e-07
Position 412: 3.1295371192328685e-07
Position 351: 2.0864259623294845e-07
Position 952: 1.0800522680118527e-07
Position 556: 1.054773761568162e-07
Position 179: 9.357799947514516e-08
Position 398: 6.879033675359458e-08
Position 259: 5.757369897889477e-08
Position 187: 4.294150981438283e-08
Position 242: 3.914497662293872e-08
Position 535: 2.702903547798215e-08
Position 261: 2.432830521707655e-08
Position 8: 2.4031907696617028e-08
Position 708: 1.6403493063466243e-08
Position 307: 1.584842837579119e-09
Position 465: 8.723631001310399e-12
Position 319: 4.625159617353351e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 332: 0.5144805380989089
Position 3712: 0.44560323763179804
Position 4970: 0.42975833889060344
Position 2577: 0.20468047485073426
Position 5834: 0.20289389743377084
Position 11612: 0.11824718683728684
Position 11087: 0.11354249115735005
Position 10747: 0.1085937649687398
Position 8167: 0.07107462431562346
Position 10169: 0.06290965724799298
Position 9800: 0.060843222370101924
Position 11199: 0.05818303296117935
Position 8665: 0.05521768758441585
Position 5870: 0.037422387695923716
Position 11150: 0.03615488621684389
Position 8221: 0.032150590127850154
Position 7305: 0.029693381000708296
Position 10329: 0.02590079367500058
Position 9204: 0.021219184858595794
Position 9164: 0.01844210474832737
Position 583: 0.01788538028504185
Position 5044: 0.017059973354203294
Position 5525: 0.01689349360592956
Position 3166: 0.014983419620437175
Position 477: 0.014452840578953938
Position 6691: 0.01246318357692979
Position 7992: 0.011565135731689298
Position 4828: 0.011046957300738514
Position 8378: 0.00935173225247452
Position 10239: 0.008770239072131704
Position 7367: 0.008694151831624159
Position 2290: 0.008149001314209562
Position 337: 0.0076532912322622515
Position 6428: 0.006981581669268092
Position 5614: 0.0059728331409572635
Position 1300: 0.00590521794515243
Position 5092: 0.00584389284401451
Position 7517: 0.005653292950978244
Position 5793: 0.005366545964452927
Position 3640: 0.004260892333875502
Position 3783: 0.004066408697714773
Position 6839: 0.0036202520808368698
Position 5085: 0.003551264836777762
Position 2195: 0.0035318340775214265
Position 1180: 0.003517596726955198
Position 4389: 0.0031871631665054195
Position 11521: 0.0029911045464922066
Position 2519: 0.0029013747292733144
Position 11261: 0.0028975055274394323
Position 1355: 0.0027882813479049697
Position 637: 0.002290802329635563
Position 632: 0.0021437280446608177
Position 5116: 0.0021364854402907297
Position 1090: 0.002019879117882451
Position 4411: 0.0019619503862104357
Position 660: 0.001930193186836921
Position 4231: 0.0019285439056621943
Position 951: 0.0018398867788893478
Position 1116: 0.001810463603157348
Position 2919: 0.0017728291023880087
Position 5079: 0.0017580279291525209
Position 2545: 0.0017522641234421453
Position 8977: 0.001713183968693154
Position 8911: 0.0016867421198971193
Position 543: 0.001652826022606025
Position 3111: 0.0016126467846039637
Position 4061: 0.0015396807192303854
Position 3336: 0.0015160084942083326
Position 2140: 0.0014904117955207939
Position 6668: 0.0014845972743141463
Position 4631: 0.0014064021368615373
Position 7141: 0.0010793598803031494
Position 4360: 0.0010007623421548991
Position 5979: 0.0009815714223640293
Position 7621: 0.0009101418201897032
Position 5335: 0.0008809690237554421
Position 3162: 0.0008119565216026877
Position 1948: 0.0007762074548008285
Position 4584: 0.0006862978010107793
Position 588: 0.000655738863073922
Position 3894: 0.0005569920091287355
Position 2672: 0.0005151177626229713
Position 6126: 0.0005059638756700724
Position 4523: 0.00045153274713823484
Position 3723: 0.0004208101209030847
Position 1791: 0.00033721712592136893
Position 1042: 0.0003245477405909534
Position 6075: 0.00032061025373657145
Position 3186: 0.000300833591875
Position 5849: 0.0002984248677036183
Position 668: 0.00027095279009018103
Position 2701: 0.00026198896990710277
Position 447: 0.0002609021547470726
Position 3822: 0.00023149302536654972
Position 3595: 0.00022263178712954212
Position 3777: 0.0001914458824876386
Position 307: 0.00018672766923853417
Position 977: 0.0001758408952142501
Position 791: 0.00017034733587138875
Position 1714: 0.00016095137648150878
Position 1143: 0.00014214277049652484
Position 4975: 0.00012796572632865522
Position 418: 0.00012010761279898105
Position 1685: 0.00010791162195775441
Position 2487: 9.920467659838337e-05
Position 287: 8.189394673551214e-05
Position 4123: 6.385429681752004e-05
Position 4111: 6.171439827716591e-05
Position 867: 5.714580280836778e-05
Position 1183: 4.954588119639196e-05
Position 1160: 3.372473946497911e-05
Position 2295: 1.9179392025378702e-05
Position 358: 1.6571636526550443e-05
Position 2153: 1.1819880852434954e-05
Position 848: 1.1732873598395062e-05
Position 5890: 1.0574906447406529e-05
Position 2221: 9.760294047523518e-06
Position 2096: 8.686063468372647e-06
Position 343: 3.5093330012638022e-06
Position 360: 3.134979618144028e-06
Position 3870: 1.939475993560836e-06
Position 857: 1.2347074139765889e-06
Position 841: 1.2251108941437716e-06
Position 616: 1.218567908760017e-06
Position 603: 1.1805910451464986e-06
Position 409: 8.685800811121024e-07
Position 2471: 8.6615075374689e-07
Position 167: 6.26292043050141e-07
Position 5635: 3.5666005086706564e-07
Position 547: 1.6706884817767025e-07
Position 693: 1.598139313929178e-07
Position 379: 1.480582417849353e-07
Position 199: 1.4213835670896906e-07
Position 993: 1.4061922529863046e-07
Position 634: 1.177150263938097e-07
Position 590: 1.1446220402059319e-07
Position 1208: 1.1127700762940127e-07
Position 387: 8.637882757316928e-08
Position 699: 7.993188977069186e-08
Position 192: 7.892959945282346e-08
Position 424: 6.346379684307239e-08
Position 742: 6.155713276355186e-08
Position 678: 5.0647650619503095e-08
Position 765: 4.9161182631819866e-08
Position 1049: 3.959551349473686e-08
Position 251: 3.086411981566712e-08
Position 206: 9.759089926082236e-09
Position 1372: 9.28275307727894e-09
Position 381: 9.196654734570975e-09
Position 236: 9.080643956586348e-09
Position 768: 7.717258152933438e-09
Position 152: 7.462114613678996e-09
Position 729: 6.3490754814671776e-09
Position 932: 5.373307563096105e-09
Position 92: 2.8713344855414504e-09
Position 431: 2.8533587413130768e-09
Position 201: 2.8082777514588846e-09
Position 224: 2.2145637583971072e-09
Position 702: 1.7390174332777218e-09
Position 169: 1.606798105553991e-09
Position 141: 1.4729718874675815e-09
Position 221: 1.321630723005537e-09
Position 594: 1.0826433250145205e-09
Position 217: 8.681176988133348e-10
Position 393: 7.530902350943598e-10
Position 396: 7.262988007434908e-10
Position 726: 6.573239147750339e-10
Position 839: 5.695945083834294e-10
Position 1130: 5.044562267676059e-10
Position 248: 4.787359819231502e-10
Position 487: 4.3689703427499846e-10
Position 211: 3.384205258941438e-10
Position 482: 2.7175891990618e-10
Position 213: 2.457211130516968e-10
Position 134: 1.3773116760033267e-10
Position 398: 1.2378749034986432e-10
Position 484: 4.381281130473648e-11
Position 690: 2.1301948179717587e-11
Position 489: 1.722424004748407e-11
Position 103: 3.5635617587238196e-12
Position 493: 3.5207884784763036e-12
Position 72: 1.4529951117130485e-12
