Gene = TMF1
index = 1457
Annotated 5SS: [  359  4946  7812  8554  9497 12753 13461 13740 17281 18756 22489 24078
 24404 26308 26744 28249]
Annotated 3SS: [ 3740  7707  8426  9390 12609 13293 13582 17187 18598 22295 24007 24310
 26205 26590 28122 28982]
SMsplice 5SS: [  359   736  3628  4172  7812  8554 12753 13461 13740 17281 24078 24404
 27448 28249]
SMsplice 3SS: [  658  3530  4079  7634  8426 12609 13293 13582 17187 24007 24310 27323
 28122 28982]
top_k =  1000
Partition function (log Z): 18.86297163075386

Sorted 5' Splice Sites (High to Low Probability):
Position 359: 0.981672265318725
Position 27448: 0.968212802728758
Position 4172: 0.9577901728523822
Position 8554: 0.9206752528596047
Position 13461: 0.9167821065579266
Position 17281: 0.893414806745001
Position 24078: 0.8824726028888339
Position 13740: 0.8520894600539041
Position 7812: 0.829829266420615
Position 24404: 0.801734471729848
Position 28249: 0.7009322408355884
Position 12753: 0.6640550750815613
Position 736: 0.6414508009565113
Position 3628: 0.5907833809001172
Position 22489: 0.5312453558098507
Position 26308: 0.48100107668318254
Position 9497: 0.4647869701029444
Position 29483: 0.46460928888501374
Position 29159: 0.40136214632486217
Position 4946: 0.3280430840971494
Position 26744: 0.2981500563547847
Position 4955: 0.27143327318329336
Position 7403: 0.2645649422288107
Position 9058: 0.22588785283006713
Position 3941: 0.19642864823921813
Position 88: 0.1954858325413245
Position 17583: 0.1658763815095003
Position 30221: 0.16116260139794547
Position 22120: 0.14140926824367012
Position 20573: 0.13411966654778795
Position 56: 0.13238660411737577
Position 17758: 0.12139443357084603
Position 5750: 0.1140744541133043
Position 18756: 0.11389320679131912
Position 3555: 0.1017567238796033
Position 17317: 0.09144575474366755
Position 729: 0.08919685255157028
Position 29070: 0.08462758273190095
Position 3615: 0.07332411149017155
Position 27763: 0.06158916325583597
Position 14359: 0.05528415074416909
Position 17715: 0.04759602057552257
Position 8798: 0.04624176672041781
Position 9099: 0.04583049176223548
Position 3640: 0.04375592908624547
Position 27995: 0.042771081233363616
Position 16930: 0.04263688531800426
Position 4163: 0.04041840566216294
Position 9532: 0.03964783806497162
Position 18823: 0.03828345427192046
Position 4353: 0.03729081334161648
Position 29081: 0.034486012942353636
Position 27183: 0.03432023180897274
Position 24639: 0.033935949493925414
Position 13396: 0.03158981993124771
Position 14627: 0.03031361290036979
Position 5992: 0.030289125070173725
Position 1252: 0.029658309845411967
Position 2169: 0.027845132316829554
Position 7437: 0.026563325704883085
Position 26660: 0.025651053369966467
Position 23565: 0.023081979708404497
Position 3983: 0.02235755139097837
Position 9717: 0.021584485800905502
Position 740: 0.02073063588584009
Position 26532: 0.02050731978729921
Position 28213: 0.017178482918460497
Position 4613: 0.01674882488752622
Position 11894: 0.01525498497557692
Position 5956: 0.015036613162617183
Position 1548: 0.014693434404243205
Position 17293: 0.014297358215757474
Position 11912: 0.012568327076370418
Position 20417: 0.011891535765613978
Position 22552: 0.01103171470371525
Position 23892: 0.01041449579331915
Position 3595: 0.009829183467823332
Position 9020: 0.009811352593534939
Position 12858: 0.009447469193689464
Position 16053: 0.009416854205684718
Position 16801: 0.008707507385806178
Position 20109: 0.00869197342628111
Position 27923: 0.008402358764302635
Position 10116: 0.008213925578779611
Position 26409: 0.0072709273716319075
Position 16813: 0.006920226952894309
Position 15705: 0.0060674982151095805
Position 5170: 0.005847374929735691
Position 1291: 0.0050716238916956894
Position 9365: 0.005056363189057238
Position 24127: 0.004841093485171623
Position 32085: 0.004254333447481651
Position 421: 0.0038858944210209156
Position 29122: 0.0038605917298517095
Position 2306: 0.003826572722245892
Position 24946: 0.0033340966826259054
Position 12714: 0.003206615566025572
Position 3851: 0.0028799952450244896
Position 3866: 0.0028232791350020266
Position 24170: 0.0025522971914997126
Position 1420: 0.002505258550947961
Position 17075: 0.002387568740607542
Position 8790: 0.0023732563575077224
Position 14787: 0.00222668257795284
Position 24202: 0.0020994462113157896
Position 3933: 0.0019189504105117609
Position 776: 0.0018568682064030821
Position 32253: 0.0018023717218596147
Position 8983: 0.001629590021825986
Position 22422: 0.001568403223457205
Position 27693: 0.0014559421515948111
Position 15701: 0.0013196059551107322
Position 5245: 0.0013090990445593631
Position 14739: 0.0013084345343429098
Position 38: 0.0011935773746192177
Position 24810: 0.0010621697988725534
Position 3755: 0.0010252596972606847
Position 12849: 0.0010203839222630827
Position 557: 0.0009817183172398886
Position 17123: 0.0009053916991546817
Position 27583: 0.0008784729666058962
Position 3914: 0.000850898333704212
Position 1203: 0.0007536164365433238
Position 4098: 0.000694819052810243
Position 28997: 0.0006941145562102724
Position 28427: 0.0006814206737855491
Position 28653: 0.0006730753440563934
Position 27579: 0.0006537881220986542
Position 14445: 0.000628137336969395
Position 17267: 0.0006140185236847885
Position 8570: 0.0006020691679311839
Position 3289: 0.0005273391658813933
Position 1581: 0.0005078840558748604
Position 30229: 0.00044300512486292263
Position 585: 0.00040092612310298214
Position 4334: 0.000398288683219007
Position 8649: 0.0003763024105201951
Position 82: 0.00036226748117849055
Position 14659: 0.00022844843483216834
Position 345: 0.00020557500876054117
Position 13430: 0.00017585128824699166
Position 3592: 0.00016448235153764993
Position 17729: 0.00015800186551359228
Position 3938: 0.0001457473531432234
Position 27452: 0.00013625445996646852
Position 182: 0.00011519846499013592
Position 3813: 9.31414598100198e-05
Position 3863: 7.483872087018366e-05
Position 3606: 7.369543111405853e-05
Position 4184: 7.260045988636672e-05
Position 716: 6.744022337270421e-05
Position 798: 6.714041641677443e-05
Position 516: 5.770910910225316e-05
