Gene = ARHGEF35
index = 94
Annotated 5SS: [118]
Annotated 3SS: [7259]
SMsplice 5SS: [118]
SMsplice 3SS: [7259]
top_k =  1000
Partition function (log Z): -8.62154455128524

Sorted 5' Splice Sites (High to Low Probability):
Position 118: 0.9741691278788649
Position 7456: 0.6301749884436437
Position 4253: 0.22034789434670668
Position 8106: 0.17639293787216323
Position 8179: 0.138587854177142
Position 2618: 0.10324802677558363
Position 6180: 0.0670824814581766
Position 3510: 0.047105642417101516
Position 776: 0.0390520390712802
Position 6485: 0.030604484126439853
Position 7804: 0.024930905281814898
Position 3505: 0.024741905494674133
Position 7368: 0.024292956884208634
Position 6480: 0.02213805210384059
Position 2991: 0.02173336708441187
Position 3628: 0.016969153512669862
Position 177: 0.014507484421946588
Position 1873: 0.009598992531729448
Position 6317: 0.00936344070928767
Position 1324: 0.009042541219626806
Position 597: 0.008677046781789143
Position 2622: 0.007591728700907895
Position 1575: 0.007503265132814082
Position 2479: 0.006687139460964179
Position 5501: 0.0066481917037981
Position 444: 0.006135518528505234
Position 2872: 0.005600165732873692
Position 743: 0.0054501639856709225
Position 6062: 0.005320003399533744
Position 2728: 0.005285212944447063
Position 2765: 0.004760770540568179
Position 6526: 0.004712498505950404
Position 3789: 0.004645831582821409
Position 3060: 0.004586265380606868
Position 3461: 0.004583226756229749
Position 6801: 0.0045489404207182714
Position 3498: 0.0037372645094203697
Position 1007: 0.003593326918550282
Position 5422: 0.003252576163327393
Position 714: 0.0026075763434555144
Position 7470: 0.0025616499998078
Position 4272: 0.0024739770522787916
Position 5243: 0.002330979087701682
Position 4172: 0.0023205617656029305
Position 7214: 0.0021328464716042043
Position 2746: 0.0020645715474312486
Position 293: 0.002056382934385101
Position 7663: 0.0018383045792777991
Position 1674: 0.0018338128237968124
Position 2164: 0.0017746866481720175
Position 2578: 0.001677199262189721
Position 2283: 0.0015845942075748529
Position 1590: 0.0013510184017594157
Position 6523: 0.001336737703097579
Position 1348: 0.0012121198002610226
Position 2434: 0.0012119868662395052
Position 582: 0.0010280115475928176
Position 368: 0.0007595946739999276
Position 238: 0.0007406541211799603
Position 3363: 0.0005544534697095762
Position 6069: 0.0005175749100289408
Position 313: 0.0002248160221310592
Position 3841: 0.00022138037364066788
Position 3012: 0.00010620197339079365
Position 2430: 0.0001011420155413969
Position 639: 9.231869413316747e-05
Position 1463: 7.916506539941995e-05
Position 2882: 6.383411406053582e-05
Position 122: 5.003691683286332e-05
Position 3576: 1.765797232159887e-05
Position 16: 1.7191949812472314e-05
Position 373: 1.6088187452316523e-05
Position 1763: 1.0907278791605298e-05
Position 524: 1.0826678568360875e-05
Position 1313: 7.475544005206777e-06
Position 104: 4.408440958927512e-06
Position 357: 2.8515033205397687e-06
Position 993: 2.833865302369365e-06
Position 652: 2.6719118376928258e-06
Position 966: 1.855339846735301e-06
Position 3522: 1.766141975288972e-06
Position 1256: 1.7503252143671314e-06
Position 753: 1.690914853231771e-06
Position 570: 9.262426217682692e-07
Position 871: 9.106933303741424e-07
Position 343: 4.371440126421199e-07
Position 1115: 3.7535813718418436e-07
Position 135: 3.352108046359483e-07
Position 295: 1.6868530789934214e-07
Position 609: 1.5906527238681799e-07
Position 929: 1.4603461221943952e-07
Position 595: 1.054857217201234e-07
Position 763: 8.676943222032557e-08
Position 874: 5.139063731452164e-08
Position 297: 3.5563176943691135e-08
Position 601: 2.1989007318731108e-08
Position 1494: 1.577078499597294e-08
Position 161: 1.401964127914261e-08
Position 507: 5.561016374766244e-09
Position 408: 3.603316282984171e-09
Position 607: 1.8191483442211884e-09
Position 679: 8.164710272419075e-10
Position 346: 5.246271918304976e-10
Position 624: 4.5849944328538723e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7259: 0.6832093361167084
Position 7946: 0.3420272943923734
Position 8837: 0.14500898611237115
Position 7693: 0.1345390120022962
Position 8541: 0.12070885390025785
Position 3911: 0.09858715326766854
Position 7323: 0.0932853981494314
Position 3432: 0.09254973338955497
Position 6017: 0.08040912265450295
Position 2519: 0.07179319987891108
Position 4131: 0.06854202924709601
Position 9248: 0.060904499613124156
Position 6363: 0.05905812816505371
Position 9204: 0.052187394271761466
Position 9321: 0.04608748936702468
Position 7661: 0.04039564503929042
Position 581: 0.03779874312579587
Position 8631: 0.03427081557417375
Position 7213: 0.03058417151631495
Position 7511: 0.02899611078308479
Position 2393: 0.028558648144349254
Position 2667: 0.02324220511447955
Position 3730: 0.02040521054773814
Position 8613: 0.020079335549644254
Position 3788: 0.01820126034943548
Position 5236: 0.016771100046984667
Position 8952: 0.015634007965828627
Position 8505: 0.014695103313247368
Position 4165: 0.013040754123930368
Position 679: 0.010056816432670408
Position 9400: 0.009562594981633933
Position 8040: 0.009561969988318472
Position 3258: 0.008823627465142005
Position 7833: 0.008477666125953702
Position 9365: 0.008011506143009868
Position 2544: 0.00756879300526737
Position 8798: 0.007132639969340858
Position 1159: 0.0064162310782909585
Position 7325: 0.006345997476809847
Position 3968: 0.006344948236433839
Position 2947: 0.006088230383540871
Position 4188: 0.0058753031610144285
Position 1417: 0.005229235012920708
Position 1364: 0.004991115124294382
Position 2929: 0.004857995759481554
Position 4213: 0.004833742859607965
Position 8990: 0.004802952139612473
Position 837: 0.004705130491123279
Position 8564: 0.004509690357630003
Position 280: 0.004480658892561966
Position 2357: 0.004465863642851845
Position 6992: 0.00439118352622977
Position 6747: 0.004219495579961858
Position 4143: 0.004090896481747108
Position 7766: 0.004047466115012568
Position 634: 0.0038819563097707357
Position 3876: 0.0037882859588130664
Position 2471: 0.003677155383293811
Position 6522: 0.0034849969083771675
Position 4100: 0.0032496079338929255
Position 1058: 0.003044851659980479
Position 2453: 0.0029021693308343617
Position 6154: 0.0027123668201917096
Position 7949: 0.0025791398792142494
Position 2157: 0.0025216594350561047
Position 4171: 0.0025204393098461333
Position 503: 0.0025040531929038097
Position 4211: 0.0023646264195198844
Position 405: 0.0023539882563515754
Position 2825: 0.0022297681397509257
Position 7919: 0.0021452617302701654
Position 612: 0.0020735527100820927
Position 8192: 0.002056174407801139
Position 1849: 0.001846203894655055
Position 2850: 0.0017433222542553675
Position 1542: 0.00165689335230709
Position 7794: 0.0015450045339648899
Position 2423: 0.0014873929475666195
Position 2902: 0.0014205190728690635
Position 551: 0.001371589544731746
Position 6210: 0.0012881760329363382
Position 7056: 0.001280319022544017
Position 1979: 0.0012800027959789149
Position 4760: 0.0012301689071456524
Position 7515: 0.0011516517333304303
Position 2420: 0.0011173827209292957
Position 1717: 0.0010758966419123872
Position 2475: 0.0010170230947066893
Position 1752: 0.0009358943192066246
Position 5074: 0.0008612589276240954
Position 1504: 0.0008412617654773065
Position 6261: 0.0008201946643222986
Position 6793: 0.0007776733728355849
Position 7734: 0.0007447018161445694
Position 2076: 0.0007439419771829771
Position 2911: 0.0007238758924382943
Position 2931: 0.0006532489838814364
Position 2891: 0.0006186588599434854
Position 2794: 0.0006077819605366966
Position 7524: 0.0006005190831713452
Position 250: 0.0006004072986506064
Position 652: 0.0005642977246201305
Position 894: 0.0005552521929483813
Position 1599: 0.0005369548306052676
Position 6168: 0.00047399152343283727
Position 383: 0.0004489771818188902
Position 1735: 0.0004372705880305362
Position 963: 0.0004289463855741552
Position 7389: 0.0003928633027154006
Position 2764: 0.00038502751309728436
Position 3973: 0.00037135552839851204
Position 6683: 0.00036781413963514925
Position 1732: 0.0003544176855418641
Position 3311: 0.0003494402592106375
Position 1574: 0.00034772734011599503
Position 4905: 0.0003241430927826844
Position 3034: 0.0003198246258787821
Position 5188: 0.00030667971560139354
Position 5133: 0.0002958617795000787
Position 1437: 0.00029426143846300633
Position 2299: 0.00029346528793971485
Position 357: 0.00029243719770195387
Position 8328: 0.0002894815330356799
Position 738: 0.0002697769243970887
Position 1112: 0.00024375469204406447
Position 447: 0.0002319282275865927
Position 5937: 0.0002263418591275556
Position 3344: 0.0002186881493549993
Position 1948: 0.00020816684622276723
Position 1789: 0.00020170131718333815
Position 4469: 0.00019613565632637612
Position 5418: 0.00019282282117969148
Position 4796: 0.00019128847877993837
Position 2967: 0.0001701791588300346
Position 3916: 0.00016294737943695238
Position 1640: 0.0001565407569264884
Position 2196: 0.000148967149496896
Position 5542: 0.00013497582401555806
Position 6584: 0.00013234689771407298
Position 3529: 0.00013056433477215217
Position 1762: 0.0001303417917318468
Position 1256: 0.00012243936127151467
Position 1766: 9.320061601744517e-05
Position 2640: 7.076153266587894e-05
Position 4740: 6.686252770692958e-05
Position 2311: 5.456187167352849e-05
Position 4734: 5.213414223703131e-05
Position 3148: 4.299585168398395e-05
Position 1460: 4.2799022166828684e-05
Position 3460: 4.06257595203667e-05
Position 444: 3.7547034593109056e-05
Position 2988: 3.31657323341066e-05
Position 3579: 3.215436552225621e-05
Position 3472: 3.071576457803996e-05
Position 1617: 3.000450978010784e-05
Position 428: 2.811639177411228e-05
Position 2017: 2.7959775133547227e-05
Position 3687: 2.7935341021408055e-05
Position 2798: 2.4532909093531053e-05
Position 1695: 2.0937587327530495e-05
Position 3576: 2.028118697552682e-05
Position 941: 1.799237254146559e-05
Position 2705: 1.3494095428350861e-05
Position 1207: 1.207768305472417e-05
Position 794: 1.0883747655591606e-05
Position 1546: 1.0597982571445867e-05
Position 1857: 9.162598919247086e-06
Position 1684: 7.64835337830845e-06
Position 1114: 7.159082957900306e-06
Position 2406: 6.466958606948877e-06
Position 2972: 5.330526707636482e-06
Position 1424: 4.5890936674613134e-06
Position 523: 4.4319476487257e-06
Position 852: 2.8632130761255006e-06
Position 1572: 2.862106832808872e-06
Position 1192: 2.1374114947837486e-06
Position 1340: 2.1133325863594147e-06
Position 1261: 2.1081727745602955e-06
Position 2172: 1.950685471539325e-06
Position 1185: 1.8757232623812768e-06
Position 220: 1.8306522125191977e-06
Position 1317: 1.698093324298096e-06
Position 1019: 1.405755266837904e-06
Position 1121: 1.4048801619103286e-06
Position 966: 1.3858437008257356e-06
Position 937: 1.250424959187801e-06
Position 707: 1.0947379127624742e-06
Position 1046: 1.0886031463922377e-06
Position 284: 1.065962723712891e-06
Position 1444: 8.088845314837841e-07
Position 305: 8.054376639848358e-07
Position 185: 7.020445340388786e-07
Position 1127: 6.97630597201634e-07
Position 807: 6.659114810172388e-07
Position 191: 3.460658180301683e-07
Position 1926: 3.1653696598460884e-07
Position 2031: 3.0390945461240636e-07
Position 1579: 2.3567811750255688e-07
Position 326: 1.7856166644776352e-07
