Gene = LOR
index = 789
Annotated 5SS: [34]
Annotated 3SS: [1226]
SMsplice 5SS: [  34 1176]
SMsplice 3SS: [1086 1244]
top_k =  1000
Partition function (log Z): -7.916700941132323

Sorted 5' Splice Sites (High to Low Probability):
Position 34: 0.8661584814750377
Position 1176: 0.8355007724794209
Position 832: 0.09970841259573711
Position 807: 0.03578926822784858
Position 455: 0.023686516856843778
Position 826: 0.009117199572045646
Position 947: 0.007147093083350944
Position 410: 0.0035705852099944843
Position 240: 0.0029609357994311667
Position 980: 0.0026985708161081264
Position 1383: 0.002487495468776464
Position 1180: 0.002345615124174922
Position 174: 0.002228282072618166
Position 1503: 0.001988079924198585
Position 598: 0.0013828878628800482
Position 302: 0.0012619700539397874
Position 589: 0.0010374819006186888
Position 951: 0.0010136793714698874
Position 620: 0.0010032838837615457
Position 839: 0.0008998185956914056
Position 1392: 0.0007239812965323029
Position 25: 0.0006284208522865898
Position 1569: 0.0004124714157245654
Position 602: 0.0002805223645118147
Position 1419: 0.00026002037789919546
Position 1889: 0.00018637596046974737
Position 1644: 0.0001795446884474857
Position 487: 0.00017009450234960134
Position 2276: 0.00015332589022940365
Position 772: 0.00014996290313632827
Position 215: 0.00014786782021760302
Position 377: 0.00014092198967925523
Position 224: 0.00013011003883227774
Position 1516: 0.0001125526950489414
Position 494: 0.00010513893410892531
Position 2070: 8.735957313053773e-05
Position 791: 4.2767624882768996e-05
Position 1341: 3.1538252301242997e-05
Position 631: 2.952934335921406e-05
Position 2225: 2.7774187312948395e-05
Position 1197: 2.66662284825077e-05
Position 38: 2.6112376571308912e-05
Position 2105: 2.423223273354908e-05
Position 369: 2.388413659221905e-05
Position 669: 2.047130664107166e-05
Position 73: 1.8300833762428636e-05
Position 902: 1.3874116948621161e-05
Position 870: 1.1213406501950139e-05
Position 40: 1.0741469320732663e-05
Position 2199: 7.84886526664134e-06
Position 977: 6.682462292716243e-06
Position 683: 6.651575056341916e-06
Position 43: 4.433776514077659e-06
Position 794: 9.087716560195298e-07
Position 530: 6.793613196062815e-07
Position 432: 2.9974647624665154e-07
Position 347: 2.276800468075297e-07
Position 217: 1.0370438844111563e-07
Position 524: 3.8330986378624247e-08
Position 700: 1.6133216474211613e-08
Position 716: 1.1218286953993083e-08
Position 1344: 8.313220808272055e-09
Position 1151: 7.154017734484871e-09
Position 1323: 7.046312922871506e-09
Position 1317: 6.1818544878782425e-09
Position 1298: 5.293097925090549e-09
Position 836: 2.4824328817960917e-09
Position 333: 2.2503535137543517e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1086: 0.5855784613289411
Position 1244: 0.3081991009799279
Position 1083: 0.12152062053570019
