Gene = PTPDC1
index = 1098
Annotated 5SS: [  346   994  3483  3835 11026 14151 17323 19957]
Annotated 3SS: [  821  3401  3715 10887 12891 17136 19845 23398]
SMsplice 5SS: [  276   994  3483  3835 11026 17323]
SMsplice 3SS: [  821  3401  3715 10887 17136 23398]
top_k =  1000
Partition function (log Z): -0.20696244723155433

Sorted 5' Splice Sites (High to Low Probability):
Position 11026: 0.988495101463109
Position 3835: 0.974815260511712
Position 17323: 0.9729071918246222
Position 3483: 0.8156038044779502
Position 994: 0.7965543757050811
Position 276: 0.7024716806446558
Position 10330: 0.5856016469247606
Position 13008: 0.49149655899245376
Position 19275: 0.33818089816776337
Position 54: 0.27682416234356366
Position 21957: 0.26805296573071036
Position 15759: 0.2568530918442333
Position 15426: 0.23034873815816836
Position 19957: 0.20106826565817723
Position 10516: 0.20002922614727206
Position 7301: 0.1939137694121529
Position 9691: 0.1106943554091488
Position 5744: 0.09526258385864843
Position 706: 0.0808366212604523
Position 9286: 0.07528051497595556
Position 24026: 0.06488078097799771
Position 346: 0.06380599897801384
Position 7845: 0.0530749904457779
Position 9723: 0.05148099347762533
Position 14136: 0.05054397455957724
Position 16683: 0.05050125275367861
Position 340: 0.04883303607917941
Position 3509: 0.04821382701083149
Position 1945: 0.03930557936377989
Position 4020: 0.0370910395028423
Position 14151: 0.03251116880248177
Position 20056: 0.02970424733110506
Position 23528: 0.027092621697308347
Position 11967: 0.024266140123429036
Position 15458: 0.023378473536301906
Position 931: 0.02292083250748608
Position 19297: 0.02287522901245668
Position 6374: 0.021414736986365986
Position 609: 0.019955217496162147
Position 14591: 0.018412485316860634
Position 9055: 0.014424655912512026
Position 16164: 0.014399497502905484
Position 12064: 0.013817100855287704
Position 108: 0.01362274841527797
Position 9891: 0.013481506060038333
Position 918: 0.013201235490206248
Position 10710: 0.013046914210208893
Position 1369: 0.013030067082092879
Position 16298: 0.011888727374630922
Position 11518: 0.011801685982369836
Position 10415: 0.011428171564704215
Position 954: 0.0111041924791154
Position 6078: 0.01057794470336917
Position 20641: 0.010556932623577294
Position 2264: 0.01028443054007528
Position 10574: 0.006642899744795749
Position 10479: 0.006548124814517035
Position 10074: 0.006425086355246694
Position 20168: 0.006407024697023911
Position 23558: 0.006333224287840392
Position 20062: 0.005883496869386576
Position 3999: 0.00555552825048616
Position 15751: 0.005425902738161484
Position 10959: 0.004995628967738693
Position 1180: 0.0049333593573096185
Position 20315: 0.004869219181535996
Position 10350: 0.004838747441768647
Position 11590: 0.004447860835101847
Position 2223: 0.004369666405282187
Position 22373: 0.004044482693800401
Position 11647: 0.003410895215526249
Position 14733: 0.003179365357509069
Position 14683: 0.0030059655850977183
Position 1118: 0.0029071024778152574
Position 2290: 0.0027607583097724857
Position 11471: 0.002724858513625525
Position 22212: 0.0025402058930294596
Position 16121: 0.002446297752569483
Position 12383: 0.002253974371246775
Position 22503: 0.00224236909857062
Position 10392: 0.002207540802802476
Position 3754: 0.0021190656186600857
Position 3115: 0.00203770678235579
Position 5937: 0.0019252447978447373
Position 17850: 0.0018396130836019764
Position 2937: 0.0017482132227046494
Position 22426: 0.0017377416983434821
Position 1906: 0.0015939617705484001
Position 11030: 0.0015103491875757922
Position 2894: 0.001169948558206452
Position 12703: 0.0011543131682437
Position 1185: 0.0011441745944269343
Position 857: 0.0010407960431870788
Position 282: 0.0010405250228929003
Position 2665: 0.0010297706462720543
Position 12339: 0.0008365456638499163
Position 19250: 0.0007967758390834577
Position 545: 0.0007432702354869789
Position 1050: 0.0007367699249785189
Position 7297: 0.0006783021950532021
Position 9913: 0.0006433063761888905
Position 11040: 0.0006142816140450329
Position 378: 0.0006008823191059178
Position 2193: 0.0005865932003441763
Position 4772: 0.000579131956850043
Position 1816: 0.0005634929409707007
Position 192: 0.0005562899504793005
Position 12013: 0.0005477716984282583
Position 2954: 0.0005340930337774265
Position 2397: 0.0005159839252314007
Position 3948: 0.0005015743672631265
Position 9112: 0.0004954124235607815
Position 3627: 0.00048322857787017455
Position 1365: 0.00044289012738186274
Position 20928: 0.00041793463024625787
Position 3984: 0.0004065545079576328
Position 3009: 0.00038017395858054527
Position 20319: 0.00024282026381788473
Position 138: 0.0002108485683898389
Position 6198: 0.00019591176415706014
Position 5064: 0.00017879400499885864
Position 10953: 0.00016332076300775537
Position 297: 0.00016210960262476722
Position 11100: 0.00016060415354894034
Position 288: 0.00015816872688061482
Position 4225: 0.00014262612068342658
Position 3492: 0.00012646328020435898
Position 631: 0.00011147664409582163
Position 11501: 0.00011052849874880834
Position 386: 0.0001048379160256986
Position 5359: 9.709102370187145e-05
Position 12437: 8.749794589451473e-05
Position 3554: 8.015346536570168e-05
Position 2067: 7.649789084649082e-05
Position 3953: 7.344216273149006e-05
Position 1897: 6.809085395470894e-05
Position 6022: 6.804830038041712e-05
Position 1849: 6.182196728967004e-05
Position 484: 5.020679523535771e-05
Position 58: 4.423716645265332e-05
Position 613: 4.209355642629264e-05
Position 466: 4.11816950734329e-05
Position 410: 3.926614399628532e-05
Position 22185: 3.588150624591766e-05
Position 568: 3.22824110811089e-05
Position 4704: 2.2550579426951433e-05
Position 36: 2.2118606892066574e-05
Position 5991: 1.9837432851686433e-05
Position 5755: 1.701256892319064e-05
Position 440: 1.4289138142180027e-05
Position 1098: 9.705724408970909e-06
Position 1006: 9.118502383810649e-06
Position 681: 7.781064377662176e-06
Position 470: 6.6948888783642315e-06
Position 588: 6.352266756905176e-06
Position 1763: 3.841979755851016e-06
