Gene = MARCKSL1
index = 817
Annotated 5SS: [433]
Annotated 3SS: [1281]
SMsplice 5SS: [433]
SMsplice 3SS: [1281]
top_k =  1000
Partition function (log Z): -7.500623373364458

Sorted 5' Splice Sites (High to Low Probability):
Position 433: 0.7473985989513829
Position 437: 0.23459808230679724
Position 1154: 0.040334975266781044
Position 1432: 0.030891112665232957
Position 1412: 0.025491454064811632
Position 1797: 0.01275686131069081
Position 856: 0.009422454526404028
Position 208: 0.008288163031863572
Position 1111: 0.008153312831358716
Position 1787: 0.007668782019688981
Position 1325: 0.00473275427743331
Position 1129: 0.00419754946118157
Position 2016: 0.003160860266948258
Position 1529: 0.0027530459503111657
Position 1043: 0.0026648262269459086
Position 190: 0.0026282740676769356
Position 1004: 0.0017295762307992354
Position 2339: 0.0012874397322126443
Position 2116: 0.0011457883989603043
Position 32: 0.001141449626852019
Position 1535: 0.0009071248264431907
Position 860: 0.0005504438035376414
Position 811: 0.000522036871123251
Position 1148: 0.0004928984744027507
Position 1076: 0.0004066866542483969
Position 1150: 0.0003284898672305637
Position 909: 0.0002792256058905424
Position 87: 0.0002384630841134109
Position 801: 0.00011276989240019564
Position 2372: 0.0001000093632884125
Position 2011: 8.300999157610477e-05
Position 382: 8.293083768309221e-05
Position 1345: 4.939736786995461e-05
Position 1294: 2.5632725735498364e-05
Position 561: 2.3246104573617876e-05
Position 1178: 2.0560983231498636e-05
Position 1589: 1.054234613506383e-05
Position 1335: 8.378514896992222e-06
Position 693: 4.191673605776675e-06
Position 663: 5.839097753082155e-07
Position 1835: 4.070539873987827e-07
Position 1801: 2.778748870492116e-07
Position 1184: 2.558664822497602e-07
Position 1779: 2.0715323882721104e-07
Position 1840: 1.9437012614942576e-07
Position 285: 1.772990322017976e-07
Position 1131: 7.655586317270603e-08
Position 523: 4.454737235136554e-08
Position 650: 2.9691138522799054e-08
Position 16: 1.1062130921992504e-08
Position 949: 3.4359864407471216e-09
Position 569: 1.475094715693306e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1281: 0.8486979076736126
Position 1561: 0.14637462033882098
Position 957: 0.05778333918915698
Position 1977: 0.020783734133209865
Position 1323: 0.013067570560583337
Position 2213: 0.009768181933866008
Position 2541: 0.006432523072431899
Position 1883: 0.006274378861132159
Position 584: 0.004095092813767901
Position 827: 0.003982258995021421
Position 1357: 0.0037678216275740463
Position 2119: 0.002604486141938552
Position 693: 0.0022613709561878567
Position 990: 0.002134019182620399
Position 2232: 0.0019419690604640842
Position 1214: 0.0018674555500343168
Position 1839: 0.0017591705585905508
Position 880: 0.0013638795259185044
Position 336: 0.001358779019262839
Position 2116: 0.0013079594658837483
Position 1956: 0.001282300354156375
Position 2268: 0.0011884110941264485
Position 353: 0.0011577874932739932
Position 914: 0.0010025770058024993
Position 1911: 0.0008823652555557007
Position 1512: 0.0008629796496548578
Position 1284: 0.0007612870336669476
Position 1887: 0.0006860697536616319
Position 2080: 0.0006780149450777146
Position 733: 0.0006777992668761411
Position 1617: 0.000593681489834148
Position 899: 0.000575000069004716
Position 1563: 0.0005020576612671317
Position 333: 0.0004990038957676941
Position 908: 0.00045568367672715583
Position 993: 0.00045284285912826404
Position 2002: 0.0004442434081884944
Position 712: 0.0003970940123467361
Position 306: 0.0003789466507232638
Position 2445: 0.00034785161533386317
Position 744: 0.000270607713332191
Position 2292: 0.0002489332956355874
Position 1443: 0.0002324561848116206
Position 1330: 0.00022396425742383903
Position 2520: 0.000191511180254235
Position 1406: 0.0001826454529524499
Position 1410: 0.00017892965817751993
Position 1217: 0.00017025327048104117
Position 1598: 0.00016406490394217592
Position 1063: 0.0001552284916034535
Position 1479: 0.00015039613041275117
Position 1184: 0.00010376710755198466
Position 251: 9.135867682642658e-05
Position 959: 9.019047270639336e-05
Position 1482: 8.164739598621154e-05
Position 357: 7.980762145236451e-05
Position 1446: 7.003078910259772e-05
Position 124: 5.6029600875340866e-05
Position 1019: 5.2933557426159874e-05
Position 323: 4.9901887438393274e-05
Position 490: 3.958799098152068e-05
Position 1309: 3.3218880498004944e-05
Position 1982: 2.8318925672557292e-05
Position 1301: 2.609459614813411e-05
Position 599: 2.6037220477969813e-05
Position 1115: 2.1587011457369543e-05
Position 922: 1.9907177079511147e-05
Position 1187: 1.938301058522338e-05
Position 1396: 1.8825780333344186e-05
Position 1392: 1.8374255954166242e-05
Position 773: 1.7359338521827643e-05
Position 1567: 1.2018653909101789e-05
Position 886: 1.2004551663886268e-05
Position 918: 1.1467153833741708e-05
Position 2343: 1.059688669632446e-05
Position 2015: 1.0519270900518564e-05
Position 2155: 1.032024353145968e-05
Position 420: 8.087129980059745e-06
Position 1455: 7.465673923615269e-06
Position 1812: 6.039831468815761e-06
Position 396: 5.012000878914426e-06
Position 403: 4.381089058343795e-06
Position 182: 3.969122240092354e-06
Position 833: 3.835585182075201e-06
Position 1650: 2.1991378188565036e-06
Position 1710: 1.8961324012038805e-06
Position 104: 1.7073275894910466e-06
Position 1743: 1.688812990230376e-06
Position 1605: 1.379307717662419e-06
Position 1621: 1.3662429575050625e-06
Position 1021: 1.2390773920448248e-06
Position 128: 1.0909906473857122e-06
Position 755: 9.65155548853675e-07
Position 366: 9.217071297951125e-07
Position 400: 7.856335905694908e-07
Position 1023: 7.54515957586961e-07
Position 603: 7.310945476856648e-07
Position 1572: 6.822875401308873e-07
Position 1122: 5.799345940232989e-07
Position 1659: 5.771146213877381e-07
Position 162: 5.157098653129326e-07
Position 359: 4.836349500250958e-07
Position 916: 3.638033001728006e-07
Position 1124: 3.1609879895427585e-07
Position 2193: 2.7609598561183115e-07
Position 167: 2.5170234965670714e-07
Position 1128: 2.3260198008789175e-07
Position 1717: 1.769353510283697e-07
Position 213: 1.5394594760753495e-07
Position 432: 1.4644359540816027e-07
Position 1569: 1.2479390876551993e-07
Position 393: 1.0785015241279075e-07
Position 1001: 6.752215169807793e-08
Position 1514: 6.748569000401913e-08
Position 461: 5.448860649637358e-08
Position 207: 3.773377620145739e-08
Position 202: 3.7008332537487234e-08
Position 618: 3.6050060645879505e-08
Position 1763: 3.589263535094829e-08
Position 186: 2.133734085748881e-08
Position 1366: 3.586997060744108e-09
Position 1431: 2.950846620875478e-09
Position 1425: 2.81478546937999e-09
Position 838: 2.3343735413792183e-09
Position 608: 5.170757870365314e-10
Position 1458: 2.9884751658385494e-10
Position 849: 1.3053833537290605e-10
Position 847: 4.89367274566689e-11
