Gene = CASR
index = 282
Annotated 5SS: [  130 70692 73705 78730 92360 98554]
Annotated 3SS: [ 70264  73397  77844  92128  98429 100003]
SMsplice 5SS: [  847 48425 55061 64668 70692 76494 79636 80900 83604 92360 98554]
SMsplice 3SS: [ 48290  54952  64507  70420  76371  79508  80617  83449  92246  98429
 100262]
top_k =  1000
Partition function (log Z): -47.61292431701144

Sorted 5' Splice Sites (High to Low Probability):
Position 847: 0.9300817822469261
Position 5891: 0.5422506123981715
Position 130: 0.21342215111707397
Position 5594: 0.1453954091101662
Position 14599: 0.11878067749091735
Position 2356: 0.10794565866783504
Position 2775: 0.08959363974286141
Position 5500: 0.0842620903945058
Position 500: 0.0670160947164217
Position 476: 0.059034305495512716
Position 1729: 0.04872291996433996
Position 2786: 0.031462392082060475
Position 4496: 0.023482652803181726
Position 3429: 0.022386521064366827
Position 238: 0.02169513492478212
Position 8946: 0.01760242399192475
Position 4533: 0.015495549083841997
Position 2879: 0.01538476233548519
Position 6370: 0.014841619906125354
Position 3527: 0.014503719504605647
Position 2779: 0.013884387428761505
Position 1717: 0.011418043690747785
Position 3890: 0.010138721762505952
Position 5964: 0.009917053676125288
Position 3966: 0.006764764680461356
Position 4815: 0.006251732077711872
Position 4747: 0.006208582542275053
Position 9139: 0.006037237481479518
Position 3853: 0.005859330925928775
Position 86: 0.005501035308862577
Position 278: 0.005500884278415383
Position 4026: 0.005350425518224109
Position 506: 0.005334164428470663
Position 2734: 0.0030923236717607275
Position 4009: 0.003033814529898867
Position 9022: 0.0025852436829944185
Position 4155: 0.0024686623215734015
Position 4649: 0.0019247075565358507
Position 5945: 0.0013179060959169918
Position 1208: 0.0012928398478281337
Position 3738: 0.0012737082943748781
Position 5667: 0.0012201042844367325
Position 272: 0.0007961615992333694
Position 5993: 0.0007334142815114213
Position 2655: 0.0006525523336189702
Position 4428: 0.0004786366699117913
Position 6356: 0.0003597215168447951
Position 525: 0.00027114468293675757
Position 2099: 0.00025307094079890464
Position 7517: 0.00023931932842437276
Position 4675: 0.00021452441183977754
Position 444: 0.0002129122202361815
Position 6347: 0.00019576037820938128
Position 3294: 0.00019470387509868499
Position 2180: 0.00018075572793758643
Position 1352: 0.00015512837801702562
Position 1001: 0.00012560605482990516
Position 1878: 0.00011171165682948158
Position 819: 8.102067447755355e-05
Position 136: 7.42312807185475e-05
Position 167: 5.880437993591288e-05
Position 4290: 5.6204086337750404e-05
Position 1126: 2.6568741116674103e-05
Position 644: 2.0364956456785795e-05
Position 891: 1.99704855223959e-05
Position 226: 1.5007597308770442e-05
Position 153: 1.3979943887061518e-05
Position 554: 1.2966365354125714e-05
Position 1544: 1.2950579265764024e-05
Position 116: 1.2147171338283187e-05
Position 3263: 1.2083080716862425e-05
Position 3729: 1.0270868589069029e-05
Position 3092: 7.50162457940007e-06
Position 3518: 4.359622436681888e-06
Position 1387: 4.251478900350548e-06
Position 230: 4.010670412811843e-06
Position 1867: 3.8056803406870865e-06
Position 1824: 3.7062956545940785e-06
Position 1122: 3.235689612135314e-06
Position 1224: 1.9888225516164414e-06
Position 70: 1.4681041228288013e-06
Position 991: 1.3988107480630003e-06
Position 1385: 1.1622070936537136e-06
Position 374: 1.1444625436298577e-06
Position 1274: 4.5070312042476846e-07
Position 721: 3.6562056761391625e-07
Position 399: 2.0322978807798278e-07
Position 54: 6.724876948944212e-08
Position 203: 6.421432255848837e-08
Position 2687: 1.6071198186406232e-08
Position 1872: 8.50734846219521e-09
Position 235: 1.1128687830815156e-09
Position 1159: 2.1977900979943034e-10
Position 913: 1.8373087410216644e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5859: 0.31494736908976456
Position 18869: 0.31083524250578726
Position 5830: 0.2951083391806034
Position 629: 0.15515507037722012
Position 2685: 0.1432889152722642
Position 14370: 0.13235007228629414
Position 11639: 0.11367586018276868
Position 13946: 0.11251781981369266
Position 16244: 0.09494123112071051
Position 5314: 0.0864248524658645
Position 675: 0.08545810655041668
Position 5525: 0.0772783074544769
Position 4384: 0.06031926160849741
Position 14053: 0.05922489104833208
Position 7649: 0.04546182975416531
Position 1578: 0.04127608049112312
Position 6077: 0.03995235548189712
Position 2098: 0.036015968355990684
Position 735: 0.030045225982315328
Position 2060: 0.028549619391671294
