Gene = AKNA
index = 48
Annotated 5SS: [   49 13346 17940 20313 25967 26863 29846 32000 32702 34510 34812 36485
 37543 38481 43547 46682 47737 48543 50698 52397 52873]
Annotated 3SS: [12958 16872 20237 25809 26707 29785 31871 32493 34342 34610 36237 37435
 38268 43383 46504 47620 48395 50601 52279 52679 57098]
SMsplice 5SS: [   49 13051 13346 19322 20313 21371 24532 25757 25967 26206 26863 32000
 32702 34510 34697 36485 38481 43136 43547 46682 47737 48543 49954 50698
 52397]
SMsplice 3SS: [12958 13226 19223 20237 21238 24450 25619 25905 26155 26753 31871 32493
 34342 34610 36371 38313 42974 43383 46504 47620 48395 49799 50601 52279
 57098]
top_k =  1000
Partition function (log Z): 34.754818234135

Sorted 5' Splice Sites (High to Low Probability):
Position 36485: 0.9806710936688744
Position 25967: 0.9681327661412097
Position 34510: 0.9671538321886015
Position 20313: 0.9658510065192715
Position 48543: 0.9648091051338141
Position 32000: 0.9642426160211852
Position 49: 0.928248010717896
Position 13051: 0.9226689078343611
Position 43547: 0.9136023686265219
Position 32702: 0.9028225678332016
Position 38481: 0.8951946121002463
Position 19322: 0.8506038686016878
Position 26863: 0.842360770322577
Position 13346: 0.8235674604555917
Position 34697: 0.8187483374426502
Position 25757: 0.8055249862293845
Position 50698: 0.7271736142560619
Position 46682: 0.6746671697344832
Position 21371: 0.6485543374899835
Position 24532: 0.6094325317683768
Position 8573: 0.5971923301532459
Position 47737: 0.5901493342667917
Position 26206: 0.582052452649885
Position 49954: 0.549453754309889
Position 19969: 0.5467794074854544
Position 52397: 0.5283501654406676
Position 45209: 0.4922454613953156
Position 43136: 0.46913383876046927
Position 44957: 0.4351491292086073
Position 17033: 0.4317215805263751
Position 52873: 0.4106368526737893
Position 40543: 0.41009677093210606
Position 17027: 0.38012798796960623
Position 17940: 0.3753372315281404
Position 42346: 0.3236356892532889
Position 4911: 0.30585261888031845
Position 28621: 0.2888004590720225
Position 34277: 0.2538813905186318
Position 22904: 0.24744533878822392
Position 24538: 0.2126465741940347
Position 9207: 0.20652209627363283
Position 34812: 0.1756638924114349
Position 6546: 0.17547146851294693
Position 40089: 0.1711118824379057
Position 52467: 0.161041879840034
Position 27451: 0.1332648921940918
Position 33916: 0.1319938615140168
Position 29846: 0.13018598299001147
Position 37543: 0.11894471873689962
Position 43046: 0.11569443211236044
Position 21390: 0.11524863214446826
Position 27333: 0.10685659188225348
Position 4349: 0.10275331160481539
Position 37351: 0.09394138963087997
Position 5893: 0.09036279433755587
Position 8565: 0.08570711439258617
Position 23513: 0.08441544563165974
Position 4951: 0.07749748904364734
Position 44213: 0.07434645125822037
Position 53495: 0.07265756425612337
Position 47543: 0.07142526463783994
Position 23533: 0.07067260689603741
Position 57379: 0.06739279755417618
Position 23493: 0.06646313558334949
Position 23474: 0.06571341347913968
Position 50201: 0.0627792919581148
Position 6437: 0.06239385215252448
Position 54588: 0.0608109003439754
Position 11948: 0.06034748557474773
Position 25699: 0.055678808019669915
Position 8485: 0.053757554968901604
Position 57383: 0.051738248886818904
Position 24562: 0.05166111924235305
Position 25: 0.05046298548139832
Position 44570: 0.04999393869952831
Position 54777: 0.04902105551588402
Position 25810: 0.04889542821275397
Position 5483: 0.046586830617016815
Position 54749: 0.04619094319566592
Position 52783: 0.04260912115267303
Position 1745: 0.04242615768938843
Position 25720: 0.03975493515661334
Position 49950: 0.03923952953190726
Position 24746: 0.03634200933142121
Position 38682: 0.03593025136416529
Position 26365: 0.03550337769200443
Position 3094: 0.03543818539671468
Position 24731: 0.035435515141893116
Position 36276: 0.0351351114011697
Position 20158: 0.0350443578899359
Position 32587: 0.03479306344695131
Position 24779: 0.03377933316570289
Position 46146: 0.03287961893011618
Position 43054: 0.0328298709665451
Position 7979: 0.031843102111718515
Position 49916: 0.03148586848402514
Position 24607: 0.0314325026556223
Position 48911: 0.031219974760556
Position 47644: 0.031002868616305572
Position 19338: 0.030330902994229827
Position 23435: 0.029101081350883858
Position 16458: 0.028759696517714334
Position 33728: 0.02766316036293084
Position 52570: 0.02689731905352134
Position 31768: 0.02578993520309406
Position 54161: 0.024488453348686143
Position 20361: 0.023956866339163885
Position 35646: 0.02380260525862177
Position 23913: 0.023436274646170315
Position 40738: 0.022809270660946807
Position 48491: 0.022579701178612712
Position 5686: 0.022111692463946873
Position 48188: 0.021890151596817772
Position 3964: 0.021840542327671485
Position 40732: 0.02161398388074817
Position 30776: 0.02043174955267319
Position 37638: 0.019933106598572878
Position 33744: 0.019864372529864747
Position 36257: 0.01914292888715556
Position 44455: 0.018438684153418396
Position 22670: 0.017695194326963676
Position 8104: 0.017412680329534382
Position 35587: 0.016757276615591336
Position 5884: 0.016447377412071768
Position 46084: 0.016223663458959852
Position 16811: 0.016206110978390576
Position 20928: 0.016145513570876888
Position 6381: 0.015343330835783158
Position 53212: 0.015208619545489016
Position 24719: 0.014353628641169305
Position 34224: 0.014144616142841973
Position 43986: 0.01407625365654568
Position 24547: 0.013991732834567994
Position 50407: 0.013545368373436785
Position 19820: 0.013157236519040032
Position 34403: 0.012353410994258632
Position 24632: 0.012320257962491681
Position 47718: 0.012181434431707848
Position 35540: 0.011864606620731239
Position 21164: 0.011398920747083208
Position 40681: 0.011324097688202927
Position 154: 0.011187250671709049
Position 22666: 0.011174662356930317
Position 5195: 0.011158323519743697
Position 45981: 0.010949568703937753
Position 53603: 0.010688322378613543
Position 53591: 0.010339954674065222
Position 40358: 0.010332520479847604
Position 24511: 0.010086199582170772
