Gene = MSH3
index = 885
Annotated 5SS: [   317   1884  10716  15662  17713  18211  20481  24446  70918  74318
  86901  89968 107031 113473 114356 121111 124189 133025 138197 159094
 199669 210295 218640]
Annotated 3SS: [  1762  10494  15448  17595  18092  20334  24278  70804  74202  86815
  89857 106897 113284 114186 121045 124071 132916 138084 158935 199481
 210164 218467 221102]
SMsplice 5SS: [   317   1884  10716  13356  13629  15662  17713  18211  18479  24446
  56732  70918  73321  74318  86901  89968  97609 107031 107480 113473
 114356 124189 126664 133025 138197 159094 176093 180543 193965 199669
 205765 210295 218640]
SMsplice 3SS: [  1762  10585  13275  13432  15448  17595  18092  18296  24278  56626
  70804  73197  74202  86815  89857  97511 106897 107389 113284 114186
 124071 126572 132916 138084 158935 175988 180419 193799 199481 205676
 210164 218467 221102]
top_k =  1000
Partition function (log Z): -79.82948621280018

Sorted 5' Splice Sites (High to Low Probability):
Position 24446: 0.9977978317221167
Position 1884: 0.9806536566703354
Position 15662: 0.9664600603632627
Position 17713: 0.9171965260699998
Position 317: 0.8281743130506333
Position 13356: 0.7639391979091591
Position 13629: 0.7550355840391577
Position 10716: 0.751326139721196
Position 9958: 0.7111609906530735
Position 26363: 0.5288713516496918
Position 18479: 0.4010426717207463
Position 14845: 0.34151606812148394
Position 20481: 0.24064039635445258
Position 12037: 0.17815995661629153
Position 2199: 0.13754211589697174
Position 16933: 0.11579002957458001
Position 14442: 0.10816770615391652
Position 12563: 0.10661670707704546
Position 19929: 0.09269019785411742
Position 6822: 0.0829590196729735
Position 20496: 0.08129981840631917
Position 5372: 0.07981926279280048
Position 374: 0.07525338333830706
Position 11832: 0.0714761107870678
Position 18267: 0.0668067706517724
Position 33346: 0.0646335897333294
Position 1080: 0.057854753778448474
Position 5658: 0.05623875469970848
Position 17790: 0.04816921468144252
Position 4781: 0.04467994835842084
Position 11543: 0.044568860261973674
Position 26165: 0.04342986281143862
Position 12584: 0.04082925677842766
Position 32880: 0.03735889699542833
Position 20210: 0.03257052373783321
Position 16196: 0.03166817605892937
Position 16241: 0.028403817500430327
Position 13337: 0.028016454719721307
Position 16912: 0.027884053269743886
Position 26161: 0.0265591604519585
Position 615: 0.024831240573307267
Position 204: 0.024760354321369443
Position 6806: 0.023921330769296423
Position 29463: 0.023191859696624302
Position 27951: 0.022132336663925688
Position 7741: 0.021642509205886555
Position 321: 0.020598039038034706
Position 19461: 0.017988787182125012
Position 31192: 0.017940371014608825
Position 2475: 0.015740070362698366
Position 17794: 0.015156946535289716
Position 16990: 0.014556030796443499
Position 21812: 0.014554271419859658
Position 24704: 0.014515465062646895
Position 5408: 0.014096866914008098
Position 32875: 0.01370760136388614
Position 13450: 0.013171320513737237
Position 26404: 0.012914736155710317
Position 21881: 0.012752867078867752
Position 9295: 0.011948414360072898
Position 14009: 0.01048547041471046
Position 932: 0.009522723963490907
Position 15182: 0.009306657456682283
Position 218: 0.00885262816016984
Position 16679: 0.008305020781976072
Position 530: 0.008133064626410766
Position 16153: 0.006747615395482761
Position 20260: 0.006743219116949412
Position 13691: 0.006572542008970187
Position 6785: 0.006407221206657584
Position 1428: 0.006320449226168317
Position 16259: 0.006134352501263492
Position 7755: 0.006114860080963211
Position 3554: 0.005439376811948359
Position 451: 0.005264876812458435
Position 539: 0.005047430793644106
Position 7637: 0.0048489741989029035
Position 20050: 0.00477255530791508
Position 6010: 0.004355418401359522
Position 17683: 0.00431308972979927
Position 5919: 0.004209337717741793
Position 1446: 0.0031711034711290552
Position 19472: 0.003169549448706622
Position 3082: 0.003064263088305346
Position 4972: 0.002926298878780982
Position 6896: 0.002745160174485413
Position 3232: 0.0025428807987396725
Position 1242: 0.0024666889689747475
Position 9396: 0.002378458198792868
Position 26664: 0.0023782996768396056
Position 1683: 0.0023408981382049103
Position 9017: 0.002272771187808121
Position 10949: 0.002248588677423961
Position 13297: 0.0022256089702190045
Position 17787: 0.0021834564670485464
Position 18093: 0.002114195921213175
Position 24117: 0.0020774504465291437
Position 24099: 0.002076588450065304
Position 2235: 0.002032797410665755
Position 572: 0.0020264480700718226
Position 496: 0.0019580061220304742
Position 2580: 0.0018990591330607797
Position 1222: 0.0018146068545856896
Position 1229: 0.0015761827739446026
Position 25216: 0.0014895869762895678
Position 1826: 0.0012086550793179327
Position 17782: 0.0011203432382672406
Position 8671: 0.0010277447637736046
Position 25027: 0.0009609594881542446
Position 16961: 0.0009325506864510158
Position 16995: 0.0007964829005603837
Position 7223: 0.0007915318771667592
Position 18339: 0.0007542884784006487
Position 776: 0.000754185029987242
Position 1688: 0.0007216533970328752
Position 16291: 0.0006483409462876253
Position 483: 0.0006466705091915908
Position 100: 0.0006452418323722868
Position 15968: 0.0005993885780615807
Position 3164: 0.0005440211404748648
Position 19872: 0.0004793001233833958
Position 877: 0.0004471671062929446
Position 5367: 0.00035527665146686734
Position 15856: 0.0003405003528712841
Position 1084: 0.00031914220122131924
Position 370: 0.0003053978906297625
Position 5139: 0.00024258227268315853
Position 27605: 0.0002295394827619539
Position 146: 0.00020248993071758073
Position 15897: 0.0001982476911281265
Position 5599: 0.00019144261196952275
Position 1927: 0.00018745787420390865
Position 3033: 0.00017280418682121145
Position 10038: 0.0001689417914925875
Position 984: 0.0001541920884417655
Position 1508: 0.00015342268578730152
Position 2031: 0.00014424957724166535
Position 9953: 0.00013767401956220278
Position 4087: 0.00013644776059530466
Position 25155: 0.00013539025880852964
Position 82: 0.00013253376078514484
Position 13645: 0.0001282689277082873
Position 1096: 0.00011557643056205874
Position 1634: 0.0001134743935249615
Position 502: 9.46769765222059e-05
Position 17901: 9.333084661208834e-05
Position 1995: 9.095655229889122e-05
Position 723: 8.576716906592751e-05
Position 19064: 8.506755140749927e-05
Position 2037: 7.23180741170483e-05
Position 5910: 6.398378854285762e-05
Position 1857: 5.924430672017312e-05
Position 698: 5.3821729446271214e-05
Position 2053: 5.299478981061505e-05
Position 3972: 4.856608296466749e-05
Position 2612: 4.781745591826271e-05
Position 3774: 4.030612777651422e-05
Position 6313: 3.489898161419593e-05
Position 17654: 3.357781680339191e-05
Position 13515: 2.9148555157297912e-05
Position 2566: 2.8580710458805682e-05
Position 1053: 2.5826922320211494e-05
Position 1888: 2.492666304938264e-05
Position 2479: 2.3050894837569438e-05
Position 1455: 2.027376501385023e-05
Position 19899: 1.9238145086637496e-05
Position 326: 1.8945594753043865e-05
Position 823: 1.5535284889639694e-05
Position 1257: 1.2751118676022582e-05
Position 604: 1.2604344423346682e-05
Position 1012: 1.1478634465539354e-05
Position 2065: 1.0000951330011025e-05
Position 1299: 7.229401387373508e-06
Position 1055: 7.188972833645377e-06
Position 1870: 6.554285525545119e-06
Position 1835: 1.962282465190474e-06
Position 2990: 1.1866684507737764e-06
Position 2288: 1.002120209516515e-06
Position 807: 7.305723023163756e-07
Position 2302: 7.140552502120652e-07
Position 2261: 6.36337838217307e-07
Position 820: 6.328738927926782e-07
Position 2296: 4.6942291755351795e-07
Position 2182: 3.548731897918081e-07
Position 686: 2.9846841986452866e-07
Position 855: 2.1152398442668364e-07
Position 849: 1.8881663860679593e-07
Position 2294: 1.3947279119417145e-07
Position 3738: 6.339052443508046e-09
Position 166: 1.897184670496406e-09
Position 837: 1.9864006473579834e-10
Position 794: 1.7164155924320916e-10
Position 653: 1.5608006177255606e-10
Position 885: 1.3564810668281846e-10
Position 510: 1.6066576103315655e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1762: 0.9763767000572869
Position 17595: 0.9374400168390845
Position 13275: 0.6872075035653079
Position 24278: 0.640669387463264
Position 15448: 0.5893264401755187
Position 13432: 0.5101491862149582
Position 9893: 0.5068303490418101
Position 10585: 0.4000352474484327
Position 24342: 0.3241259203143067
Position 33720: 0.29403802845042337
Position 26254: 0.2717147080025281
Position 20354: 0.26693222563329466
Position 14672: 0.2425175814952858
Position 10582: 0.2336267585491725
Position 18092: 0.2116897224917469
Position 9853: 0.2046372574223202
Position 15471: 0.1968772002522057
Position 13536: 0.18745340227627438
Position 18296: 0.18401636785595737
Position 12358: 0.1474459638554729
Position 26291: 0.1368019984179927
Position 13326: 0.13673887043509822
Position 11694: 0.1264786623186146
Position 2126: 0.12361889561536493
Position 6694: 0.11566739138855066
Position 26326: 0.11353703723477032
Position 15530: 0.11149428388802228
Position 14327: 0.10658430369350236
Position 25976: 0.10590039183048865
Position 10494: 0.09997807357037447
Position 31074: 0.09738919017442138
Position 19791: 0.08901171268524227
Position 11942: 0.08792179268193148
Position 5235: 0.08652204270254828
Position 33220: 0.0730405281153045
Position 16061: 0.07127979683484621
Position 15511: 0.06844033246049407
Position 32775: 0.06819353439074835
Position 31679: 0.05737861696600706
Position 31132: 0.055614392838491566
Position 5570: 0.05477112346154723
Position 16881: 0.053155872390003765
Position 14645: 0.05284148928847943
Position 17632: 0.049956196848494554
Position 956: 0.043047596619117785
Position 11456: 0.04187045145028888
Position 27823: 0.04125997993576787
Position 20140: 0.04082429224488748
Position 29386: 0.040527981288368826
Position 13510: 0.03758099555911546
Position 30786: 0.03563116488895369
Position 24323: 0.03409296053407561
Position 18318: 0.03282139810160705
Position 4657: 0.032342780760560984
Position 14840: 0.032238064705656676
Position 34910: 0.032216272446014944
Position 16853: 0.03062303318369319
Position 27026: 0.03013161161844491
Position 31338: 0.028434246946906647
Position 413: 0.02732778276931144
Position 20114: 0.025520282505843296
Position 30919: 0.025350677675539186
Position 16817: 0.025187163076579287
Position 19970: 0.024931617451386587
Position 30410: 0.02463005791160451
Position 29499: 0.023402272564045205
Position 7524: 0.022845938067222692
Position 16738: 0.01924887315860236
Position 19327: 0.018554542005825198
Position 21738: 0.018308817506414304
Position 10171: 0.017686060153217314
Position 11996: 0.01718894757503832
Position 26712: 0.017154596386012
Position 16760: 0.01710052686761554
Position 33681: 0.016147756687388666
Position 30999: 0.015058641385936518
Position 11926: 0.014432821075032534
Position 14780: 0.013918932632063823
Position 27826: 0.012954478072617896
Position 30580: 0.012680257361535415
Position 30717: 0.011748109554139848
Position 18354: 0.011668047976889197
Position 31382: 0.011070198169311771
Position 2396: 0.01106453335434073
Position 24567: 0.011012429184130989
Position 18068: 0.01092056377841047
Position 28407: 0.010433660477480447
Position 27171: 0.01011906405527327
Position 18415: 0.009468785964475708
Position 13726: 0.009451527731320944
Position 14985: 0.009306657456682299
Position 9145: 0.009179325841411992
Position 29042: 0.009179219736330926
Position 16569: 0.00874410488432687
Position 26161: 0.008453253861854465
Position 30199: 0.00838909926316099
Position 4633: 0.00818479104853741
Position 30624: 0.007999072405678013
Position 28280: 0.007967311694627513
Position 7630: 0.007655220546111852
Position 5893: 0.006655594676517355
Position 18412: 0.006256334677281178
Position 30255: 0.006194532020934953
Position 26789: 0.006181588567141931
Position 32283: 0.006005909107255391
Position 21816: 0.005996341797508652
Position 1168: 0.00578029729516532
Position 13307: 0.005668385304785487
Position 20404: 0.005495263795048581
Position 2346: 0.0053395598012263784
Position 1994: 0.0053225270700194595
Position 9289: 0.005147546717453664
Position 29784: 0.004994148809496286
Position 16848: 0.0048122948200163985
Position 31675: 0.004643494251270395
Position 13436: 0.00431978228829185
Position 16639: 0.004208634056193259
Position 19839: 0.004164860441729087
Position 23972: 0.0041540388965944555
Position 3409: 0.004062866759587751
Position 28209: 0.004031684461784382
Position 1324: 0.004026803708804189
Position 27168: 0.0038871509103170976
Position 30765: 0.003760865008841684
Position 26497: 0.00375509390404406
Position 5265: 0.00374991093604077
Position 16525: 0.0037468253954349787
Position 2015: 0.0037338649920758923
Position 27323: 0.003637067991659554
Position 12026: 0.0036138437527412706
Position 1022: 0.003509603828456382
Position 2169: 0.003478297620827376
Position 2981: 0.0033369981761302526
Position 30042: 0.0031589059563877516
Position 27801: 0.003136768000220242
Position 26038: 0.0028171162597845894
Position 11260: 0.0026984088116845284
Position 19344: 0.0025966374357567646
Position 3099: 0.002563180119263177
Position 24988: 0.0025294379035502514
Position 4882: 0.0025188006804499974
Position 20161: 0.0024501331221504566
Position 33428: 0.0023136963089309373
Position 21711: 0.002180051531842971
Position 1604: 0.0021617375375590866
Position 7495: 0.0021051848724180176
Position 24635: 0.0020931295341566317
Position 26773: 0.0020595406898877133
Position 24965: 0.0019747601912778186
Position 1769: 0.0019745465740452365
Position 18266: 0.0017817003410939738
Position 26164: 0.001763609764655488
Position 18009: 0.0017422589960231528
Position 4764: 0.0017358099512144924
Position 33453: 0.0016461150847329122
Position 5393: 0.0015963502235816906
Position 14301: 0.0015834024604148927
Position 2030: 0.001568417939857905
