Gene = FAAP20
index = 521
Annotated 5SS: [  87  777 1136]
Annotated 3SS: [ 640  863 4992]
SMsplice 5SS: [  87  777 1136 1930]
SMsplice 3SS: [ 640  863 1798 4992]
top_k =  1000
Partition function (log Z): -3.529731440002698

Sorted 5' Splice Sites (High to Low Probability):
Position 87: 0.9711422556465953
Position 1136: 0.8378162367435432
Position 1930: 0.7416588823855217
Position 777: 0.5352277694691044
Position 717: 0.30571338825023836
Position 1476: 0.23948541330576698
Position 2940: 0.2328894778190594
Position 872: 0.1861192419301546
Position 747: 0.12494490086265433
Position 2947: 0.09650019171135163
Position 2480: 0.05525319255290274
Position 2466: 0.05033359858515024
Position 1706: 0.04181942554158184
Position 1013: 0.029230817358039483
Position 1674: 0.02317929820368254
Position 4969: 0.013501013909202365
Position 4236: 0.011346114806061515
Position 1261: 0.009218107109822932
Position 2394: 0.009183184508663988
Position 2128: 0.005524526103269928
Position 4505: 0.005306885866204677
Position 4839: 0.005080199129575982
Position 2426: 0.0048247827949881
Position 2414: 0.004691615754900282
Position 1886: 0.004449189132622658
Position 535: 0.0034790226085938073
Position 2913: 0.0029462126240692187
Position 2154: 0.00274081271766353
Position 1550: 0.0027115871775538983
Position 4548: 0.00224670130962724
Position 1292: 0.002213792566293256
Position 4801: 0.002021340318048696
Position 1140: 0.0014501534691015925
Position 1710: 0.001402393437324039
Position 4465: 0.0013760161230895222
Position 5062: 0.0011907056412705456
Position 947: 0.00118404824680511
Position 1204: 0.0011730156321153524
Position 2732: 0.001048185360448106
Position 2568: 0.0009087354622209919
Position 4299: 0.000888716347750278
Position 3613: 0.0008885079453613495
Position 4430: 0.0008826073278030408
Position 1212: 0.0008672718409036136
Position 3005: 0.0006763060406938273
Position 1691: 0.0006478490596389682
Position 1899: 0.0006397532813919959
Position 903: 0.0006319957874919706
Position 578: 0.0005519575263909521
Position 450: 0.0004946660575380323
Position 2090: 0.0003949457716215708
Position 324: 0.00020918469689980423
Position 1487: 0.00017362477662137806
Position 119: 0.00015985629011233647
Position 1573: 0.0001352537393693472
Position 54: 0.00011897755312081552
Position 1084: 0.00011427818345359271
Position 779: 9.358345232846184e-05
Position 2409: 8.906794377623641e-05
Position 1309: 5.887904292154675e-05
Position 1165: 5.3343129458020056e-05
Position 894: 3.218455646599412e-05
