Gene = PCSK9
index = 1005
Annotated 5SS: [  497  4487  7099 12864 13244 16642 17967 18662 19100 20116 22009]
Annotated 3SS: [ 4294  6974 12729 13101 16444 17782 18487 18950 19937 21826 23820]
SMsplice 5SS: [  497  4487  7099 12864 13244 16642 17967 18662 19100 20116]
SMsplice 3SS: [ 4384  6974 12762 13101 16444 17782 18487 18950 20008 24242]
top_k =  1000
Partition function (log Z): 11.908464576486535

Sorted 5' Splice Sites (High to Low Probability):
Position 12864: 0.941203925689891
Position 17967: 0.931806317173446
Position 19100: 0.9247431528719762
Position 497: 0.9089652011003853
Position 18662: 0.892134245722251
Position 13244: 0.8919391447469459
Position 16642: 0.8883620674118521
Position 4487: 0.8678559066122367
Position 7099: 0.8640233364198163
Position 20116: 0.8600731786530583
Position 10348: 0.7874592995488636
Position 9237: 0.38752898302315414
Position 3612: 0.3802613814313301
Position 12037: 0.36286540664120176
Position 3065: 0.21584987563038577
Position 22009: 0.20845642369575926
Position 13456: 0.17461192034513887
Position 7070: 0.1350006573986338
Position 21959: 0.13077696812693965
Position 8318: 0.12234497709537792
Position 6897: 0.11945431161834566
Position 856: 0.10966145403378155
Position 9742: 0.10877305047258244
Position 5600: 0.0998405194754738
Position 8172: 0.08362366687220744
Position 11366: 0.06632023226876636
Position 16378: 0.061114657871936456
Position 8842: 0.06055756463566262
Position 24484: 0.0588897383779466
Position 13225: 0.05856496165238646
Position 22031: 0.05849232856230943
Position 16674: 0.05758833218213258
Position 3151: 0.053205818080248754
Position 24604: 0.05027282633490887
Position 7708: 0.05025578002792916
Position 3891: 0.049934398681543424
Position 8150: 0.04816709186615837
Position 1931: 0.04815376520163849
Position 22125: 0.04789995498646723
Position 3075: 0.043133338010388794
Position 6854: 0.0428832513969235
Position 14265: 0.039007600420125764
Position 11082: 0.034094468433526974
Position 4020: 0.032059502609919854
Position 14279: 0.03204232202080714
Position 15681: 0.03195066782762401
Position 22221: 0.03161098245550896
Position 756: 0.029102996422257988
Position 252: 0.026866726258976993
Position 21313: 0.02509442469040968
Position 21893: 0.02502530591065176
Position 17580: 0.02312001412928755
Position 544: 0.02226293819508205
Position 24404: 0.02224775596268052
Position 3817: 0.021091643041758614
Position 21906: 0.020909598471000573
Position 10650: 0.020738605381292477
Position 2985: 0.018816021899744954
Position 18610: 0.01842588930843777
Position 19106: 0.017121007748161898
Position 6122: 0.016147819378428838
Position 1141: 0.015869466749934755
Position 24990: 0.015675920404481403
Position 3789: 0.015583896930590223
Position 3358: 0.014338825024623447
Position 19121: 0.01428393472472604
Position 2693: 0.013775286817206462
Position 8228: 0.011298304727130264
Position 3593: 0.010712755847742438
Position 8476: 0.010582989661357381
Position 8216: 0.010526817507589274
Position 17258: 0.010497012548121527
Position 24452: 0.00986839380602943
Position 8825: 0.00954197739490217
Position 5902: 0.009500906433333987
Position 68: 0.00924275275244996
Position 16646: 0.008406164394519355
Position 10498: 0.00810868874109624
Position 12362: 0.00791158437032149
Position 2542: 0.007811071816110133
Position 15787: 0.0077660979953480605
Position 80: 0.0076564844283432965
Position 6007: 0.0075093958352819845
Position 16958: 0.007492685531244699
Position 7682: 0.007127462420442023
Position 19232: 0.006958238585633516
Position 23658: 0.0068844663730508356
Position 23916: 0.006694694174005598
Position 7793: 0.006223270946258719
Position 17315: 0.006150827663929244
Position 22021: 0.005857787765379405
Position 14019: 0.0057966022807844
Position 16950: 0.005660239581379078
Position 9314: 0.005653272967931414
Position 10246: 0.00550482223780533
Position 19401: 0.005292717373111799
Position 299: 0.004972300995887359
Position 18849: 0.0046921641417948905
Position 7842: 0.00454586927411317
Position 3898: 0.004522412594905983
Position 19395: 0.0042377621738686
Position 4685: 0.004020060292430943
Position 2954: 0.0038939380551950074
Position 19123: 0.00375426951392888
Position 6887: 0.0035276951704933026
Position 18149: 0.0034409494894991387
Position 19125: 0.003381234776818018
Position 20140: 0.0031345799514756936
Position 8159: 0.003081149850895789
Position 6441: 0.0030799722822598147
Position 2331: 0.003066448508627865
Position 22216: 0.00289920708899494
Position 13938: 0.002812206700262944
Position 1910: 0.002810921586706579
Position 17148: 0.0027891054102053984
Position 7809: 0.002783721376452254
Position 20704: 0.0027071762302216386
Position 19127: 0.0026120169168430732
Position 15863: 0.002529982080294251
Position 12919: 0.002250823679302815
Position 18679: 0.0022275093825896704
Position 19453: 0.002182248825501664
Position 15715: 0.0021753012305435384
Position 14212: 0.002166075848072776
Position 8812: 0.0021563003830374077
Position 15739: 0.002090323404792783
Position 52: 0.0020815183212523447
Position 9773: 0.002071506066665025
Position 13533: 0.001969071840033305
Position 19129: 0.0016198100530004666
Position 584: 0.0015932331128332103
Position 1283: 0.0014688051217233626
Position 45: 0.0014356405198197855
Position 5930: 0.001428452047112125
Position 15076: 0.001371051955295242
Position 5185: 0.0012870705799145554
Position 20398: 0.0012220086466113507
Position 11906: 0.0012170310536848373
