Gene = VGF
index = 1547
Annotated 5SS: [220]
Annotated 3SS: [729]
SMsplice 5SS: [608]
SMsplice 3SS: [729]
top_k =  1000
Partition function (log Z): -9.354549183162625

Sorted 5' Splice Sites (High to Low Probability):
Position 608: 0.5524653830380956
Position 220: 0.33091432835430185
Position 806: 0.09477575647646866
Position 331: 0.08931844607431909
Position 513: 0.07651911621939558
Position 613: 0.04871067243505192
Position 270: 0.03231890619875741
Position 459: 0.028263576658484644
Position 344: 0.013035452850000486
Position 653: 0.011659342535555237
Position 234: 0.00858159773941419
Position 924: 0.006158226974724043
Position 2175: 0.004131307333093799
Position 876: 0.0021983384315742522
Position 1002: 0.002091178818813696
Position 1362: 0.0019080064327813998
Position 1264: 0.0018919146138205625
Position 2157: 0.0018230335246030517
Position 476: 0.0013919060941131164
Position 1659: 0.0009485708119885443
Position 2325: 0.0007004191480840109
Position 264: 0.0005519239622378833
Position 280: 0.0005220270694675858
Position 2358: 0.000503816863570774
Position 1450: 0.00039442859472133755
Position 1104: 0.0003689706892437574
Position 826: 0.0001489747214961251
Position 1792: 0.0001385255189287729
Position 1332: 0.00012841711115330642
Position 463: 8.235575211728534e-05
Position 1751: 4.840793329274497e-05
Position 638: 3.053662027470764e-05
Position 302: 1.3808435021680974e-05
Position 150: 6.59752434131798e-06
Position 207: 3.611205400290677e-06
Position 337: 3.2459629390991866e-06
Position 383: 2.302968152909642e-06
Position 166: 1.8306638028751003e-06
Position 532: 1.6041418595199433e-06
Position 3: 6.408487436120089e-07
Position 406: 5.847698325935416e-07
Position 238: 3.360118984725677e-07
Position 204: 2.393211515450237e-07
Position 108: 2.0962467101413745e-07
Position 668: 1.1970693669914473e-07
Position 1487: 9.358453475106764e-08
Position 304: 4.753441197019225e-08
Position 767: 1.8235328312291836e-08
Position 27: 1.0921928529784251e-08
Position 356: 7.084582369836413e-09
Position 20: 3.598091030845494e-09
Position 595: 8.899167771807791e-10
Position 747: 8.250832327248113e-10
Position 712: 4.3048609789895556e-12
Position 729: 1.4629849888998153e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 729: 0.48636426558670715
Position 2270: 0.31366282320292943
Position 383: 0.08086278110135753
Position 1445: 0.05955391888467261
Position 459: 0.05295094492262123
Position 2145: 0.04352518433918418
Position 316: 0.041646444320802965
Position 2301: 0.03863277666350755
Position 558: 0.024904953616578712
Position 1013: 0.021817259299299764
Position 1172: 0.01826520855088944
Position 1583: 0.015050026605659357
Position 1241: 0.015047390727070424
Position 905: 0.012410763519700631
Position 2099: 0.01232388640993267
Position 856: 0.008981273961702257
Position 2872: 0.008856039434748835
Position 2510: 0.006401385447151684
Position 1524: 0.005361567758891964
Position 1970: 0.004354238646962282
Position 1061: 0.004103047314064593
Position 1048: 0.003910969433471445
Position 1550: 0.0033080504590076404
Position 695: 0.003291446825496582
Position 489: 0.002613700845267423
Position 2947: 0.002124643166921933
Position 953: 0.0017108995411422752
Position 1976: 0.0014303917243123196
Position 2370: 0.0014031027210241926
Position 335: 0.0011792651498726428
Position 1111: 0.0010663074157999553
Position 1058: 0.0010628266163402644
Position 739: 0.0010439499472791657
Position 1973: 0.0009312981597527971
Position 756: 0.0008996942839165653
Position 612: 0.0008924120585285828
Position 1751: 0.000881881444586399
Position 2417: 0.0006314725320001945
Position 763: 0.0006066751458913288
Position 1805: 0.0005508657849394713
Position 2783: 0.0005498094577336566
Position 476: 0.0005436064595661142
Position 362: 0.0004880017051624634
Position 425: 0.00045089306245141877
Position 2039: 0.0004290559147873318
Position 2018: 0.0004019804078946164
Position 1487: 0.00034258518700209893
Position 974: 0.00032401986650323433
Position 1763: 0.00031551588858387975
Position 2161: 0.00030101885050958654
Position 2012: 0.00027299941812711627
Position 2749: 0.0002511021864303384
Position 652: 0.00020422140123498215
Position 913: 0.00020417812371312653
Position 1391: 0.00020158824758549838
Position 517: 0.00018515935229756193
Position 2909: 0.00018468620717359207
Position 836: 0.00018166784840762033
Position 1100: 0.00018008983353953156
Position 406: 0.00016753533510881072
Position 1643: 0.00014803555488685524
Position 1879: 0.00014321099484880385
Position 810: 0.00013962355430358688
Position 2489: 0.0001369462623954036
Position 505: 0.0001308024506080463
Position 2811: 0.0001231987025916141
Position 921: 0.00011847162436368563
Position 891: 9.374814083119283e-05
Position 1139: 8.887338677444746e-05
Position 947: 6.487009547553657e-05
Position 870: 6.410911617889483e-05
Position 480: 6.145638250546428e-05
Position 2543: 5.968404768803748e-05
Position 1647: 5.6701412202339845e-05
Position 842: 5.352276242577073e-05
Position 521: 5.0450427652090775e-05
Position 2110: 4.146006521180435e-05
Position 356: 3.734419351677102e-05
Position 2967: 3.533658813302365e-05
Position 930: 3.419856495707079e-05
Position 2918: 3.174903343971856e-05
Position 560: 3.0895107480900836e-05
Position 427: 3.014188661284845e-05
Position 1679: 2.6798206764150787e-05
Position 1920: 2.638760282403043e-05
Position 1560: 2.606681172326278e-05
Position 1658: 2.5398273526775858e-05
Position 1462: 2.439821923727195e-05
Position 1258: 2.0345169818229224e-05
Position 1070: 1.9978953217553624e-05
Position 422: 6.144768300998243e-06
Position 323: 3.751749914065544e-06
Position 494: 3.463385823544372e-06
Position 418: 2.6416663761630484e-06
Position 502: 7.883464515118251e-07
Position 626: 7.732405436427473e-07
Position 671: 5.866882509164516e-07
Position 1141: 3.2687943657320455e-07
Position 1115: 2.8864936026897504e-07
Position 257: 2.5302945705392977e-07
Position 816: 9.211830325041497e-08
Position 677: 4.312150905954216e-08
Position 216: 3.8661636093932263e-08
Position 631: 1.67790204111959e-08
Position 261: 8.544499628131831e-09
Position 73: 5.04483104022595e-09
Position 662: 2.474924209051672e-09
Position 98: 9.76094621362144e-10
Position 679: 7.380066971889971e-10
Position 136: 5.359010643086264e-10
Position 83: 5.74753751376123e-11
Position 141: 3.290524600821203e-11
Position 78: 3.092088143093191e-11
Position 278: 1.6108325391659524e-11
Position 274: 1.2298848010282934e-11
