Gene = PQLC2L
index = 1066
Annotated 5SS: [  113  9944 27910 28647]
Annotated 3SS: [ 9832 27779 28557 56795]
SMsplice 5SS: [  113  9944 27910 28647 50185]
SMsplice 3SS: [ 9832 27779 28557 50009 56795]
top_k =  1000
Partition function (log Z): -25.684596860545554

Sorted 5' Splice Sites (High to Low Probability):
Position 9944: 0.9930368350952856
Position 113: 0.7495418202937896
Position 10450: 0.4582793533159866
Position 14615: 0.44687650435547455
Position 11641: 0.36936894055851177
Position 2565: 0.15940040847923806
Position 415: 0.09631203320536603
Position 3974: 0.08818898234170018
Position 14656: 0.08363572739912188
Position 15711: 0.08220944925342409
Position 98: 0.07104217040611575
Position 1585: 0.06752017778788182
Position 2475: 0.04552764672295529
Position 1101: 0.042214003190065026
Position 10923: 0.04166810961700088
Position 16299: 0.03207812333504217
Position 1416: 0.026232424788177368
Position 153: 0.022647092931528185
Position 34: 0.021728292688905283
Position 4962: 0.021514711375299596
Position 11457: 0.020287073990753277
Position 12555: 0.019782724193996633
Position 2399: 0.019587792835491096
Position 16026: 0.017894583497679223
Position 1174: 0.016837688138521018
Position 445: 0.014931587134479922
Position 79: 0.01434181678398525
Position 19923: 0.01318617632599512
Position 12546: 0.012786307422507135
Position 13453: 0.012664717011659134
Position 12657: 0.009323753983172462
Position 7826: 0.007638158964718356
Position 11239: 0.0075953423228854716
Position 10504: 0.0061328543691422125
Position 936: 0.004631498994677237
Position 11653: 0.004141528792262592
Position 2276: 0.003694547991178747
Position 11268: 0.0032300787871611977
Position 11234: 0.0031359291717907678
Position 11494: 0.0030933073432776663
Position 10316: 0.0028870915765726052
Position 10773: 0.002815102318987347
Position 11479: 0.0025237840414460257
Position 11365: 0.0024852852677512307
Position 43: 0.0016711379176725417
Position 12535: 0.0016258412875096388
Position 1575: 0.0013412319284838799
Position 1178: 0.001161089228616366
Position 803: 0.0011382986812480348
Position 10953: 0.0010775741406012685
Position 248: 0.0009929725802008782
Position 261: 0.0008764158409771101
Position 1045: 0.0006497175276947883
Position 1208: 0.0006397536254258455
Position 1507: 0.0005797819807096419
Position 3136: 0.0005720661468701206
Position 117: 0.0005660245448186512
Position 569: 0.0005586701775510025
Position 3480: 0.00045970536331881755
Position 10270: 0.00045195014996235575
Position 12544: 0.0004017503590448837
Position 12553: 0.00032014674562709375
Position 10212: 0.0002503038342738915
Position 11159: 0.00023204223396483642
Position 1381: 0.00016582874812403464
Position 221: 0.00014588422240165093
Position 1244: 0.00011265193626925862
Position 1199: 8.261228852390082e-05
Position 197: 7.294366779500602e-05
Position 460: 4.582823977885192e-05
Position 1067: 4.053682202983535e-05
Position 3980: 2.413456628444395e-05
Position 1895: 2.3286334713150798e-05
Position 4093: 2.1614670413307385e-05
Position 4019: 1.8519593819998738e-05
Position 1582: 1.7279322489581028e-05
Position 59: 1.5049573352558425e-05
Position 309: 1.3250774823562946e-05
Position 1395: 1.1811065737945866e-05
Position 10563: 1.0056337661714397e-05
Position 7194: 5.533391186351503e-06
Position 47: 5.252802405789845e-06
Position 240: 5.0050833082484066e-06
Position 321: 3.93634322237389e-06
Position 403: 2.0166932247822833e-06
Position 787: 1.5101209998692798e-06
Position 1075: 1.4315409432512778e-06
Position 528: 1.4208288474619207e-06
Position 238: 9.755218397276531e-07
Position 996: 7.737700570734153e-07
Position 130: 7.69003536980258e-07
Position 1013: 6.27390711404141e-07
Position 465: 5.815761176158219e-07
Position 2516: 5.160005796095176e-07
Position 278: 4.5665957187823695e-07
Position 2559: 3.408632063062498e-07
Position 606: 1.8834896249823482e-07
Position 871: 1.5902484866197453e-07
Position 2362: 1.4650715351673902e-07
Position 281: 1.253662646019374e-07
Position 892: 1.1466385262547877e-07
Position 453: 1.0278712211366825e-07
Position 38: 6.858289394620484e-08
Position 214: 4.980711309880519e-08
Position 463: 8.450014897754785e-09
Position 347: 2.5438749432126474e-09
Position 493: 1.8599434276601675e-09
Position 342: 1.1146141036168127e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 9832: 0.9526235252183812
Position 14248: 0.5776915717172675
Position 23766: 0.28161356799187276
Position 11401: 0.2084422889855927
Position 2365: 0.18474347454637208
Position 27201: 0.15115656211184583
Position 11550: 0.1420023553750148
Position 10363: 0.1224449878769202
Position 10169: 0.10668058998269488
Position 10236: 0.09375252631881327
Position 10119: 0.08645715214961949
Position 15642: 0.07928012493734853
Position 25909: 0.06904192995080319
Position 12450: 0.056635017159579554
Position 15928: 0.05600672616140939
Position 3894: 0.05188687044778652
Position 19985: 0.046826041214606456
Position 18331: 0.04457241960306579
Position 19841: 0.04405352792079694
Position 9855: 0.040498328844662465
Position 1452: 0.040124888884109464
Position 24056: 0.03797581758506272
Position 11364: 0.036654304474444926
Position 14230: 0.03307143445191844
Position 10772: 0.032452795407697986
Position 307: 0.030898816449311316
Position 14471: 0.029998481702334857
Position 1235: 0.02637303794266942
Position 2424: 0.024967080938308944
Position 10947: 0.024452569414777484
Position 19811: 0.024167183566817515
Position 1100: 0.02246657685862044
Position 4833: 0.02154862045591923
Position 10223: 0.020419249689948765
Position 17170: 0.019156659058506182
Position 10261: 0.016449551812845364
Position 18763: 0.01636336876560802
Position 3851: 0.01560694313847927
Position 10400: 0.015241928564648018
Position 17407: 0.014282623069535278
Position 3920: 0.01416038674682953
Position 16125: 0.01351542092792955
Position 19988: 0.01177870187505314
Position 13352: 0.01154563789809557
Position 1413: 0.011252758579139136
Position 24155: 0.011043499483792879
Position 16046: 0.010124234996072642
Position 17954: 0.00975785137448083
Position 10379: 0.00956071445651347
Position 11598: 0.008869283729943963
Position 2348: 0.008288277371413893
Position 7578: 0.007730321968694177
Position 10239: 0.007625570242761109
Position 1520: 0.006746504859718192
Position 21524: 0.0061904943990736955
Position 10753: 0.006047567815115807
Position 1010: 0.0060433550899385855
Position 3767: 0.0058089572533259245
Position 20110: 0.005575841782210198
Position 11472: 0.005374947400272355
Position 21625: 0.005253137097505732
Position 685: 0.004773227509763384
Position 11315: 0.004295214106094298
Position 15666: 0.003456821116607239
Position 2179: 0.003432384504111889
Position 996: 0.00294915687712584
Position 12578: 0.002771754760931242
Position 11111: 0.0027459053205420862
Position 10329: 0.0027232353069761195
Position 10034: 0.002567719850566996
Position 13146: 0.00250902038023428
Position 20467: 0.002483382441972665
Position 16508: 0.002451152021565435
Position 10828: 0.0024145039567526165
Position 10640: 0.002379306007563117
Position 2463: 0.002224489642555251
Position 2466: 0.0021620503168547703
Position 12009: 0.0017696477557569668
Position 1291: 0.0017557267657756462
Position 12953: 0.001749573697828086
Position 14695: 0.001631471641199634
Position 202: 0.0015159546324209478
Position 17977: 0.001342077188948213
Position 16345: 0.0013122716442404256
Position 11075: 0.0012815432784292102
Position 10913: 0.0011643282810632955
Position 10776: 0.0010958547086482194
Position 17784: 0.0010183369666790696
Position 406: 0.0010119367888342082
Position 15308: 0.0009309832799024025
Position 13652: 0.0008083532386440321
Position 3903: 0.0007846034864640424
Position 10123: 0.0007799787022816449
Position 14699: 0.0007254800300173387
Position 15783: 0.0007246601118908772
Position 2398: 0.0006941849345777051
Position 2237: 0.0006615862224540235
Position 839: 0.0006389295112160569
Position 17308: 0.0006341430180375207
Position 270: 0.0005870449932819304
Position 13288: 0.0005678733413960942
Position 12365: 0.0005664661949606818
Position 12777: 0.0005661601395913039
Position 10405: 0.0005546713709463413
Position 2988: 0.0005279655080363721
Position 15884: 0.0004895023951102694
Position 3375: 0.00045941883569489936
Position 293: 0.00041263909218973807
Position 1036: 0.00041145841078599974
Position 11442: 0.0004033310637010706
Position 350: 0.0003860225906190431
Position 842: 0.0003531919865553406
Position 12146: 0.00031420723713355
Position 11177: 0.0003056268617101169
Position 2276: 0.0002941033381872411
Position 7304: 0.00019680749005109705
Position 705: 0.0001754451627370707
Position 2047: 0.0001665599597049383
Position 12669: 0.00014220600587994548
Position 10265: 0.00011930840472868415
Position 10417: 0.00011712045760591378
Position 12498: 8.04687050689707e-05
Position 2008: 7.27709289094336e-05
Position 1080: 7.18184660490981e-05
Position 1187: 6.626358062085296e-05
Position 866: 4.620760496437898e-05
Position 8371: 4.474327372902074e-05
Position 1522: 4.2711318962645445e-05
Position 214: 4.053241437220156e-05
Position 1511: 3.881750834021516e-05
Position 11740: 3.648020206090455e-05
Position 761: 3.5965592457969225e-05
Position 6800: 3.192566173117101e-05
Position 681: 3.138988022934373e-05
Position 7137: 2.9033214990707123e-05
Position 3009: 2.892999092824484e-05
Position 5831: 2.7205805824502342e-05
Position 1044: 2.379674879349655e-05
Position 321: 2.1803102118234995e-05
Position 7459: 2.153830706904822e-05
Position 2033: 1.8290560984784633e-05
Position 7166: 1.748440591752735e-05
Position 1710: 1.6147962428548372e-05
Position 11332: 1.5542894029521602e-05
Position 2128: 1.5514467715249456e-05
Position 778: 1.4807949709624193e-05
Position 5942: 1.3850107483403682e-05
Position 5275: 1.3743764421210518e-05
Position 2106: 1.3129412977957398e-05
Position 6704: 1.2881070664148961e-05
Position 10006: 1.2619418971803607e-05
Position 238: 1.2513512789680429e-05
Position 9374: 1.2484699899446414e-05
Position 2916: 1.1571815268520021e-05
Position 547: 1.1357018475936933e-05
Position 1251: 1.1240142240588591e-05
Position 3026: 1.0741742566320303e-05
Position 8396: 1.0426997569955968e-05
Position 1986: 1.0247296105092924e-05
Position 1547: 9.999162652293095e-06
Position 8088: 9.622127395381498e-06
Position 6900: 9.514081225897548e-06
Position 3256: 8.721978561689354e-06
Position 2035: 8.424396477425143e-06
Position 1954: 7.875173398664916e-06
Position 187: 7.59328314042555e-06
Position 2469: 7.5021745036975124e-06
Position 7825: 6.2935731486686145e-06
Position 3676: 5.444641703464666e-06
Position 2290: 5.001942176589133e-06
Position 7409: 4.999515996231463e-06
Position 6097: 4.884180459745831e-06
Position 2320: 4.3328617643808746e-06
Position 5324: 4.286168536394192e-06
Position 378: 4.125287040405681e-06
Position 2391: 3.859126428375794e-06
Position 2509: 3.7351035966920902e-06
Position 1436: 3.519835089076166e-06
Position 3715: 3.366995342257312e-06
Position 4556: 3.3244749402727635e-06
Position 1796: 3.151852023083988e-06
Position 248: 3.0253778509116126e-06
Position 892: 2.601827510114022e-06
Position 1381: 2.496802407244108e-06
Position 5889: 2.463739552620355e-06
Position 1660: 2.4421704569124362e-06
Position 1260: 2.3428500916685664e-06
Position 1799: 2.329917111070807e-06
Position 4624: 1.976703023719249e-06
Position 4465: 1.956554897706928e-06
Position 272: 1.847858559458961e-06
Position 4518: 1.7202164410955505e-06
Position 477: 1.496757298209625e-06
Position 4128: 1.196578964901682e-06
Position 844: 5.545118609003817e-07
Position 687: 4.94369229581199e-07
Position 606: 4.2949456533270084e-07
Position 408: 3.623243453546159e-07
Position 802: 3.250986319672684e-07
Position 375: 2.6999286762252784e-07
Position 2256: 2.6522778936657243e-07
Position 1171: 2.2310942854382232e-07
Position 2293: 1.6275502322601394e-07
Position 1060: 1.2721471417849143e-07
Position 1311: 1.2043162208126485e-07
Position 1194: 8.69598470122617e-08
Position 1319: 7.833239714647304e-08
Position 1350: 7.455743734293953e-08
Position 1243: 7.385207459183989e-08
Position 370: 6.133314212775378e-08
Position 445: 5.4081552456144186e-08
Position 1299: 4.075472832175135e-08
Position 573: 2.684520033828295e-08
Position 790: 1.7354620548897732e-08
