Gene = MPLKIP
index = 858
Annotated 5SS: [431]
Annotated 3SS: [1399]
SMsplice 5SS: [431]
SMsplice 3SS: [2654]
top_k =  1000
Partition function (log Z): -11.60782238769319

Sorted 5' Splice Sites (High to Low Probability):
Position 431: 0.7620060830910704
Position 622: 0.3591923317579343
Position 4261: 0.07720373496423796
Position 4142: 0.06488237265174365
Position 223: 0.049129073916049565
Position 3959: 0.04241127881348987
Position 1992: 0.03881040266335756
Position 271: 0.025016730321012152
Position 150: 0.02020291358329631
Position 4164: 0.014682449034784457
Position 481: 0.013706955614842826
Position 2029: 0.0128780235745329
Position 135: 0.012161642011996257
Position 1744: 0.011440274836723689
Position 322: 0.010884589014055228
Position 70: 0.010417109863550314
Position 250: 0.008985969486453116
Position 6184: 0.00842242067047051
Position 156: 0.008380019821606487
Position 3551: 0.004853555673811498
Position 367: 0.003364108416320687
Position 1024: 0.003258235704004276
Position 529: 0.0031571048271823387
Position 49: 0.00292091976881616
Position 7185: 0.002839828720588406
Position 4309: 0.0015975973071179412
Position 1716: 0.0015576843848508196
Position 1711: 0.001144474895232321
Position 1523: 0.000882523257625614
Position 862: 0.0008818322529440917
Position 141: 0.0006794469300531464
Position 3410: 0.00032657173930888766
Position 2439: 0.00029207464399918343
Position 1660: 0.0001968349980818046
Position 1768: 0.00012155204162362128
Position 34: 0.00011321792323315579
Position 1934: 9.286458187626174e-05
Position 856: 7.710565378734025e-05
Position 2066: 5.6724838681799445e-05
Position 1317: 4.56766191792183e-05
Position 328: 4.1907809881059464e-05
Position 996: 4.1279094329250664e-05
Position 831: 3.5420585537232954e-05
Position 884: 1.2938034582591669e-05
Position 1529: 1.164658142018409e-05
Position 43: 6.511800449781106e-06
Position 262: 4.594370350329445e-06
Position 1632: 3.7061022506911097e-06
Position 500: 3.460554519798892e-06
Position 231: 3.4530897095152415e-06
Position 672: 3.4292029837332904e-06
Position 828: 2.9511893470538326e-06
Position 379: 2.5943853542806717e-06
Position 449: 2.300580801115362e-06
Position 1220: 2.088820158449752e-06
Position 1799: 1.3169946466029374e-06
Position 1737: 1.314328065042023e-06
Position 282: 8.869176184154327e-07
Position 1160: 2.573529806135306e-07
Position 579: 2.178395956261836e-07
Position 1289: 4.0255086220872384e-08
Position 334: 3.5466109294110545e-08
Position 16: 2.859106280869485e-08
Position 840: 8.048177385194328e-09
Position 537: 1.93419200347402e-09
Position 706: 2.274728213875413e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 554: 0.21576625577765865
Position 4397: 0.19176083514992517
Position 7252: 0.15583667156479994
Position 1917: 0.14207439171874683
Position 2654: 0.11626655175605144
Position 1399: 0.07280157194032526
Position 4203: 0.046622594736659584
Position 3881: 0.046497620301519015
Position 528: 0.04260068022312366
Position 5746: 0.040963859375969844
Position 3978: 0.037586582300652496
Position 3836: 0.036307403650157104
Position 3958: 0.03243990435383389
Position 2828: 0.03192199861028006
Position 7113: 0.023229176553116036
Position 4756: 0.022387744067453655
Position 366: 0.02110626479770814
Position 4018: 0.020151622183676814
Position 4244: 0.018615934394271044
Position 6221: 0.01799611470940949
Position 2265: 0.016483834514345302
Position 3339: 0.015459557784243112
Position 1574: 0.014034834838068087
Position 7966: 0.013161728071429455
Position 541: 0.011417650901486408
Position 4938: 0.01119049720227443
Position 6306: 0.010606167317366827
Position 218: 0.009422925304000867
Position 1743: 0.00883006997943978
Position 8527: 0.008498552110356973
Position 7248: 0.007623779807191311
Position 6623: 0.006818550935370864
Position 1239: 0.006551216928342448
Position 786: 0.0054317527884634705
Position 716: 0.004764230402366959
Position 407: 0.0047507902727592635
Position 6468: 0.003846053012175338
Position 6087: 0.0035841344470223307
Position 3846: 0.003486139678891365
Position 267: 0.003456464514350528
Position 3705: 0.003354606326582576
Position 1288: 0.0032993055651348814
Position 4440: 0.0030723100075684072
Position 6003: 0.0029899356082164134
Position 4146: 0.002941220495379192
Position 388: 0.0029198481417395364
Position 1433: 0.0028002086247089597
Position 1337: 0.002768335001766444
Position 7136: 0.0025548333169972434
Position 475: 0.0024117592963358854
Position 3394: 0.0023869716101186716
Position 7411: 0.002311324951792087
Position 3409: 0.00223276332310002
Position 1686: 0.0021174441703363145
Position 2028: 0.0020525825587816627
Position 6953: 0.001989059535139143
Position 7052: 0.0018823993279391972
Position 856: 0.001579451652581549
Position 2898: 0.0015268326255106306
Position 6257: 0.0014995463769949448
