Gene = RPAP2
index = 1192
Annotated 5SS: [  182  1275  2626  5111  5385  8312 21670 25411 34509 37463 46950 81909]
Annotated 3SS: [ 1228  2510  5011  5318  8222 21633 24479 34425 37381 46880 81758 88045]
SMsplice 5SS: [  182  1275  2626  5111  5385  8312  8682 30071 34509 37544 41375 46950
 56853 81909]
SMsplice 3SS: [ 1228  2510  5011  5318  8222  8528 29904 34425 37381 41283 46880 56694
 81758 88045]
top_k =  1000
Partition function (log Z): -34.5922237943829

Sorted 5' Splice Sites (High to Low Probability):
Position 5111: 0.9920918354366236
Position 182: 0.9387354357561482
Position 8312: 0.911013200761493
Position 5385: 0.9065887008068386
Position 1275: 0.8704344203289223
Position 2626: 0.6940166724318698
Position 8682: 0.5232466498369298
Position 1538: 0.12141584705664533
Position 1123: 0.09053432990614445
Position 4612: 0.08485236858521021
Position 8661: 0.059452722362873946
Position 4524: 0.04809487658084818
Position 21777: 0.04742422292127626
Position 21670: 0.04606524423471041
Position 2622: 0.03955242431451366
Position 21842: 0.03657635619772293
Position 4273: 0.034136709086636345
Position 300: 0.02813745964105373
Position 7816: 0.028069790140281218
Position 12453: 0.02609839712509853
Position 2833: 0.024533670678669635
Position 4903: 0.024161801925569944
Position 9764: 0.02307418834268891
Position 8904: 0.018056848508484352
Position 12702: 0.016379720321002877
Position 4371: 0.014425225123796327
Position 8112: 0.013956524489188214
Position 8389: 0.013924730200202485
Position 2845: 0.01376732032231603
Position 17365: 0.013599893678519999
Position 8075: 0.013042213244096953
Position 568: 0.012741074462127423
Position 1034: 0.010335558565592795
Position 5568: 0.009086471226655402
Position 2288: 0.009022689450514763
Position 4507: 0.008544345324634857
Position 7196: 0.007923748952637037
Position 1004: 0.006918199259637781
Position 2053: 0.006849567489117828
Position 619: 0.006475437899220582
Position 13030: 0.005196505548474145
Position 2338: 0.0051153672625345
Position 5115: 0.004820483690999279
Position 2075: 0.00451253876799471
Position 827: 0.004396206466522351
Position 2855: 0.003520318145867682
Position 8104: 0.0032231193870746037
Position 2425: 0.003220453971632139
Position 2928: 0.002876668438533509
Position 4477: 0.002606586501778648
Position 5513: 0.0025437639487445964
Position 6037: 0.0024898733397744626
Position 1330: 0.002391276879934978
Position 1321: 0.0023318081895293517
Position 1515: 0.002155779788765472
Position 2434: 0.001714981629008928
Position 632: 0.0016300232903950062
Position 7011: 0.001439653721770226
Position 8007: 0.0014312028328200862
Position 2533: 0.001188983561064528
Position 4556: 0.0011114437875144646
Position 4419: 0.00107877424646934
Position 4006: 0.0010136898803742385
Position 2637: 0.0009224028170432397
Position 1585: 0.0008898282286160865
Position 2632: 0.0008092181707578938
Position 660: 0.0008018359190196112
Position 3174: 0.0007895285711636461
Position 9042: 0.0007893531733732274
Position 735: 0.0007032848384342004
Position 8696: 0.0006957724920438442
Position 8295: 0.0006882893227600531
Position 2261: 0.0006639904334832668
Position 8080: 0.0006529441618063485
Position 9673: 0.0006475674780084336
Position 850: 0.0005355858222190741
Position 8166: 0.0005277725721645435
Position 1244: 0.0005213359298262908
Position 1353: 0.0004882527587603171
Position 485: 0.0004716937577285313
Position 43: 0.00047057932357116996
Position 305: 0.00046749067977897333
Position 7346: 0.00046377461361833103
Position 8036: 0.00043882418137009184
Position 1087: 0.0003668438480005455
Position 8923: 0.0003590022482466965
Position 9037: 0.00035325673506593833
Position 1632: 0.0003418883168655031
Position 6970: 0.0003370698561574991
Position 8174: 0.00033654746157708057
Position 1092: 0.0003227330669426084
Position 2923: 0.00032142727474795924
Position 6031: 0.0003127198512869597
Position 2156: 0.0002920735784127195
Position 11719: 0.0002900007342034048
Position 7175: 0.000279531312927863
Position 473: 0.00027560006553391725
Position 1128: 0.00020829584045821653
Position 2860: 0.00018729739913778216
Position 5175: 0.00018535906151048728
Position 1732: 0.00018384251593655013
Position 2068: 0.00017958197406741503
Position 6924: 0.00017324973456487832
Position 7866: 0.0001722408042753121
Position 1229: 0.00015557441304520897
Position 7621: 0.00014311442943885864
Position 8170: 0.00011616175953220192
Position 837: 0.00011490317754114538
Position 1884: 0.00011073437825518335
Position 8289: 9.504482781774748e-05
Position 2657: 9.100692274800256e-05
Position 2575: 8.34152441108113e-05
Position 2660: 8.114296993367173e-05
Position 1080: 8.087086042173133e-05
Position 1660: 7.511110837550876e-05
Position 5091: 7.398753886123459e-05
Position 8329: 6.626254337368712e-05
Position 946: 6.460790696568906e-05
Position 5200: 5.8495750022390265e-05
Position 2624: 5.65927999713523e-05
Position 3298: 5.440013899738005e-05
Position 8321: 3.973639155485774e-05
Position 551: 3.5404461754551616e-05
Position 290: 3.376034212181985e-05
Position 1139: 3.2231091315194654e-05
Position 1225: 3.139307299854606e-05
Position 1504: 2.7745293785509828e-05
Position 865: 2.6670363791112354e-05
Position 239: 2.6441771966546124e-05
Position 1672: 2.1671557912830585e-05
Position 8690: 2.0538876133308287e-05
Position 830: 2.0140942660896695e-05
Position 528: 2.0125768651975804e-05
Position 87: 1.868269734400892e-05
Position 1754: 1.4664745605251912e-05
Position 465: 1.416431015524599e-05
Position 1490: 1.3295869782658814e-05
Position 1102: 1.2777944122205086e-05
Position 7820: 1.0399408159863199e-05
Position 5240: 9.079059631558625e-06
Position 79: 7.956277877269761e-06
Position 657: 7.459097248031717e-06
Position 876: 5.4557994450596116e-06
Position 874: 5.4346896140643555e-06
Position 908: 4.016333956329386e-06
Position 409: 3.5788580749040153e-06
Position 1517: 3.277879644920404e-06
Position 437: 2.3017577254120747e-06
Position 600: 1.7511027831765787e-06
Position 5079: 1.7251169109859742e-06
Position 943: 1.531164654371001e-06
Position 950: 1.4284362637382397e-06
Position 882: 8.892599429238125e-07
Position 5869: 8.458580781923165e-07
Position 329: 8.271901245783849e-07
Position 967: 7.46902686427053e-07
Position 10381: 4.79926035611379e-07
Position 10890: 4.2697253668534395e-07
Position 981: 3.771108182861342e-07
Position 6112: 3.502780796104351e-07
Position 499: 2.734048612647999e-07
Position 81: 2.720305886774284e-07
Position 965: 2.546155989736531e-07
Position 5733: 2.3783649317201847e-07
Position 1167: 2.3070768962603018e-07
Position 6453: 1.5276117222710286e-07
Position 5294: 1.5200195623007687e-07
Position 5319: 1.2059052838956864e-07
Position 7251: 9.19307491033021e-08
Position 383: 3.1702323129356357e-09
Position 381: 4.5393553622558817e-10
Position 129: 7.654213123499446e-13
Position 5: 6.053392637810088e-13
Position 558: 1.2311572834803599e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5011: 0.9576541162265795
Position 1228: 0.908110216430618
Position 5318: 0.8952941414710717
Position 24479: 0.8645876218746447
Position 2510: 0.7618633602965175
Position 8528: 0.5804968742483559
Position 8222: 0.560523304016209
Position 8233: 0.33079756619310147
Position 21633: 0.13316238595569502
Position 4394: 0.08924912505461101
Position 1453: 0.05735240506182883
Position 4272: 0.04620871659658521
Position 4234: 0.0374599658742185
Position 7944: 0.03707173055759137
Position 1000: 0.03196576777982611
Position 12222: 0.028792897456429583
Position 4929: 0.028640756210531824
Position 22536: 0.02717792091971303
Position 22844: 0.026594791721489
Position 1371: 0.021473885691363066
Position 2197: 0.01881811837081235
Position 7648: 0.018337250293671337
Position 911: 0.017780788672579855
Position 8173: 0.01695112919004321
Position 2708: 0.016683834903961366
Position 4737: 0.01650347534319045
Position 4512: 0.015489775050542932
Position 17277: 0.015163635274714614
Position 11656: 0.014030673695467856
Position 541: 0.01324432467134406
Position 1025: 0.012983445065423194
Position 853: 0.012730945164038505
Position 8250: 0.011545616038383394
Position 9667: 0.011272862504651916
Position 12907: 0.010032538340018202
Position 5298: 0.009436211109009681
Position 8560: 0.00913124136033976
Position 8847: 0.007754979389069173
Position 9556: 0.0072651625197417856
Position 4696: 0.006822569078065757
Position 1430: 0.006323866276217567
Position 8780: 0.006034629718525324
Position 5040: 0.00584196629746987
Position 12508: 0.005728450572614221
Position 12581: 0.005500894999190964
