Gene = SH2D5
index = 1251
Annotated 5SS: [ 356 4579 5014 5536 6617 8141 8454 8911 9781]
Annotated 3SS: [ 4449  4932  5460  6469  7900  8284  8801  9620 10540]
SMsplice 5SS: [ 180  533 4579 5014 5536 6617 8141 8454 8911 9781]
SMsplice 3SS: [  264  4449  4932  5460  6469  7900  8284  8801  9620 10540]
top_k =  1000
Partition function (log Z): 5.847494548241697

Sorted 5' Splice Sites (High to Low Probability):
Position 9781: 0.9383128914095362
Position 8911: 0.9116274438248716
Position 8454: 0.8348183082635685
Position 5014: 0.6644603286236243
Position 6617: 0.65882072055828
Position 4579: 0.65367347951639
Position 180: 0.6524721342528316
Position 533: 0.5017854824490194
Position 8141: 0.4174417860101672
Position 753: 0.3415770232538828
Position 5536: 0.3294458400190465
Position 356: 0.2853930260400235
Position 5558: 0.2752455487910729
Position 1089: 0.27369759513585235
Position 3204: 0.2690095047390187
Position 5873: 0.2516471349901861
Position 8188: 0.2296580113956926
Position 5531: 0.22331924728130145
Position 8129: 0.1334786357677889
Position 2016: 0.13311379182347396
Position 5068: 0.1252313734931252
Position 4257: 0.110296237876211
Position 8009: 0.1001468694425296
Position 9078: 0.09926389148061798
Position 6063: 0.09916900591833218
Position 7608: 0.08983739047478723
Position 100: 0.08221389394356417
Position 8384: 0.07862374461254068
Position 4557: 0.07592321234766512
Position 1653: 0.07345580120077451
Position 3093: 0.055329246714148635
Position 383: 0.05195981728067567
Position 1791: 0.051901501426433926
Position 5878: 0.05057272597444043
Position 63: 0.04865062749842384
Position 6681: 0.04445166499760506
Position 2010: 0.044005050156114923
Position 8045: 0.043034458159976086
Position 6058: 0.04031253118365354
Position 1810: 0.03951336823981002
Position 4602: 0.039000772246750734
Position 7820: 0.03645925546044402
Position 573: 0.027579431102355046
Position 2155: 0.02530888607203079
Position 8532: 0.025203225455182783
Position 4612: 0.02047801070182499
Position 394: 0.02030164636778158
Position 1835: 0.019189691181916775
Position 8526: 0.01247463467487889
Position 4627: 0.012313941668353525
Position 10748: 0.011763454650408163
Position 7753: 0.011573130685681481
Position 3998: 0.011241699985611694
Position 10116: 0.009869686875919504
Position 7718: 0.009864420178733941
Position 1747: 0.009748881137451357
Position 4261: 0.009448330475426543
