Gene = C1orf146
index = 166
Annotated 5SS: [  109 13547 24366 26446 26918]
Annotated 3SS: [13441 24271 26276 26838 27599]
SMsplice 5SS: [  237 13547 24366 26446 26918]
SMsplice 3SS: [13441 24271 26276 26838 27599]
top_k =  1000
Partition function (log Z): -11.494508541683487

Sorted 5' Splice Sites (High to Low Probability):
Position 13547: 0.9964795242390719
Position 24366: 0.5628270913688698
Position 237: 0.4525626150764165
Position 26446: 0.4485635709878107
Position 12248: 0.37892707354679755
Position 109: 0.3655940941175261
Position 26918: 0.3293024054277801
Position 439: 0.23532130357191824
Position 5737: 0.19539203631886534
Position 101: 0.17215316376601514
Position 9097: 0.16179951251956798
Position 850: 0.14256237492470747
Position 5262: 0.10604885657289065
Position 2320: 0.032088815334418264
Position 581: 0.030183119238318627
Position 9057: 0.029920372903930882
Position 16818: 0.022258619131824597
Position 14146: 0.007320140520599645
Position 14097: 0.0065321912225749035
Position 11455: 0.004585826122108362
Position 17360: 0.004336246267923312
Position 461: 0.003958533696234934
Position 725: 0.0026862691078241973
Position 1352: 0.0021609736469323554
Position 16906: 0.0017815159241214734
Position 2833: 0.0014665834899438431
Position 5418: 0.0009720136498524303
Position 19205: 0.0008165723086572524
Position 662: 0.0007582165335495726
Position 185: 0.0006996075839783758
Position 283: 0.0006499125835104763
Position 4924: 0.0005928599817856416
Position 14925: 0.0005169980977189694
Position 18800: 0.0005044194715277766
Position 113: 0.00048442813179829213
Position 969: 0.00045682158833544796
Position 15597: 0.0003181931888626505
Position 15263: 0.00029661378986512284
Position 4071: 0.00026962938802328203
Position 1858: 0.00024840754584840713
Position 873: 0.0002414402745795088
Position 415: 0.00022365408521336156
Position 321: 0.0001464892792601392
Position 384: 6.709258909763404e-05
Position 13790: 5.564940833465798e-05
Position 488: 3.9367803037042114e-05
Position 1241: 3.392165889099679e-05
Position 342: 3.222072899773795e-05
Position 67: 2.3115606254516266e-05
Position 1899: 2.1329748233858524e-05
Position 1340: 1.996256082923447e-05
Position 86: 1.588731817327837e-05
Position 650: 1.0694870618333597e-05
Position 642: 7.69866941897008e-06
Position 536: 4.748637149862157e-06
Position 1659: 4.681361490029157e-06
Position 1635: 3.6396948329002147e-06
Position 3592: 3.465780220286426e-06
Position 403: 2.2326681076054967e-06
Position 1966: 1.9947659732649566e-06
Position 1347: 1.749644801791134e-06
Position 637: 1.6349364556944472e-06
Position 314: 1.3144621414393876e-06
Position 6371: 1.2685081172652519e-06
Position 1774: 1.1111598915767588e-06
Position 5226: 1.0357680330779212e-06
Position 371: 6.028237656074158e-07
Position 367: 5.245859053210149e-07
Position 305: 4.5469259309329463e-07
Position 14291: 4.2905232152307836e-07
Position 188: 3.2354665767758237e-07
Position 654: 1.9124619893255016e-07
Position 486: 9.079151638612799e-08
Position 656: 9.022085419638523e-08
Position 148: 3.3884706283216895e-08
Position 768: 2.008404610047608e-08
Position 675: 1.6539703687672138e-08
Position 285: 1.0446299564252097e-08
Position 760: 5.198709797565924e-09
Position 1245: 1.560304104810032e-09
Position 58: 8.292533260394882e-10
Position 325: 7.7177102716625e-10
Position 816: 1.613825571554107e-10
Position 158: 7.490918076655848e-11
Position 172: 3.362885292173967e-11
Position 878: 1.3639509607895532e-11
Position 1198: 1.1802234724024296e-11
Position 340: 5.110666183737233e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13441: 0.9972840455350819
Position 24271: 0.5684816042620551
Position 26838: 0.5674449131914048
Position 26276: 0.4668798382085331
Position 27599: 0.42857179892431674
Position 12144: 0.29745514499754544
Position 361: 0.2430852772535695
Position 8907: 0.1699260066510705
Position 724: 0.0966044527655443
Position 5037: 0.08680950437365469
Position 5619: 0.08389081099738668
Position 12164: 0.08183555460026526
Position 5637: 0.08022374414789551
Position 26514: 0.04254275490979093
Position 27099: 0.03797218299721289
Position 5615: 0.031303173927327205
Position 17074: 0.0264289040100192
