Gene = NPVF
index = 960
Annotated 5SS: [ 185 1861]
Annotated 3SS: [1459 3312]
SMsplice 5SS: [185]
SMsplice 3SS: [3312]
top_k =  1000
Partition function (log Z): -5.094776809536553

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9328900921371835
Position 1673: 0.4981908562985613
Position 1861: 0.45987279221268695
Position 392: 0.4008858824702016
Position 2549: 0.16283458106714385
Position 209: 0.06051697459192598
Position 2951: 0.03820037913026756
Position 2211: 0.016824055194326826
Position 2566: 0.013665759516601242
Position 762: 0.011648654703605916
Position 1682: 0.01124007454416123
Position 401: 0.010649238976364649
Position 2869: 0.009911002948000507
Position 2377: 0.008530286473134386
Position 1962: 0.008081725188997626
Position 628: 0.007118713744052106
Position 3490: 0.004631275616678549
Position 490: 0.004045120541619924
Position 2256: 0.003986110718016491
Position 1711: 0.003580043781447667
Position 2039: 0.003377144312938509
Position 270: 0.0025946877342540933
Position 2060: 0.002590423293608725
Position 2831: 0.002515362722362659
Position 2240: 0.0023043901991227954
Position 2689: 0.0021855511142643514
Position 1907: 0.0013814614959563201
Position 1071: 0.0008644527499063272
Position 396: 0.000860871638036081
Position 3043: 0.0007639710200047611
Position 469: 0.0005728784028841124
Position 2741: 0.000485327361085789
Position 933: 0.0004653518972699652
Position 835: 0.00045090647671664266
Position 3494: 0.00037692482268225045
Position 449: 0.0003506014079902194
Position 1427: 0.00027680107852983695
Position 1011: 0.0002458439499163541
Position 1623: 0.00014410376096770186
Position 459: 0.00012219933975664044
Position 606: 9.157181584408357e-05
Position 386: 4.086935621138512e-05
Position 587: 3.466759737624105e-05
Position 870: 2.6571836332555354e-05
Position 1607: 2.2022788299566493e-05
Position 815: 2.1070989753950903e-05
Position 827: 1.627862511341242e-05
Position 924: 1.4903541495644147e-05
Position 1885: 1.359945241908602e-05
Position 1026: 1.1168199758697235e-05
Position 278: 9.828445984231997e-06
Position 1064: 8.83251296547209e-06
Position 1378: 8.265442877633266e-06
Position 1390: 7.756152344814244e-06
Position 1018: 4.935793278083435e-06
Position 621: 2.5434026994636894e-06
Position 189: 1.7059465216069221e-06
Position 213: 7.315947686683986e-07
Position 2777: 6.798300341598353e-07
Position 274: 2.5063826683349824e-07
Position 256: 2.23781606361505e-07
Position 137: 1.0692299343596835e-07
Position 324: 1.034605510312826e-07
Position 585: 8.084170244795793e-08
Position 611: 5.01793087368111e-08
Position 123: 4.5644647937625986e-08
Position 243: 2.329914117508255e-08
Position 804: 1.9981117191628204e-08
Position 282: 1.2166219007545864e-08
Position 103: 1.072240179108884e-08
Position 613: 7.268959138560049e-09
Position 690: 5.723255937082339e-09
Position 792: 5.355087649184927e-09
Position 516: 6.311391146474614e-10
Position 374: 2.46751239066813e-10
Position 339: 1.6932689729503075e-10
Position 297: 1.5866131102872825e-10
Position 332: 1.5213251443114544e-10
Position 280: 1.4782952825153007e-10
Position 688: 2.822705289054124e-11
Position 643: 2.1226193746437368e-11
Position 661: 4.317533448172349e-12
Position 289: 2.180815380007835e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3312: 0.66454690341876
Position 1459: 0.31491861307075136
Position 308: 0.3027318311475141
Position 1769: 0.19724742017302624
Position 1710: 0.1819999579819483
Position 2420: 0.15160853266638738
Position 1537: 0.14491748462123413
Position 348: 0.13950873797709426
Position 2122: 0.09655359519654602
Position 2423: 0.05378808903132096
Position 2805: 0.05018923454223407
Position 1746: 0.05004033714785233
Position 1593: 0.04795522388680471
Position 1822: 0.03325720832690609
Position 3388: 0.029423616005590347
Position 3420: 0.026055821698578077
Position 1427: 0.02319785184910446
Position 2463: 0.01653735124108477
Position 2662: 0.013840231653682073
Position 2855: 0.011212028258826612
Position 2239: 0.010957635419686945
Position 2373: 0.009107824854385865
Position 2460: 0.006910161496980839
Position 2802: 0.006376734086942028
Position 3603: 0.006282687672302244
Position 1950: 0.006225503525650377
Position 709: 0.00598316258966361
Position 1553: 0.005747372034914102
Position 2593: 0.0055174330437935525
Position 261: 0.005170810144284535
Position 686: 0.005152750564835874
Position 913: 0.004345671562736848
Position 3335: 0.0039387963412158165
Position 500: 0.0038504743979531466
Position 3315: 0.003697868279448511
Position 1501: 0.0035748057202579287
Position 3699: 0.0028905901122753042
Position 2620: 0.0027188918859228765
Position 2612: 0.0026716389230071447
Position 1464: 0.0026137704246148737
Position 1354: 0.0024774309267368215
Position 2478: 0.002322326124720267
Position 1371: 0.002296223156972648
Position 2826: 0.0021807728548966497
Position 3896: 0.0018689736484206693
Position 3011: 0.0016996469040680264
Position 476: 0.0015528604077862367
Position 3061: 0.0015397679226325865
Position 1180: 0.0015152437250253222
Position 1488: 0.0014762412572582137
Position 800: 0.001436684953010942
Position 1511: 0.0014186134937059047
Position 624: 0.0013228972955020362
Position 2689: 0.0012026298411566758
Position 1265: 0.001150630322855187
Position 1613: 0.0010755389400834768
Position 565: 0.001055917698130239
Position 1977: 0.0008804733705721755
Position 1485: 0.0008642362580515905
Position 3194: 0.0007179576061168484
Position 2282: 0.0005465308667182478
Position 1602: 0.0005188422068159344
Position 2089: 0.0005160906810437107
Position 1299: 0.0005046778124418894
Position 2749: 0.000449145993546556
Position 2342: 0.00044309013204581334
Position 2483: 0.0004243715554231867
Position 3586: 0.0003983329523838612
Position 1478: 0.0003695802440460689
Position 1730: 0.0003583067999327359
Position 2073: 0.00031615267924110476
Position 3672: 0.0003056345525603338
Position 1829: 0.0002169650398687762
Position 356: 0.000170136538163173
Position 1855: 0.00015710373045810846
Position 1653: 0.00014262879225305909
Position 1116: 0.00012257626995022483
Position 1737: 0.00011534376408830902
Position 2187: 0.00011200678358905303
Position 2149: 0.00010633370908324797
Position 753: 0.00010280410924570352
Position 909: 9.680810621356099e-05
Position 3903: 7.136798582128281e-05
Position 1958: 7.050508826860692e-05
Position 1542: 6.74088577606545e-05
Position 606: 6.147674087744126e-05
Position 363: 5.7365269404807304e-05
Position 1616: 5.2691776079906436e-05
Position 1637: 4.5358422567083994e-05
Position 1466: 3.263132819925557e-05
Position 1270: 2.6098951510986498e-05
Position 2427: 2.4179994648794856e-05
Position 267: 2.3774726532107496e-05
Position 1620: 2.3152972588616216e-05
Position 719: 2.0778520787010074e-05
Position 1623: 1.5842299643143202e-05
Position 835: 1.4642428552299187e-05
Position 1662: 1.4382217023041643e-05
Position 611: 1.3965545494842511e-05
Position 919: 1.3888241867737222e-05
Position 1837: 1.2037089758303558e-05
Position 1974: 1.1521882853671247e-05
Position 995: 1.08334452446431e-05
Position 2030: 1.0692789569609291e-05
Position 449: 1.0342036351427572e-05
Position 483: 7.72094497219999e-06
Position 767: 7.378921985130054e-06
Position 270: 7.2278618082866176e-06
Position 1672: 4.025921464529283e-06
Position 937: 3.3344959124531343e-06
Position 941: 3.3077650213230304e-06
Position 1383: 3.147961797401854e-06
Position 274: 2.893634707507533e-06
Position 2252: 2.635187138985793e-06
Position 1962: 2.597166136370788e-06
Position 408: 2.1207007342030323e-06
Position 815: 1.7350294784163968e-06
Position 3344: 1.6605452694305848e-06
Position 1378: 1.1383411945605657e-06
Position 1141: 7.765947857516898e-07
Position 1046: 6.877733561323151e-07
Position 1879: 5.565337755768361e-07
Position 1860: 2.907516201524327e-07
Position 412: 1.9248161152194285e-07
Position 2903: 1.8198949873281228e-07
Position 2134: 7.404307710996025e-08
Position 396: 9.918404964758747e-09
Position 419: 9.27557331841428e-09
Position 243: 4.311142073705675e-11
Position 216: 4.810601622614188e-12
Position 854: 5.650236359305411e-13
Position 189: 1.5085919790617594e-13
Position 213: 6.95820177096716e-14
Position 184: 3.2368821638005106e-14
