Gene = IL6
index = 697
Annotated 5SS: [ 375 1398 1751 2923 3777]
Annotated 3SS: [1294 1559 2808 3629 5521]
SMsplice 5SS: [ 375 1398 1751 2923 3777]
SMsplice 3SS: [1294 1628 2808 3629 5521]
top_k =  1000
Partition function (log Z): -1.342904727839074

Sorted 5' Splice Sites (High to Low Probability):
Position 1398: 0.9675226377817002
Position 375: 0.9659068253017702
Position 3777: 0.7657423265995166
Position 2923: 0.7144022726791671
Position 1751: 0.6689803237980082
Position 3106: 0.19259067051458037
Position 3512: 0.13730152916523863
Position 1755: 0.12155637698739907
Position 4681: 0.11443637898334094
Position 3132: 0.0649393520760197
Position 5793: 0.05370551230456714
Position 1785: 0.05278560650771239
Position 2624: 0.05149311213105075
Position 1714: 0.040535502126971164
Position 3781: 0.03149962206863113
Position 2263: 0.02663594856536465
Position 2363: 0.017169983623850117
Position 3198: 0.013127931777360016
Position 17: 0.010856741441739183
Position 4603: 0.010543765549159855
Position 785: 0.010521837488690188
Position 3675: 0.008939935502538071
Position 1179: 0.0086978144957621
Position 2415: 0.0077757915518529095
Position 5868: 0.006276931808128529
Position 697: 0.005197197627048378
Position 4262: 0.005145746598850032
Position 628: 0.005074933081224126
Position 3027: 0.005031352986278926
Position 5121: 0.00454165655014056
Position 347: 0.004306628590233012
Position 1462: 0.003655506875320751
Position 5736: 0.0036514067929899327
Position 256: 0.0025445261507270663
Position 4892: 0.0024781697441130573
Position 3246: 0.002452129368447938
Position 3023: 0.0023750681860000207
Position 1061: 0.002268784263773651
Position 1451: 0.002191796628516115
Position 459: 0.002128016182591572
Position 3282: 0.001422728185966224
Position 411: 0.0012638860982195652
Position 4493: 0.0011760907828893036
Position 4619: 0.000786598713176434
Position 5171: 0.0007748571620035405
Position 3885: 0.0006222926585753315
Position 4703: 0.0005127010829270032
Position 3476: 0.0004892172044129737
Position 213: 0.0004656195925879491
Position 2394: 0.0004375229139750413
Position 3173: 0.00037062634224727976
Position 5998: 0.00033799285853804546
Position 847: 0.00030425455391987633
Position 547: 0.00028127259117346175
Position 2043: 0.0002665627287246421
Position 2148: 0.000260300605541973
Position 1841: 0.00023510339798268252
Position 4751: 0.00021291661106857384
Position 478: 0.0002005991320619336
Position 421: 0.00017944423030385244
Position 379: 0.00015157836597339434
Position 2233: 0.00015129906352152306
Position 46: 0.00014689864590875667
Position 1962: 0.00012777352425929488
Position 3325: 0.0001265097328776919
Position 4378: 0.00012459051294841283
Position 3121: 0.00010024623684191688
Position 2498: 9.676721259124275e-05
Position 3417: 8.208499819168959e-05
Position 3033: 8.082846524208503e-05
Position 2133: 7.871553886351721e-05
Position 1130: 7.339547860759373e-05
Position 2567: 7.05795079625335e-05
Position 915: 6.618451648147376e-05
Position 2281: 5.283868500021048e-05
Position 1655: 5.0553481604395424e-05
Position 2143: 4.598213095464713e-05
Position 260: 4.5322653570259636e-05
Position 84: 4.4179541417199056e-05
Position 1241: 4.340925196215181e-05
Position 1402: 3.694557535517759e-05
Position 1999: 3.506855251855319e-05
Position 573: 3.060986727310199e-05
Position 2646: 2.8974006807016692e-05
Position 906: 2.5838362905863095e-05
Position 263: 2.2861650052334522e-05
Position 614: 2.2133209783062276e-05
Position 1569: 2.154247586322678e-05
Position 1449: 2.0077641696501292e-05
Position 1772: 2.000227801711538e-05
Position 382: 1.9423022176072346e-05
Position 2109: 1.8355401286320606e-05
Position 3949: 1.2760698731190725e-05
Position 788: 1.1605754297268158e-05
Position 1029: 9.178437258498531e-06
Position 12: 5.997188252735695e-06
Position 3805: 5.498437597962907e-06
Position 1439: 5.264789111346469e-06
Position 3712: 4.839434428876064e-06
Position 3783: 4.757586370644544e-06
Position 111: 4.685649807420485e-06
Position 1628: 3.989361059675827e-06
Position 51: 3.3272808665337906e-06
Position 1133: 2.492700988380474e-06
Position 1601: 2.4499428430196297e-06
Position 1072: 1.965886062551616e-06
Position 863: 1.6629876610350392e-06
Position 1075: 1.4643656607921281e-06
Position 1464: 9.807645684502044e-07
Position 3047: 7.395094793731433e-07
Position 33: 5.892171152721529e-07
Position 1523: 5.881623816958808e-07
Position 35: 5.780278190923905e-07
Position 1258: 5.419932697120543e-07
Position 5072: 3.0115122858277834e-07
Position 78: 2.9829666849463913e-07
Position 25: 2.3727287500137996e-07
Position 1852: 1.3100547702836754e-07
Position 1923: 1.1922890588315053e-07
Position 27: 6.452271374810071e-08
Position 38: 1.3419671900080207e-08
Position 832: 5.091938634634224e-09
Position 248: 2.8239377490867494e-09
Position 475: 2.393938037864781e-09
Position 654: 1.3033784645529134e-09
Position 467: 2.4548485290110445e-10
Position 729: 1.3593484615590678e-10
Position 1466: 5.894522854883565e-11
Position 1865: 5.197480910933549e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1294: 0.8447034668516017
Position 3629: 0.819256898338485
Position 5521: 0.7762867581540942
Position 2808: 0.6646326815661584
Position 1628: 0.5567970214391481
Position 2986: 0.20190551787198188
Position 1559: 0.12766357506809003
Position 1368: 0.09468349863548767
Position 1637: 0.0839253332430941
Position 5974: 0.08044747475816924
Position 4520: 0.07289912967039408
Position 1671: 0.07208575926415335
Position 3321: 0.057701320596165555
Position 2840: 0.05393680172893129
Position 4545: 0.049898836547023775
Position 3268: 0.04330419523739428
Position 5921: 0.030427018535329635
Position 2042: 0.028942931593986518
Position 2515: 0.028667308342602296
Position 1691: 0.025834020233764323
Position 6115: 0.025225492424732612
Position 4216: 0.024955769923130304
Position 2769: 0.024898412954680434
Position 4038: 0.020735443900716147
Position 2284: 0.020250085542937245
Position 3003: 0.01818453944828702
Position 3238: 0.017074890625687927
Position 5640: 0.01502679931286049
Position 3172: 0.013799175362991004
Position 3411: 0.013205739697603582
Position 5891: 0.012137977609575903
Position 2262: 0.011881670501940876
Position 2960: 0.011754086592492871
Position 1130: 0.010522586729446129
Position 458: 0.010279255079815077
Position 3632: 0.009518778365724283
Position 1574: 0.008672105984734321
Position 3282: 0.008242965368274235
Position 4666: 0.0068617264130887414
Position 2348: 0.0062755622981589
Position 1088: 0.005815758575874976
Position 3463: 0.0050801895547088315
Position 4813: 0.004751888221549062
Position 1527: 0.0044644955645675765
Position 4915: 0.004318391440024452
Position 1329: 0.004243950354417871
Position 4410: 0.003799121555213724
Position 5013: 0.003475044622857453
Position 1270: 0.003399501442859701
Position 4098: 0.0030371568406024957
Position 5571: 0.0030242357796767365
Position 2880: 0.0029844129560042914
Position 953: 0.0028590129042000752
Position 3105: 0.0027431567065819822
Position 3086: 0.0027000543957008956
Position 5894: 0.0025500761652667014
Position 2498: 0.0022745729924681644
Position 1229: 0.002178326458214693
Position 2679: 0.0021490506137582664
Position 1371: 0.002094142166378138
Position 5448: 0.0018719076318785691
Position 1675: 0.0018212270454967252
Position 1001: 0.001775033439563334
Position 5590: 0.0017684419151480703
Position 614: 0.0017519332224578171
Position 3972: 0.00173219615530639
Position 4060: 0.0017057610913947577
Position 4574: 0.0016586244267846602
