Gene = AL162424.1
index = 55
Annotated 5SS: [24]
Annotated 3SS: [521]
SMsplice 5SS: [230]
SMsplice 3SS: [349]
top_k =  1000
Partition function (log Z): -12.716993232063281

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.8283982698993237
Position 97: 0.0904350528731082
Position 197: 0.050401873089222914
Position 244: 0.01026120912694203
Position 288: 0.009287479819515363
Position 130: 0.00730054479663813
Position 61: 0.0014309741173107848
Position 172: 0.0007568051687266864
Position 91: 0.0006653467016272435
Position 388: 0.00035651152472053054
Position 277: 0.0001844737109212532
Position 70: 0.00013831372394860429
Position 52: 0.00012826534608427842
Position 355: 7.895144805605952e-05
Position 473: 6.869863513379226e-05
Position 457: 6.73710209785929e-05
Position 301: 6.420785792714062e-05
Position 37: 5.579786060004844e-05
Position 361: 4.779239146576101e-05
Position 10: 2.6299134727125937e-05
Position 4: 4.4226951714667604e-06
Position 58: 2.9881990942603156e-06
Position 312: 2.6247752877941392e-06
Position 324: 6.42322782195987e-07
Position 475: 6.216543920322501e-07
Position 330: 2.1266222367558042e-07
Position 315: 1.754450697379713e-07
Position 318: 5.734128224485878e-08
Position 365: 1.6464787999095452e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 349: 0.9552186530901678
Position 374: 0.014891480666308196
Position 399: 0.010927616620660137
Position 521: 0.009377943171117184
Position 354: 0.0033526837688607836
Position 211: 0.0026255613227019374
Position 547: 0.0019517990598788874
Position 431: 0.000461328047475134
Position 523: 0.00041587061739290426
Position 566: 0.0003540685182476235
Position 448: 0.00017031859455933688
Position 141: 0.00011381780463981505
Position 216: 7.688441810340344e-05
Position 272: 6.21055045425178e-05
Position 490: 5.224923301477614e-05
Position 380: 2.8174473544180693e-05
Position 472: 1.899644224722387e-05
Position 228: 1.5647550513375765e-05
Position 409: 1.2871733363950528e-05
Position 123: 9.644570774248826e-06
Position 460: 8.319653696600493e-06
Position 573: 4.8320173613072665e-06
Position 147: 3.4721190376239127e-06
Position 260: 3.181913332248955e-06
Position 457: 2.481297896239444e-06
Position 252: 1.6632842392132737e-06
Position 162: 1.638807146843728e-06
Position 120: 1.2829277027607147e-06
Position 287: 3.835108279697771e-07
Position 277: 3.3665583231164043e-07
Position 269: 3.052358768220313e-07
Position 244: 2.200246160706184e-07
Position 234: 7.755854462536308e-08
Position 154: 4.211167695478045e-08
Position 285: 2.1090982829871614e-08
Position 239: 1.1566069976410304e-08
Position 66: 5.806891197694682e-12
