Gene = GIN1
index = 592
Annotated 5SS: [   88 11583 13436 15611 22562 22838 23611]
Annotated 3SS: [11436 13241 15304 22369 22660 23324 31978]
SMsplice 5SS: [   88  1607 11583 13055 13436 15611 22562 22838]
SMsplice 3SS: [ 1549 11485 12903 13301 15304 22369 22660 31978]
top_k =  1000
Partition function (log Z): -0.33744263632872684

Sorted 5' Splice Sites (High to Low Probability):
Position 88: 0.990026179786607
Position 22562: 0.9532516343972576
Position 15611: 0.9505310023169153
Position 11583: 0.9059449783801075
Position 13436: 0.675545857884443
Position 1607: 0.6256785536550162
Position 22838: 0.608654151202895
Position 13055: 0.5920498062849837
Position 23611: 0.42201795464053315
Position 32093: 0.40732714963001626
Position 9307: 0.368386317042351
Position 22761: 0.3385590007722682
Position 10578: 0.27444406327518256
Position 23650: 0.20343631673086368
Position 10674: 0.1968364540135692
Position 15377: 0.18537648848446306
Position 10089: 0.16521355628792056
Position 23412: 0.1579104663179661
Position 17898: 0.12051597863800473
Position 8321: 0.10872206248227965
Position 3702: 0.0880750839391046
Position 30353: 0.08213606403370216
Position 13432: 0.08016979657988212
Position 13803: 0.06952412632686057
Position 11535: 0.05881240800806947
Position 13362: 0.049433720774827695
Position 2030: 0.04593243282833875
Position 21162: 0.04313111066317042
Position 17560: 0.034643114970504756
Position 17502: 0.03137347236621371
Position 16828: 0.031331991991427305
Position 7049: 0.027718540887360966
Position 24951: 0.02487453228921965
Position 12269: 0.024100877710674554
Position 15393: 0.020633562202468855
Position 20496: 0.019783843284767268
Position 17823: 0.01958811667867304
Position 13385: 0.018951976223959867
Position 17971: 0.018563664934074527
Position 15737: 0.01773400147219868
Position 4815: 0.01737482114726305
Position 17769: 0.017163749803460283
Position 15446: 0.01638165018759647
Position 8823: 0.015617982778203698
Position 21167: 0.01552720604021787
Position 32610: 0.01374080540984285
Position 26665: 0.013680168447921125
Position 19343: 0.011877842121618068
Position 916: 0.01056075240075732
Position 27399: 0.010263980306796046
Position 23152: 0.009793744725678623
Position 26625: 0.009236581301061426
Position 12384: 0.008540541124436158
Position 14563: 0.007745897428046662
Position 15404: 0.006853564756417095
Position 19504: 0.005980000078634224
Position 22550: 0.005255937381730864
Position 14198: 0.005168925183995664
