Gene = GKAP1
index = 593
Annotated 5SS: [  226   747 11441 18558 29142 33028 37361 48925 64485 69434 75213 75791]
Annotated 3SS: [  614 11181 18413 29063 32903 37337 48771 64382 69369 75141 75712 77997]
SMsplice 5SS: [  226   747 11441 18558 28395 33028 51118 57723 64485 69434 75213 75791]
SMsplice 3SS: [  614 11181 18413 28292 32903 51014 57642 64382 69369 75141 75712 77997]
top_k =  1000
Partition function (log Z): -13.799555953394782

Sorted 5' Splice Sites (High to Low Probability):
Position 51118: 0.9969426453818625
Position 18558: 0.9955926399698548
Position 33028: 0.9341278019975927
Position 28395: 0.9338082666543152
Position 64485: 0.9249321917355019
Position 226: 0.9158189226286189
Position 747: 0.8127626198275485
Position 33292: 0.5651815277805681
Position 37430: 0.5089040818283812
Position 24792: 0.4893179607815712
Position 11441: 0.46853276589737847
Position 11325: 0.4288947667680321
Position 8920: 0.4252394235300931
Position 29142: 0.42265700025609126
Position 19731: 0.36985494532025665
Position 44851: 0.33214883185229227
Position 65241: 0.31571258968648097
Position 25533: 0.2958699435754728
Position 1478: 0.26067801505914484
Position 6152: 0.23668264282417614
Position 20048: 0.20592917370271865
Position 32135: 0.1896000669393898
Position 11026: 0.10705446224352984
Position 20526: 0.10703538998642266
Position 8491: 0.10158424579778146
Position 3247: 0.07507213528840251
Position 33328: 0.07027914139828387
Position 37361: 0.0639075888466534
Position 25503: 0.059814165732568786
Position 5356: 0.05940166131543751
Position 11544: 0.05612422002507008
Position 17903: 0.05531250329200755
Position 11922: 0.0420594531710016
Position 874: 0.034108718675637736
Position 32130: 0.030482110543877162
Position 10088: 0.027980272327570405
Position 511: 0.027129535541031088
Position 1331: 0.02154890952837472
Position 6928: 0.021351063767789797
Position 5360: 0.019871314776398072
Position 32211: 0.015707176769691845
Position 25265: 0.014104148811811726
Position 8752: 0.01243350460291825
Position 20249: 0.011303436220768693
Position 12574: 0.011077745890425305
Position 6866: 0.010551014459587265
Position 3903: 0.01006468513798466
Position 22969: 0.009357929412304426
Position 24918: 0.008758548815238038
Position 5154: 0.008690478018503024
Position 33757: 0.008215135651610292
Position 282: 0.008032011514972306
Position 11710: 0.00775015230590185
Position 46: 0.007423359446236363
Position 32020: 0.006473588830012971
Position 28926: 0.005393377096082881
Position 23880: 0.005221175031397872
Position 15522: 0.00517133255854565
Position 9608: 0.004754962234364796
Position 142: 0.004494295336106285
Position 18568: 0.0043861194978935415
Position 230: 0.004213137782901807
Position 11481: 0.003426891594667783
Position 19457: 0.003036015227279305
Position 33377: 0.0027165525289707983
Position 18831: 0.0025530984785620096
Position 12432: 0.002474889063831711
Position 895: 0.002473710936535848
Position 3303: 0.002350228426788802
Position 1087: 0.0018183561271164004
Position 4247: 0.00175505931871186
Position 19737: 0.0017034720443382047
Position 28805: 0.0016317815522469393
Position 11331: 0.001569572207739704
Position 703: 0.0014804911441108559
Position 29186: 0.00137256511840606
Position 5352: 0.0012990460883455903
Position 18859: 0.0012528571616807669
Position 29725: 0.0011621690706505876
Position 21144: 0.001154267025511619
Position 8294: 0.001092194373467558
Position 3141: 0.0010833863092253571
Position 3147: 0.001070683189062678
Position 21940: 0.0010621687937913044
Position 718: 0.0010390087121970235
Position 4853: 0.0009826730984967525
Position 5319: 0.0008254755669204121
Position 1817: 0.0006925712893928754
Position 327: 0.0005397481779240904
Position 615: 0.0004851416597794171
Position 24581: 0.0004761127805731452
Position 5281: 0.00042171168711197687
Position 22: 0.00041392210674532395
Position 8091: 0.0004034919936732334
