Gene = EPHX1
index = 500
Annotated 5SS: [   75 18817 21864 28786 29251 29942 32379 34528]
Annotated 3SS: [18628 21682 28557 29120 29732 32269 34401 35049]
SMsplice 5SS: [   75  1357 15449 15965 18817 21864 28786 29251 29942 31039 32060 32379
 34528]
SMsplice 3SS: [ 1268 15261 15860 18628 21682 28557 29120 29732 30939 31960 32317 34401
 34994]
top_k =  1000
Partition function (log Z): 10.789370641308983

Sorted 5' Splice Sites (High to Low Probability):
Position 29251: 0.9852597887189757
Position 32379: 0.9493193115698887
Position 1357: 0.9417097162746032
Position 34528: 0.9146231711571462
Position 18817: 0.899342264847052
Position 21864: 0.889092615474595
Position 28786: 0.885627206517772
Position 15449: 0.8776575889815996
Position 29942: 0.6947862463560728
Position 75: 0.6741686331663183
Position 31039: 0.6612723697414846
Position 15965: 0.6238744444317388
Position 32060: 0.587598776833707
Position 28393: 0.4558602988423837
Position 5836: 0.44746578057375874
Position 1172: 0.4169479599124731
Position 27089: 0.29652970676958523
Position 30248: 0.2527985025498327
Position 30679: 0.22763516728981806
Position 12561: 0.20784041819280993
Position 123: 0.17849101116037408
Position 3693: 0.17794090236231194
Position 19451: 0.17583702791287134
Position 19439: 0.14058561608516135
Position 29938: 0.125496275770745
Position 19158: 0.11585164677725382
Position 30243: 0.10380659547593855
Position 30406: 0.10225332058762353
Position 21818: 0.0962150988605206
Position 27272: 0.08739687724595699
Position 6702: 0.07571373574204707
Position 22636: 0.07193225232819185
Position 154: 0.06464060902275344
Position 27260: 0.06273852131232685
Position 30670: 0.06088411622943234
Position 34823: 0.05991721759600917
Position 15443: 0.04912068416161266
Position 28871: 0.040488583034195044
Position 15350: 0.037577426876957275
Position 29875: 0.03519327852461271
Position 1350: 0.03296937098089165
Position 1112: 0.03231149524115387
Position 26816: 0.029686999142547677
Position 33720: 0.029279954153070463
Position 32870: 0.02855907813243378
Position 22655: 0.028084593835801735
Position 34127: 0.027841410435278137
Position 621: 0.025686916567428948
Position 32117: 0.023719717982897813
Position 29025: 0.021047603905812777
Position 2103: 0.02014479373454411
Position 28998: 0.019446627548495996
Position 24992: 0.019324823992129
Position 19278: 0.018956186378509196
Position 19511: 0.018872186420541316
Position 28632: 0.017471684394546057
Position 15686: 0.015535883055118707
Position 34714: 0.014872201927444177
Position 28832: 0.01316947119340879
Position 19140: 0.013096989932783479
Position 3697: 0.012900605734996446
Position 4842: 0.012420736199669923
Position 23032: 0.012327365846730352
Position 625: 0.01224730017885768
Position 33858: 0.011916993637887504
Position 33492: 0.011759064283204338
Position 32987: 0.011045575503594073
Position 22299: 0.010820132196226314
Position 521: 0.01034903507624152
Position 28349: 0.010220042468087102
Position 19166: 0.00955125457987235
Position 19145: 0.009399532261838815
Position 29487: 0.009184011984351382
Position 27585: 0.008542246628890634
Position 33093: 0.007814634603108161
Position 33577: 0.0072614705422677705
Position 1452: 0.006950102107022104
Position 1468: 0.006379997639687535
Position 34152: 0.0058418873032835975
Position 35120: 0.005655323581557269
Position 19588: 0.005649407323098949
Position 1177: 0.005636852605479987
Position 28803: 0.0053947473836339225
Position 3052: 0.004654597345828278
Position 34030: 0.004465303303644015
Position 15324: 0.004199986361002226
Position 25571: 0.003915616341294688
Position 28228: 0.0035973447008619255
Position 1116: 0.0035610478491484147
Position 19214: 0.0035025094346507963
Position 23208: 0.003370882444670757
Position 28363: 0.003324066645401781
Position 34056: 0.003253982209294786
Position 181: 0.0032533706110325564
Position 32815: 0.0031407525181901975
Position 32545: 0.0030355652939269913
Position 831: 0.0029892568939591463
Position 30978: 0.0024826432342098274
