Gene = RGP1
index = 1135
Annotated 5SS: [ 122  585 1093 1455 1703 2126 2468 2859]
Annotated 3SS: [ 449  955 1370 1552 1978 2339 2668 3363]
SMsplice 5SS: [ 122 1093 1455 1703 2468 3516]
SMsplice 3SS: [ 955 1370 1552 2339 3363 3894]
top_k =  1000
Partition function (log Z): -3.5716511245516385

Sorted 5' Splice Sites (High to Low Probability):
Position 2468: 0.9841383876813782
Position 1455: 0.7947881897059195
Position 1093: 0.6924785766260836
Position 3516: 0.6305972060620014
Position 122: 0.46269111366215554
Position 585: 0.445852013384677
Position 1703: 0.4369106488702629
Position 2126: 0.31124380310497113
Position 2051: 0.2660164827894294
Position 2859: 0.26542749000842786
Position 1614: 0.1794213821417384
Position 61: 0.12775208209065633
Position 416: 0.11004450562500073
Position 5078: 0.10972235153314304
Position 4451: 0.08790724737392912
Position 6563: 0.08412440540800763
Position 1135: 0.06946325860351578
Position 1126: 0.06780597570091632
Position 606: 0.056687502712779336
Position 350: 0.042215687559237894
Position 751: 0.03211863936486776
Position 1371: 0.02522778858006857
Position 386: 0.02162827429577365
Position 135: 0.02020570930616472
Position 3159: 0.01854423370732473
Position 662: 0.017285643704643316
Position 1601: 0.009799546947896512
Position 4409: 0.008897993025769917
Position 3477: 0.007605498823905924
Position 4251: 0.005908200965157682
Position 205: 0.004799684566825186
Position 6895: 0.0047817946469204675
Position 3690: 0.004354919385137871
Position 6426: 0.0038756853395093297
Position 881: 0.0037581522373231384
Position 1006: 0.00369618194621364
Position 5999: 0.0035063181256590986
Position 4646: 0.003317264652096761
Position 914: 0.002950070500309653
Position 93: 0.002628130005769768
Position 868: 0.002303603572346823
Position 531: 0.0020735382369640033
Position 4561: 0.001935192534842157
Position 481: 0.0018214592417790832
Position 3151: 0.00168933837466267
Position 1163: 0.0016063455503488228
Position 1137: 0.0013280515126078
Position 2847: 0.001306576992013303
Position 815: 0.0011529312519465195
Position 2699: 0.0010722996414078514
Position 709: 0.0009729708816161303
Position 242: 0.0009543073691587904
Position 1605: 0.0009528876572401173
Position 670: 0.0008600166039401655
Position 2300: 0.0008287332909977859
Position 872: 0.0007910521394009786
Position 186: 0.0007180632138249636
Position 3806: 0.0006844330429652507
Position 1459: 0.0006829912325122078
Position 2756: 0.0005800952918650709
Position 2724: 0.0005707964772512103
Position 535: 0.0004718188741869747
Position 1386: 0.00045747008417953224
Position 2899: 0.00038501261375055424
Position 2423: 0.0003793021779366977
Position 2736: 0.00036050446379799284
Position 3194: 0.0003426818431386953
Position 277: 0.00032272133431974733
Position 1042: 0.0003074426636220748
Position 49: 0.0002910151367179799
Position 500: 0.00021167504640441287
Position 1241: 0.0002065669591482982
Position 505: 0.00017954618755453147
Position 955: 0.0001715216813439365
Position 1687: 0.00016654526111071919
Position 2014: 0.00015282078195583024
Position 2420: 0.00012879289660705027
Position 1325: 9.342260218733159e-05
Position 478: 9.219819836583529e-05
Position 698: 8.979597252241545e-05
Position 3937: 8.507800342428474e-05
Position 609: 8.101675627067709e-05
Position 1516: 7.488505712083333e-05
Position 538: 6.757781075405919e-05
Position 1168: 6.357249891021535e-05
Position 2924: 5.8265498274125714e-05
Position 909: 5.710580439299278e-05
Position 1139: 5.673767639820556e-05
Position 2276: 4.9000884979240564e-05
Position 1053: 4.785188545033854e-05
Position 793: 4.7094083392226935e-05
Position 1618: 4.672361857207285e-05
Position 736: 2.683195701792813e-05
Position 106: 2.2605605118538784e-05
Position 883: 2.1710857102659765e-05
Position 4020: 2.1562415485960156e-05
Position 1491: 2.0663754680878284e-05
Position 438: 1.876169795326864e-05
Position 1017: 1.7806055789633864e-05
Position 108: 1.5241500413502428e-05
Position 831: 1.1414622851054662e-05
Position 4183: 9.261490322166175e-06
Position 284: 8.84259343263485e-06
Position 261: 8.72280986806772e-06
Position 153: 5.359083647950017e-06
Position 1693: 4.588336870260669e-06
Position 2401: 4.467098224298625e-06
Position 2501: 4.086926346514123e-06
Position 533: 3.2359762870379306e-06
Position 291: 2.709406056111518e-06
Position 544: 2.4601303367807567e-06
Position 665: 2.3452632807855032e-06
Position 4029: 2.2625395340487603e-06
Position 1562: 1.8212489717371553e-06
Position 3780: 1.8117392391490199e-06
Position 1567: 1.774009010770459e-06
Position 1339: 1.7635915781838698e-06
Position 3420: 1.0199704602657938e-06
Position 3603: 3.087336294164551e-07
Position 365: 2.8189850946750956e-07
Position 3811: 1.238799736061271e-07
Position 225: 4.5995702658315576e-08
Position 3483: 2.5750499301971202e-08
Position 1990: 1.967444259289809e-08
Position 410: 4.185036634304775e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2339: 0.9643915215797007
Position 955: 0.8153269388540779
Position 1370: 0.7738385294891464
Position 3363: 0.6060830162107188
Position 1978: 0.5331947907897227
Position 1552: 0.4763135106894212
Position 449: 0.3041780915279396
Position 5000: 0.17494483383957674
Position 2668: 0.15183530697798406
Position 2627: 0.1510674486548326
Position 4608: 0.14089658005866187
Position 3894: 0.12445066014783868
Position 6678: 0.1181543019327522
Position 7108: 0.09612213866164968
Position 6481: 0.09433717775570363
Position 7186: 0.0635059122958455
Position 6653: 0.05432023610682022
Position 4165: 0.05363805170832592
Position 1265: 0.04989333255294747
Position 1193: 0.040881202472646365
Position 3414: 0.038064804109643406
Position 3443: 0.03759781233590662
Position 1605: 0.03120978554518862
Position 4326: 0.026195855200413388
Position 1562: 0.024205559994874584
Position 329: 0.02382594563904303
Position 2004: 0.023627374596736205
Position 3024: 0.02200105446080682
Position 4296: 0.021758033507561562
Position 7059: 0.021406933490617838
Position 1268: 0.020996950014792293
Position 712: 0.02037457957609274
Position 5778: 0.020050458233864255
Position 1949: 0.019526037696407123
Position 6950: 0.01850177091100868
Position 8863: 0.0173192060037837
Position 4250: 0.016893223475430603
Position 277: 0.01133291317067144
Position 6562: 0.010530455538160082
Position 1491: 0.00985205139372656
Position 584: 0.00863941868774077
Position 5307: 0.008243266568393545
Position 5549: 0.008122485026486397
Position 3733: 0.007800827331959514
Position 415: 0.00778549746499538
Position 6616: 0.007503958347864457
Position 3609: 0.007443488194382133
Position 4074: 0.007178346954132626
Position 6203: 0.006905460327099067
Position 6817: 0.0064810515502697705
Position 4210: 0.006330039115708385
Position 4182: 0.006266561204189908
Position 372: 0.006146977788282973
Position 6295: 0.0060913557578351485
Position 2406: 0.006057531913662507
Position 3326: 0.005975147395819282
Position 1579: 0.005871189602764877
Position 2185: 0.005507873254638863
Position 4088: 0.005240304986138535
Position 2644: 0.005172531516026227
Position 2957: 0.0051475897620029566
Position 1238: 0.005111935787113074
Position 995: 0.004892881902548615
Position 4235: 0.003986468172833963
Position 1986: 0.0039824993446683854
Position 3374: 0.003843514199898721
Position 2283: 0.003476286007990883
Position 5844: 0.0032009855983580987
Position 4384: 0.00301633735635162
Position 3051: 0.002986925150276036
Position 4381: 0.0029280191147537217
Position 4339: 0.002879337271236203
