Gene = LRRC61
index = 795
Annotated 5SS: [298]
Annotated 3SS: [13454]
SMsplice 5SS: [  298  2748 10544]
SMsplice 3SS: [ 2577 10454 13454]
top_k =  1000
Partition function (log Z): -3.8550400430752347

Sorted 5' Splice Sites (High to Low Probability):
Position 2748: 0.9936438533245359
Position 298: 0.9868642932818226
Position 10544: 0.5888521893964965
Position 12911: 0.35229900887993865
Position 10706: 0.3399755413143011
Position 3843: 0.3076124184617136
Position 7460: 0.2621800915440252
Position 4130: 0.1293628564872666
Position 10563: 0.1228547536869602
Position 12781: 0.09308696575715297
Position 9924: 0.06977912528830565
Position 1156: 0.05885811864624648
Position 13136: 0.05250096774366278
Position 9760: 0.04969163723249343
Position 9883: 0.04824268564484591
Position 3109: 0.04688272971605839
Position 8062: 0.046390157358567365
Position 9944: 0.04627217254197884
Position 1278: 0.041073866198125586
Position 1266: 0.04003236548444547
Position 11201: 0.03827948280961882
Position 12793: 0.034311351027377944
Position 13371: 0.028502376087184155
Position 8490: 0.02466175135408113
Position 938: 0.023484839681438927
Position 723: 0.02068336680092891
Position 3913: 0.01752152665696988
Position 4913: 0.017189308850000386
Position 6765: 0.015226974719948397
Position 8378: 0.014925175021055524
Position 2489: 0.014562100786547115
Position 2400: 0.014061385966821558
Position 9911: 0.012559732840865232
Position 6188: 0.011967813570119652
Position 1206: 0.011165406037188704
Position 5534: 0.01079917059075209
Position 3101: 0.010637830073366788
Position 8312: 0.009663819680234179
Position 14694: 0.007577175647726966
Position 11134: 0.007369354680053438
Position 10616: 0.007303410849584139
Position 2513: 0.007010568285367915
Position 13063: 0.006578987392896073
Position 231: 0.006495142937552665
Position 14083: 0.00647553325629384
Position 13201: 0.00614321336910547
Position 6132: 0.005830257246057552
Position 6725: 0.005307272869337715
Position 8195: 0.005260428296486992
Position 959: 0.005221899021853775
Position 3720: 0.004935218382526411
Position 8316: 0.004592846436982593
Position 5651: 0.004222150623980914
Position 1178: 0.003908947203295285
Position 640: 0.003556154813262944
Position 12419: 0.003141942454367074
Position 2196: 0.0024496839191218596
Position 143: 0.0022080729501722293
Position 2207: 0.0021967515612989507
Position 9745: 0.0021455001989758066
Position 2807: 0.0016437153022084677
Position 683: 0.0014525121978726176
Position 3368: 0.0012477235846194723
Position 490: 0.0011360287667127789
Position 11138: 0.0010907039214338508
Position 12100: 0.0010348642597401425
Position 1598: 0.0008989870952103966
Position 13339: 0.0007859794978783814
Position 2811: 0.0007762945361764944
Position 135: 0.0007533040835668298
Position 1072: 0.0007481436528092375
Position 1851: 0.0007426697397144486
Position 2191: 0.0007206292570435567
Position 162: 0.0007078823628958052
Position 1503: 0.0006354026807298308
Position 1198: 0.0005945545383004302
Position 687: 0.000594214524273783
Position 662: 0.000592596543226771
Position 2163: 0.0005117671155197666
Position 3524: 0.0004781711199363207
Position 322: 0.00044586626151055356
Position 1036: 0.0004181705909198997
Position 1649: 0.0003739336327613139
Position 3818: 0.0002854000724123668
Position 2389: 0.000255075230970271
Position 670: 0.00023394143758337935
Position 3695: 0.00018760648191170042
Position 2472: 0.00018002248316448824
Position 1000: 0.0001764762520709349
Position 1406: 0.00017574002111868235
Position 2787: 0.00017033365391362594
Position 4872: 0.00017008699254317868
Position 3636: 0.0001437002380719438
Position 3847: 0.00014070467799560498
Position 680: 0.00013800981412025667
