Gene = TCTA
index = 1386
Annotated 5SS: [435 905]
Annotated 3SS: [ 849 2613]
SMsplice 5SS: [597]
SMsplice 3SS: [849]
top_k =  1000
Partition function (log Z): -9.364139634985472

Sorted 5' Splice Sites (High to Low Probability):
Position 905: 0.4781747251734348
Position 597: 0.4108986087866075
Position 435: 0.3927261405376859
Position 3648: 0.16134473533043991
Position 169: 0.1601214041568949
Position 1160: 0.036325719102581346
Position 203: 0.03175907139734879
Position 2760: 0.019407562146661245
Position 188: 0.016301592169488514
Position 1075: 0.0111483591214269
Position 355: 0.00859011750417601
Position 45: 0.007355855780942377
Position 1552: 0.006382725026330118
Position 3494: 0.005902329048652617
Position 3579: 0.005331258917036731
Position 850: 0.005121716814434222
Position 966: 0.004010307768793994
Position 176: 0.002412102669860216
Position 269: 0.0017731168017936258
Position 194: 0.0014634021944864464
Position 909: 0.0012240808526578655
Position 1126: 0.0009107634402533
Position 1111: 0.0007745648506822376
Position 3096: 0.0007315991396489186
Position 1058: 0.0006152894548369196
Position 235: 0.000613401121751765
Position 1579: 0.0005668188165757875
Position 3169: 0.000549876776675411
Position 2753: 0.0005350201935955548
Position 2446: 0.0005076232351002371
Position 2764: 0.00044024877305812827
Position 3128: 0.0004362253947801269
Position 1240: 0.00040611500238500053
Position 2693: 0.00033296468968363577
Position 131: 0.00027474762704450355
Position 103: 0.00025930861824791026
Position 769: 0.00024696097002875573
Position 40: 0.0001872291255951991
Position 859: 0.0001646739288817177
Position 35: 0.0001578276140848512
Position 421: 0.0001563556729619946
Position 1064: 0.00014649380855728298
Position 366: 0.00012474731919546832
Position 687: 0.00011574342246173089
Position 361: 0.00010731554199831855
Position 457: 9.873286999256841e-05
Position 2460: 9.398488451294149e-05
Position 3824: 9.31749835862604e-05
Position 3373: 8.286383422984922e-05
Position 394: 7.748636941685066e-05
Position 3685: 7.588686315022768e-05
Position 150: 7.585520304883839e-05
Position 418: 7.564111474003219e-05
Position 410: 5.827552231269231e-05
Position 1099: 3.9969961688965986e-05
Position 1120: 3.4756281702773864e-05
Position 326: 3.343080840278033e-05
Position 173: 3.083580499408976e-05
Position 494: 2.0728113732712215e-05
Position 229: 1.7275677690539628e-05
Position 51: 1.6806996494632166e-05
Position 359: 1.0486879977424634e-05
Position 304: 7.537292839966619e-06
Position 352: 6.704252323676761e-06
Position 388: 5.218285235520232e-06
Position 1040: 4.000578381499831e-06
Position 766: 3.7253733426647947e-06
Position 1821: 3.5530001233623173e-06
Position 123: 2.588461115962499e-06
Position 292: 2.483995453523143e-06
Position 504: 1.9549966010983314e-06
