Gene = NPDC1
index = 954
Annotated 5SS: [ 326 3277 5142 5390 5533 5690 5847 6233]
Annotated 3SS: [3129 5015 5218 5465 5604 5766 6135 6338]
SMsplice 5SS: [ 326 3277 5142 5390 5533 5690 5847 6233]
SMsplice 3SS: [3129 5015 5278 5465 5604 5766 6135 6338]
top_k =  1000
Partition function (log Z): 13.801980576304532

Sorted 5' Splice Sites (High to Low Probability):
Position 5847: 0.9976688385241617
Position 6233: 0.9974030787631253
Position 326: 0.9892826025098505
Position 5142: 0.9631072872840026
Position 3277: 0.9522916230798523
Position 5690: 0.9401350804776485
Position 5533: 0.765740270012013
Position 5390: 0.7303374734840461
Position 6055: 0.1723675655293299
Position 4384: 0.11494446599550921
Position 4389: 0.07603668805265813
Position 2063: 0.047545215383623836
Position 4474: 0.020694425123982042
Position 1449: 0.019490319565286223
Position 3333: 0.018595787016525357
Position 745: 0.01500185043451494
Position 1822: 0.011625470637911391
Position 1178: 0.010422228014380999
Position 1183: 0.00926046756489028
Position 4408: 0.008900974590945465
Position 4480: 0.0072021398583408435
Position 4544: 0.005638377188072507
Position 3182: 0.004757662117451953
Position 4540: 0.004577398736417595
Position 668: 0.004497129517159015
Position 1837: 0.0044495855325301
Position 1343: 0.0041004071554587495
Position 4907: 0.003741947883071894
Position 2032: 0.0034788735516545037
Position 2559: 0.003203868958607957
Position 4695: 0.0030008241892294316
Position 1224: 0.00292728711716627
Position 1460: 0.002582870016643634
Position 5394: 0.0025236833533951652
Position 6354: 0.0024336990795532625
Position 5407: 0.0022967510792313885
Position 2915: 0.0022094950534917446
Position 1847: 0.002195366282567163
Position 5335: 0.001893300491546983
Position 5493: 0.0017733472015942137
Position 4685: 0.0016691946532792453
Position 2160: 0.0014926965247764074
Position 1780: 0.0012344098020932945
Position 1300: 0.0011901558285868515
Position 1923: 0.001110662644254592
Position 831: 0.0010685533716728295
Position 2149: 0.0010164432214752842
Position 2925: 0.000955847449789152
Position 447: 0.0008835339921590926
Position 3415: 0.0008299609656008674
Position 2403: 0.0007641586261176594
Position 4080: 0.0007446230007767999
Position 1865: 0.0006928543849094344
Position 1277: 0.0004929057056122853
Position 2506: 0.0004651974420858943
Position 705: 0.00043377673157482034
Position 2554: 0.0003924882601007617
Position 5527: 0.00038483180045647755
Position 4417: 0.0003736945837761563
Position 4446: 0.0002905883852635577
Position 5692: 0.00026366975228875756
Position 984: 0.0002544295341798312
Position 1275: 0.00024659280494564124
Position 555: 0.00023915613120047222
Position 3036: 0.0002222127156982464
Position 1785: 0.00021570194114506276
Position 3485: 0.00020095878772488767
Position 4314: 0.0001849316723041886
Position 2646: 0.00017856886807991363
Position 5400: 0.0001765392463764274
Position 1933: 0.00015944111111614788
Position 4622: 0.00015454761421805562
Position 2027: 0.0001502954298319817
Position 2687: 0.00012743038449645162
Position 3714: 0.00011305433925344616
Position 1672: 0.00011199262510882017
Position 759: 0.00010764864750285184
Position 2398: 0.00010751208081611134
Position 3193: 8.881547941717174e-05
Position 1152: 8.736477587790722e-05
Position 5694: 8.308979166410537e-05
Position 6208: 8.020195611340205e-05
Position 3250: 7.694772464291553e-05
Position 4196: 7.593111893941423e-05
Position 2476: 7.42823523143585e-05
Position 4353: 7.012496634593262e-05
Position 4297: 5.9886500378236196e-05
Position 2898: 5.8581338484122255e-05
Position 4550: 5.45570879582541e-05
Position 3447: 5.3633198423723524e-05
Position 4374: 5.01648801008635e-05
Position 4742: 4.972264423721167e-05
Position 6386: 4.8870761813064784e-05
Position 2120: 4.8700658985445705e-05
Position 6247: 4.628297256128327e-05
Position 3205: 4.356549764296518e-05
Position 1001: 4.271572923435818e-05
Position 3568: 4.22143632150819e-05
Position 821: 4.0584566585918654e-05
Position 1614: 3.5985050929957864e-05
Position 5613: 2.9881188514784953e-05
Position 42: 2.6708374965382636e-05
Position 1270: 2.650175964425735e-05
