Gene = SQSTM1
index = 1327
Annotated 5SS: [  383  2295  3329  3565  4468 12488 13024]
Annotated 3SS: [ 2198  3098  3422  4386 12272 12827 15676]
SMsplice 5SS: [  383  2295  3329  3565 15611]
SMsplice 3SS: [ 2198  3098  3422 15518 15711]
top_k =  1000
Partition function (log Z): -0.6513195374019936

Sorted 5' Splice Sites (High to Low Probability):
Position 2295: 0.9981309811148883
Position 3565: 0.996903650385279
Position 383: 0.9816478428064793
Position 3329: 0.9169879397392566
Position 15611: 0.6902880142588532
Position 12910: 0.39923652859167635
Position 4468: 0.2099721711576932
Position 8228: 0.12990139136044457
Position 12408: 0.07691634534754599
Position 12812: 0.05751308900008059
Position 2078: 0.05059273423746659
Position 3203: 0.03993130182599759
Position 13155: 0.03586680805314097
Position 6336: 0.025602294564874662
Position 8203: 0.02269726954678385
Position 5241: 0.021693954682378846
Position 7136: 0.02090161235730097
Position 4337: 0.02060731479005993
Position 2102: 0.016545522076292882
Position 2082: 0.013937844954379804
Position 4957: 0.00971009661256962
Position 5012: 0.007861068628821929
Position 2025: 0.007501182301787098
Position 2001: 0.006511265946361396
Position 296: 0.0056660764237926094
Position 7986: 0.0055882614670066805
Position 1418: 0.005062673649047387
Position 949: 0.004601881496164311
Position 8435: 0.0043011518892344235
Position 8510: 0.003859562951388208
Position 4999: 0.00373201095376312
Position 411: 0.003170859767677045
Position 5003: 0.0030071285455278165
Position 13971: 0.002818864717606222
Position 3826: 0.0020149668655136104
Position 795: 0.0016660180037479434
Position 1003: 0.0015616947322166566
Position 563: 0.00143730303905471
Position 1042: 0.0013283031978879153
Position 2041: 0.0012704466869216098
Position 13202: 0.0011195431929009838
Position 858: 0.0010048680424699843
Position 575: 0.000913138637307369
Position 2932: 0.0009105275024292863
Position 5022: 0.0008923433408173055
Position 3357: 0.000887255696755237
Position 1064: 0.0008279578442530441
Position 3249: 0.0007700004890453101
Position 5533: 0.0007694228051775537
Position 1069: 0.0007480916943247558
Position 4319: 0.000745610219270337
Position 1468: 0.0005760534070309099
Position 792: 0.0005580258575736878
Position 1384: 0.0005221483565376528
Position 484: 0.00047231069416722596
Position 621: 0.00047094270484692303
Position 954: 0.00046461892415835675
Position 3220: 0.00039970415297827135
Position 4991: 0.0003787392738974648
Position 6389: 0.0003778406871100469
Position 328: 0.0003761060063821066
Position 8247: 0.000357543829345046
Position 3453: 0.00026240064689797397
Position 1885: 0.0002558901936056853
Position 492: 0.00017726622258208108
Position 3173: 0.00015257629028094698
Position 1449: 0.00014732486340848157
Position 48: 0.00014477022034580037
Position 604: 0.00013772994200682298
Position 2434: 0.00013764647889613673
Position 749: 0.0001291741605563984
Position 658: 0.00012004462988667004
Position 1281: 0.00011326970409044852
Position 3161: 0.00010652267597699856
Position 1823: 0.00010363999731741076
Position 1078: 0.00010148316986070195
Position 2494: 8.794327360536514e-05
Position 2566: 8.410362316072207e-05
Position 1868: 8.299710368439514e-05
Position 1301: 7.503786725690253e-05
Position 4101: 6.756224371430189e-05
Position 4947: 6.215687375824189e-05
Position 2392: 5.799794038873509e-05
Position 1677: 5.684963597061613e-05
Position 2574: 5.5197564560309716e-05
Position 978: 4.9596503200907216e-05
Position 2526: 4.8112429696490096e-05
Position 1437: 4.7510726908085615e-05
Position 4713: 4.686041440144914e-05
Position 3254: 4.072654579472922e-05
Position 193: 3.816820834517539e-05
Position 3836: 3.7806172160612206e-05
Position 5016: 3.730889986308372e-05
Position 3227: 3.2354541961555504e-05
Position 1007: 3.098361342131727e-05
Position 1044: 2.9217132197375766e-05
Position 874: 2.69616904735943e-05
Position 2641: 2.601464716991285e-05
Position 1255: 2.483267470300838e-05
Position 3: 2.436106572494088e-05
Position 4982: 2.4350865141220537e-05
Position 1638: 2.3800841226630807e-05
Position 687: 2.278599131624766e-05
Position 1103: 2.149101870137587e-05
Position 445: 1.9377358045834003e-05
Position 1475: 1.719265638128092e-05
Position 4575: 1.657520427978863e-05
Position 1621: 1.651666358514884e-05
Position 3344: 1.6469195341637896e-05
Position 1927: 1.4953803294318657e-05
Position 3200: 1.4706732372360929e-05
Position 4976: 1.442688783021129e-05
Position 540: 1.2780871999105062e-05
Position 746: 9.921525459371675e-06
Position 4966: 9.123329136774564e-06
Position 1219: 8.649196010528468e-06
Position 2668: 8.338848571915869e-06
Position 2356: 7.499944090941919e-06
Position 2086: 7.279388289855585e-06
Position 4286: 7.09279276956756e-06
Position 1452: 6.865259477776214e-06
Position 1633: 6.548984345648885e-06
Position 3493: 6.306119485855753e-06
Position 3968: 5.958349062111701e-06
Position 3597: 5.831351123328428e-06
Position 4744: 5.657738799603483e-06
Position 4841: 5.632302261002155e-06
Position 3034: 5.418631523201705e-06
Position 1001: 4.933939399913866e-06
Position 3756: 4.919095223259966e-06
Position 3715: 4.552167240351607e-06
Position 2804: 3.725788534392773e-06
Position 2261: 3.605108728264461e-06
Position 3133: 3.481654429385102e-06
Position 2484: 3.416277502621489e-06
Position 5549: 3.3734432825052453e-06
Position 2337: 2.856202784273437e-06
Position 7543: 2.3572029380330465e-06
Position 5114: 2.155328641215226e-06
Position 2939: 1.9598130621045387e-06
Position 3322: 1.9295801721299545e-06
Position 2449: 1.4630487488898808e-06
Position 4076: 1.2623571460542516e-06
Position 2837: 1.2330614566126755e-06
Position 4723: 1.093512084685483e-06
Position 4551: 8.740468252796074e-07
Position 3642: 8.440276533164141e-07
Position 2571: 6.54671983112446e-07
Position 4633: 6.542021240550467e-07
Position 6: 5.763869171223193e-07
Position 4698: 5.734165637984647e-07
Position 3932: 5.474605772995227e-07
Position 3247: 3.929974417365931e-07
Position 6234: 3.7085720905492237e-07
Position 110: 1.9900609050420521e-07
Position 3135: 1.311108146443252e-07
Position 3473: 1.1663175309799127e-07
Position 799: 7.027333952579101e-08
Position 1026: 6.831075538189434e-08
Position 3684: 5.631148855873326e-08
Position 1128: 3.754469703860465e-08
Position 533: 3.675109698951907e-08
Position 766: 3.5716020658639585e-08
Position 520: 2.746741239667471e-08
Position 1009: 2.65513746313735e-08
Position 3720: 2.2852868465075034e-08
Position 183: 2.2225979630984588e-08
Position 339: 2.2135875122661058e-08
Position 3603: 2.13906851431853e-08
Position 1203: 1.4362892101590944e-08
Position 2816: 1.1492071033550782e-08
Position 572: 1.1151558220699319e-08
Position 2821: 1.1141964468607194e-08
Position 1051: 9.173351086331919e-09
Position 3618: 5.904732939132564e-09
Position 3722: 5.632054880463005e-09
Position 3644: 5.126864806704024e-09
Position 4847: 2.5559256071658017e-09
Position 962: 1.1559007800480677e-09
Position 849: 5.679958098089497e-10
Position 153: 1.0017355315474841e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3422: 0.9564640485178296
Position 3098: 0.9157969246862798
Position 2198: 0.7325790513749815
Position 15518: 0.7258873585113023
Position 12827: 0.3799687473091299
Position 15711: 0.3778247207275986
Position 2229: 0.2555929208537529
Position 8046: 0.1373860871412245
Position 12272: 0.10593977742497308
Position 4285: 0.08980628900249259
Position 1960: 0.08263913522105587
Position 4386: 0.07509220674083426
Position 15739: 0.06854197221226939
Position 14055: 0.05989342516664392
Position 15676: 0.05801826330276462
Position 12702: 0.056236709535976974
Position 15942: 0.050522379745135196
Position 16055: 0.038271012475847896
Position 3142: 0.036470409466076145
Position 4210: 0.033045647507553226
Position 13070: 0.032379633432856686
Position 16957: 0.03181642561312868
Position 4883: 0.03153239329911433
Position 16553: 0.02921419214907435
Position 3436: 0.026032957221985283
Position 12756: 0.024505582142990874
Position 17114: 0.019378175925396892
Position 12338: 0.016894228490779175
