Gene = TRBV30
index = 1481
Annotated 5SS: [155]
Annotated 3SS: [521]
SMsplice 5SS: [423]
SMsplice 3SS: [521]
top_k =  1000
Partition function (log Z): -10.922305719402768

Sorted 5' Splice Sites (High to Low Probability):
Position 423: 0.7014691648250182
Position 155: 0.31454863423790685
Position 237: 0.008849294003794037
Position 233: 0.00801676281222713
Position 70: 0.0023281343037050042
Position 342: 0.0022893059096188062
Position 159: 0.0018489026434771595
Position 351: 0.0014715105940706253
Position 634: 0.0014570098398928347
Position 213: 0.000489786799052741
Position 252: 0.0003739592075384027
Position 355: 0.00019915279369548867
Position 266: 6.373453696191293e-05
Position 224: 3.805060615817329e-05
Position 707: 2.8981927855050275e-05
Position 459: 2.3591766754069526e-05
Position 684: 2.3245063164012647e-05
Position 429: 2.0535846252377275e-05
Position 74: 1.9202482117654596e-05
Position 495: 1.4298016167556696e-05
Position 563: 9.490259284376156e-06
Position 431: 6.04735618698057e-06
Position 524: 4.764535058298567e-06
Position 572: 4.617555329090498e-06
Position 485: 3.8477820833324614e-06
Position 318: 3.7146129890496204e-06
Position 602: 6.971909745864588e-07
Position 595: 4.6623371261375804e-07
Position 398: 1.735670840783278e-07
Position 680: 5.250808330277023e-08
Position 346: 1.4095050112979518e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 521: 0.9557375528658797
Position 276: 0.023766855528333738
Position 370: 0.016518752506483804
Position 318: 0.013253793092337752
Position 339: 0.010221704849713622
Position 398: 0.005695969905152796
Position 528: 0.002796846188425348
Position 694: 0.0027945030817284836
Position 422: 0.002540922356531936
Position 222: 0.001996164942762163
Position 336: 0.0014519339328766976
Position 568: 0.0009716306102166998
Position 715: 0.0009159359890578254
Position 342: 0.0006930099305869867
Position 252: 0.0006716610829201836
Position 554: 0.0005158113712428327
Position 290: 0.00045766562289722117
Position 643: 0.00042797537601348655
Position 748: 0.00038200153843621123
Position 595: 0.0002998376609785449
Position 469: 0.0002486490282823768
Position 535: 0.0001816154187825696
Position 739: 0.0001449496078757961
Position 732: 0.00013009721461107292
Position 725: 0.00012820194805332388
Position 296: 0.00010759136250445821
Position 224: 0.00010403940015905395
Position 579: 0.0001011630196726039
Position 699: 9.248148265953816e-05
Position 810: 8.106876485876228e-05
Position 780: 4.600466190377474e-05
Position 650: 4.3867045127831504e-05
Position 178: 2.9104511823736708e-05
Position 664: 1.9090663304825577e-05
Position 440: 1.0672606816567129e-05
Position 769: 8.075572377452555e-06
Position 759: 5.966727050201547e-06
Position 766: 5.77547428785072e-06
Position 474: 3.021839040186589e-06
Position 706: 1.5978733156139727e-06
Position 654: 1.5063156089569219e-06
Position 607: 8.241789818850966e-07
Position 478: 6.458957964572476e-07
Position 442: 5.037541880366796e-07
Position 448: 8.23663203352919e-08
Position 230: 4.664329885382784e-09
