Gene = CCL21
index = 314
Annotated 5SS: [125 348 625]
Annotated 3SS: [226 441 696]
SMsplice 5SS: [125 348 625]
SMsplice 3SS: [226 441 696]
top_k =  1000
Partition function (log Z): -2.5857226276383027

Sorted 5' Splice Sites (High to Low Probability):
Position 348: 0.952687263071565
Position 125: 0.8881840700549453
Position 625: 0.8311226642644357
Position 366: 0.024453254840644267
Position 370: 0.013603406552839007
Position 647: 0.0005533916076575651
Position 735: 0.0003898527695395854
Position 289: 0.00020976330563993216
Position 643: 0.0002016199015017523
Position 500: 0.00019470376267011362
Position 380: 0.00018588642246373965
Position 94: 6.598563951750002e-05
Position 937: 2.4167296539244333e-05
Position 402: 2.1738113946337088e-05
Position 261: 1.5444956486627775e-05
Position 388: 1.0727157452613716e-05
Position 352: 9.010628381901175e-06
Position 66: 4.964362909219739e-06
Position 477: 4.17493712037672e-06
Position 442: 1.7869063245935474e-06
Position 292: 1.0899522903935246e-06
Position 209: 5.453873830905737e-07
Position 663: 2.310641465575492e-07
Position 230: 8.1106586279205e-08
Position 706: 4.261474430980622e-08
Position 961: 3.8719664572342066e-08
Position 251: 8.952785471891222e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 696: 0.9160163032028721
Position 226: 0.868716448694982
Position 441: 0.8360087601621967
Position 466: 0.036368551294781046
Position 898: 0.014083660966560154
Position 457: 0.008324470333822522
Position 544: 0.006826333523802661
Position 230: 0.005564738724641847
Position 266: 0.004189216316533215
Position 470: 0.003784497847808032
Position 505: 0.002639122095149385
Position 508: 0.001892143460330781
Position 261: 0.001364389906265092
Position 730: 0.0009494535573801894
Position 299: 0.0008919243383858749
Position 490: 0.0005462182433645879
Position 1007: 0.0005149028114832778
Position 776: 0.00031205683123553966
Position 722: 0.000302138388725128
Position 564: 0.000291682343856919
Position 712: 0.0002874964454884586
Position 928: 0.00024846939579868253
Position 482: 0.00021876159506259695
Position 551: 0.0002054107556257969
Position 246: 0.00019130574867412965
Position 931: 0.00017999127352424352
Position 472: 0.00015424701922583164
Position 767: 0.0001415493810002056
Position 195: 0.00012656176735805928
Position 288: 0.00010542561337859194
Position 517: 8.222299694036769e-05
Position 1046: 5.846328994929721e-05
Position 493: 4.476454841152513e-05
Position 703: 4.007521184275434e-05
Position 529: 3.259191574483551e-05
Position 785: 2.6809804529047542e-05
Position 797: 2.645127950775796e-05
Position 835: 2.1865484431899554e-05
Position 1019: 1.8061832448912888e-05
Position 556: 1.6962928244172226e-05
Position 192: 1.3966294611774387e-05
Position 735: 1.3548996747197522e-05
Position 312: 1.050702582366954e-05
Position 428: 9.806535990885006e-06
Position 757: 9.597088293656408e-06
Position 272: 7.090256353086437e-06
Position 309: 6.691407649432094e-06
Position 742: 6.146165562387457e-06
Position 1010: 5.069704226934424e-06
Position 918: 4.8013204657897635e-06
Position 1098: 4.420212309940425e-06
Position 340: 4.317200240927775e-06
Position 936: 4.2739818519518105e-06
Position 586: 3.9322111692470494e-06
Position 276: 3.5621908582616303e-06
Position 821: 2.4747786120022365e-06
Position 652: 2.4484668918617656e-06
Position 419: 2.1617344841458435e-06
Position 969: 1.8071824217200175e-06
Position 942: 1.747681519520053e-06
Position 961: 1.5512834431635109e-06
Position 238: 1.4740665017334354e-06
Position 832: 1.114637840490383e-06
Position 568: 1.0443319489849004e-06
Position 973: 9.184505758401301e-07
Position 991: 6.961639383861209e-07
Position 749: 6.729043148168505e-07
Position 952: 6.305413464773409e-07
Position 614: 5.909302397945523e-07
Position 410: 5.058209522003495e-07
Position 959: 4.457701635938124e-07
Position 979: 4.4035587260446083e-07
Position 810: 3.60013308066281e-07
Position 739: 3.4022227499503973e-07
Position 807: 3.370537232373133e-07
Position 988: 3.286473914554407e-07
Position 416: 2.963760466890792e-07
Position 984: 2.311042594730742e-07
Position 599: 1.881137709253515e-07
Position 573: 1.2751489743516327e-07
Position 320: 1.2744543564263297e-07
Position 804: 9.899693229559534e-08
Position 946: 9.56134109840047e-08
Position 981: 9.285373047002053e-08
Position 955: 6.302477040608842e-08
Position 363: 5.766256510780537e-08
Position 595: 5.416919979998464e-08
Position 667: 4.043949932863792e-08
Position 663: 3.864850006066003e-08
Position 325: 3.586753413752457e-08
Position 604: 2.4471485050586274e-08
Position 622: 6.77228552880387e-09
Position 160: 4.525121677180872e-09
Position 395: 4.010500524011175e-09
Position 181: 2.00167152183958e-09
Position 352: 1.125133172304723e-09
Position 169: 4.875084110042181e-10
Position 171: 7.313257785540812e-11
Position 184: 4.6441921482427677e-11
Position 136: 4.2097754662958964e-11
Position 132: 1.9008750897005584e-12
Position 638: 1.0198789097142151e-12
Position 140: 4.2756645589912694e-14
