Gene = JAGN1
index = 724
Annotated 5SS: [258]
Annotated 3SS: [2360]
SMsplice 5SS: [258]
SMsplice 3SS: [2360]
top_k =  1000
Partition function (log Z): -6.853572211502953

Sorted 5' Splice Sites (High to Low Probability):
Position 258: 0.8630422721821541
Position 2473: 0.24884573415475034
Position 95: 0.14368621274779675
Position 1346: 0.055658483910256275
Position 265: 0.046228468481565504
Position 1292: 0.04319682598719633
Position 1266: 0.024163110510017592
Position 690: 0.018693010350728092
Position 1200: 0.010776600158731425
Position 132: 0.008200003188574905
Position 2315: 0.005721296972310088
Position 3471: 0.003995896892227742
Position 466: 0.003545406335578156
Position 2273: 0.0034970748362924894
Position 1331: 0.0033913567526687844
Position 2440: 0.002114413756931834
Position 2373: 0.0019168413332580768
Position 790: 0.0017367743910855422
Position 2398: 0.001627707917362748
Position 3429: 0.001491429074402562
Position 138: 0.0013210803629847784
Position 125: 0.0007942884160498145
Position 1742: 0.0007237889355087863
Position 3335: 0.000675903254981423
Position 1396: 0.0006300344558329264
Position 543: 0.0005241734520020412
Position 876: 0.00048668128583764504
Position 2425: 0.0003785657568754825
Position 3351: 0.00035909930646411395
Position 491: 0.00029950066218237226
Position 2923: 0.0002830641808372271
Position 1901: 0.0002482169022028251
Position 2899: 0.0001917423471558106
Position 2979: 0.00018763275498901897
Position 622: 0.00016893120064190753
Position 593: 0.00016446470541500895
Position 680: 0.00016441687772130925
Position 145: 0.00013712789269330612
Position 99: 0.00013418637078005128
Position 628: 0.00013338236133411736
Position 2407: 0.00011751908620047411
Position 1494: 0.00011515290566592036
Position 2490: 0.00010985470186796984
Position 1296: 0.00010250518171055041
Position 2288: 9.623616842336348e-05
Position 525: 9.132300637504766e-05
Position 867: 8.60826126929445e-05
Position 652: 7.826707721064204e-05
Position 797: 6.534938322402649e-05
Position 2836: 6.262647886017057e-05
Position 508: 4.984561454458549e-05
Position 1221: 4.768805993958269e-05
Position 23: 4.39946967391293e-05
Position 2715: 3.7424672094768416e-05
Position 643: 3.59004070604549e-05
Position 3070: 3.478267645332736e-05
Position 343: 3.056874594533865e-05
Position 2572: 2.6027034142998236e-05
Position 2919: 2.1994324905434076e-05
Position 3201: 1.8852133043242894e-05
Position 1401: 1.7087284083332705e-05
Position 2743: 1.657728920612188e-05
Position 2724: 1.6285310743506516e-05
Position 27: 1.491887973162802e-05
Position 1540: 1.1693091324590293e-05
Position 730: 7.912245764279873e-06
Position 114: 7.716925067733839e-06
Position 892: 5.210852089744794e-06
Position 694: 4.1111244040083165e-06
Position 379: 3.8932468198337396e-06
Position 53: 3.2337146923003774e-06
Position 901: 3.0716049162446146e-06
Position 977: 2.0818304032658845e-06
Position 895: 1.4623550190489633e-06
Position 520: 9.792473042763834e-07
Position 12: 6.803239551619554e-07
Position 116: 6.733478514722287e-07
Position 456: 3.307131746475646e-07
Position 235: 2.2843508680324763e-07
Position 661: 2.1659526243818024e-07
Position 153: 1.0675475368617053e-07
Position 2502: 1.8938161704749308e-08
Position 392: 1.5445080438598943e-08
Position 174: 7.789629298542488e-10
Position 119: 1.226219447699466e-10
Position 409: 5.189806211050305e-12
Position 431: 3.515948202241723e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2360: 0.9236258307309066
Position 1113: 0.12768850858427294
Position 3540: 0.10133693802617746
Position 184: 0.05126082975409785
Position 2588: 0.04975105424569589
Position 2254: 0.030781391918822416
Position 163: 0.02526816097134788
Position 3585: 0.024422120728508294
Position 3560: 0.020857459371375828
Position 2908: 0.016795371504905444
Position 2627: 0.013608632954822111
Position 2564: 0.012828545583592898
Position 1087: 0.012230283166634028
Position 1165: 0.007672805829594581
Position 3193: 0.006185123163265979
Position 2911: 0.005386288349247898
Position 2737: 0.0050582727191820194
Position 3662: 0.004667525510528897
Position 2652: 0.004331101351898142
Position 356: 0.004226730358838197
Position 3324: 0.0041897772917282574
Position 3082: 0.00367352328109216
Position 2655: 0.003388279211004264
Position 3235: 0.003158486033972781
Position 341: 0.00313622612408258
Position 1239: 0.0024593996592940756
Position 621: 0.0024075965434381358
Position 3350: 0.002338698120676269
Position 3704: 0.001889760636587079
Position 212: 0.0016244652872068974
Position 3256: 0.0015532941223772015
Position 222: 0.0012249397826271714
Position 3012: 0.0011593954415915033
Position 3047: 0.0011192566178497899
Position 3516: 0.0011120615772886198
Position 426: 0.001094275742183978
Position 596: 0.001066964818456122
Position 1115: 0.0010432961158264688
Position 2798: 0.0009918866175576077
Position 2805: 0.0008259529776119259
Position 3143: 0.000771768373093832
Position 1214: 0.0007548682230410358
Position 3362: 0.0007008338624268163
Position 475: 0.0006828931790986355
Position 2281: 0.0006728592189539811
Position 484: 0.00048698063374015137
Position 2865: 0.00048451657874133783
Position 693: 0.0004749658565237532
Position 379: 0.0004146254369978905
Position 1831: 0.00041052834833028927
Position 2135: 0.0003783322563884993
Position 3748: 0.0003717570885453742
Position 1645: 0.00036750261542551406
Position 1199: 0.00036432063840735927
Position 2768: 0.00035373981874277523
Position 360: 0.00034145984714661757
Position 1482: 0.00033773391862901595
Position 1381: 0.00033404503848077
Position 2935: 0.0003259085446143373
Position 1648: 0.00031470174894446723
Position 2841: 0.0002843545883285747
Position 2108: 0.0002710219015392105
Position 1322: 0.0002543152025745386
Position 2757: 0.00024416027282981716
Position 3777: 0.0002204948846788885
Position 819: 0.00018489128983718964
Position 3029: 0.00017874337554143154
Position 181: 0.00015311064003548745
Position 3403: 0.00015240928435700013
Position 1219: 0.00013975362071324258
Position 794: 0.00013648972255195439
Position 3680: 0.0001269002178795365
Position 3463: 0.0001249182148225437
Position 2308: 0.00012455077566003478
Position 2373: 0.00010107584094861026
Position 3602: 8.697834458718693e-05
Position 1196: 8.538714734278703e-05
Position 3282: 8.372083794012781e-05
Position 252: 8.265282604913032e-05
Position 1425: 8.226537642189328e-05
Position 3677: 8.162878727201154e-05
Position 2978: 7.412101337111469e-05
Position 2673: 7.137159481727996e-05
Position 3220: 6.332722876261859e-05
Position 1935: 6.3055086547012e-05
Position 2472: 6.293723470292343e-05
Position 444: 5.243862718350068e-05
Position 2385: 5.187853488358877e-05
Position 2433: 4.628807457052559e-05
Position 520: 3.932336001616572e-05
Position 726: 3.902892096254943e-05
Position 1808: 3.5516344324764796e-05
Position 1506: 3.00536309291639e-05
Position 939: 2.8384833813995115e-05
Position 581: 2.733762683818095e-05
Position 751: 2.6919475986104878e-05
Position 3069: 1.8679122831313082e-05
Position 193: 1.805991529542052e-05
Position 3734: 1.713882301479008e-05
Position 3637: 1.5535749928153027e-05
Position 2086: 1.5246090128484988e-05
Position 634: 1.3727718686492612e-05
Position 3730: 1.361110678886868e-05
Position 3369: 1.3295993410032296e-05
Position 1270: 1.2610782581374564e-05
Position 1123: 1.2522286847270642e-05
Position 1874: 1.0938744797575847e-05
Position 2490: 9.569284947441008e-06
Position 1779: 8.728616465071812e-06
Position 131: 8.115485216101674e-06
Position 575: 7.701118373784375e-06
Position 859: 7.226849294168996e-06
Position 1272: 6.432512274571814e-06
Position 598: 6.316101512692739e-06
Position 1179: 5.9642618377875875e-06
Position 2192: 3.781896690435813e-06
Position 657: 8.734576800262802e-07
Position 2293: 5.160874226044251e-07
Position 2139: 4.4923548123125284e-07
Position 2332: 3.741391695492563e-07
Position 2388: 3.333170797238386e-07
Position 2288: 3.0149186995859045e-07
Position 664: 1.598864826687679e-07
Position 1224: 1.4994244302288937e-07
Position 1278: 1.3432809073395317e-07
Position 643: 1.320119870651649e-07
Position 303: 1.2132456221542767e-07
Position 661: 8.701725617520976e-08
Position 730: 7.904797885490376e-08
Position 602: 6.941138503138821e-08
Position 604: 1.7880241072717725e-08
Position 93: 1.7729176842644032e-08
Position 231: 1.7540187244046104e-08
Position 2112: 4.632172840717662e-09
Position 1544: 2.3793386213009423e-09
Position 866: 1.445815459739682e-09
Position 1248: 1.013719165191887e-09
Position 257: 1.8256505535076342e-10
Position 142: 7.159703364012854e-11
Position 321: 9.595868515971026e-12
Position 670: 4.113951327806918e-12
Position 99: 1.9739629168027333e-12
Position 284: 1.8781961292692516e-12
Position 265: 6.683226768322232e-13
Position 269: 1.6721365569091311e-13
Position 277: 6.864470089834158e-14
Position 274: 2.24115725932671e-17
