Gene = FKTN
index = 558
Annotated 5SS: [   36 15617 17008 38528 43219 46363 49822 57278 59963 61932]
Annotated 3SS: [15524 16814 38467 43014 46084 49688 57147 59828 61803 76920]
SMsplice 5SS: [   41 12768 16203 17008 38528 40054 43219 46363 49822 59963 61963]
SMsplice 3SS: [12620 16067 16814 38467 39955 43014 46084 49688 59828 61803 76920]
top_k =  1000
Partition function (log Z): -10.334427912025706

Sorted 5' Splice Sites (High to Low Probability):
Position 46363: 0.9999999107359212
Position 59963: 0.9551755804219055
Position 49822: 0.8883450349358393
Position 12768: 0.8849259120052667
Position 17008: 0.8669897093180708
Position 16203: 0.8201066815039039
Position 23076: 0.808600817300955
Position 38528: 0.7740783807470368
Position 65092: 0.5700932511609886
Position 61963: 0.5170835688981129
Position 65510: 0.4888266408259689
Position 61932: 0.47075952848241415
Position 53048: 0.41118036043127887
Position 466: 0.280719720914606
Position 41: 0.24564916166863673
Position 36: 0.23781665698136845
Position 38661: 0.22592160611776319
Position 16573: 0.2258387717221342
Position 980: 0.1943417849122797
Position 19132: 0.17759783703735366
Position 16886: 0.1322711957947219
Position 4132: 0.12853468995302147
Position 14587: 0.12500761350914563
Position 92: 0.1207247599516645
Position 16149: 0.11261633993144259
Position 20687: 0.08987247071661335
Position 12529: 0.07871558365329778
Position 66267: 0.06816498603439507
Position 15617: 0.06251168385120286
Position 13809: 0.062056106043284584
Position 13144: 0.05269768847815135
Position 22668: 0.048210732779347946
Position 12723: 0.04322088338596715
Position 12742: 0.04322087871711699
Position 16762: 0.042678995117370395
Position 11800: 0.04259361828291862
Position 49790: 0.040188342982642775
Position 19466: 0.038256904364325106
Position 5729: 0.03802770742411395
Position 49794: 0.035764781612134824
Position 3610: 0.03310660117436352
Position 13133: 0.032264262380630106
Position 56: 0.028710531757918212
Position 282: 0.028507713431566047
Position 6412: 0.028354500563821126
Position 6183: 0.027062238299576057
Position 3602: 0.02690157003417673
Position 160: 0.026385419425862935
Position 49892: 0.025691201930604313
Position 9794: 0.02447582268803221
Position 19762: 0.023646074610763672
Position 17485: 0.01858793641557838
Position 9591: 0.018545563797606905
Position 22900: 0.01566376151814454
Position 22171: 0.014738163415065657
Position 10944: 0.01405292346194831
Position 14878: 0.013403359462333519
Position 13021: 0.012636797348665744
Position 5090: 0.012573351096661025
Position 6256: 0.012109175472689353
Position 65064: 0.011700184118212987
Position 3313: 0.010338879775127952
Position 11978: 0.010142742076531312
Position 14892: 0.009515234866243089
Position 22436: 0.009088252383640751
Position 12593: 0.00830764735517198
Position 21969: 0.008262111308966485
Position 5110: 0.007994201188594648
Position 15813: 0.00690940372278067
Position 12625: 0.006681865803581452
Position 51604: 0.006181469433953788
Position 3561: 0.006117996817026265
Position 21226: 0.006066767495785955
Position 7354: 0.005602543336371395
Position 21350: 0.005509265987882715
Position 9800: 0.005122689807087001
Position 19586: 0.003495508172211292
Position 578: 0.002734735017475608
Position 60: 0.0014542279048324778
Position 16512: 0.0014061837404658064
Position 312: 0.00123108618044534
Position 200: 0.0007509931301979434
Position 3565: 0.0007309039197189367
Position 2074: 0.0006773175134965987
Position 74: 0.0005218170864351025
Position 346: 0.0004777371943534681
Position 1191: 0.00035386972625922993
Position 4051: 0.00029581136418904014
Position 1596: 0.0002915804533995936
Position 31: 0.00026184101596049466
