Gene = CLEC5A
index = 379
Annotated 5SS: [  177   770  1643  3088 11170 15264]
Annotated 3SS: [  670  1582  3018 11032 15156 16764]
SMsplice 5SS: [  177  1130  3631  8088 10033 15264]
SMsplice 3SS: [  934  3505  7951  9944 15156 16764]
top_k =  1000
Partition function (log Z): -1.3529399083605123

Sorted 5' Splice Sites (High to Low Probability):
Position 177: 0.9477689535882053
Position 3631: 0.8617299428814442
Position 1130: 0.855124943736575
Position 8088: 0.7880012117646905
Position 15264: 0.7603252708261776
Position 3088: 0.7029588504565712
Position 7660: 0.5902678008008366
Position 9970: 0.5063469314150191
Position 10033: 0.44266082212138624
Position 15938: 0.3565564626753412
Position 6119: 0.31915662406228684
Position 1643: 0.3089334340580892
Position 11170: 0.2992083087104269
Position 8893: 0.22806337747235159
Position 7402: 0.2203656963546723
Position 9380: 0.21505929826186013
Position 770: 0.20462537020542085
Position 16860: 0.1834150198071073
Position 9049: 0.15314549678793343
Position 11957: 0.1530135654074274
Position 8821: 0.14375336744495898
Position 8954: 0.0913084440600166
Position 16474: 0.08173439474521851
Position 1658: 0.06960875911795404
Position 15999: 0.06312589314761761
Position 5523: 0.05387079590719771
Position 9715: 0.053781670349067716
Position 11607: 0.05344701602017001
Position 6090: 0.045696881459808235
Position 2092: 0.04558287654333047
Position 16934: 0.044205112367215284
Position 1315: 0.03996012928694276
Position 15681: 0.03595220061572071
Position 5527: 0.031576694408141835
Position 2687: 0.027620204186329933
Position 16297: 0.025611885614880873
Position 9804: 0.023757219772552067
Position 2250: 0.019046427415837855
Position 7618: 0.01842730077288483
Position 7499: 0.018076752338360074
Position 8604: 0.017348235083926425
Position 8308: 0.016091937511523807
Position 8542: 0.01416780414646261
Position 4113: 0.013109334991228752
Position 17100: 0.010693781441857031
Position 15845: 0.009903313226685079
Position 11187: 0.009597208719610933
Position 6126: 0.008776565603489491
Position 8382: 0.008189924054839856
Position 327: 0.007812858852781972
Position 6574: 0.007498495174372765
Position 2706: 0.0070792764800837234
Position 727: 0.006704551140048861
Position 10280: 0.006277375598141444
Position 9640: 0.006250174064584509
Position 9: 0.006203518646327487
Position 9060: 0.0052173659005064444
Position 8178: 0.004774511921914529
Position 9231: 0.004356219983466539
Position 266: 0.003808147493554874
Position 538: 0.0036985242466284624
Position 17083: 0.0035846201589647486
Position 2099: 0.003160247845656946
Position 10710: 0.003159565266520054
Position 299: 0.0027796175844400444
Position 308: 0.002662020593283379
Position 7515: 0.0025510222172771416
Position 3126: 0.002355603274821912
Position 9278: 0.002347897017242892
Position 10212: 0.002069556663003609
Position 3273: 0.0020118691690389386
Position 12199: 0.0019880011039788217
Position 3408: 0.0018728520778436711
Position 856: 0.0016957015625807452
Position 4817: 0.0016316804188515484
Position 584: 0.0014631229900667815
Position 7576: 0.0014606290682412245
Position 5321: 0.0013307487671296823
Position 8508: 0.0012666535682618685
Position 15228: 0.0012116292424903374
Position 16184: 0.001165500128438445
Position 3277: 0.0011494537237010504
Position 303: 0.0011335834045976617
Position 8186: 0.0010339610595861842
Position 3569: 0.0009954538371006257
Position 2649: 0.000896540547355403
Position 3345: 0.0008268543788248802
Position 8740: 0.0006846610430895039
Position 739: 0.0006182819272790116
Position 998: 0.0005222765980081379
Position 15994: 0.0005037999102726352
Position 4056: 0.00047281039465500236
Position 8461: 0.00046342222104538307
Position 850: 0.00042763642711647225
Position 9342: 0.00041676791967271793
Position 2847: 0.0003257154103924091
Position 774: 0.00028841251089679356
Position 9924: 0.0002779534898241752
Position 1371: 0.00026102253843094265
Position 2204: 0.00023684562812985188
Position 9405: 0.00021862764241479692
Position 6539: 0.00020392143055589717
Position 843: 0.00020256140993100575
Position 5242: 0.0001931900728412576
Position 181: 0.0001635461383149493
Position 904: 0.00016004249755880294
Position 6568: 0.00015340568497715693
Position 1655: 0.00013798132659614622
Position 846: 0.0001253212513279597
Position 343: 0.00011501539805356969
Position 1142: 0.00010813723303112158
Position 1753: 0.00010306942513957427
Position 724: 8.105612676759358e-05
Position 2067: 6.82067669850748e-05
Position 1604: 5.279452150846404e-05
Position 5452: 4.3426676984473967e-05
Position 5304: 4.339402763907511e-05
Position 464: 3.937310342477449e-05
Position 2219: 3.9163810653616145e-05
Position 1744: 3.73892428882972e-05
Position 2154: 3.664343128401194e-05
Position 1344: 3.572298687326213e-05
Position 1288: 3.5403526618149946e-05
Position 960: 3.466113332536505e-05
Position 4893: 3.419303222367195e-05
Position 4707: 3.296631633774058e-05
Position 1026: 3.1623067183202054e-05
Position 1149: 3.06931674761518e-05
Position 1422: 2.9953604893041217e-05
Position 361: 2.7574031291632297e-05
Position 1465: 2.0588894054144005e-05
Position 382: 2.0086614475035565e-05
Position 631: 1.9648266360765813e-05
Position 1042: 1.8653612073607187e-05
Position 1057: 1.8518756924924914e-05
Position 185: 1.7626836859321878e-05
Position 1470: 1.3622815985637962e-05
Position 189: 1.3298287821590074e-05
Position 1492: 8.764944054375875e-06
Position 509: 8.449233367409307e-06
Position 248: 5.833779499067709e-06
Position 1031: 5.81566984263626e-06
Position 869: 5.231253757070349e-06
Position 3650: 4.938459974245935e-06
Position 42: 4.056266897455932e-06
Position 730: 3.728952252787492e-06
Position 1387: 3.5186425857143608e-06
Position 1877: 3.4076147770025664e-06
Position 439: 2.586410287014058e-06
