Gene = CRHBP
index = 411
Annotated 5SS: [  503   982  1474  3151  6177 10748]
Annotated 3SS: [  887  1315  2939  6027 10629 16014]
SMsplice 5SS: [  503   982  1474  2639  3151 10748]
SMsplice 3SS: [  887  1374  2529  3006 10629 16014]
top_k =  1000
Partition function (log Z): 5.5016927641648525

Sorted 5' Splice Sites (High to Low Probability):
Position 1474: 0.9925656543878238
Position 3151: 0.911260949155195
Position 982: 0.8985917231982924
Position 10748: 0.7798596585853403
Position 503: 0.6596519158039937
Position 6177: 0.6354471013192736
Position 2639: 0.4374287488437935
Position 238: 0.26442178273128447
Position 8029: 0.22461432945995405
Position 10753: 0.21591680771791058
Position 2614: 0.1705704287501727
Position 11412: 0.16548841324982141
Position 4537: 0.14927592200317635
Position 11379: 0.1388169831919624
Position 16141: 0.13421879697361028
Position 10213: 0.10358904948492961
Position 6417: 0.10006154302875338
Position 1028: 0.09108141368427289
Position 10960: 0.07804254612507724
Position 493: 0.06702415370286627
Position 6518: 0.051324956620365604
Position 6437: 0.048766398087820496
Position 2654: 0.04763841823412174
Position 5775: 0.046378228559166894
Position 10217: 0.04505045901760215
Position 9337: 0.044944217790339504
Position 16208: 0.04458020037961117
Position 12030: 0.04131080624321004
Position 15129: 0.0399111415924091
Position 16112: 0.034052863945967085
Position 4446: 0.027870432525076868
Position 2372: 0.022670151561096398
Position 6577: 0.020284919916201686
Position 2621: 0.01970345089390812
Position 13113: 0.016515239263249475
Position 2940: 0.016104922393554013
Position 266: 0.015466221158825498
Position 6380: 0.013601409431268955
Position 11283: 0.013151342156289601
Position 11806: 0.01261138951481081
Position 12668: 0.012444597737115252
Position 11472: 0.009295249476843341
Position 66: 0.00879947599503703
Position 9649: 0.008586025718040088
Position 12871: 0.008414304336327994
Position 15364: 0.007792240794672358
Position 12633: 0.007092876111515928
Position 2485: 0.006684237217448881
Position 8710: 0.006556977100475109
Position 10271: 0.006261505193303542
Position 6448: 0.005447540522773187
Position 9660: 0.004930234198664908
Position 12300: 0.004763889535885088
Position 10275: 0.004225687025651492
Position 6661: 0.004022439984737963
Position 3014: 0.0039371628769558666
Position 1438: 0.003773887364294009
Position 11151: 0.0037603361293103437
Position 11145: 0.0037342149126394684
Position 7696: 0.003643080644576015
Position 1704: 0.00359756056256941
Position 2183: 0.003590796905205043
Position 11155: 0.0031575043080309464
Position 13197: 0.002739118795109038
Position 6278: 0.002633640206335994
Position 2426: 0.0026310505178124065
Position 16468: 0.002601018809068967
Position 10174: 0.00248895823025166
Position 3419: 0.002319574901038027
Position 10514: 0.002303092145142807
Position 1983: 0.002136021591693436
Position 248: 0.002055489887413478
Position 8018: 0.0019409521703177815
Position 592: 0.0019210639558984485
Position 6156: 0.0019209574372664672
Position 13242: 0.0017200687240472795
Position 2241: 0.0016770195305187458
Position 13168: 0.001647748091812273
Position 2647: 0.0014807070883008653
Position 9790: 0.001306635661653044
Position 10833: 0.0012042914540044663
Position 11700: 0.0011935536344926231
Position 16094: 0.0011893177770656478
Position 45: 0.0010026597360651061
Position 1038: 0.0009956219217261597
Position 1975: 0.0009729630030988002
Position 11959: 0.0009434376154327781
Position 2002: 0.0009405466390517191
Position 2043: 0.0008536663259660598
Position 8907: 0.0008416369224414205
Position 155: 0.0008155480777817797
Position 7859: 0.0008107294242878487
Position 9184: 0.0007702889402791859
Position 11507: 0.0006078232564022877
Position 1689: 0.0004611394842568246
Position 815: 0.00045714406346339875
Position 6123: 0.0004028392467591964
Position 13214: 0.00038218741630210166
Position 10772: 0.00035929002978749616
Position 1876: 0.00031055896632970625
Position 2693: 0.0002787501654887524
Position 2352: 0.00023101260525463773
Position 3601: 0.00019365234458408847
Position 3712: 0.0001908469545941187
Position 3808: 0.00017817462774345373
Position 1123: 0.0001775853823732327
Position 3028: 0.00014380936163449246
Position 2676: 0.00014379677500249872
Position 965: 0.00013427536902345854
Position 10971: 0.00012348438322110558
Position 1567: 0.00011421491198907761
Position 4135: 0.00010966159996711695
Position 1522: 0.00010854975224237345
Position 986: 9.782034683870039e-05
Position 1451: 9.442153804542489e-05
Position 6072: 8.87557060826358e-05
Position 52: 7.963485691766655e-05
Position 1725: 7.758211196698266e-05
Position 94: 7.363215399059576e-05
Position 3572: 7.039220014613824e-05
Position 2292: 7.027001773305496e-05
Position 361: 6.480492319392168e-05
Position 11729: 6.187166811166464e-05
Position 6163: 5.754353422592279e-05
Position 6442: 5.720551031083277e-05
Position 6275: 5.489029640278117e-05
Position 217: 5.470418861551146e-05
Position 544: 5.026593384187686e-05
Position 734: 4.6093122041311526e-05
Position 11789: 4.160603493116468e-05
Position 11927: 3.8459982005214665e-05
Position 12085: 3.206022544077553e-05
Position 3953: 3.0103279178649507e-05
Position 3205: 2.8783048008683646e-05
Position 1854: 2.5953757242465432e-05
Position 130: 2.4317441858112173e-05
Position 3347: 2.3579258271162136e-05
Position 3352: 1.831230124198922e-05
Position 3988: 1.7280122576723373e-05
Position 11177: 1.5066582572204635e-05
Position 3458: 1.4574625942418401e-05
Position 3569: 1.2320760303485792e-05
Position 636: 1.0250549339112228e-05
Position 133: 9.343547592399681e-06
Position 359: 8.816142611162261e-06
Position 3889: 8.367619079110178e-06
Position 11159: 7.404206930630644e-06
Position 1154: 7.2928600546335995e-06
Position 3539: 6.496576461974155e-06
Position 424: 6.477718526126847e-06
Position 1317: 6.32253239479778e-06
Position 136: 6.2759460688989766e-06
Position 3941: 5.316921402843307e-06
Position 224: 4.9888671370812714e-06
Position 11461: 3.617493740421219e-06
Position 2433: 3.546436527188385e-06
Position 829: 3.4432745595824553e-06
Position 3208: 2.7680512102233364e-06
Position 11161: 2.55548170321249e-06
Position 445: 2.235262236070549e-06
Position 121: 2.2343277358573975e-06
Position 3487: 1.7818327522327325e-06
Position 11163: 1.697241152051937e-06
Position 11098: 1.5693415575580942e-06
Position 1199: 1.447706532195887e-06
Position 447: 9.544856856470582e-07
Position 1103: 6.793619126773823e-07
Position 599: 4.912494305215313e-07
Position 347: 3.615479235683357e-07
Position 185: 3.0436538546778226e-07
Position 803: 2.4880784387077684e-07
Position 1571: 2.3224054767725583e-07
Position 542: 1.835336913205748e-07
Position 1846: 1.4315189903886146e-07
Position 2703: 7.076128623149905e-08
Position 650: 4.059414670029231e-08
Position 3072: 2.868988747058025e-08
Position 2950: 2.79225125641515e-08
Position 3093: 2.6721615798368134e-08
Position 1624: 2.5567060981117438e-08
Position 3269: 2.2182900341648723e-08
Position 1929: 1.5446773224126906e-08
Position 624: 1.2616363777539152e-08
Position 1413: 3.6860250667310795e-09
Position 206: 4.081565682357872e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10629: 0.932417752813868
Position 1374: 0.7126575558097022
Position 16014: 0.7109176976110776
Position 2529: 0.6130891930108154
Position 887: 0.5255388662658618
Position 3006: 0.45904782029877983
Position 2939: 0.4027136783067096
Position 848: 0.3707329897210221
Position 6027: 0.36818182523398807
Position 1315: 0.27253447954131793
Position 6047: 0.24796993474512632
Position 7920: 0.21079533458513308
Position 6355: 0.20293728376179038
Position 4210: 0.15270494287088593
Position 10114: 0.1515469146523664
Position 11637: 0.12862073914165958
Position 11049: 0.12399912634605723
Position 928: 0.08942878428928482
