Gene = GMNC
index = 602
Annotated 5SS: [   3 1932 3688 4833]
Annotated 3SS: [1756 3598 4715 6699]
SMsplice 5SS: [   3 1932 3688 4833]
SMsplice 3SS: [1756 3598 4715 8827]
top_k =  1000
Partition function (log Z): -5.934928831952096

Sorted 5' Splice Sites (High to Low Probability):
Position 4833: 0.9396895209791882
Position 3: 0.8812661051082428
Position 3688: 0.7229315577945677
Position 1932: 0.6101836385886754
Position 3694: 0.18834915702337074
Position 7591: 0.15304920049134338
Position 406: 0.12795369655132466
Position 2871: 0.03462468472549021
Position 8983: 0.032498993704500094
Position 4844: 0.025967904171587595
Position 159: 0.02256536331951625
Position 5141: 0.02107993442139049
Position 8381: 0.010277934771741364
Position 8538: 0.009997990491148908
Position 1363: 0.009806970578237373
Position 2199: 0.006835690824029603
Position 9072: 0.006085748843111277
Position 618: 0.005843062126225348
Position 1551: 0.005669924305026594
Position 2044: 0.005375871421639786
Position 7055: 0.004840742126397704
Position 1253: 0.004421199283850602
Position 8543: 0.0031495190012364805
Position 7: 0.0024963739666079322
Position 1280: 0.0020130130805426894
Position 5028: 0.0019641228376937594
Position 2875: 0.0009881815762928282
Position 1672: 0.0009669157822384866
Position 931: 0.0008686405324396518
Position 3920: 0.0008402157074744162
Position 56: 0.0008344687641447687
Position 868: 0.0005446919862391402
Position 389: 0.0005368646497228269
Position 1220: 0.0005127474848643288
Position 9341: 0.0004909753958432432
Position 4027: 0.00046927094277918196
Position 2993: 0.00039152812426624636
Position 2293: 0.0003701686833356889
Position 2856: 0.0003547773906473004
Position 2443: 0.00031733400608509316
Position 7264: 0.000316388080232425
Position 8487: 0.00031171181190810693
Position 9083: 0.0003092356832680904
Position 4837: 0.0003060199173438083
Position 4302: 0.0002619256760182342
Position 9000: 0.0002606970771576624
Position 2862: 0.00025484472417313953
Position 1663: 0.00025132407968913873
Position 1211: 0.000241000962074467
Position 8087: 0.0002224399074169961
Position 3810: 0.000199468823497661
Position 3041: 0.00017365816164518284
Position 46: 0.00016363849981283418
Position 120: 0.00015903284125017342
Position 8987: 0.00015296320374815102
Position 9456: 0.0001518860317294206
Position 2571: 0.00014570961996947213
Position 4757: 0.00013724830402477522
Position 9390: 0.00011830689200285224
Position 2145: 8.989418691828753e-05
Position 3470: 7.568916001259424e-05
Position 6830: 7.322714462974469e-05
Position 3962: 7.192396303259903e-05
Position 1578: 6.12607485393374e-05
Position 3716: 6.078847146848263e-05
Position 4019: 5.881527559498896e-05
Position 2483: 5.800379212751766e-05
Position 4637: 5.0737676367480035e-05
Position 1831: 4.9305197226103806e-05
Position 844: 4.2640313828252155e-05
Position 3698: 3.974853442512584e-05
Position 857: 3.358395266458174e-05
Position 20: 3.230101541977632e-05
Position 543: 2.5642983974996402e-05
Position 970: 2.4222027583084762e-05
Position 28: 2.023533809834206e-05
Position 147: 1.6846730460809916e-05
Position 3832: 1.397990746223598e-05
Position 1436: 1.392691815885148e-05
Position 4557: 1.3689297636685801e-05
Position 149: 1.3415138088712124e-05
Position 1486: 6.785802989702847e-06
Position 1868: 3.977243455842895e-06
Position 4848: 2.285117078834004e-06
Position 4806: 2.2245236879839707e-06
Position 1887: 1.4521733922092719e-06
Position 1850: 2.5354165176118344e-07
Position 5080: 2.3631610026670887e-07
Position 894: 2.3064920914542892e-07
Position 1068: 1.4386008591275223e-07
Position 704: 1.4221771085084909e-07
Position 1790: 1.3474779920422477e-07
Position 5619: 1.1800544457501016e-07
Position 5796: 1.1656637923918138e-07
Position 1936: 1.1231931244552698e-07
Position 1783: 9.551448503939656e-08
Position 257: 7.493565467163717e-08
Position 1456: 4.3259385184900136e-08
Position 914: 4.2021767831686126e-08
Position 1844: 3.0827643685286856e-08
Position 1054: 1.1861338216894219e-08
Position 4899: 9.748009779982635e-09
Position 6065: 9.64364109533094e-09
Position 1059: 8.830159248970755e-09
Position 4922: 8.745558449549458e-09
Position 707: 6.064453041696883e-09
Position 794: 2.095312569264403e-09
Position 372: 1.2029976199148534e-09
Position 683: 4.866561521124031e-10
Position 477: 4.091773886947524e-10
Position 689: 3.8435283350904953e-10
Position 877: 2.7402435515977445e-10
Position 720: 1.436983889879394e-10
Position 393: 1.079923773782152e-11
Position 799: 7.542009268006423e-12
Position 677: 4.681461587254247e-12
Position 710: 3.90829925126518e-12
Position 5011: 3.7964308991308e-12
Position 666: 6.003173211097843e-15
Position 892: 4.1330863772180246e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 4715: 0.9724048821381166
Position 3598: 0.8111587488433271
Position 1756: 0.44449311517105733
Position 8827: 0.2685109575006119
Position 7473: 0.18311143379460604
Position 9713: 0.1491066440917143
Position 9284: 0.09874033902713447
Position 6699: 0.08740087427404317
Position 8844: 0.07943478243582189
Position 1778: 0.07538183678052333
Position 334: 0.0632164415908354
Position 3478: 0.056350197703658324
Position 8262: 0.03520872567347446
Position 9551: 0.03377717807721227
Position 5547: 0.03291911961119222
Position 1793: 0.03028608057481264
Position 3553: 0.023804774803741668
Position 8791: 0.023705290322794507
Position 1835: 0.02308944925928564
Position 2795: 0.02192303776963806
Position 5493: 0.021641202103480812
Position 4963: 0.017241893989591164
Position 7251: 0.014781276734550366
Position 4920: 0.014695316204431496
Position 4985: 0.01406562075946254
Position 8380: 0.013858522185755864
Position 1783: 0.012704622367367274
Position 3537: 0.008587547739761519
Position 1961: 0.00851711739005462
Position 8034: 0.008229810076184268
Position 6965: 0.00770760352973889
Position 3426: 0.007442905997944515
Position 8216: 0.006968578227766914
Position 6934: 0.006606230982557297
Position 7739: 0.006395152377391636
Position 7028: 0.006350927587478047
Position 2678: 0.005456255745005495
Position 7342: 0.00523980999931966
Position 6730: 0.005192017934529768
Position 5663: 0.00500072671572883
Position 1902: 0.004924625550662478
Position 9329: 0.004872311674875415
Position 8637: 0.0046002561969718915
Position 8017: 0.0045757409977307045
Position 6566: 0.00431896395444718
Position 5276: 0.004295781421174405
Position 1340: 0.0037170436681872874
Position 5197: 0.003525994089970003
Position 8400: 0.003214015573258249
Position 4944: 0.003184433684180098
Position 2609: 0.0030259863464792637
Position 7135: 0.002786580283754014
Position 1310: 0.0026478042855793728
Position 1861: 0.0024911296290335227
Position 1842: 0.0024766855472730417
Position 3576: 0.00244042192528407
Position 159: 0.0024204795159218292
Position 6904: 0.0022380099904397432
Position 7679: 0.002208618387873831
Position 8696: 0.00220073429790297
Position 2656: 0.002152253649399764
Position 1429: 0.0021216346926040547
Position 2167: 0.0021010955818121387
Position 9689: 0.002075129117379888
Position 7878: 0.0020062426744274432
Position 4663: 0.0019471408041103289
Position 6746: 0.001917731840523595
Position 7368: 0.00186973794837551
Position 7861: 0.0018136772552340334
Position 6647: 0.0017996387338924179
Position 7763: 0.0017845659298705672
Position 1019: 0.001711785657894041
Position 5847: 0.0016671207229203894
Position 5011: 0.0015982949742418162
Position 1468: 0.0013856674035681393
Position 8803: 0.001312809162472425
Position 5824: 0.0012312675503856915
Position 8959: 0.0011285796864562536
Position 120: 0.00107490990700598
Position 2072: 0.0010609636141090503
Position 7052: 0.001050404974194213
Position 5614: 0.0010304932347687315
Position 7079: 0.0010264036522265436
Position 8623: 0.0009876949452595684
Position 7788: 0.0009836991407048486
Position 8461: 0.0009729531684951737
Position 3917: 0.0009700188335549764
Position 8986: 0.0009615218421816423
Position 7652: 0.0009128692309544718
Position 8753: 0.0008577033443167142
Position 8120: 0.0008519980199269658
Position 8067: 0.0008251378352680785
Position 5073: 0.0008213760135901078
Position 2348: 0.0008190112049974177
Position 2692: 0.0008001626362350305
Position 7622: 0.000761902557372042
Position 9512: 0.0007513994314712335
Position 3484: 0.0007109764599800917
Position 5932: 0.0006846493304380757
Position 2698: 0.0006715966748400443
Position 1578: 0.000666382537785312
Position 2813: 0.0006655281466175986
Position 7694: 0.0006564380995514516
Position 7676: 0.0006558857956974313
Position 5987: 0.000649728535065591
Position 7840: 0.0006485267371319316
Position 8150: 0.0006378162698906463
Position 2525: 0.000577290021997859
Position 6968: 0.0005467751868399272
Position 2106: 0.0005318029424136139
Position 7185: 0.0004916303035061883
Position 3790: 0.000485023561372092
Position 3821: 0.0004650429932936149
Position 3326: 0.00044372602976945705
Position 5216: 0.00043420490902267163
Position 4357: 0.00043335191691264055
Position 76: 0.0004293303138519939
Position 6720: 0.00041599614020884255
Position 5018: 0.0004129723863357094
Position 3402: 0.000410877490094081
Position 9558: 0.000407437198286873
Position 4118: 0.00040620271638354297
Position 4736: 0.00039782075784175193
Position 5115: 0.00036835852558394225
Position 1796: 0.0003617077173611413
Position 8236: 0.00035367568696415463
Position 8719: 0.0003444951315745246
Position 7959: 0.0003194779353479789
Position 5422: 0.0003080272710233059
Position 6850: 0.00030120349566116857
Position 1924: 0.0003005821823751888
Position 814: 0.00029160526648478634
Position 7314: 0.0002770417155227178
