Gene = TOMM7
index = 1469
Annotated 5SS: [ 175 4852]
Annotated 3SS: [4802 9665]
SMsplice 5SS: [698]
SMsplice 3SS: [4802]
top_k =  1000
Partition function (log Z): -12.091597160476674

Sorted 5' Splice Sites (High to Low Probability):
Position 698: 0.4950530094397242
Position 175: 0.49173583472334165
Position 4852: 0.4705125041625085
Position 5440: 0.0340247455444897
Position 2342: 0.026005631996176018
Position 9101: 0.01474377660900543
Position 5573: 0.0145283023605798
Position 5178: 0.013355293116422935
Position 2592: 0.012627789061121815
Position 650: 0.012269819473672734
Position 4372: 0.012105547045636897
Position 75: 0.011811589568986725
Position 7938: 0.010899895939998332
Position 37: 0.007121184665364138
Position 7156: 0.00698792815763064
Position 6417: 0.006929375995543068
Position 7796: 0.0066304334902515605
Position 734: 0.006237248892600629
Position 2449: 0.006002228735125421
Position 7792: 0.004734887113804417
Position 4960: 0.003659223087182367
Position 2802: 0.0032633887404106823
Position 2281: 0.002677304160779068
Position 2230: 0.002544951215219216
Position 6647: 0.002459150658703364
Position 4340: 0.00207880540093632
Position 162: 0.001984217890100082
Position 199: 0.001080284904351156
Position 3707: 0.0009707699745031805
Position 2542: 0.0007986288752210623
Position 3733: 0.0007676135412999811
Position 2288: 0.0007468336924071591
Position 311: 0.0007287832994662724
Position 996: 0.0006788776466052802
Position 662: 0.0006636682708400018
Position 5795: 0.0006255702844905424
Position 367: 0.0005921642556804117
Position 760: 0.0005536254225538742
Position 6185: 0.0004997561389316659
Position 423: 0.00042869587600492776
Position 3883: 0.00030787569982237804
Position 4659: 0.00028966233096728905
Position 4326: 0.0002786213529581108
Position 131: 0.0002718017170056501
Position 441: 0.00026334574424206
Position 179: 0.0002455687100893278
Position 1030: 0.00020706488078484585
Position 450: 0.00017439763527673418
Position 2027: 0.00017173553973009472
Position 1702: 0.00016756982204326685
Position 4159: 0.0001608622424734994
Position 961: 0.00013781419017502267
Position 2604: 0.00013307463849535555
Position 217: 0.0001248494616645038
Position 1873: 0.00012475156671678243
Position 4655: 0.00012379497253278015
Position 981: 0.00010742843176600025
Position 2868: 0.00010539704063741223
Position 2570: 8.894864021486428e-05
Position 502: 8.599326311903928e-05
Position 588: 7.234197317429002e-05
Position 331: 6.558986423226614e-05
Position 2980: 6.500160739084909e-05
Position 3313: 6.09026317813599e-05
Position 1783: 5.750588013916945e-05
Position 2080: 5.090630656141417e-05
Position 2586: 4.889285099323556e-05
Position 2095: 4.703384765561865e-05
Position 1211: 3.947693537561802e-05
Position 4896: 2.9789005081834688e-05
Position 2864: 2.9736764351206336e-05
Position 776: 2.4986294615550073e-05
Position 4917: 1.9969715932061358e-05
Position 4925: 1.972149361770776e-05
Position 417: 1.0414699589487976e-05
Position 306: 8.207175571731695e-06
Position 4964: 7.4754166491353976e-06
Position 6070: 5.555818007565799e-06
Position 622: 2.8176253077905315e-06
Position 1765: 2.3487048850421262e-06
Position 470: 1.966226649733753e-06
Position 44: 1.7773756228392072e-06
Position 247: 1.180389293828348e-06
Position 476: 8.221276794211844e-07
Position 1217: 8.152945715635163e-07
Position 560: 7.657501264968823e-07
Position 301: 4.0962542417098114e-07
Position 1920: 3.62401087253373e-07
Position 359: 2.8379473635628546e-07
Position 337: 2.578676652431541e-07
Position 514: 1.813286288420542e-07
Position 536: 1.3008125833983737e-07
Position 539: 1.241905476412899e-07
Position 31: 1.166382082628857e-07
Position 28: 7.322923594033088e-08
Position 1388: 7.262250233110601e-08
Position 464: 6.484159515727806e-08
Position 378: 4.5174540137438744e-08
Position 1801: 4.4115717833969074e-08
Position 555: 3.2567961676151516e-08
Position 505: 2.5265850059759734e-08
Position 546: 9.74550769434399e-09
Position 1016: 6.169336646007086e-09
Position 1266: 5.01918350975546e-09
Position 952: 5.010847559904299e-09
Position 625: 3.971434753140057e-09
Position 582: 2.783177383681197e-09
Position 712: 1.7845937911497106e-10
Position 1036: 1.6925814157743622e-10
Position 66: 1.632905933321378e-10
Position 516: 8.518988675933693e-11
Position 860: 6.783358301991597e-11
Position 282: 5.7564793294870734e-11
Position 343: 1.129446077513362e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4802: 0.5707425154884121
Position 9665: 0.21624628100726878
Position 8052: 0.0826983949416063
Position 8903: 0.06470768724219192
Position 6158: 0.05258186012632497
Position 7763: 0.04816861647293914
Position 9457: 0.04201068024903482
Position 7038: 0.041703488246002236
Position 2134: 0.037229466519419815
Position 697: 0.035181385724298804
Position 7780: 0.033987318348182013
Position 5144: 0.022418295368552017
Position 7310: 0.019978962117196124
Position 9595: 0.01723848285423669
Position 5331: 0.01712116981608553
Position 2528: 0.01686229057931194
Position 5671: 0.016646021372455154
Position 4708: 0.014166394799944191
Position 6183: 0.013725541603117505
Position 4223: 0.012288600263936597
Position 5235: 0.012100416054076654
Position 9957: 0.01133371202210588
Position 5545: 0.010633022388802349
Position 495: 0.009925813641517397
Position 8967: 0.009709441238060118
Position 6095: 0.00951433818843301
Position 1895: 0.009195500140639913
Position 9683: 0.008954650229973537
Position 546: 0.008545838872202342
Position 6439: 0.007855835304996187
Position 1113: 0.007415680396710363
Position 5267: 0.0071790025602474624
Position 7615: 0.007100970667842311
Position 5066: 0.007015427848474764
Position 5302: 0.006736622320154879
Position 7690: 0.006729049975662403
Position 6893: 0.006654083379767398
Position 854: 0.006580082507313608
Position 8359: 0.006349683456751858
Position 2385: 0.005392516909898429
Position 9521: 0.00516344988611794
Position 5687: 0.0051248167015073435
Position 9368: 0.004642930877219499
Position 10105: 0.00458005041096631
Position 5832: 0.004507383133245745
Position 7010: 0.004394776963161305
Position 10126: 0.004365694947750307
Position 1109: 0.004316760795499983
Position 3778: 0.004168021084255004
Position 444: 0.003861419947630626
Position 8075: 0.003750172425558787
Position 6246: 0.003734248311972198
Position 2706: 0.0035767414378879924
Position 7629: 0.0035751622309711214
Position 7547: 0.0034477379598638184
Position 8209: 0.003440885985378786
Position 9709: 0.0032881065698183065
Position 2483: 0.003239596475534962
Position 6745: 0.0031450582279928187
Position 858: 0.0028638181031008505
Position 10203: 0.002484739075418287
Position 6408: 0.0024569850354835
Position 5468: 0.0023831204354946797
Position 7064: 0.0023573814074577125
Position 6870: 0.0023403070336261186
Position 3624: 0.0023394860071032915
Position 6978: 0.002269676173490862
Position 4113: 0.0021844805255287806
Position 4879: 0.002162610133462674
Position 501: 0.0021540061070787217
Position 6618: 0.0019270530642674483
Position 8709: 0.0018925512911810267
Position 5691: 0.0017937499585881434
Position 2404: 0.001788612597074758
Position 2346: 0.0017747486616577772
Position 5558: 0.001584593748723178
Position 8262: 0.0014501437252113483
Position 7740: 0.0013911763970137561
Position 2172: 0.0013578430181084137
Position 7322: 0.0012865013423036355
Position 8995: 0.001253571780824696
Position 6223: 0.0011977239571165888
Position 5211: 0.0011789480406549965
Position 6031: 0.0011771198090203235
Position 935: 0.001171982037672365
Position 2059: 0.0011668752015596617
Position 4304: 0.001159959498559899
Position 9978: 0.0011475310470758053
Position 5348: 0.001141489923848028
Position 6160: 0.0010758668577324092
Position 2663: 0.0010525961037430261
Position 3187: 0.0009833525299241322
Position 6782: 0.0009589744057245671
Position 417: 0.0008998182990747364
Position 8109: 0.0008760342533544758
Position 660: 0.0007601949081506572
Position 8998: 0.0007407656119915766
Position 2876: 0.0007156638742477247
Position 1448: 0.0006692306224626055
Position 359: 0.0006387185117024219
Position 2680: 0.0006369077942376878
Position 622: 0.0006263271014715349
Position 2220: 0.0006219098213942979
Position 605: 0.0006199605763460963
Position 5811: 0.0006176139274131675
Position 565: 0.0005957586413340723
Position 3201: 0.0005953559234978623
Position 5962: 0.0005549152470834112
Position 6541: 0.0005281337701717983
Position 5343: 0.0005188608587437643
Position 6366: 0.0004907747917153606
Position 8683: 0.00039993165581750524
Position 5704: 0.000397479131044047
Position 8689: 0.00036807086348452126
Position 8230: 0.0003588725950908642
Position 8578: 0.00035590872695507746
Position 7220: 0.0003416629684199188
Position 7348: 0.00032201620865511294
Position 5250: 0.0003052840907108231
Position 4242: 0.0002996797585302168
Position 6459: 0.00029044716581164614
Position 5516: 0.00028700919925649327
Position 2735: 0.00028503564021665004
Position 4606: 0.0002821709160989119
Position 878: 0.00028180243156067033
Position 8092: 0.0002642700664344663
Position 5053: 0.0002638592312995034
Position 7407: 0.0002495755298043278
Position 2299: 0.00024112653299526054
Position 6476: 0.0002340645195347248
Position 5785: 0.00022463493957503055
Position 1608: 0.00021320557862868186
Position 553: 0.00020652432899280376
Position 5916: 0.00020401901216991552
Position 7040: 0.00020101231227148794
Position 1128: 0.000196694544153315
Position 3945: 0.0001946447332428674
Position 7495: 0.0001895507128041184
Position 2686: 0.00018843811908257768
Position 6324: 0.0001670847165151638
Position 4442: 0.00016667975456205114
Position 5938: 0.000162415288938441
Position 3046: 0.00015974071605137023
Position 574: 0.00014294379855013046
Position 3973: 0.00014160099955595133
Position 2087: 0.0001408773130879983
Position 3049: 0.00013562317665902175
Position 2439: 0.00013167734386177314
Position 3925: 0.00013043559315047774
Position 2895: 0.00012865620238873408
Position 5988: 0.00012005133452451767
Position 3222: 0.00010368856590793572
Position 1756: 8.985431605775208e-05
