Gene = GLYCTK
index = 600
Annotated 5SS: [  21 2864 3256 4067]
Annotated 3SS: [2447 3103 3890 4403]
SMsplice 5SS: [  21 3256]
SMsplice 3SS: [3103 4403]
top_k =  1000
Partition function (log Z): -7.328064898315414

Sorted 5' Splice Sites (High to Low Probability):
Position 21: 0.9456262797322886
Position 3256: 0.8282963581562194
Position 2694: 0.1890366597397629
Position 4286: 0.185992103081595
Position 5337: 0.1835167402017194
Position 5319: 0.1207098780121707
Position 4067: 0.06738864320134241
Position 2279: 0.040661972628414575
Position 4714: 0.030618182495130764
Position 2864: 0.03000481356600546
Position 2761: 0.029493979683201846
Position 253: 0.018625513236138137
Position 3353: 0.017426988807914483
Position 2736: 0.01711818688183556
Position 2622: 0.016176509107467655
Position 3138: 0.015248476686391165
Position 4266: 0.015081161163181775
Position 3330: 0.014025468262294961
Position 214: 0.013322755608831302
Position 1372: 0.011096920168791886
Position 3261: 0.008317686144642417
Position 4449: 0.007461985235939708
Position 4407: 0.00701838640932767
Position 4233: 0.006752170044690952
Position 4249: 0.005749187142958484
Position 1110: 0.00487222607102388
Position 4726: 0.004835914616541677
Position 3377: 0.0046729273007319536
Position 2056: 0.00449566071874965
Position 5224: 0.0043495003617792
Position 3314: 0.004025605748219954
Position 634: 0.003557490546774128
Position 590: 0.0035497351852311148
Position 2626: 0.003471417634327823
Position 1134: 0.003352004977220655
Position 2011: 0.003125973202128234
Position 4314: 0.0031071474442583525
Position 2505: 0.002908192278139715
Position 3282: 0.0024531674498414996
Position 672: 0.0019554172078892285
Position 3148: 0.001935458738428471
Position 3286: 0.0017952281764634429
Position 1968: 0.001753018677881443
Position 5267: 0.0016820264164597242
Position 1579: 0.0015232472538602672
Position 712: 0.0014887305893338415
Position 296: 0.001120382811432673
Position 2309: 0.0010871031363780808
Position 4548: 0.0009683655897753545
Position 3728: 0.0009580414583933626
Position 4032: 0.0008481457451406802
Position 4557: 0.0008299297784185187
Position 85: 0.0006573321962645654
Position 3891: 0.00045378847850988476
Position 4617: 0.0004270386772079306
Position 695: 0.0004196620281963668
Position 3477: 0.0004137341096402876
Position 3742: 0.0004042757056841034
Position 5006: 0.000385756482346573
Position 1187: 0.0003803087729228423
Position 1041: 0.0003802308675126039
Position 3037: 0.00036667288119011747
Position 5279: 0.00033132805899140934
Position 661: 0.00030765574317901333
Position 2357: 0.0003044178832613562
Position 1249: 0.0002442217846923434
Position 1127: 0.00023156558153499072
Position 2008: 0.00023096774341884195
Position 4719: 0.0002225809661061025
Position 3358: 0.00020906709019394412
Position 3393: 0.00019507896624735145
Position 4528: 0.00015265785029261214
Position 91: 0.0001433527090361604
Position 1859: 0.00014205162944656337
Position 4562: 0.00013887183128259996
Position 1745: 0.00013615931202691492
Position 1586: 0.00013020352682868513
Position 1264: 0.000129794134918996
Position 4488: 0.00012957161305452244
Position 656: 9.18546996427746e-05
Position 1662: 9.018575775520103e-05
Position 4170: 8.483649152038647e-05
Position 3293: 8.483347511491741e-05
Position 377: 8.050333382748364e-05
Position 1666: 7.776959691598408e-05
Position 2352: 6.907839065404151e-05
Position 1170: 6.10770301158393e-05
Position 1953: 5.939346382189086e-05
Position 2340: 5.662816038032041e-05
Position 62: 5.5325104999794934e-05
Position 3374: 5.455359046184045e-05
Position 3050: 5.111269792067464e-05
Position 3813: 5.063066831361218e-05
Position 1529: 4.9156626422230556e-05
Position 3032: 4.578209593345777e-05
Position 1142: 4.175916003743994e-05
Position 700: 4.111523313126646e-05
Position 617: 3.96476958140726e-05
Position 356: 3.3235182217541826e-05
Position 1352: 2.7838182271043094e-05
Position 2090: 2.4654279692388876e-05
Position 1388: 2.2883777964700796e-05
Position 310: 2.2421995770285172e-05
Position 2677: 2.1715782989048043e-05
Position 1648: 2.1321044049669976e-05
Position 1643: 1.9665841272002025e-05
Position 1096: 1.939296994965932e-05
Position 1291: 1.8997372542281855e-05
Position 2617: 1.7745971451798277e-05
Position 944: 1.4469915366414272e-05
Position 13: 1.4280819750189062e-05
Position 2109: 1.3639295547046994e-05
Position 560: 9.217438562149236e-06
