Gene = YARS
index = 1583
Annotated 5SS: [  966  7243  7563 11672 20391 26992 31214 31792 35750 37106 38069 38772]
Annotated 3SS: [ 7095  7386 11541 20309 26898 31077 31705 35613 37007 37874 38629 42061]
SMsplice 5SS: [  429  7243  7563 11672 16734 20391 26992 31214 31792 35750 37106 38772]
SMsplice 3SS: [ 7095  7386 11541 16575 20309 26898 31077 31705 35613 37007 38629 38910]
top_k =  1000
Partition function (log Z): 6.1536574641596005

Sorted 5' Splice Sites (High to Low Probability):
Position 7243: 0.9913783343168308
Position 7563: 0.9883185217706066
Position 31792: 0.9726788619723209
Position 38772: 0.9720155671571452
Position 11672: 0.9214289552735692
Position 35750: 0.8940649011832331
Position 20391: 0.8699099158744225
Position 26992: 0.6141210227402283
Position 37106: 0.5831970001603588
Position 429: 0.46298602652802484
Position 16734: 0.4480688588543285
Position 1340: 0.44211377947723013
Position 31214: 0.4110045501448727
Position 31142: 0.4033053331574243
Position 243: 0.22678867808233288
Position 16738: 0.20628280532233348
Position 37150: 0.1535404738389982
Position 38230: 0.14491033452123497
Position 20046: 0.14475150937186204
Position 11878: 0.1301822177104779
Position 966: 0.12808220187095834
Position 20434: 0.12702951228657672
Position 20033: 0.12508478198679848
Position 38069: 0.12100831518043544
Position 850: 0.11230491868830285
Position 16890: 0.09381411498932211
Position 1116: 0.09299733978542189
Position 37941: 0.08724010897237032
Position 1804: 0.08338933208985319
Position 7968: 0.08235429741190779
Position 11280: 0.08034795503324134
Position 31353: 0.07397065583287234
Position 16353: 0.07217008717109596
Position 9223: 0.07103672389103326
Position 16839: 0.0680449054064731
Position 36833: 0.06344533553237887
Position 37992: 0.06246812494951032
Position 5814: 0.0619366646292348
Position 11450: 0.05597707358750677
Position 24771: 0.04853393997734028
Position 31372: 0.04347382552385636
Position 33687: 0.037517591608533116
Position 2430: 0.033348877638407916
Position 775: 0.03190596677786811
Position 13609: 0.02680944213842628
Position 11618: 0.02559725981670882
Position 37953: 0.02416539747027604
Position 16699: 0.02376276243126888
Position 38258: 0.023268911649492515
Position 10537: 0.021808527089034944
