Gene = CAAP1
index = 270
Annotated 5SS: [  392  5492  6701  7995 31739]
Annotated 3SS: [ 5290  6615  7918 31664 50156]
SMsplice 5SS: [  392  5230  5492  6701  7995 23397 28597 31739]
SMsplice 3SS: [ 5081  5339  6615  7918 23300 28472 31664 50156]
top_k =  1000
Partition function (log Z): -12.709445522677745

Sorted 5' Splice Sites (High to Low Probability):
Position 7995: 0.9999051412210962
Position 392: 0.9862528206584529
Position 23397: 0.904538918127007
Position 31739: 0.8996084822492513
Position 6701: 0.8422761297517809
Position 5492: 0.7390564946280234
Position 24055: 0.5829467209064892
Position 4530: 0.5599504893408841
Position 5230: 0.48222857025624943
Position 24600: 0.4306017465675048
Position 6479: 0.4089175245644671
Position 5218: 0.30734021468383554
Position 6516: 0.23259453031912103
Position 5393: 0.11066641494084017
Position 6768: 0.06980075091895944
Position 6922: 0.06948184762683379
Position 2603: 0.05700260648268517
Position 4862: 0.04906538327888145
Position 5849: 0.04691373996379076
Position 4592: 0.015794762954727287
Position 7365: 0.0102038111184801
Position 2559: 0.009993834238030066
Position 546: 0.009933695494394027
Position 5361: 0.008149662390438251
Position 31927: 0.007833906787793265
Position 4866: 0.004477514170725448
Position 3671: 0.004081522332296664
Position 6483: 0.0037316221467740807
Position 6141: 0.0029227429049686815
Position 2121: 0.0027364892481234926
Position 957: 0.0024406036150301414
Position 506: 0.0023899315246879143
Position 4423: 0.0021417031580547538
Position 7307: 0.0019105689458614736
Position 1183: 0.0018587965581581749
Position 5851: 0.0018169626710643368
Position 1158: 0.0016319888012869084
Position 7497: 0.0014699994194639814
Position 24142: 0.0013466913653449454
Position 24051: 0.0013041720528524877
Position 5834: 0.0011785125269453867
Position 3650: 0.00113870338678136
Position 4086: 0.0011278275326398566
Position 2517: 0.0010967152353252142
Position 2838: 0.0009249139339205931
Position 396: 0.0008539869987381838
Position 4349: 0.0008492395813823571
Position 3606: 0.0008251453109043219
Position 2511: 0.0006954001904615354
Position 5122: 0.000688159582063064
Position 3310: 0.0006647116061522433
Position 6393: 0.0006431788919137004
Position 1781: 0.0006176713133123086
Position 6261: 0.0005977916425800043
Position 4773: 0.0005467322921560217
Position 5234: 0.0005128109161969328
Position 4478: 0.0005023114427142496
Position 5252: 0.0004319072915694291
Position 8328: 0.00042397736480014216
Position 3081: 0.0003803577398899474
Position 2757: 0.00037123419269960775
Position 2784: 0.0003533694598663526
Position 2697: 0.00035315572049651896
Position 1831: 0.0003450284816510954
Position 16503: 0.00029605918067807726
Position 4596: 0.00025664887868124804
Position 1298: 0.00025664337628168363
Position 242: 0.0002385666331733235
Position 6175: 0.00023581752345080655
Position 1487: 0.00022768272174598616
Position 3212: 0.00021701705377924312
Position 2653: 0.00020550778967662157
Position 288: 0.00018986147737906018
Position 1658: 0.00017158325232040638
Position 2275: 0.00015676589127783846
Position 2608: 0.00014673599948824791
Position 3305: 0.00013289579035227091
Position 5225: 0.00011145554591782636
Position 842: 0.00010825583387263368
Position 18230: 8.68936054618674e-05
Position 5055: 7.204735459321771e-05
Position 1220: 5.645718566058607e-05
Position 1717: 5.61864115624528e-05
Position 4051: 4.885352324332238e-05
Position 5442: 4.5126778163871334e-05
Position 173: 4.048416766138372e-05
Position 10439: 3.668561751703762e-05
Position 7163: 3.663343811614713e-05
Position 1060: 3.1276516221892866e-05
Position 7326: 2.732513092521457e-05
Position 5151: 2.5438947078185867e-05
Position 5434: 2.431094632914814e-05
Position 8436: 2.3243333577114042e-05
Position 9784: 2.1339681333293055e-05
Position 1399: 2.0031023459648478e-05
Position 3269: 1.9818951738102275e-05
Position 8771: 1.7844294732900162e-05
Position 1732: 1.7600527645154177e-05
Position 10284: 1.6813180098250888e-05
Position 354: 1.577070097773451e-05
Position 1212: 1.5515841374363684e-05
Position 1937: 1.4943674734666393e-05
Position 6087: 1.4488475200650853e-05
Position 4010: 1.3773858298963798e-05
Position 756: 1.3194194128820074e-05
Position 522: 1.262657984473473e-05
Position 2303: 1.2127900010583583e-05
Position 10087: 1.1176687430704909e-05
Position 3496: 1.1138302456207765e-05
Position 5670: 1.0936255545867692e-05
Position 2150: 1.0392845483030377e-05
Position 1622: 1.031074959931312e-05
Position 3356: 8.707167916404763e-06
Position 5255: 8.582403750335946e-06
Position 4710: 8.434787385693436e-06
Position 4155: 7.944268844045552e-06
Position 9980: 7.510471610927164e-06
Position 3716: 7.48954097976353e-06
Position 1131: 6.640280656462675e-06
Position 3102: 6.15121835052125e-06
Position 103: 5.327675413429462e-06
Position 12632: 5.023642331087415e-06
Position 10341: 4.875206557217483e-06
Position 39: 4.409862356655779e-06
Position 252: 4.406402915313974e-06
Position 7991: 4.239632652484982e-06
Position 8854: 3.602341111615918e-06
Position 509: 3.522103046437787e-06
Position 135: 3.200090923802537e-06
Position 181: 3.0700122546036465e-06
Position 2228: 3.0581451669059895e-06
Position 6907: 2.1860804446317645e-06
Position 2104: 2.0006793284580315e-06
Position 2024: 1.727589809800645e-06
Position 72: 1.6902116596877505e-06
Position 1318: 1.5021450542812903e-06
Position 445: 1.1678408204236659e-06
Position 2821: 9.70409789655842e-07
Position 7987: 9.139274605916328e-07
Position 2283: 8.342929696103145e-07
Position 1771: 7.81662956292542e-07
Position 798: 6.283593699492383e-07
Position 922: 5.073579156570954e-07
Position 1969: 4.587413428790093e-07
Position 2177: 4.241385896350731e-07
Position 815: 4.1550609347818626e-07
Position 1491: 3.5551562674559626e-07
Position 5268: 2.614181391630064e-07
Position 28: 2.3684997036499013e-07
Position 9542: 2.226419482030434e-07
Position 129: 1.7360684360575266e-07
Position 306: 1.6512151877216022e-07
Position 371: 1.5278325427793064e-07
Position 276: 1.507089525846279e-07
Position 9344: 1.3521505904620563e-07
Position 8109: 1.351613742342151e-07
Position 198: 6.382810910323763e-08
Position 10027: 5.177491891366007e-08
Position 1790: 5.1572977244255996e-08
Position 8870: 5.0455791630939134e-08
Position 1503: 4.5432388490024075e-08
Position 9428: 3.500856711005632e-08
Position 540: 2.7190930855064705e-08
