Gene = MEIKIN
index = 834
Annotated 5SS: [   299    543   1034   3064  12186  23877  28813  33884  66721  90945
  94435 126959]
Annotated 3SS: [   448    945   3002  12056  23756  28772  33818  66649  90863  94314
 126834 138439]
SMsplice 5SS: [   299    543  12186  23877  28813  33884  60012  60864  90945 116381
 126959 130085]
SMsplice 3SS: [   448  12056  23756  28772  33711  59863  60754  90863 116260 126834
 130003 136642]
top_k =  1000
Partition function (log Z): -47.39027408592158

Sorted 5' Splice Sites (High to Low Probability):
Position 23877: 0.9882925058403228
Position 12186: 0.9801209332388373
Position 33884: 0.9190554538048027
Position 543: 0.903328760599528
Position 28813: 0.8896541759802217
Position 299: 0.5194586729071636
Position 773: 0.45869519776805134
Position 29268: 0.42279603540089616
Position 323: 0.4014643995211124
Position 3064: 0.39040422435112276
Position 34733: 0.30058718552649616
Position 8109: 0.24028870740911043
Position 3879: 0.176110408324747
Position 30073: 0.1684257768741815
Position 26350: 0.14332613143820627
Position 8119: 0.10587126666096917
Position 7979: 0.08922684916609197
Position 521: 0.068300628008123
Position 6750: 0.06501658379860717
Position 4170: 0.062269043885557686
Position 14349: 0.06031119864288617
Position 26329: 0.05615500938198901
Position 177: 0.05466715297684524
Position 8611: 0.04089894634066752
Position 20471: 0.03898019316703797
Position 1034: 0.037746654614014614
Position 29153: 0.03519935572386082
Position 13698: 0.030845296428050513
Position 26315: 0.029721370521106356
Position 3163: 0.025572848459992185
Position 37272: 0.023091421884656793
Position 32023: 0.022292673805524264
Position 42944: 0.022203005889354387
Position 40428: 0.021551099987071436
Position 8157: 0.018589731250352858
Position 26684: 0.016652672750364007
Position 26044: 0.016282617516361425
Position 5731: 0.01425410026272215
Position 12194: 0.013201781271102477
Position 19208: 0.013014271303063586
Position 25674: 0.012396820817066901
Position 25135: 0.011792461805539693
Position 18467: 0.010659341988590792
Position 35817: 0.008197662789910475
Position 19183: 0.007481546787731212
Position 6740: 0.006756050892083779
Position 756: 0.005916654323371255
Position 3789: 0.005632823364762386
Position 7222: 0.0055569038369870805
Position 6278: 0.004146314642217698
Position 5890: 0.004039408522847938
Position 14568: 0.003994153548789156
Position 26095: 0.0037239911330106904
Position 3341: 0.003694827752708368
Position 182: 0.0036126630620754332
Position 19057: 0.002805344891852677
Position 1038: 0.002730127370230178
Position 2327: 0.0024876530897098453
Position 769: 0.002093224195883272
Position 8326: 0.0017755264777398654
Position 407: 0.0014614515546988928
Position 71: 0.0012068641174649158
Position 411: 0.0010487302415770955
Position 3499: 0.000828372676172428
Position 2755: 0.0007238499028349158
Position 233: 0.0006205798104411801
Position 34825: 0.0006170557054678855
Position 2271: 0.0005433095709920737
Position 25020: 0.0004924916419651332
Position 8003: 0.000478260943302571
Position 915: 0.00038885918712468876
Position 2902: 0.00027782717679218004
Position 746: 0.00021914382784601603
Position 1717: 0.00020208670483484528
Position 12163: 0.00019980578063695997
Position 449: 0.00018138536897639487
Position 12757: 0.00015680218310640804
Position 991: 0.00014271819344842038
Position 371: 0.00014147754193219128
Position 2401: 0.0001333193441724774
Position 12748: 0.00012623962107301837
Position 557: 0.00010998887903955388
Position 1280: 6.762515153231574e-05
Position 1765: 6.575672925443006e-05
Position 1095: 6.53433987762673e-05
Position 614: 5.1443878531227735e-05
Position 547: 4.760700096156536e-05
Position 152: 3.7637580916357484e-05
Position 112: 3.574288422315115e-05
Position 208: 2.40639663188423e-05
Position 3184: 1.9608132010938726e-05
Position 12075: 1.6202067393739208e-05
Position 195: 1.3229504098404448e-05
Position 3833: 5.576752506312414e-06
Position 3505: 5.0407397196107765e-06
Position 828: 4.688268828199139e-06
Position 36: 3.9482211758846226e-06
Position 537: 3.8746975356552795e-06
Position 810: 2.8240939948745185e-06
Position 469: 2.041856484648519e-06
Position 415: 9.421437544465808e-07
Position 804: 6.056698464026955e-07
Position 655: 5.563292500918185e-07
Position 816: 3.8120993154204447e-07
Position 65: 2.1114412534636927e-07
Position 2403: 1.0892834669025196e-07
Position 166: 9.479873542387211e-08
Position 1291: 2.1017516866215697e-08
Position 480: 2.0458407412264406e-08
Position 1073: 1.2135089195146266e-08
Position 1132: 1.0296629424895824e-08
Position 1154: 1.0055375841784397e-08
Position 941: 8.833942493874842e-10
Position 432: 3.599767363309259e-11
Position 633: 1.4107825657332204e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 12056: 0.9891107324958658
Position 23756: 0.9883299206896498
Position 448: 0.9370969934165987
Position 28772: 0.9039883567332205
Position 33711: 0.6382076625026633
Position 678: 0.4112100282276425
Position 29152: 0.3367166431701727
Position 3002: 0.28866531649373617
Position 33818: 0.2854096274269998
Position 34676: 0.2709402337858032
Position 42512: 0.2642685176556965
Position 7878: 0.23192112470361675
Position 26155: 0.16765780266085673
Position 29949: 0.16441971039668327
Position 3788: 0.13079369147081715
Position 46095: 0.12961012394682422
Position 8036: 0.09274110053922671
Position 43133: 0.08918402980486151
Position 36904: 0.08346711435928654
Position 7964: 0.0714991875862743
Position 2826: 0.062193933901625365
Position 14233: 0.060707708554639014
Position 7904: 0.06006892907844892
Position 40818: 0.058210082935091015
Position 29011: 0.05800078939089653
Position 4071: 0.05725717978281646
Position 2980: 0.05437669441839075
Position 633: 0.04634025789385356
Position 42282: 0.04098842032647033
Position 8495: 0.04089896106619888
Position 38276: 0.04052839810984957
Position 20392: 0.03898074653941824
Position 3731: 0.038382549918671946
Position 34185: 0.03733045800256722
Position 6664: 0.03533214492607848
Position 37124: 0.03530674694976921
Position 42802: 0.03044789279515929
Position 40311: 0.030283737173740145
Position 34566: 0.02942759567702746
Position 6647: 0.02767063586721836
Position 26223: 0.027173994246370438
Position 31927: 0.023734903125581297
Position 36339: 0.023421470311110942
Position 42059: 0.02319106078593273
Position 41512: 0.022834690179832876
Position 29125: 0.022165359387645682
Position 25890: 0.021778645432045603
Position 28749: 0.02110041572246816
Position 847: 0.02106912210035404
Position 19154: 0.02049618640031474
Position 39609: 0.018499093104503393
Position 5537: 0.017057193467446403
Position 35338: 0.01678031985096981
Position 26592: 0.01665674499482822
Position 26235: 0.01642772467446526
Position 13579: 0.015372939861295728
Position 945: 0.0148267670174377
Position 36581: 0.014649245642996363
Position 25056: 0.011800298564829568
Position 40159: 0.011754583509098488
Position 25528: 0.011465856204619184
Position 26095: 0.011227885528113176
Position 37087: 0.01115281019963681
Position 29211: 0.00977859698895963
Position 414: 0.009736981040824218
Position 37421: 0.008908703156457594
Position 13562: 0.0078619559445103
Position 40021: 0.007447680202812974
Position 3589: 0.007346625830569101
Position 6531: 0.007313913542005533
Position 37598: 0.007174039914560872
Position 13559: 0.006825551143778449
