Gene = SMC2
index = 1275
Annotated 5SS: [  218  1293  2038  4309  5423  5944  6174  7934  8314 17555 19216 19822
 20570 22060 24116 25903 28973 30846 32525 33221 35586 37866 40316 43906]
Annotated 3SS: [ 1038  1887  4185  5383  5832  6128  7699  8163 17320 19055 19703 20430
 21939 23910 25766 28847 30651 32380 33025 35384 37748 40154 43757 44878]
SMsplice 5SS: [  218  2038  4309  5423  5944  6174  7802  8314 19216 19822 20570 22060
 24116 25903 28973 30846 32525 33221 35586 37866 40316 43906 46113]
SMsplice 3SS: [ 1887  4185  5383  5832  6128  7699  8163 19055 19703 20430 21939 23910
 25766 28847 30651 32380 33025 35452 37748 40154 43757 46035 46223]
top_k =  1000
Partition function (log Z): 32.53249740318502

Sorted 5' Splice Sites (High to Low Probability):
Position 20570: 0.9955881791304768
Position 8314: 0.991645770180254
Position 43906: 0.9805179574021
Position 37866: 0.9788732270472734
Position 24116: 0.9609308316399617
Position 32525: 0.9579499859804084
Position 33221: 0.9481569178327267
Position 19822: 0.9473039920017458
Position 25903: 0.9416936080998799
Position 35586: 0.9153460981390454
Position 28973: 0.9054915306817308
Position 5944: 0.8879426214927418
Position 4309: 0.8707958350886166
Position 22060: 0.8550997282459007
Position 40316: 0.8511902350565866
Position 30846: 0.785947708321551
Position 19216: 0.7483166604546492
Position 6174: 0.6785056525562608
Position 2038: 0.6433329146892868
Position 46113: 0.6293502328120001
Position 7802: 0.5450936830821137
Position 5423: 0.49680299716649096
Position 28768: 0.4717238427260691
Position 5730: 0.42524842957462805
Position 218: 0.423140375958823
Position 17555: 0.4184773244551969
Position 33606: 0.41832110127250494
Position 30253: 0.33909662171838256
Position 1293: 0.3260875480023371
Position 7934: 0.3012746669729096
Position 10681: 0.2397172479184548
Position 9672: 0.21508866386232042
Position 10949: 0.1857597727875628
Position 703: 0.1839896524870231
Position 30489: 0.1575772963682864
Position 425: 0.13807608532209056
Position 1844: 0.12755521900267505
Position 189: 0.12119129580246628
Position 46157: 0.12059013319187259
Position 10960: 0.10483826776363157
Position 3948: 0.10005279450681435
Position 11203: 0.09967750997284858
Position 40655: 0.09651913805062086
Position 43314: 0.09509045090686971
Position 5676: 0.08208484914115395
Position 20876: 0.08140702768968298
Position 30476: 0.07608546661251003
Position 38776: 0.07207114271871314
Position 22585: 0.07056847004886786
Position 9677: 0.06971067237199689
Position 28749: 0.06894114299584676
Position 227: 0.06766202793248743
Position 23635: 0.06764239022024056
Position 39405: 0.06632076308688713
Position 21267: 0.06629906558260992
Position 6400: 0.0646609308220003
Position 32263: 0.06351654062934609
Position 5458: 0.06103849847303046
Position 38677: 0.05826561900105832
Position 38780: 0.05697911295290667
Position 10520: 0.052425835957323634
Position 23802: 0.049440259203306074
Position 650: 0.047121167852332474
Position 21257: 0.047074868205032386
Position 19254: 0.04429498658147635
Position 31975: 0.04104857749219959
Position 22520: 0.038854599780866375
Position 44904: 0.037331143970317636
