Gene = PLPPR5
index = 1043
Annotated 5SS: [  459 48285 51824 83012 90108]
Annotated 3SS: [ 48151  51572  82834  89972 111788]
SMsplice 5SS: [   459  25298  48285  51824  82634  83012  90093 102344]
SMsplice 3SS: [ 25175  48151  51572  82578  82834  89972 102218 111788]
top_k =  1000
Partition function (log Z): -54.93879731587996

Sorted 5' Splice Sites (High to Low Probability):
Position 459: 0.9507875194526829
Position 9520: 0.2829027021309453
Position 12104: 0.27113378249220027
Position 6614: 0.19151725243316
Position 7216: 0.13812791931424792
Position 2806: 0.026563455519884937
Position 8228: 0.02367242248768686
Position 2670: 0.02299273093266942
Position 765: 0.022158053367283714
Position 2624: 0.021805482638201902
Position 5021: 0.01952675789652244
Position 1680: 0.018343459833090364
Position 4265: 0.01766305153058475
Position 2764: 0.017266333485504274
Position 2534: 0.017082073231177077
Position 12967: 0.01704041997581582
Position 548: 0.014867958785191666
Position 7572: 0.013952365328296183
Position 5007: 0.011871638719589475
Position 7113: 0.011675782142189907
Position 2431: 0.009493110744520361
Position 1536: 0.00788243876835782
Position 2520: 0.006650846869522961
Position 5562: 0.006276828098355718
Position 734: 0.006220419414032659
Position 5132: 0.006209727446427177
Position 727: 0.00551846347412611
Position 9001: 0.0030822843511375923
Position 1194: 0.0030111913444639464
Position 967: 0.0029495332631941256
Position 1702: 0.0024330296426119656
Position 9543: 0.0019983252346432445
Position 6596: 0.0018358082626413355
Position 7159: 0.0017448162048848178
Position 291: 0.0016852593259341847
Position 5751: 0.0014896608528734106
Position 273: 0.0013575542441253458
Position 1547: 0.0012798446184277795
Position 6608: 0.0012590781087676714
Position 8523: 0.0012422746881956461
Position 4491: 0.0010585587498708135
Position 12207: 0.0010382042721185135
Position 622: 0.000711715160529841
Position 4424: 0.0006127444734723179
Position 9586: 0.0005555837015760534
Position 1080: 0.00025824311880886033
Position 626: 0.00023113457042837023
Position 616: 0.00018948763227492928
Position 2388: 0.0001889612386919562
Position 2308: 0.00018561385138697058
Position 1757: 0.0001797315925785721
Position 139: 0.00016615886222087843
Position 1524: 0.00011995065844723521
Position 2435: 0.00011290786026572439
Position 694: 9.973131108011433e-05
Position 2638: 9.939968960193112e-05
Position 537: 8.21159430489534e-05
Position 1556: 7.50588816309362e-05
Position 2253: 6.992007319806741e-05
Position 519: 6.084098851753828e-05
Position 898: 6.0075085568595365e-05
Position 552: 5.756291301223402e-05
Position 15: 4.674390048838524e-05
Position 176: 4.4020179706671096e-05
Position 1144: 4.1390306545604996e-05
Position 1512: 4.068180522103193e-05
Position 1204: 3.958249760902483e-05
Position 1937: 3.4251395186310353e-05
Position 339: 2.54501119768306e-05
Position 1198: 2.0128230005842095e-05
Position 2577: 1.916311761750351e-05
Position 314: 1.765708053969448e-05
Position 456: 1.490306028559218e-05
Position 731: 1.4351255909226004e-05
Position 1200: 1.385129098598306e-05
Position 2393: 1.356977979405942e-05
Position 576: 1.2877247596592677e-05
Position 1626: 1.1035994016259933e-05
Position 1574: 1.048212433970562e-05
Position 1426: 6.638425323028782e-06
Position 2650: 6.5621874947222965e-06
Position 2558: 5.440000442535776e-06
Position 2329: 4.7269652660105725e-06
Position 1722: 4.443803836755165e-06
Position 326: 4.385959365634024e-06
Position 1582: 4.078091982604362e-06
Position 1417: 3.854938311029918e-06
Position 1986: 3.2098320544159548e-06
Position 2075: 3.1874444051214525e-06
Position 1728: 2.953316356437432e-06
Position 1534: 2.667880467495598e-06
Position 1240: 2.3038016062827654e-06
Position 333: 1.959677389102172e-06
Position 1056: 1.656568945959933e-06
Position 444: 1.6069195815613842e-06
Position 934: 1.6023096880681829e-06
Position 778: 9.452370831508617e-07
Position 218: 6.842723940237783e-07
Position 302: 5.070094697714489e-07
Position 7: 4.975762262047766e-07
Position 678: 4.805866618702892e-07
Position 491: 4.771639690310661e-07
Position 924: 3.66548213385526e-07
Position 1316: 2.7105272152777025e-07
Position 1238: 2.570925651748166e-07
Position 1363: 2.079714248416572e-07
Position 1329: 9.946993996267077e-08
Position 100: 6.220232151163413e-08
Position 900: 5.81425326562061e-08
Position 753: 5.310150575717788e-08
Position 741: 4.869921045562096e-08
Position 1437: 3.4250330394097807e-08
Position 1202: 9.703705751668834e-09
Position 1397: 6.947620744591381e-09
Position 483: 6.542971266737106e-09
Position 408: 3.778169305267728e-09
Position 657: 2.0020133097454904e-09
Position 837: 1.7908438875454486e-09
Position 689: 4.970069124290602e-11
Position 107: 4.595385485461445e-11
Position 417: 2.6747456105204552e-11
Position 450: 1.173768212564666e-11
Position 566: 9.739293235846199e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 12040: 0.5788946907144096
Position 9437: 0.29913516776924304
Position 6501: 0.1555167526602692
Position 7034: 0.14175763984206416
Position 19682: 0.1299228823212023
Position 13620: 0.1136087083520515
Position 2457: 0.06849602854592693
Position 14065: 0.06764552753649611
Position 11882: 0.0659740562576805
Position 2724: 0.05770959911144146
Position 1466: 0.03612168977522637
Position 12759: 0.028744279639642142
Position 13589: 0.02467676061030199
Position 6990: 0.020470475503618236
Position 1605: 0.020434807432090887
Position 7855: 0.019027425157730895
Position 11165: 0.01878051105139322
Position 13115: 0.01775323190362773
Position 6581: 0.01636242320019925
Position 17186: 0.013303116704093933
Position 4175: 0.012502200511822681
Position 4771: 0.011771177526501902
Position 966: 0.011445113139969602
Position 14978: 0.011216955928824561
Position 6381: 0.010614875171845208
Position 10726: 0.010249916075349998
Position 7990: 0.009959663430903633
Position 15008: 0.008995277600324945
Position 5054: 0.008470651283588787
Position 4885: 0.00821640350410994
Position 12079: 0.007383319508125058
Position 4858: 0.007046511960920043
Position 11353: 0.006878549587629167
Position 15500: 0.006718607429039096
Position 7253: 0.0063026099010671955
Position 6429: 0.006111466276617317
Position 8218: 0.005816906532710546
Position 14274: 0.005654580384587575
Position 2614: 0.005558808440518983
Position 2188: 0.005279289746244703
Position 12296: 0.005246694724662938
Position 15719: 0.004832582287240738
Position 6519: 0.004635858861026753
Position 17157: 0.004439746330654509
Position 7543: 0.00437552450055357
Position 16574: 0.003775348920496698
Position 1355: 0.003672755039200325
Position 12873: 0.003560814699565972
Position 1378: 0.003350582291102325
Position 11993: 0.0033261279712491054
Position 7944: 0.0029115194515604657
Position 8914: 0.002903488249061159
Position 7418: 0.0028033203217625036
Position 12183: 0.0027136048389306217
Position 598: 0.0026640154664823025
Position 6537: 0.002658927814487624
Position 2346: 0.002444956714463892
Position 4713: 0.002375599034031891
Position 5479: 0.00220967396610941
