Gene = NDUFB5
index = 930
Annotated 5SS: [  238 10358 11348 12343 13820]
Annotated 3SS: [10268 11280 12280 13712 19217]
SMsplice 5SS: [  655 10358 12343 13820 18280]
SMsplice 3SS: [10249 12280 13712 18145 19217]
top_k =  1000
Partition function (log Z): -2.743570504547164

Sorted 5' Splice Sites (High to Low Probability):
Position 10358: 0.9733591889842192
Position 12343: 0.8017364203067378
Position 18280: 0.659856830979613
Position 13820: 0.5880971439477396
Position 655: 0.4460163145354516
Position 13837: 0.3886546030609815
Position 6644: 0.3794054784324098
Position 238: 0.3110159781522484
Position 3415: 0.3013795352615468
Position 11348: 0.23289361669236175
Position 2823: 0.21498728952802018
Position 10579: 0.19657270460356857
Position 18056: 0.18250598034778986
Position 12579: 0.17718649470300168
Position 3111: 0.17142485128234164
Position 5100: 0.15315203226523827
Position 17409: 0.12497324341382186
Position 274: 0.12054138262654018
Position 2810: 0.12028524327410599
Position 692: 0.11153115178418418
Position 640: 0.10870488565108868
Position 12985: 0.06805635982349482
Position 2877: 0.05634941783663353
Position 13228: 0.05314758428127571
Position 10914: 0.052125280249896204
Position 2999: 0.048739341909829606
Position 6524: 0.042424743243049776
Position 2532: 0.04116097792873702
Position 3910: 0.02604722612739504
Position 504: 0.024789979722149347
Position 12160: 0.02101788454799728
Position 14861: 0.01936330959843833
Position 16282: 0.018190027072583406
Position 6106: 0.015519312673004148
Position 15589: 0.011720976649016949
Position 14016: 0.011652957769516742
Position 53: 0.0108372483834405
Position 14865: 0.010817817281893507
Position 13864: 0.010465283709228718
Position 19362: 0.008447686659768168
Position 1431: 0.00825197002661478
Position 14556: 0.007773578639978623
Position 3062: 0.007688871583521887
Position 5354: 0.005257347197155252
Position 12130: 0.004859734164907638
Position 13841: 0.004161822152005529
Position 12198: 0.0039367259990061194
Position 13152: 0.0036972754395904694
Position 12218: 0.0035684516032894937
Position 2608: 0.003370699862455196
Position 17059: 0.0026099811093993103
Position 342: 0.0023375366962414762
Position 3015: 0.00221338556099015
Position 12716: 0.0021515803808193007
Position 18571: 0.0021053104869791952
Position 11626: 0.0017879195467199725
Position 4380: 0.0017767161314954463
Position 13483: 0.001744338761106405
Position 19587: 0.001735979898194771
Position 404: 0.0016814412666608586
Position 10942: 0.0015399375321130892
Position 242: 0.0013988501687878401
Position 2030: 0.001215861357510384
Position 307: 0.0012109523727706225
Position 2195: 0.001131473103810347
Position 1916: 0.0010939673493429115
Position 17768: 0.0010737862184724868
Position 2496: 0.0010711781364491214
Position 2882: 0.0010674380149432703
Position 2471: 0.000986765585776961
Position 11825: 0.0009531555726138864
Position 316: 0.0008787723512330823
Position 12433: 0.0007981508597913974
Position 1370: 0.0007286397832130787
Position 19252: 0.0007026296362948675
Position 13071: 0.000679203409032826
Position 16754: 0.0006410259919555821
Position 3230: 0.0006298778992458733
Position 2330: 0.0005206260692806714
Position 147: 0.0004023205859410129
Position 18686: 0.00030607259195585034
Position 11405: 0.000301580184442329
Position 11438: 0.00028886794518628037
Position 746: 0.0002828031601491161
Position 19272: 0.00025986907968307657
Position 141: 0.000255337554272827
Position 1233: 0.000198652475805487
Position 15922: 0.00018100064358733166
Position 127: 0.00010428354931956571
Position 105: 9.036547875275507e-05
Position 1999: 4.936963648799181e-05
Position 393: 4.674020838459376e-05
Position 2856: 4.181603091099045e-05
Position 1449: 3.748502235311752e-05
Position 572: 2.982075710819465e-05
Position 14091: 1.3278415225265396e-05
Position 108: 1.199007269018008e-05
Position 14134: 7.086708102951988e-06
Position 345: 6.919597269336255e-06
Position 156: 3.0743293782454236e-06
Position 1067: 3.049423149561397e-06
Position 76: 2.6711984256518643e-06
Position 494: 1.4255402829578405e-06
Position 265: 1.0937471544387361e-06
Position 167: 1.066229355666478e-06
Position 131: 9.030626460183932e-07
Position 521: 5.585736085436758e-07
Position 421: 5.395053507640802e-07
Position 419: 4.643455282100164e-07
Position 696: 2.804112157336778e-07
Position 450: 2.3396970685646023e-07
Position 986: 2.0050771065877002e-07
Position 901: 7.212433402668187e-08
Position 911: 3.0223198109410844e-08
Position 43: 2.527545777613382e-08
Position 859: 1.9801441014460588e-08
Position 1451: 1.3094487910841838e-08
Position 1185: 9.153658844935605e-09
Position 447: 8.644129700884975e-09
Position 647: 5.9975838030840675e-09
Position 545: 5.02121642088532e-09
Position 979: 4.805649053456179e-09
Position 217: 4.601391810945844e-09
Position 594: 4.494454505337196e-09
Position 1353: 9.707888711202505e-10
Position 1305: 4.969125258369966e-10
Position 1217: 4.804547078026075e-10
Position 701: 7.489791280063012e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 13712: 0.9759338503753648
Position 19217: 0.9434474383331054
Position 12280: 0.8011247714668533
Position 10249: 0.7472403504696356
Position 18145: 0.6593593133956898
Position 6426: 0.3789545420581558
Position 2660: 0.3413209672311382
Position 11280: 0.22606419699499758
Position 10078: 0.22285839905188976
Position 3323: 0.22161922925834837
Position 10483: 0.16648272624980742
Position 17873: 0.1263349654626
