Gene = KNG1
index = 752
Annotated 5SS: [  462  2940  5246  7985 10069 14354 15399 21931 22139 24324]
Annotated 3SS: [ 2828  5160  7811  9960 14268 15225 21822 22051 24245 26428]
SMsplice 5SS: [  200   462  2940  5246  7985 10069 14354 15399 21931 24324 24980]
SMsplice 3SS: [  301  2828  5160  7811  9960 14268 15225 21822 24245 24812 25123]
top_k =  1000
Partition function (log Z): 13.296545768839929

Sorted 5' Splice Sites (High to Low Probability):
Position 14354: 0.9974693407876541
Position 462: 0.9888428107973264
Position 21931: 0.9816284820007651
Position 2940: 0.9063871011778064
Position 7985: 0.8421278676052226
Position 200: 0.7906820128910665
Position 5246: 0.7626485165740302
Position 15399: 0.7436528785901811
Position 24324: 0.6947763078405442
Position 10069: 0.6555559337276651
Position 5643: 0.6271859222742785
Position 24980: 0.4022712577245509
Position 14641: 0.3784080556031658
Position 23281: 0.2575082946095835
Position 24984: 0.2550921796691491
Position 22139: 0.24139132339825403
Position 25188: 0.17076757314092553
Position 5276: 0.15880977943509073
Position 15618: 0.14790263985853497
Position 7037: 0.13955492519643503
Position 22167: 0.13430325169450505
Position 23292: 0.13017827189620665
Position 14666: 0.11296111721772226
Position 4023: 0.1011635885209407
Position 20801: 0.08931504547697229
Position 23379: 0.08793953413513798
Position 1910: 0.07740592673727621
Position 5705: 0.07417561517652158
Position 7095: 0.06869913208068001
Position 3260: 0.06862180432773818
Position 6225: 0.06412611532439325
Position 5296: 0.06333013832404265
Position 10910: 0.06123653018063509
Position 7342: 0.044499443501955054
Position 14787: 0.04432362790594359
Position 2914: 0.0419262228901672
Position 14124: 0.04072664254319183
Position 8122: 0.039736967880028916
Position 16551: 0.038298938958129566
Position 3026: 0.0338616518008301
Position 18869: 0.030434650554823493
Position 23296: 0.02944906980660981
Position 23996: 0.02237818185506392
Position 10898: 0.022310648823332484
Position 226: 0.021968974242281957
Position 20845: 0.021442543126966446
Position 3396: 0.021051874191314164
Position 4018: 0.019074535632112526
Position 1652: 0.018675324449930485
Position 6656: 0.015252900210889406
Position 14613: 0.01524254673371604
Position 14771: 0.015055521842757958
Position 23205: 0.013598607560005641
Position 7099: 0.013563204007898398
Position 10073: 0.013138127600492636
Position 21: 0.01294803654440858
Position 9793: 0.01051976630756253
Position 23543: 0.009646506418158491
Position 23210: 0.009329311445685216
Position 21437: 0.009198829654997846
Position 10862: 0.009092627393418914
Position 4411: 0.00730747997660644
Position 14583: 0.006942401418639103
Position 22933: 0.006786373318911688
Position 21911: 0.006657452116799547
Position 4087: 0.00640028265504555
Position 8205: 0.005646556329816043
Position 8148: 0.0054060071941621456
Position 7174: 0.005011344659677372
Position 4320: 0.004967197236126546
Position 5253: 0.004895441534211639
Position 23095: 0.0046053904252209305
Position 23375: 0.004514439400096486
Position 10124: 0.004484450548115829
Position 5895: 0.004227886562772411
Position 11657: 0.0038611607671342582
Position 26152: 0.003388028531196838
Position 1959: 0.0032427039465011825
Position 24026: 0.0028305544225675984
Position 18129: 0.002752256129607642
Position 23332: 0.0026994578585997357
Position 1906: 0.0020405710921349188
Position 1179: 0.0020115605013691184
Position 415: 0.0016403749676551919
Position 21029: 0.0015731503736310022
Position 5889: 0.0015537550194236816
Position 11080: 0.00138274977442424
Position 11026: 0.0013398856906454274
Position 6355: 0.0012696303545229623
Position 144: 0.001233483804850881
Position 53: 0.0012096838729656633
Position 22563: 0.0011501431134031603
Position 2643: 0.0009883548468952944
Position 3964: 0.0009730090044530759
Position 5201: 0.0008684572387382494
Position 4627: 0.000808104520035361
Position 1944: 0.0008046685708735053
Position 7964: 0.0007647134047722065
Position 1892: 0.0007638820880071265
Position 14727: 0.0007291959834244457
Position 3264: 0.0006797298105926478
Position 1918: 0.0006536461828928144
Position 1343: 0.0005770504438643736
Position 4239: 0.0005589986922227389
