Gene = MTPN
index = 893
Annotated 5SS: [  288 25800 26718]
Annotated 3SS: [25685 26633 47303]
SMsplice 5SS: [  288  2051  4463 25800 26718 29962]
SMsplice 3SS: [ 1859  4369 25685 26633 29847 47303]
top_k =  1000
Partition function (log Z): -22.532946541658884

Sorted 5' Splice Sites (High to Low Probability):
Position 4463: 0.8468413575683598
Position 288: 0.8395764038170362
Position 2051: 0.5621229961725326
Position 4120: 0.5149755675767046
Position 1662: 0.2648155710954187
Position 8942: 0.23118914224061496
Position 5973: 0.18890033925003993
Position 653: 0.17796199424774956
Position 1901: 0.17041471544440218
Position 4764: 0.14788482477502538
Position 3500: 0.1476845147867332
Position 4863: 0.12536643236753048
Position 325: 0.07690489697847057
Position 3055: 0.07623553671220296
Position 2591: 0.055471436083882365
Position 9171: 0.03895568851095866
Position 2731: 0.03590223592837189
Position 468: 0.03509707153749602
Position 3635: 0.03496953833780133
Position 1387: 0.03332503286241396
Position 3033: 0.03238077309217127
Position 2587: 0.03134702929591098
Position 7420: 0.030380784140660127
Position 1609: 0.02829633457502449
Position 3178: 0.023667942531439796
Position 7938: 0.020668199628243414
Position 8756: 0.01903677960028013
Position 6480: 0.01842763796257465
Position 2725: 0.014008272589886517
Position 2650: 0.011873538840274468
Position 5618: 0.008347929349704797
Position 8767: 0.008243114868462298
Position 493: 0.007999275514755256
Position 267: 0.007955599470556443
Position 4139: 0.0078748916691536
Position 2019: 0.007631914546201979
Position 8811: 0.006154810753010208
Position 898: 0.0050151564638140364
Position 7959: 0.004971425074161853
Position 1830: 0.00477592125781844
Position 2153: 0.003585397050237609
Position 933: 0.003344767045071186
Position 307: 0.00319293952158087
Position 4133: 0.0026843232931160334
Position 1442: 0.0025644369133845453
Position 4269: 0.0023813920396251504
Position 1999: 0.0020181177537602355
Position 5983: 0.0019923295754016475
Position 4174: 0.001714650166733237
Position 1304: 0.0015796906068791692
Position 218: 0.0013481255320660752
Position 5569: 0.0013429434024115755
Position 1559: 0.0011376066178482038
Position 691: 0.0010304044320247911
Position 380: 0.0008104540888793852
Position 3555: 0.0006446323055734937
Position 1701: 0.00042446016549552406
Position 1623: 0.00028434103792062364
Position 236: 0.0002319730333152074
Position 1738: 0.00016394451295532116
Position 700: 0.00012564609956003728
Position 476: 0.0001094327315415062
Position 903: 0.0001076786618399724
Position 1666: 9.90635204142575e-05
Position 1638: 9.271148231079631e-05
Position 2312: 8.860962472620265e-05
Position 2035: 8.797852480320415e-05
Position 2465: 7.92659962438304e-05
Position 814: 7.162234099927661e-05
Position 1729: 6.964930777004149e-05
Position 1057: 6.63184545824992e-05
Position 1889: 6.583408302652723e-05
Position 4563: 6.383205181448073e-05
Position 845: 6.268342533421751e-05
Position 2568: 6.211068281553183e-05
Position 795: 5.357028771490565e-05
Position 2244: 4.414202448075353e-05
Position 2376: 4.3889789228165154e-05
Position 2327: 4.309963126579159e-05
Position 1302: 4.188056495999021e-05
Position 49: 4.0962739802108685e-05
Position 2158: 3.8822152329302636e-05
Position 2573: 3.363000734578923e-05
Position 2445: 3.029954750269228e-05
Position 2306: 2.991411920752941e-05
Position 3096: 2.5855140706296277e-05
Position 2317: 2.5423048852796253e-05
Position 1991: 2.4650173931214835e-05
Position 742: 2.033347744447401e-05
Position 1775: 1.9600467461564326e-05
Position 777: 1.8251186636590255e-05
Position 1908: 1.4216489963603695e-05
Position 2595: 1.3864302521914096e-05
Position 1209: 9.935729877126139e-06
Position 230: 8.866424653390495e-06
Position 1186: 8.173519197932505e-06
Position 213: 7.712857142690013e-06
Position 12: 7.044227196142679e-06
Position 1690: 6.776030211599815e-06
Position 513: 6.503523354475938e-06
Position 627: 5.7442854292649474e-06
Position 462: 3.5579809999180447e-06
Position 1130: 3.2084379077087815e-06
Position 1375: 2.6173580779703847e-06
Position 1254: 2.2336853865833868e-06
Position 1355: 2.159253717191366e-06
Position 604: 2.072571918524065e-06
Position 405: 9.78974288815873e-07
Position 279: 4.2216109463037575e-07
Position 1018: 4.1338419517070963e-07
Position 488: 1.959708158263465e-07
Position 504: 8.250033436819158e-08
Position 830: 6.026364587013469e-09
Position 486: 3.894985356533442e-09
Position 433: 3.1724741470358557e-09
Position 560: 3.179813506337487e-10
Position 562: 1.4626257803858725e-10
Position 557: 1.4839799977382702e-11
Position 578: 2.7857585990440965e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4369: 0.7729076265072651
Position 1859: 0.7523642113441861
Position 4001: 0.4915634987593945
Position 8880: 0.4125863868159907
Position 3425: 0.11911895989204548
Position 2464: 0.11638846474942006
Position 5683: 0.1127856535398193
Position 1555: 0.1047733821543219
Position 2834: 0.10313872122180502
Position 11530: 0.09305915294022969
Position 513: 0.08576832651616238
Position 4632: 0.0802625329387839
Position 7219: 0.07622639498522718
Position 8887: 0.06716258535699932
Position 7240: 0.06553699998577255
Position 4667: 0.06233105148515943
Position 15567: 0.06185130114477759
Position 1416: 0.06073976749762821
Position 8659: 0.05953353731356045
Position 576: 0.05805548482522712
Position 10550: 0.05622178799925635
Position 11332: 0.05450946504081877
Position 4823: 0.054068525373127285
Position 1502: 0.046357655177001966
Position 4727: 0.044207704306219696
Position 5778: 0.04249140090591453
Position 4252: 0.04091351985375044
Position 4023: 0.04089704091267198
Position 3436: 0.033667495743393894
Position 1512: 0.03275287722353376
Position 4328: 0.03185830684907861
Position 6428: 0.029860389119221675
Position 12162: 0.028575783475041548
Position 5491: 0.027311308711542946
Position 2494: 0.027112707304242367
Position 5842: 0.02673320014003778
Position 1223: 0.026686876307928094
Position 9114: 0.026455495475142712
Position 4558: 0.024937183324422837
Position 8462: 0.024463756549145173
Position 9735: 0.022449096778646965
Position 4461: 0.021556284585722885
Position 6129: 0.021197771550588686
Position 4792: 0.02044355650589751
Position 16334: 0.020372883808280194
Position 10710: 0.020130887590722235
Position 1474: 0.018342937095411207
Position 9254: 0.017009589881055578
Position 1367: 0.01692629697340038
Position 7800: 0.01670794698333504
Position 3177: 0.015279860203119076
Position 9991: 0.014670244808581673
Position 6168: 0.011540964483906872
Position 4921: 0.011458620093612735
Position 5643: 0.010940494757374093
Position 1523: 0.010241949257017583
Position 2813: 0.008831728695369362
Position 2647: 0.008804498370208389
Position 2965: 0.008178646035499329
Position 12544: 0.007380002609515204
Position 7824: 0.007111366762411975
Position 6382: 0.007054725208699281
Position 3596: 0.006200393177370465
Position 2939: 0.005885253785379303
Position 492: 0.005764242606162302
Position 4282: 0.005694435336123881
Position 3141: 0.005369350053738401
Position 8118: 0.00511545377133139
Position 3455: 0.00471065802393798
Position 1342: 0.0044793040098140575
Position 4341: 0.004031677424293646
Position 517: 0.003943334446550892
Position 8096: 0.0038671114393722577
Position 12791: 0.0037811478768778927
Position 1302: 0.003648785633175569
Position 5171: 0.003464762202601198
Position 749: 0.0034384601641945164
Position 1635: 0.0031796775425423905
Position 6347: 0.003093956665378325
Position 3329: 0.0029468753565112062
Position 7851: 0.0029294372310601966
Position 7462: 0.002851517594116436
Position 9163: 0.00285057360773846
Position 2783: 0.002768069493552371
Position 1254: 0.0026962004797964267
Position 9959: 0.002538074840093675
Position 3452: 0.002479793942460724
Position 4953: 0.002473768401849112
Position 4689: 0.0024187362869287935
Position 6954: 0.002170190205156209
Position 4862: 0.0021426662610979715
Position 1976: 0.0021026641467870527
Position 1700: 0.002060669224049864
Position 4600: 0.0019699443944827307
Position 5719: 0.0016389002706339037
Position 3084: 0.0016091431827756771
Position 10408: 0.0014916237854513178
Position 4054: 0.0014847756278871284
Position 8430: 0.001374210757491837
Position 8090: 0.001350054865517727
Position 2809: 0.0013113542646907492
Position 6023: 0.0012816904449839798
Position 4804: 0.0012695680010122166
Position 1756: 0.001251131663680975
Position 3924: 0.0012364841661337467
Position 4563: 0.0012323121376852577
Position 8305: 0.001206818705374514
Position 627: 0.0010220076116764206
Position 1337: 0.0009544972114702983
Position 7039: 0.0008486266216425672
Position 6931: 0.0007975478169334266
Position 2477: 0.0007953058654044437
Position 5336: 0.0007518172818706422
Position 554: 0.0006993616502478438
Position 604: 0.0005462454570496007
Position 6081: 0.0005277084916938893
Position 2590: 0.0005033280545695625
Position 578: 0.0005019554104557381
Position 1528: 0.0004890579609993169
Position 2357: 0.0004447559398235141
Position 775: 0.00041925883776188205
Position 1517: 0.0004079948911644604
Position 1128: 0.0003841607181764004
Position 755: 0.0003825181102437432
Position 691: 0.00034878781911211324
Position 6672: 0.00028450646486648224
Position 707: 0.0002665938532592472
Position 895: 0.0002150350163312719
Position 1601: 0.0002057396100073986
Position 1369: 0.00019014022481038344
