Gene = BCL2L15
index = 130
Annotated 5SS: [ 299 1011 5775]
Annotated 3SS: [ 888 5549 6406]
SMsplice 5SS: [ 299 1011 5775]
SMsplice 3SS: [ 888 5549 6406]
top_k =  1000
Partition function (log Z): -3.4802547962475447

Sorted 5' Splice Sites (High to Low Probability):
Position 299: 0.9472991180681346
Position 5775: 0.9259430817693969
Position 1011: 0.7488002917000558
Position 74: 0.042786935796519945
Position 6009: 0.027476986680960026
Position 5719: 0.024421089025177548
Position 401: 0.009892640866379625
Position 3454: 0.009215124787324573
Position 491: 0.008689827881659496
Position 6286: 0.0077331664414423944
Position 5770: 0.007517379539515629
Position 340: 0.005656765708382441
Position 6050: 0.004335093577538989
Position 6477: 0.00375940687182288
Position 6215: 0.0032844871069005743
Position 5700: 0.0022210766011876754
Position 5645: 0.0020748253488171026
Position 1016: 0.0019804598435672763
Position 4191: 0.0018427378014376162
Position 5806: 0.0018147421311360172
Position 6202: 0.0016648221166067634
Position 304: 0.0014904052708474154
Position 320: 0.0012163877801635936
Position 330: 0.001181006020461999
Position 256: 0.001122414235315024
Position 1035: 0.0009284953959313318
Position 1178: 0.0008492587109544694
Position 574: 0.000659838691314996
Position 2896: 0.0005839160968927065
Position 1808: 0.0005207891136003335
Position 3064: 0.0004927120351957562
Position 6382: 0.0003872981742866914
Position 4034: 0.0003852619458795228
Position 2966: 0.0003557488242506262
Position 943: 0.00032739348160515825
Position 5597: 0.00030745764520488764
Position 3389: 0.00028834829719970025
Position 1141: 0.00026154200805753394
Position 1558: 0.0002469624416800538
Position 289: 0.00022495606251398168
Position 1122: 0.00018269688765134732
Position 6101: 0.0001784116366750984
Position 4393: 0.00016786714252650214
Position 5779: 0.0001412519068257131
Position 1091: 0.00014030598860491358
Position 1302: 0.00013585613042269438
Position 1895: 0.0001315305711909682
Position 623: 0.00012612051704036012
Position 1602: 0.00012298330895487222
Position 56: 0.0001228277725653369
Position 716: 0.00011875731398975717
Position 1221: 0.00011368798940006817
Position 2240: 0.00011326342933323838
Position 5663: 0.00010998766929717614
Position 1767: 0.00010717916747905012
Position 6137: 0.00010194866980290988
Position 3228: 9.412010181201971e-05
Position 1461: 8.846916471388493e-05
Position 5975: 7.594625576503882e-05
Position 6139: 7.48911905434396e-05
Position 2478: 7.289228824798048e-05
Position 474: 7.286985820481281e-05
Position 1840: 6.897212402920566e-05
Position 3469: 6.69944535937775e-05
Position 643: 6.306549011522414e-05
Position 5688: 5.981542529903408e-05
Position 3383: 5.635725404101035e-05
Position 5964: 5.544596215230388e-05
Position 2961: 4.91777581552854e-05
Position 4143: 4.35716340543591e-05
Position 448: 3.6979687143376724e-05
Position 451: 3.595859603027657e-05
Position 280: 3.460947766209836e-05
Position 938: 3.149562904616729e-05
Position 6727: 3.089115104021284e-05
Position 6170: 2.6906386302164298e-05
Position 426: 2.2653268824785435e-05
Position 32: 1.847728540977232e-05
Position 214: 1.642401041656898e-05
Position 568: 1.577097816056236e-05
Position 6609: 1.2597692827118345e-05
Position 419: 1.2287227259202462e-05
Position 6737: 1.1686560844598132e-05
Position 6695: 1.1374302885272886e-05
Position 5750: 8.158097093782565e-06
Position 133: 7.507799845172766e-06
Position 5649: 5.650783145042196e-06
Position 6557: 3.28760039896986e-06
Position 748: 3.1204241023534175e-06
Position 496: 2.4108395883342205e-06
Position 6580: 2.300093085480111e-06
Position 695: 2.2409697366521854e-06
Position 86: 2.1753415933673812e-06
Position 405: 2.1512467084658934e-06
Position 361: 1.257245066287153e-06
Position 5121: 8.821663332037618e-07
Position 374: 5.667887943097485e-07
Position 41: 4.199539824088167e-07
Position 98: 2.9238425394233373e-07
Position 493: 2.5613391970328905e-07
Position 17: 2.1921703553918437e-07
Position 750: 2.0619240214724048e-07
Position 862: 1.6576722087471574e-07
Position 603: 1.3339180016799998e-07
Position 278: 1.1366831388936526e-07
Position 950: 9.889191262452911e-08
Position 667: 8.873238613564203e-08
Position 15: 8.778316925871349e-08
Position 100: 7.818024424467011e-08
Position 1236: 2.1430994642073377e-08
Position 1103: 1.8298477710156816e-08
Position 1251: 9.080768735426044e-09
Position 925: 9.075832898240092e-09
Position 871: 6.082725306884662e-09
Position 1263: 3.985666795405824e-09
Position 1261: 2.7085801210410025e-09
Position 1175: 1.1014258912751993e-09
Position 138: 7.839135402379158e-10
Position 1225: 3.3755166482784015e-10
Position 1254: 2.737524698755608e-10
Position 984: 1.3624831704926742e-10
Position 909: 1.3283951255472152e-10
Position 344: 3.247380516458503e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5549: 0.9457305035249207
Position 6406: 0.7583895614158019
Position 888: 0.7369581010783739
Position 6284: 0.18512658422191294
Position 5878: 0.03297693235544211
Position 5914: 0.027368821289824586
Position 5553: 0.015852953031481275
