Gene = ADGRG7
index = 31
Annotated 5SS: [  383 20123 21221 23789 26238 27814 33817 34045 36520 37136 40219 45593
 46407 50255 59517]
Annotated 3SS: [20008 21115 23675 26087 27712 33676 33936 36355 36979 40105 45245 46309
 50098 59359 85154]
SMsplice 5SS: [  383 20123 21221 22123 23789 26238 27814 33817 34045 35066 36124 36520
 37136 40219 49495 50255 59517]
SMsplice 3SS: [20008 21115 21985 23675 26087 27712 33676 33936 34949 35977 36355 36979
 40105 49386 50098 59359 85154]
top_k =  1000
Partition function (log Z): -4.750276530696716

Sorted 5' Splice Sites (High to Low Probability):
Position 50255: 0.9953873198841104
Position 40219: 0.9895414293227761
Position 27814: 0.9875334902503815
Position 34045: 0.9599355448780525
Position 36520: 0.9440223498246548
Position 21221: 0.9151048876824854
Position 26238: 0.907387009127809
Position 22123: 0.8633896558889426
Position 33817: 0.8565465053415617
Position 383: 0.8201443185503934
Position 49495: 0.7961874322959694
Position 20123: 0.7849257387112686
Position 37136: 0.7735832201789968
Position 36124: 0.7633641691299576
Position 59517: 0.6902331134501755
Position 35066: 0.627361935887851
Position 23789: 0.6212723779371008
Position 42361: 0.564056842458084
Position 3267: 0.41998333938246235
Position 46407: 0.23201690475366918
Position 23457: 0.19264094851740823
Position 37770: 0.19039278523246247
Position 45593: 0.16555802738560552
Position 35386: 0.15707502008806637
Position 423: 0.12851786573379465
Position 39748: 0.12196605996132882
Position 28236: 0.11997649497619392
Position 41080: 0.11832397685349386
Position 35981: 0.11782732603218862
Position 41693: 0.11393975737656561
Position 27308: 0.11356290394240749
Position 27091: 0.10774129066056581
Position 32661: 0.10706814322220873
Position 26743: 0.10656827721330427
Position 23541: 0.10353844105800968
Position 32706: 0.10324376314663467
Position 39924: 0.09168324751327984
Position 20150: 0.08822482241911553
Position 42417: 0.0648606582040807
Position 8721: 0.0629210821708742
Position 38127: 0.055032584975331936
Position 24511: 0.05376995129423063
Position 20791: 0.04316538401701095
Position 38547: 0.036143461287954766
Position 23195: 0.035014886440381705
Position 55363: 0.031731789304010195
Position 46064: 0.03087684414951002
Position 55707: 0.030368449533241592
Position 37607: 0.030218612211197725
Position 27175: 0.029661689443794957
Position 39797: 0.02616017605739102
Position 66699: 0.025587586813076837
Position 24216: 0.02546128776288736
Position 32398: 0.021015514126688676
Position 35070: 0.02031682137249561
Position 34792: 0.02014423810186037
Position 21379: 0.019968526756379848
Position 38315: 0.018965143976138306
Position 34166: 0.018076754016484196
Position 44573: 0.017821758849802773
Position 31539: 0.017348541171017164
Position 22450: 0.017023755141135143
Position 22884: 0.016780941874413986
Position 21605: 0.01667565670268984
Position 1262: 0.014879282672216216
Position 468: 0.014313300337712685
Position 36749: 0.013629729314325057
Position 34267: 0.012856192462136637
Position 1207: 0.012829935155587823
Position 413: 0.009527210594246674
Position 37427: 0.008220925285536798
Position 1026: 0.008040415551806322
Position 38080: 0.007632571716635349
Position 38112: 0.00717458187640628
Position 37388: 0.006970170446638032
Position 528: 0.006585731962882992
Position 30885: 0.006483947185959754
Position 35480: 0.006385597268560112
Position 500: 0.006247963432691905
Position 61: 0.0059586204816980855
Position 40985: 0.005392861262632999
Position 38059: 0.005132472493931698
Position 41048: 0.004798232409323877
Position 34331: 0.004776002172986841
Position 2908: 0.004767930501799868
Position 44347: 0.004579661237084228
Position 49141: 0.003976256365704423
Position 49505: 0.003942581788712278
Position 34914: 0.0037940950784133083
Position 24220: 0.0037105555669761587
Position 37553: 0.003488909838000141
Position 37356: 0.003443410976538949
Position 39738: 0.003378459412413817
Position 50491: 0.0031433711700630217
Position 38609: 0.0030848175753971207
Position 40327: 0.0029383004976965164
Position 41058: 0.002875946216768142
