Gene = NGLY1
index = 939
Annotated 5SS: [  292  4978 19486 32454 43975 46218 47548 49680 51233 54419 63538]
Annotated 3SS: [ 4862 19239 32287 43751 46095 47401 49568 51067 54232 63359 63915]
SMsplice 5SS: [  292  4978 25099 32454 36304 43975 44142 46218 49680 63538]
SMsplice 3SS: [ 4862 24980 32287 36186 43751 44069 46095 49568 63359 63915]
top_k =  1000
Partition function (log Z): -32.184493391190294

Sorted 5' Splice Sites (High to Low Probability):
Position 6796: 0.8008381717581092
Position 4978: 0.6479725313679414
Position 4064: 0.4780673180312984
Position 292: 0.440652602785044
Position 5962: 0.3589137878886954
Position 5851: 0.27269693710785625
Position 319: 0.19862721074072356
Position 659: 0.15632882376668658
Position 19486: 0.14753424938675874
Position 589: 0.06440199836881777
Position 814: 0.05072963571985018
Position 327: 0.05069877794721954
Position 5945: 0.04733804601930541
Position 8441: 0.020936030194267326
Position 4982: 0.01845590207676416
Position 19780: 0.017912066983240764
Position 947: 0.01537418293885173
Position 79: 0.014506901250010784
Position 5668: 0.01413669075937482
Position 307: 0.014050540864169429
Position 6546: 0.012836378852671136
Position 331: 0.012577529743684032
Position 2030: 0.010230787788423235
Position 6349: 0.005677139166660295
Position 5039: 0.005256955658164826
Position 2157: 0.005046803481836
Position 4771: 0.004855191444497514
Position 1126: 0.004520884233008283
Position 6785: 0.00414820365076484
Position 4416: 0.003965069313193522
Position 5790: 0.003312812599364278
Position 1694: 0.001367499787033382
Position 6985: 0.0009699750510290104
Position 4759: 0.0008960945276443707
Position 7598: 0.0005443394972004575
Position 2707: 0.0005288848323663104
Position 5035: 0.0004445080544944231
Position 6418: 0.0003667319829502867
Position 4320: 0.0003450094364125379
Position 549: 0.00018472957071968986
Position 7871: 0.00018139467430384665
Position 1753: 0.00017618433423628223
Position 2266: 0.0001611970438129009
Position 438: 9.734352995179273e-05
Position 1291: 7.790017012774898e-05
Position 1379: 7.694872899230948e-05
Position 4502: 4.268435721248072e-05
Position 70: 2.7503083274360353e-05
Position 787: 1.265922558744806e-05
Position 754: 1.257949446530573e-05
Position 111: 1.0752863669325959e-05
Position 1010: 9.60646781945847e-06
Position 966: 9.476963328023802e-06
Position 6015: 8.296895374013674e-06
Position 540: 8.134592982020456e-06
Position 424: 7.765553362933076e-06
Position 5711: 6.727069483054871e-06
Position 690: 5.552191289226391e-06
Position 1145: 5.264881089117393e-06
Position 1116: 4.707826451861516e-06
Position 772: 4.559215052233667e-06
Position 4254: 3.0114276260062966e-06
Position 5866: 2.59178097129005e-06
Position 514: 2.2456376587895327e-06
Position 1249: 2.123878774922485e-06
Position 1758: 1.886883759874472e-06
Position 1353: 1.33142207771072e-06
Position 1209: 1.209749568983971e-06
Position 1191: 1.1734124289411714e-06
Position 811: 1.1636541446869546e-06
Position 503: 1.1501319560765227e-06
Position 348: 1.0796456503360694e-06
Position 1394: 9.539358486970928e-07
Position 2352: 9.026489045381137e-07
Position 1569: 8.583809435462492e-07
Position 109: 7.827765120634577e-07
Position 986: 7.438814172879362e-07
Position 477: 5.879027494747504e-07
Position 517: 5.239694363977365e-07
Position 738: 4.588795337017136e-07
Position 7592: 3.793965556454408e-07
Position 368: 2.952102187154253e-07
Position 7258: 2.906857397875581e-07
Position 534: 2.743214620897537e-07
Position 818: 2.0740591817176475e-07
Position 7078: 2.047929119174219e-07
Position 559: 1.2647759846529764e-07
Position 1333: 8.854847399790494e-08
Position 1357: 7.40939931637052e-08
Position 1305: 7.097200935177771e-08
Position 1298: 5.165840929500789e-08
Position 674: 4.6291928153223216e-08
Position 1072: 3.4608430893649736e-08
Position 1233: 3.2654318959141415e-08
Position 676: 2.667928265127727e-08
Position 1049: 2.520967633257411e-08
Position 199: 2.362342883031684e-08
Position 872: 1.7156193253259483e-08
Position 759: 1.3668722975998176e-08
Position 708: 1.129795768215132e-08
Position 209: 3.8784491910689865e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5710: 0.6267904319101091
Position 4862: 0.5759155205169257
Position 6675: 0.4135355481680655
Position 6647: 0.3845269739153683
Position 3948: 0.35468872947846825
Position 24980: 0.3328652216804813
Position 19239: 0.1796759285072092
Position 16904: 0.16356343233813556
Position 20436: 0.15139914360450418
Position 16672: 0.07637147334535022
Position 3953: 0.0695260400432954
Position 4922: 0.06437102436781303
Position 5944: 0.026845224719801362
Position 5567: 0.025079361838997397
Position 7717: 0.020903720880606193
Position 3992: 0.019732671337490747
Position 6158: 0.019118761868153547
Position 14596: 0.01832470818078534
Position 3866: 0.017025159880460192
Position 19599: 0.015207151343618157
Position 21612: 0.015196243050365243
Position 8301: 0.015148937932621627
Position 6183: 0.01508543577164912
Position 15156: 0.014865247657292606
Position 8635: 0.014521073639494222
Position 7115: 0.013268677386978747
Position 10374: 0.012977082602266762
Position 1857: 0.012761356425868271
Position 5881: 0.011543573254695405
Position 19652: 0.011166785019217139
Position 15130: 0.011119687300677838
Position 4886: 0.010837118665744288
Position 4720: 0.010615966116402444
Position 3780: 0.00960791323148907
Position 9884: 0.009366938920589906
Position 6766: 0.009139929623620716
Position 4741: 0.008587892991394432
Position 5554: 0.008204386323235375
Position 9271: 0.007573004087930582
Position 6710: 0.007150002591333772
Position 15935: 0.007000445686243021
Position 16262: 0.006112776149034871
Position 5776: 0.005418478267959187
Position 534: 0.004787144886876195
Position 4348: 0.0044547033139592865
Position 14679: 0.0037492181904224854
Position 3918: 0.0036170894056766086
Position 4937: 0.003601162471135511
Position 15996: 0.003509856759607335
Position 514: 0.0033617398189715697
Position 1436: 0.0030051996539605047
Position 3730: 0.003000825631700808
Position 642: 0.002870743902474938
Position 8403: 0.0027742185995309164
Position 8166: 0.0027704812167451518
Position 872: 0.0025160268872032646
Position 7493: 0.0024642439953890634
Position 6348: 0.0023742489982275833
Position 9080: 0.0023492390862567608
Position 4909: 0.0022638979413555555
Position 7305: 0.00225061515182008
Position 16828: 0.0022236632823047966
Position 8122: 0.0020958860220587835
Position 406: 0.0020318324544025624
Position 6373: 0.001890446066540663
Position 4319: 0.0018638112245807274
Position 9332: 0.0017917811149008177
Position 2047: 0.001743716155822141
Position 7066: 0.0017309975949721496
Position 14217: 0.0016834778729770596
Position 990: 0.0016242653043739793
Position 5722: 0.0016220918460594284
Position 8832: 0.0014347732835274785
Position 9289: 0.0013852149273673223
Position 12752: 0.0013234651468805537
Position 888: 0.0013046222711185736
Position 9013: 0.0012139945054450783
Position 6885: 0.0011400877207993208
Position 735: 0.0010165661131987848
Position 7692: 0.0009843876009797896
Position 1931: 0.0009210254379662725
Position 7755: 0.000849193462511404
Position 11715: 0.0008470559608147977
Position 8282: 0.00082648422013791
Position 14697: 0.0007986286955314793
Position 357: 0.0007353457473343493
Position 4688: 0.0007098170198996919
Position 7239: 0.0007067046059199366
Position 3756: 0.000647095746662287
Position 8197: 0.0006307424024141635
Position 14020: 0.0006167671467639916
Position 8400: 0.0005858242539657115
Position 385: 0.0005794718041053968
Position 5790: 0.0005402531903038059
Position 9010: 0.00048134219149409353
Position 13034: 0.00047071085281483193
Position 499: 0.0004347699402179915
Position 9862: 0.00042375158680004355
Position 9545: 0.0004222950079490742
Position 8430: 0.0003782601164801264
Position 13031: 0.0003657685439818621
Position 2621: 0.0003515669452248385
Position 456: 0.00031671464180742486
Position 1092: 0.00029944681132715095
Position 4228: 0.0002753457190159769
Position 1472: 0.0002716001880290418
Position 538: 0.0002705886387652147
Position 12029: 0.0002492504899588635
Position 5183: 0.00024787550720270436
Position 7476: 0.00024663959872593276
Position 11665: 0.00023892374210785595
Position 6401: 0.0002271084842417583
Position 7369: 0.00022667706114578011
Position 935: 0.00022021781176723227
Position 4021: 0.00021528036926929004
Position 7971: 0.00019423889058475956
Position 7845: 0.0001928002307800394
Position 2093: 0.00019050558437783767
Position 7774: 0.0001821752202041699
Position 1007: 0.0001744689202098103
Position 2531: 0.0001619200805303517
Position 2052: 0.00016000095826694026
Position 4780: 0.00015591518178831976
Position 11000: 0.00015213599424471468
Position 7133: 0.00014134555053679936
Position 4176: 0.00013356442751060536
Position 5160: 0.00012945259830693945
Position 7345: 0.00012549965592959612
Position 4693: 0.0001238452402370414
Position 3670: 0.00010664730787781516
Position 1863: 0.00010251367625538035
Position 5961: 9.650647813315419e-05
Position 9806: 9.378207648801893e-05
Position 882: 9.340968509569068e-05
Position 494: 8.665427013609576e-05
Position 777: 8.546413787804026e-05
Position 9229: 8.279431519459389e-05
Position 2118: 8.128070560677553e-05
Position 588: 8.00961165090661e-05
Position 6849: 7.795239792915592e-05
Position 703: 7.398388842889389e-05
Position 1190: 6.074690935107151e-05
Position 8523: 5.880441586050579e-05
Position 1027: 5.506469381380689e-05
Position 6012: 5.093871798027401e-05
Position 5260: 4.748884398268195e-05
Position 1226: 4.577541494198302e-05
Position 568: 4.162678421889674e-05
Position 7597: 3.7080021224480775e-05
Position 3639: 3.269960951525732e-05
Position 5404: 3.152580249419673e-05
Position 1550: 3.052333206495167e-05
Position 1798: 2.9158666193483568e-05
Position 2161: 2.759511468298653e-05
Position 6000: 2.2923670847137363e-05
Position 1559: 2.1381150864259793e-05
Position 4302: 1.896483795075253e-05
Position 444: 1.893392727864702e-05
Position 392: 1.8127774206503314e-05
Position 738: 1.688007552040339e-05
Position 559: 1.65462380655653e-05
Position 1733: 1.1929494099129357e-05
Position 3253: 1.0068030265819382e-05
Position 1881: 9.211680106293748e-06
Position 2655: 8.538331828642013e-06
Position 2585: 6.859474782475526e-06
Position 1208: 4.372456355138157e-06
Position 5483: 3.817161061904584e-06
Position 5569: 3.7606863652777453e-06
Position 708: 3.597605146395522e-06
Position 1394: 3.5657555270847397e-06
Position 6903: 2.1914919088541946e-06
Position 6906: 2.183462265250808e-06
Position 379: 1.3417383169953687e-07
Position 2236: 7.790525408363958e-08
Position 2334: 7.467013595012459e-08
Position 1680: 6.353614443827042e-08
Position 503: 6.25747425498025e-08
Position 420: 5.5624004263907935e-08
Position 477: 4.8436517579375195e-08
Position 2138: 4.535425210909837e-08
Position 1319: 4.3877710251442595e-08
Position 1072: 4.285115749717316e-08
Position 1607: 4.128093184929815e-08
Position 607: 3.8503742885071055e-08
Position 1169: 3.664389529761985e-08
Position 583: 3.225455280514372e-08
Position 592: 2.4633696713120257e-08
Position 586: 2.1603838837659566e-08
Position 387: 2.0648071526497393e-08
Position 291: 1.956140021160648e-08
Position 946: 1.8146226455630753e-08
Position 1242: 1.3917300578627057e-08
Position 811: 8.764415333875246e-09
Position 1049: 7.998170352634409e-09
Position 1569: 7.689802837164225e-09
Position 1044: 6.185340405211402e-09
Position 1009: 3.4172395906383197e-09
Position 754: 2.473790868054633e-09
