Gene = LCE4A
index = 768
Annotated 5SS: [235]
Annotated 3SS: [894]
SMsplice 5SS: [235]
SMsplice 3SS: [894]
top_k =  1000
Partition function (log Z): -4.885867931676751

Sorted 5' Splice Sites (High to Low Probability):
Position 235: 0.9834056470217086
Position 975: 0.24633332114406745
Position 208: 0.008840233285025083
Position 770: 0.005182020234429866
Position 606: 0.004505303040414514
Position 161: 0.003927222426058799
Position 731: 0.003341079284597111
Position 739: 0.002706399286169606
Position 476: 0.0016433707922162085
Position 960: 0.0011373193422260844
Position 999: 0.0006435345583441826
Position 295: 0.0006424498057195631
Position 610: 0.0005872911366564008
Position 69: 0.00047523878592300577
Position 370: 0.00037942284387254647
Position 488: 0.0003101808341241531
Position 327: 0.0002990010789224902
Position 1082: 0.00023539992866840762
Position 346: 0.00019683667746566282
Position 1116: 0.00011455649531829912
Position 623: 0.00010097080071562163
Position 373: 4.273653338794145e-05
Position 1001: 4.248976331509405e-05
Position 962: 2.386484947129024e-05
Position 315: 2.141894104834774e-05
Position 680: 2.0045635540914904e-05
Position 528: 1.7347217508661153e-05
Position 422: 9.77848775978136e-06
Position 843: 7.457719107970592e-06
Position 1181: 7.421822202862765e-06
Position 1246: 4.643134299521247e-06
Position 782: 4.27441285193033e-06
Position 90: 3.0519798583295362e-06
Position 759: 2.990856751274237e-06
Position 322: 1.6261965483516616e-06
Position 222: 1.3730648593553665e-06
Position 163: 1.0946689167893313e-06
Position 241: 9.928307293412527e-07
Position 376: 9.216830527287292e-07
Position 239: 7.414777509101142e-07
Position 1061: 6.790967099895756e-07
Position 1058: 6.626093473163266e-07
Position 214: 3.1300935693116583e-07
Position 307: 2.948745274510694e-07
Position 989: 2.8742541727758797e-07
Position 918: 2.3439880406070729e-07
Position 1173: 1.5055715569377054e-07
Position 1037: 1.3436269106493997e-07
Position 1208: 7.458851908262738e-08
Position 1163: 6.269131842064743e-08
Position 634: 3.0140037868708936e-08
Position 165: 9.854441504357052e-09
Position 103: 4.725931114125561e-09
Position 942: 3.0065831866217324e-11
Position 895: 2.2137768679533986e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 894: 0.9826904873983238
Position 1046: 0.152623173082926
Position 1070: 0.05706651488089568
Position 1312: 0.027798354032545557
Position 1157: 0.005248302967621368
Position 642: 0.005242213674062246
Position 533: 0.005076853395431535
Position 563: 0.004531706450561691
Position 595: 0.0034862149765332437
Position 1130: 0.002898885134266265
Position 1106: 0.002107660182534927
Position 672: 0.0020984339422914886
Position 930: 0.002052273556967161
Position 395: 0.0019228861904232464
Position 1115: 0.0018066711731397705
Position 1225: 0.0017593534417442245
Position 863: 0.001659706142169134
Position 915: 0.0007689748538313106
Position 1201: 0.0006358932975370333
Position 794: 0.0005866604686556419
Position 927: 0.0002889209580327755
Position 510: 0.0002789069586697209
Position 429: 0.00025350210707800116
Position 203: 0.00025030574624219655
Position 1163: 0.00023963599698583702
Position 250: 0.0002345897850759055
Position 433: 0.00017920905562261716
Position 495: 0.0001632344750727222
Position 728: 0.00015480797904806871
Position 1077: 0.00013219601792019582
Position 392: 0.0001157289347388493
Position 999: 8.922408654506018e-05
Position 1228: 8.34519824760375e-05
Position 307: 8.121014927656247e-05
Position 767: 6.81658218924048e-05
Position 315: 5.1001078814248085e-05
Position 960: 4.987842402828867e-05
Position 1231: 4.8459445937452686e-05
Position 975: 4.799809640215229e-05
Position 514: 4.4537268805593104e-05
Position 1137: 3.995443940053223e-05
Position 1081: 3.08614783355466e-05
Position 677: 2.9998507830344386e-05
Position 1173: 2.2851048327251308e-05
Position 613: 1.9382827582082587e-05
Position 1267: 1.921038365538999e-05
Position 722: 1.895917157836371e-05
Position 1170: 1.695674799030454e-05
Position 354: 1.6079761083655754e-05
Position 939: 1.363086377496421e-05
Position 359: 1.1183816523818187e-05
Position 330: 1.1055754601763422e-05
Position 1246: 7.038413924038003e-06
Position 1239: 5.174057046411892e-06
Position 148: 5.098534437745199e-06
Position 411: 4.937795824478112e-06
Position 769: 4.656095711772629e-06
Position 710: 3.8673821293899396e-06
Position 239: 3.1347984988141993e-06
Position 362: 2.5660491687650644e-06
Position 320: 2.491327573141954e-06
Position 258: 2.446766047878178e-06
Position 1097: 2.2856983190702363e-06
Position 1139: 2.0651209420667486e-06
Position 271: 2.018152513463762e-06
Position 680: 1.9200013225448173e-06
Position 142: 1.91860235985491e-06
Position 336: 9.176729890435246e-07
Position 287: 7.666517782097565e-07
Position 281: 7.053983378188082e-07
Position 437: 6.599917597830734e-07
Position 942: 5.982999686151796e-07
Position 1255: 5.489751970675203e-07
Position 948: 4.976968901169463e-07
Position 747: 4.634393287127512e-07
Position 376: 3.105346289795118e-07
Position 161: 2.3890093440670705e-07
Position 136: 1.6597925136014143e-07
Position 333: 6.372240926846075e-08
Position 373: 5.686812202270805e-08
Position 327: 5.434416259659035e-08
Position 370: 1.6402423504507345e-08
Position 821: 1.08900846727244e-08
Position 739: 4.550728037878333e-09
Position 260: 5.179191296099253e-10
Position 367: 1.9205893578045865e-10
Position 293: 1.6189488546734853e-10
Position 295: 6.556775492053518e-11
