Gene = EFCC1
index = 487
Annotated 5SS: [  696  2449 29232 31338 32701 35489 37272]
Annotated 3SS: [ 2164 29073 31192 32534 35347 37201 38082]
SMsplice 5SS: [  301  2449 29232 31338 32701 35489 37272 37987]
SMsplice 3SS: [ 2164 29073 31189 32534 35347 37201 37824 38082]
top_k =  1000
Partition function (log Z): -15.876136345102033

Sorted 5' Splice Sites (High to Low Probability):
Position 2449: 0.8913592398052773
Position 14627: 0.7107038355101939
Position 301: 0.4422144995338365
Position 696: 0.4303669218383445
Position 10507: 0.2864726028220459
Position 10624: 0.27837319207360484
Position 5979: 0.18146443874753215
Position 11522: 0.17853611772957503
Position 13084: 0.16221645825808795
Position 14291: 0.15499158918340852
Position 3261: 0.14095754851137524
Position 14584: 0.11283924364536588
Position 11578: 0.10456348711358891
Position 10598: 0.09192805171151706
Position 183: 0.07839727841881149
Position 2309: 0.05834881262783529
Position 1317: 0.04870649841331007
Position 589: 0.03899255493773104
Position 4651: 0.038772825312065495
Position 11096: 0.03822253915385515
Position 12068: 0.033396733027736915
Position 5342: 0.03198449934668477
Position 2393: 0.030617547793228363
Position 2228: 0.03020714284038138
Position 4850: 0.029084676363659422
Position 723: 0.02818750863896813
Position 7695: 0.02697031925474795
Position 1689: 0.02652673629477974
Position 3566: 0.02602716428922359
Position 14295: 0.02385691604695844
Position 1866: 0.02220844218530609
Position 1526: 0.017801343129763246
Position 8272: 0.014800374655480073
Position 9365: 0.014672410292408391
Position 13809: 0.014469860800669362
Position 8192: 0.012707312865933499
Position 1212: 0.011844387115629192
Position 6902: 0.011141328522530577
Position 2414: 0.00812035944207176
Position 12819: 0.007651981640099715
Position 4655: 0.007624924018128822
Position 49: 0.007113517754292149
Position 2071: 0.00663291190863549
Position 3129: 0.006306928461347836
Position 3170: 0.005034671681431059
Position 9: 0.004837649035507174
Position 1601: 0.0038512347983794466
Position 7154: 0.003359268289922748
Position 7024: 0.003222830764114528
Position 1870: 0.003143369228211428
Position 2339: 0.002413782243181954
Position 8411: 0.0022812279828500603
Position 11132: 0.002137547372104787
Position 6536: 0.0020609314686225204
Position 5110: 0.0019941182015952197
Position 3229: 0.0016957925770178853
Position 7484: 0.001492424002380232
Position 8487: 0.0014405861157291413
Position 147: 0.001389124557165566
Position 144: 0.0010538181748644814
Position 170: 0.0010454452134122663
Position 4114: 0.001021407304839258
Position 10065: 0.0006224327779936393
Position 1660: 0.0004895514913989674
Position 1412: 0.0004819911350257777
Position 1143: 0.00043959912882608195
Position 1078: 0.00036251053165417947
Position 321: 0.0003606953556470575
Position 252: 0.0003414327315055035
Position 1014: 0.0002784862656200926
Position 1540: 0.0002663503295043033
Position 1844: 0.00018921687958274567
Position 635: 0.00017637459482738123
Position 4437: 0.00016872764137135482
Position 580: 0.00015366837293229838
Position 3608: 9.991523828505978e-05
Position 466: 9.138750656003178e-05
Position 217: 6.939750404170983e-05
Position 670: 6.828151643121816e-05
Position 720: 6.793736391914276e-05
Position 3381: 6.6568641330681e-05
Position 3081: 6.565089164451116e-05
Position 2514: 6.486704452741682e-05
Position 4427: 4.819804432917455e-05
Position 1753: 4.661702779483416e-05
Position 4747: 4.211507080130602e-05
Position 1267: 4.117693746088288e-05
Position 1936: 3.6311250701640815e-05
Position 3133: 3.5087650216665576e-05
Position 1908: 3.4346689165777884e-05
Position 3364: 3.14667337765592e-05
Position 4965: 2.85793449426233e-05
Position 1717: 2.769685881754879e-05
Position 2363: 2.7669858961684955e-05
Position 3990: 2.7191170203251752e-05
Position 639: 2.6564311975137396e-05
Position 5228: 2.4659463523721747e-05
Position 532: 2.3738907371148336e-05
Position 3721: 2.1743878780220168e-05
Position 2165: 2.161112426389509e-05
Position 56: 1.6448331750781837e-05
Position 4689: 1.3373633165933408e-05
Position 3558: 1.3332229364284732e-05
Position 2342: 1.3227376768413312e-05
Position 1636: 1.2529662253002049e-05
Position 3392: 1.2409041352723606e-05
Position 784: 1.1712699440404392e-05
Position 4027: 1.0890428019723699e-05
Position 2104: 1.0140460913767942e-05
Position 3124: 9.695718819576519e-06
Position 3897: 9.338711318173914e-06
Position 1228: 7.2280888943056095e-06
Position 347: 5.994103198776773e-06
Position 3889: 5.894981459922686e-06
Position 3267: 4.567234883711643e-06
Position 2592: 2.248495147643067e-06
Position 2992: 1.8229870985045648e-06
Position 3043: 1.0684452218991526e-06
Position 1093: 3.6921233498620857e-07
Position 1095: 2.9424863199939034e-07
Position 83: 5.863106013976508e-08
Position 2241: 5.338735531144953e-08
Position 431: 4.3290782528960744e-08
Position 448: 3.731427724406638e-08
Position 129: 2.5265681705814427e-08
Position 878: 1.0015112963258e-10
Position 1008: 3.2155355484642616e-11
Position 1017: 2.817927869345753e-11
Position 597: 1.7456996160273444e-11
Position 857: 5.486821445461349e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2164: 0.9989276151102834
Position 14542: 0.791474401180937
Position 10388: 0.6770890827762607
Position 11325: 0.2533443245909942
Position 26476: 0.24692626512094118
Position 24218: 0.23002009717421168
Position 14221: 0.2080721996206452
Position 12945: 0.16740402611077304
Position 3157: 0.13757743032851152
Position 5796: 0.1324598100860228
Position 24239: 0.09050112653169415
Position 14456: 0.06610741760826719
Position 15398: 0.06363220758174508
Position 499: 0.06334235287244223
Position 4574: 0.062049413371599534
Position 21075: 0.05608202457017119
Position 11867: 0.036958188215565686
Position 17328: 0.03570607906370369
Position 10908: 0.035444407887792594
Position 11384: 0.028641668858452835
Position 7580: 0.027749641492656338
Position 8105: 0.02690094380391097
Position 13556: 0.024430587013725243
Position 17107: 0.020941549527400613
Position 15995: 0.02092299558456246
Position 5627: 0.01863355340030586
Position 1122: 0.017809630205302587
Position 20594: 0.017531619725679133
Position 18184: 0.016286836556607176
Position 1171: 0.015787319892752925
Position 17638: 0.015216925183882063
Position 3484: 0.014878345182774791
Position 5807: 0.014290754434417803
Position 5154: 0.013437063565579648
Position 9180: 0.013341161387447916
Position 12729: 0.0126899267203954
Position 1205: 0.012547905684688096
Position 20771: 0.011095635336490321
Position 1699: 0.011091784680205117
Position 5220: 0.010271551450049682
Position 1066: 0.010038655831119157
Position 11510: 0.01003214099010656
Position 2302: 0.008558393703068231
Position 2978: 0.008406896136997705
Position 5910: 0.007526075409886639
Position 2407: 0.007358654006780808
Position 5252: 0.006801058767849103
Position 4714: 0.006618463785451812
Position 1409: 0.006512105313145676
Position 21280: 0.006511443142373429
Position 15521: 0.0064391944456881674
Position 577: 0.006242803710079781
Position 1538: 0.006072405973196664
Position 6793: 0.006039245269084881
Position 6827: 0.005987716944898138
Position 10771: 0.00516478690200116
Position 2018: 0.004867042312747613
Position 14953: 0.00480305027072858
Position 3068: 0.004522616409339253
Position 10703: 0.003995919994617954
Position 7255: 0.0039510130103674514
Position 1491: 0.003931424744467248
Position 16598: 0.003574014299803693
Position 3425: 0.0035113249461133905
Position 2916: 0.003506205711524584
Position 11981: 0.0030176667858444937
Position 10546: 0.0028309636916134767
Position 2338: 0.0027822272433686932
Position 5830: 0.0027298769119933376
Position 5683: 0.002712460254103633
Position 15775: 0.0026738039730178
Position 16046: 0.0026115844753371053
Position 431: 0.002610712520955559
Position 4782: 0.0026061887517480043
Position 4710: 0.0024425728449316638
Position 6715: 0.0021419311694324053
Position 3108: 0.002080518757861058
Position 10836: 0.0020689356303361184
Position 7070: 0.0020595474050277294
Position 4600: 0.0020053780092265344
Position 5271: 0.0019292252695682962
Position 6939: 0.0019173888641943896
Position 9972: 0.0018650689151681495
Position 2392: 0.0018411175333904435
Position 1799: 0.001789068554208501
Position 8386: 0.001717018571753793
Position 1560: 0.0016858875744357774
Position 1824: 0.00163001203402037
Position 9280: 0.0016068272417176944
Position 8323: 0.0015926980718835393
Position 3291: 0.0015909582259307732
Position 11724: 0.001384043144000063
Position 4732: 0.0013786142075772436
Position 5771: 0.0013229917217223203
Position 15419: 0.0013095756734557839
Position 1444: 0.0011992885726679703
Position 1601: 0.0011695445090801064
Position 3384: 0.0011368870366735748
Position 6253: 0.0011367239576739244
Position 5940: 0.001054357025819977
Position 5881: 0.0010103403282702519
Position 3496: 0.0009667048848101163
Position 3856: 0.0009465773679051237
Position 6396: 0.0009398433254069089
Position 665: 0.0009341431583795084
Position 8271: 0.0009203974037714578
Position 13658: 0.0009044793387041426
Position 1688: 0.0008658035223489853
Position 5746: 0.000857179664700946
Position 1544: 0.0007753596982249224
Position 14712: 0.0007740692190971086
Position 2352: 0.0007562962015457763
Position 1994: 0.0007098067023113539
Position 4964: 0.0007062172104293627
Position 2329: 0.0006843833867588434
Position 1146: 0.0006649787944803847
Position 1753: 0.0006627373495155915
Position 6740: 0.0006591895759688355
Position 4950: 0.0006525764316545441
Position 2308: 0.0006364807561958997
Position 3551: 0.0006210315680348448
Position 3319: 0.0006205051520172935
Position 996: 0.0004883582625585228
Position 8124: 0.00047858971915189523
Position 8080: 0.00047457318389163033
Position 3193: 0.00046836122618105255
Position 4991: 0.0004336800191171932
Position 1556: 0.00040878695185994315
Position 10597: 0.0004008499775673607
Position 6226: 0.00039282408956286966
Position 83: 0.0003919313969754042
Position 14735: 0.0003747898073074786
Position 1746: 0.00036195535634757505
Position 6360: 0.0003581127141331816
Position 5553: 0.0003495792263444204
Position 5749: 0.00034924774413102504
Position 1844: 0.00034153996460393836
Position 4455: 0.0003178896075772123
Position 4462: 0.0003159870230279086
Position 1496: 0.0003063062595142327
Position 878: 0.0003016985359788201
Position 2596: 0.0002818619419556576
Position 369: 0.0002729487829168755
Position 1248: 0.00027264861250708667
Position 3128: 0.00026820965031290237
Position 3523: 0.00026506984092394977
Position 3169: 0.00024905621168079864
Position 1379: 0.00024201811099526315
Position 7223: 0.00023183177592478118
Position 3116: 0.00023123630966454388
Position 2038: 0.00022618484370045674
Position 2326: 0.00019364853174565986
Position 1368: 0.0001843791359858154
Position 4211: 0.00017867797950267095
Position 407: 0.00017823739126117855
Position 2035: 0.00016049686929964417
Position 8634: 0.00015876852321217513
Position 5978: 0.0001504638850479476
Position 1986: 0.00014643832117174156
Position 12299: 0.00013017835147341358
Position 1391: 0.00012653387323483813
Position 2552: 0.00012549205227028827
Position 518: 0.0001192024123460124
Position 4020: 0.00010667180523100606
Position 11690: 9.701339566825874e-05
Position 1222: 8.269090424007783e-05
Position 1176: 7.882896498139469e-05
Position 6512: 7.626615007320803e-05
Position 1760: 7.420261519079282e-05
Position 1454: 7.24145375304388e-05
Position 1041: 6.55992300822456e-05
Position 6650: 6.395539030802137e-05
Position 5268: 6.36633700924314e-05
Position 1396: 6.28889674835215e-05
Position 1083: 6.149180834380716e-05
Position 4338: 5.5601246194004045e-05
Position 2920: 5.2492358519671746e-05
Position 1671: 4.9125377264326016e-05
Position 3228: 4.624990561764306e-05
Position 3036: 4.619141490844774e-05
Position 4922: 4.3074282138682224e-05
Position 1847: 3.996517116153758e-05
Position 4871: 3.968542541027207e-05
Position 1207: 3.7346171488325525e-05
Position 503: 3.641965312433311e-05
Position 4325: 3.5822243486391236e-05
Position 1717: 3.4008493697613326e-05
Position 512: 3.374409883640353e-05
Position 4335: 3.293817029611533e-05
Position 6183: 3.221212121157254e-05
Position 1283: 3.1568460126061086e-05
Position 3244: 2.8098759898975895e-05
Position 3202: 2.7679740077313235e-05
Position 8336: 2.6974652952022417e-05
Position 1154: 2.50524430827024e-05
Position 3256: 2.4999201614338772e-05
Position 416: 2.4536798943502793e-05
Position 3528: 2.3718854337610546e-05
Position 2377: 2.323468806134291e-05
Position 1506: 2.3137202656212753e-05
Position 4868: 2.1926474997416705e-05
Position 2612: 2.1650479179545524e-05
Position 5005: 1.9172534291376897e-05
Position 611: 1.834965664197377e-05
Position 179: 1.799843458875657e-05
Position 5397: 1.789185843541999e-05
Position 6212: 1.7388804734107714e-05
Position 1325: 1.677142103158123e-05
Position 7409: 1.6649691677541183e-05
Position 3399: 1.6418023926718016e-05
Position 6474: 1.635467577122819e-05
Position 1199: 1.621609100245452e-05
Position 1303: 1.6160771447834376e-05
Position 1306: 1.601979684488342e-05
Position 1017: 1.5737342729823985e-05
Position 687: 1.4100424338283365e-05
Position 6159: 1.3970129773037932e-05
Position 3395: 1.3937614669039006e-05
Position 670: 1.3036767645833483e-05
Position 3814: 1.2814212903583965e-05
Position 170: 1.265264286832436e-05
Position 6277: 1.1969852346181441e-05
Position 3503: 1.1368455094118164e-05
Position 617: 1.114503554069855e-05
Position 593: 1.0816061686797929e-05
Position 4026: 8.41938331772656e-06
Position 1513: 8.069055661582596e-06
Position 2245: 7.91718379383618e-06
Position 836: 7.512495247541807e-06
Position 614: 7.142286686333672e-06
Position 3882: 6.076602533377469e-06
Position 381: 5.791696573441769e-06
Position 3862: 5.208545525745367e-06
Position 1267: 5.160394100699101e-06
Position 383: 5.05094837682048e-06
Position 4022: 4.912338337357309e-06
Position 3565: 4.6081920832609695e-06
Position 3043: 4.0188036584203095e-06
Position 4506: 3.962126678607274e-06
Position 2272: 3.86908188902145e-06
Position 4515: 3.6080930814955223e-06
Position 3207: 3.100604237367618e-06
Position 3673: 2.9585766700503305e-06
Position 3638: 2.69910361345957e-06
Position 4849: 2.363954657243023e-06
Position 2985: 2.14802996548622e-06
Position 3708: 1.7264425579385582e-06
Position 4056: 1.6285525181923606e-06
Position 3923: 1.4480394024138333e-06
Position 3162: 1.4338147573815807e-06
Position 3858: 1.3607461674540114e-06
Position 6808: 1.259693477943371e-06
Position 2076: 1.157869389809794e-06
Position 2251: 1.028208731198175e-06
Position 3586: 9.821878702808775e-07
Position 3548: 9.671639521613241e-07
Position 3909: 9.612376402403657e-07
Position 3641: 9.527713807913636e-07
Position 4096: 9.476818154386746e-07
Position 2221: 5.59329043724738e-07
Position 2185: 4.0572996838628245e-07
Position 293: 1.9939111995096772e-07
Position 695: 1.493281608670798e-07
Position 622: 1.4931096642079293e-07
Position 2428: 1.320857513494291e-07
Position 1086: 1.0071526599132852e-07
Position 1077: 9.028353430078426e-08
Position 644: 8.151611133528426e-08
Position 667: 7.337464195108078e-08
Position 272: 4.564862724125574e-08
Position 714: 4.3394840572086676e-08
Position 1416: 4.159358332798102e-08
Position 300: 4.042449731686513e-08
Position 1090: 3.661406509282404e-08
Position 1339: 3.302135857607909e-08
Position 1421: 3.0318608192446874e-08
Position 140: 2.837924173232146e-08
Position 297: 2.832141478351649e-08
Position 1432: 2.758646618415167e-08
Position 347: 2.3337188883267537e-08
Position 625: 2.330008297965069e-08
Position 134: 2.167087674808385e-08
Position 1212: 1.8417190658560966e-08
Position 240: 1.586106071349626e-08
Position 316: 1.3903955952832261e-08
Position 777: 1.2291026053438274e-08
Position 182: 6.05875087516616e-09
Position 318: 4.0394564825079596e-09
Position 94: 2.4760356097223644e-09
Position 718: 2.345982886456553e-09
Position 2179: 2.241021044334094e-09
Position 2448: 2.142074414520585e-09
Position 784: 6.9035751152335e-10
Position 3889: 5.489319887359324e-10
Position 3893: 4.939290576440868e-10
Position 3824: 4.787786521637432e-10
Position 2478: 3.484363085637753e-10
Position 1103: 4.834750626074873e-11
Position 635: 1.5576916190252513e-11
Position 782: 7.740520072996394e-18
