Gene = GCC1
index = 579
Annotated 5SS: [1457]
Annotated 3SS: [2297]
SMsplice 5SS: [ 759 2133]
SMsplice 3SS: [2000 2297]
top_k =  1000
Partition function (log Z): -6.2671030641520336

Sorted 5' Splice Sites (High to Low Probability):
Position 3875: 0.7255441220684176
Position 2133: 0.6221653617819709
Position 759: 0.5114430332255256
Position 1760: 0.3253636650844587
Position 1457: 0.27710131171251967
Position 2619: 0.27375873408454193
Position 2510: 0.21326367822166004
Position 2337: 0.16979972263552987
Position 2747: 0.13667864270301036
Position 1895: 0.13039916151141295
Position 2598: 0.10744935372459345
Position 2797: 0.09541232299967711
Position 596: 0.06490481645688648
Position 1778: 0.058892121047081844
Position 4130: 0.05834308471873537
Position 876: 0.041648053247572175
Position 605: 0.0413220728569226
Position 303: 0.036758445180462306
Position 539: 0.02875822951344268
Position 2085: 0.022630326199632136
Position 307: 0.020647491608933834
Position 283: 0.02003559381791455
Position 1225: 0.017704643269278345
Position 3352: 0.015812167066590457
Position 3841: 0.014781048312265037
Position 2382: 0.01462879813863784
Position 128: 0.014152588060385819
Position 636: 0.014057637230598389
Position 169: 0.012981187723532692
Position 182: 0.010148426812629893
Position 2766: 0.010139130185778332
Position 3306: 0.007990649125759036
Position 207: 0.0063963648064785895
Position 1661: 0.00544705433505005
Position 1314: 0.005090860159372895
Position 3129: 0.004490384667272026
Position 4577: 0.003815269472344348
Position 62: 0.002998909703528997
Position 298: 0.0026760951577872137
Position 1167: 0.0022679914864182217
Position 4260: 0.002145685792866222
Position 1319: 0.0019239480158137609
Position 2855: 0.0016906150270722033
Position 1753: 0.001436470044748213
Position 1500: 0.0014335054200622715
Position 829: 0.0014067405721215193
Position 79: 0.0012882433657572896
Position 3360: 0.0011932657161294591
Position 3825: 0.0009935959202942333
Position 4349: 0.0009808837939021286
Position 601: 0.0009378293985033404
Position 1828: 0.0007788062504631966
Position 259: 0.0007270502273731714
Position 682: 0.000712840118248895
Position 825: 0.0006513128796574711
Position 2972: 0.0005822525730409761
Position 4438: 0.000538591423211696
Position 3300: 0.0005313990611153317
Position 884: 0.0004962767397050476
Position 623: 0.0004547015348736809
Position 1984: 0.00045241540859149615
Position 4831: 0.00043481067583238966
Position 433: 0.0002846729564292407
Position 309: 0.0002688300159668829
Position 1335: 0.00022583510731288646
Position 1906: 0.00022513480897168097
Position 400: 0.00020584841893630303
Position 842: 0.00020139074254112033
Position 2029: 0.00017932563666342208
Position 190: 0.00016708149791096183
Position 770: 0.0001669071393270541
Position 412: 0.00016281248424833083
Position 1026: 0.0001231854108228212
Position 3258: 0.00010212793526306387
Position 811: 0.00010031405091992977
Position 263: 7.990848874447777e-05
Position 2048: 6.265741316907655e-05
Position 961: 5.777650238466231e-05
Position 2097: 5.378583720295833e-05
Position 855: 5.231599633889978e-05
Position 42: 3.897417946516227e-05
Position 536: 2.9563381456721988e-05
Position 31: 2.8672757195274044e-05
Position 514: 2.3956281920270646e-05
Position 188: 2.1695164906118032e-05
Position 39: 1.845686469745941e-05
Position 1748: 1.4084083629981066e-05
Position 1774: 1.3419623728794358e-05
Position 3817: 1.1136918545713866e-05
Position 340: 9.646883166028166e-07
Position 14: 8.050251034167888e-07
Position 849: 2.907162510284878e-07
Position 108: 2.412930292070915e-07
Position 4618: 1.3330065289152403e-07
Position 638: 5.285150146994333e-08
Position 271: 1.4429966791824642e-08
Position 763: 1.0532659931824678e-09
Position 837: 6.473752800029398e-10
Position 11: 5.778196713995447e-12
Position 381: 7.266467388229374e-16
Position 362: 1.5858590412620984e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2297: 0.9045476113056298
Position 3774: 0.8171880342834199
Position 2000: 0.5337287912449681
Position 4013: 0.29748290759424145
Position 4508: 0.2387657494321957
Position 1639: 0.2381632709872579
Position 2714: 0.21988427676830122
Position 4380: 0.20624500866028458
Position 1535: 0.14139993752883578
Position 1791: 0.09422841769297643
Position 2121: 0.03147522576820186
Position 696: 0.030053397901005332
Position 1297: 0.029641534805980033
Position 1120: 0.02914664547994678
Position 2052: 0.02696928224200308
Position 4283: 0.025652670752962656
Position 1894: 0.01891828384507965
Position 1957: 0.016685458540739804
Position 2243: 0.01648569134252935
Position 3204: 0.016141332876583384
Position 4828: 0.01614105564445801
Position 4657: 0.01468280027840135
Position 1324: 0.01425114731146153
Position 1123: 0.013160886843399834
Position 1345: 0.010923556437374207
Position 1876: 0.010512243576212962
