Gene = RP11-484M3.5
index = 1173
Annotated 5SS: [213]
Annotated 3SS: [40399]
SMsplice 5SS: [  213 30979 39436]
SMsplice 3SS: [30814 39303 40399]
top_k =  1000
Partition function (log Z): -21.115991730114867

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.5318168921506905
Position 611: 0.5099225401538908
Position 949: 0.42103201057982614
Position 3996: 0.4172411274521934
Position 3912: 0.35832237998420013
Position 8924: 0.25273502916832535
Position 343: 0.2011221829386689
Position 3751: 0.1841446007944006
Position 8302: 0.14062421160995187
Position 1620: 0.12003897592652318
Position 3121: 0.023503846615253062
Position 1613: 0.020559885375022662
Position 6649: 0.017285316350143857
Position 3762: 0.01663364957223958
Position 7758: 0.013531614916352132
Position 630: 0.013103976876674384
Position 9662: 0.011703397941558277
Position 1143: 0.00873103095183689
Position 993: 0.008135193473416649
Position 6128: 0.007790528869633447
Position 201: 0.005331834035889889
Position 287: 0.005052235442011463
Position 4631: 0.004923573057706119
Position 10981: 0.004272259330017213
Position 2138: 0.00425533587289199
Position 10870: 0.0042341309576614874
Position 730: 0.004220566734677496
Position 7810: 0.004058674801723458
Position 103: 0.002971415534069027
Position 10976: 0.002598769771881247
Position 3004: 0.0020587073643472207
Position 9317: 0.0018720980560207935
Position 4906: 0.0017017796633307866
Position 2026: 0.0014177432213392505
Position 9036: 0.0013129756132656805
Position 3441: 0.0008555834172167227
Position 4694: 0.0006956231317864863
Position 4325: 0.0006839298456343163
Position 5952: 0.0006587340459688097
Position 3176: 0.0006384696678341605
Position 3526: 0.0006301082512839722
Position 2265: 0.00048092032617076
Position 275: 0.00036046335331785934
Position 670: 0.000262359813181891
Position 12: 0.0002305032561660349
Position 582: 0.00016370897873251852
Position 2756: 0.0001434125979511346
Position 765: 9.163901245416043e-05
Position 4023: 7.882473147778407e-05
Position 217: 7.800370932876701e-05
Position 84: 6.463344916777175e-05
Position 337: 4.97416405126045e-05
Position 784: 4.4927826683723794e-05
Position 3666: 4.0994223329640494e-05
Position 1147: 3.587250559524943e-05
Position 475: 3.2801692086646334e-05
Position 687: 3.2117155222520924e-05
Position 347: 2.3070563870442805e-05
Position 708: 1.911558597561363e-05
Position 685: 1.3878687018699e-05
Position 591: 1.365379058201438e-05
Position 349: 1.1092840551963495e-05
Position 36: 6.039463999317071e-06
Position 867: 4.161814264434162e-06
Position 1609: 2.7876813653864563e-06
Position 1624: 1.7174076329149563e-06
Position 508: 1.5347156190581762e-06
Position 498: 1.3917095679309595e-06
Position 570: 1.2134807493897879e-06
Position 1630: 1.1379915681479826e-06
Position 4000: 9.755202955591204e-07
Position 340: 7.150860447774179e-07
Position 481: 6.915539727974593e-07
Position 1684: 6.681680869359215e-07
Position 4035: 6.021694350280767e-07
Position 553: 5.353396678376566e-07
Position 3956: 5.159792164452778e-07
Position 178: 4.93827340756019e-07
Position 3984: 3.11130127719522e-07
Position 306: 1.681848229255427e-07
Position 901: 1.895586289369269e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12517: 0.6741675863911684
Position 3851: 0.3981351675249072
Position 3848: 0.3433296519638116
Position 536: 0.29048322901803586
Position 804: 0.22312788883375786
Position 8737: 0.19667216167314402
Position 8146: 0.15204990294344153
Position 3544: 0.13849220621118075
Position 10677: 0.12083701355604869
Position 1505: 0.09695215434327678
Position 8844: 0.07380248935547944
Position 817: 0.04362452904878504
Position 3813: 0.03842216830686419
Position 424: 0.036887214796436224
Position 3574: 0.03682517365092081
Position 880: 0.03450056808400674
Position 7656: 0.02911027071056364
Position 365: 0.027172811915104164
Position 713: 0.020345768436921353
Position 4111: 0.01918333857758139
Position 13531: 0.018041937563637915
Position 9566: 0.016845968118488142
Position 3026: 0.016823195905371978
Position 13939: 0.015748260275382595
Position 6533: 0.014082611947634077
Position 1462: 0.012807949490408746
Position 13586: 0.011872448389024005
Position 863: 0.01177720476944957
Position 3604: 0.011697310174763078
Position 10567: 0.011661981330377052
Position 10745: 0.011389086179413817
Position 3370: 0.008334397501865237
Position 5747: 0.008092787421698548
Position 7887: 0.007499409527589445
Position 755: 0.006647006404184319
Position 13850: 0.006571423222633708
Position 8230: 0.006315070342343156
Position 10697: 0.006215202132946686
Position 1970: 0.0061061021979281135
Position 5842: 0.0058809983198679526
Position 508: 0.00534296519311557
Position 2994: 0.005318813338624351
Position 1586: 0.005209110897759416
Position 1420: 0.004725061845831773
Position 729: 0.004594643068533476
Position 9122: 0.004530084460081598
Position 866: 0.0043174387236955825
