Gene = NNT
index = 946
Annotated 5SS: [   168   6624  10415  13343  16397  21398  25665  41603  42080  42788
  46586  47865  49162  50491  53351  54091  56628  72948  75084  97515
 100014]
Annotated 3SS: [  6419  10184  13124  16308  21308  25476  41468  41887  42633  46423
  47753  49015  50294  53116  53929  56447  72787  75001  97395  99897
 101531]
SMsplice 5SS: [    31   5964   6624   8077  10362  13343  16397  21398  25665  41603
  42039  42788  45884  46586  47865  49162  50491  53351  54091  56628
  72948  75084  97515 100014]
SMsplice 3SS: [  5804   6419   7951  10184  13124  16308  21308  25434  41468  41887
  42633  45670  46423  47753  49015  50354  53116  53929  56447  72787
  75001  97395  99897 101531]
top_k =  1000
Partition function (log Z): 5.138452639266019

Sorted 5' Splice Sites (High to Low Probability):
Position 28439: 1.000000000000001
Position 56628: 0.9984620451870967
Position 72948: 0.9973319346526961
Position 42788: 0.995964510044078
Position 49162: 0.9615146361585151
Position 75084: 0.9470003132771818
Position 47865: 0.8942856184265675
Position 6624: 0.8872957224479593
Position 16397: 0.8809222493579221
Position 53351: 0.8762893748272981
Position 21398: 0.86606202903105
Position 13343: 0.8432238920354685
Position 5964: 0.7651074464466994
Position 54091: 0.741514473797746
Position 50491: 0.6973850873412065
Position 25665: 0.6880944745695682
Position 46586: 0.679544774507994
Position 42039: 0.6727339094502088
Position 45884: 0.5751680405039231
Position 8077: 0.573296619433885
Position 3530: 0.5654670154462837
Position 31: 0.526049406897677
Position 10759: 0.5014573785034672
Position 10362: 0.4398405367409028
Position 1800: 0.4250101393534439
Position 45577: 0.42098041732131664
Position 19888: 0.35820216845708186
Position 42080: 0.32726609054979217
Position 45718: 0.30996179909773913
Position 10314: 0.2955087096271794
Position 70608: 0.2415431510234886
Position 11897: 0.22063603608801333
Position 572: 0.19879783916606308
Position 20659: 0.19360040239398285
Position 70660: 0.18588334071581203
Position 45460: 0.17941322806518487
Position 8111: 0.1773530275715835
Position 168: 0.17557783698565552
Position 56056: 0.14093924179627973
Position 21428: 0.13393606226948968
Position 15845: 0.1247418875734925
Position 7671: 0.12089821355228499
Position 13896: 0.11717380987154914
Position 19443: 0.11666559518104269
Position 25545: 0.10907792942050099
Position 15656: 0.10395411114831077
Position 45059: 0.09496202378333708
Position 16449: 0.09172692281448025
Position 27715: 0.08842752433994452
Position 27502: 0.08656134309382447
Position 1041: 0.08556848300103413
Position 44407: 0.08294726949969722
Position 27734: 0.08276721538609402
