Gene = MUL1
index = 899
Annotated 5SS: [ 257 4940 6093]
Annotated 3SS: [4851 5971 6741]
SMsplice 5SS: [ 257 4940 6939]
SMsplice 3SS: [4851 6741 7045]
top_k =  1000
Partition function (log Z): -6.865934584542276

Sorted 5' Splice Sites (High to Low Probability):
Position 257: 0.8134434227659791
Position 4940: 0.6149299297092653
Position 6939: 0.5225963436958332
Position 6093: 0.48670794852127364
Position 6983: 0.2836645378940869
Position 638: 0.273058556067611
Position 1437: 0.2509080508766977
Position 7136: 0.11050769789513461
Position 4788: 0.0809291907128279
Position 7581: 0.07163613112270789
Position 660: 0.06616921828704106
Position 6485: 0.060486976776037614
Position 545: 0.058984730625129246
Position 34: 0.05382301712611703
Position 305: 0.027974162013001007
Position 655: 0.02039655045965948
Position 3570: 0.020197553219611843
Position 1197: 0.01260311803967549
Position 29: 0.01174430088897576
Position 6334: 0.008198321576556372
Position 6323: 0.0067339943146617525
Position 6827: 0.006064784758208795
Position 614: 0.005651845940641342
Position 4536: 0.004072871307989055
Position 6067: 0.003586946352739789
Position 7448: 0.0027757691243700425
Position 593: 0.0025408899061083686
Position 6031: 0.0024913500512138715
Position 7831: 0.002374261707392426
Position 3532: 0.0019333414297029426
Position 1999: 0.0018580142441618182
Position 2837: 0.0017805572542225906
Position 1189: 0.001359508220026464
Position 6877: 0.0009449118052468089
Position 1530: 0.0009316475092579976
Position 8497: 0.0008225211513869027
Position 2181: 0.0007607367190488385
Position 48: 0.0006149467991872538
Position 220: 0.0005237682535691346
Position 5063: 0.0004305795927143267
Position 717: 0.0004119703739718842
Position 6833: 0.0003187462136133148
Position 70: 0.0002720997683471108
Position 4956: 0.00025032562599594174
Position 1023: 0.0001700574671330959
Position 239: 0.0001584668346808407
Position 2704: 0.00012132425786138007
Position 395: 9.632919323339716e-05
Position 289: 7.197454582230566e-05
Position 6864: 6.957725487228463e-05
Position 1029: 6.45524768660499e-05
Position 902: 5.168048438447655e-05
Position 59: 3.91114401695115e-05
Position 381: 3.789720902168673e-05
Position 793: 2.5417750192839216e-05
Position 343: 2.4253885169329984e-05
Position 1152: 2.3626049861333135e-05
Position 169: 2.2084284262171416e-05
Position 261: 2.0923959901907637e-05
Position 22: 1.4260742019954457e-05
Position 211: 1.0808840488226057e-05
Position 1723: 9.921495995501302e-06
Position 462: 9.301616076847252e-06
Position 197: 8.991960413578228e-06
Position 628: 8.355278721143744e-06
Position 1055: 7.793322848841704e-06
Position 564: 7.236038481329315e-06
Position 626: 6.158369266834227e-06
Position 892: 3.751082442431238e-06
Position 1574: 2.7402015623948774e-06
Position 53: 2.0692582767279482e-06
Position 218: 1.1220126618804961e-06
Position 77: 9.036776471796063e-07
Position 1395: 8.974451463401374e-07
Position 964: 8.964535043727215e-07
Position 1611: 8.886692585165146e-07
Position 163: 6.081118519101104e-07
Position 84: 5.70427894061147e-07
Position 111: 3.9953513720320414e-07
Position 194: 3.7837750655498073e-07
Position 1706: 2.398722692942818e-07
Position 298: 1.5959201217126965e-07
Position 383: 8.74390595540207e-08
Position 353: 6.360500544629744e-08
Position 134: 4.086526813005456e-11
Position 549: 2.5319414135406087e-11

