Gene = PHAX
index = 1021
Annotated 5SS: [  791  3916  8217 17066]
Annotated 3SS: [ 3301  8095 16981 24306]
SMsplice 5SS: [  165   791  3916  8217 17066]
SMsplice 3SS: [  675  3822  8095 16981 24306]
top_k =  1000
Partition function (log Z): 0.46246762658884366

Sorted 5' Splice Sites (High to Low Probability):
Position 17066: 0.99590169876169
Position 8217: 0.9940455540297579
Position 3916: 0.9451590220679139
Position 791: 0.9391862730208411
Position 3402: 0.4917986522863662
Position 165: 0.3824697410827208
Position 47: 0.34521144786788316
Position 6708: 0.26519039456382215
Position 16823: 0.2216736778650322
Position 430: 0.1882089428370621
Position 2218: 0.16616148805227646
Position 4140: 0.16337852246310897
Position 266: 0.16206219958878842
Position 16883: 0.09812699042543092
Position 9388: 0.09350017780499247
Position 9599: 0.08426992843280123
Position 15032: 0.08239210723243315
Position 287: 0.06659434104660697
Position 6742: 0.05936520700079589
Position 13773: 0.05297941863274759
Position 3609: 0.05213112829027543
Position 19699: 0.051319429488003054
Position 19970: 0.047997913002506165
Position 15638: 0.04608766723839995
Position 6051: 0.04576563734220331
Position 10057: 0.038506574741157165
Position 10045: 0.035880626183484234
Position 3390: 0.03579232520934568
Position 181: 0.035519779230722984
Position 19780: 0.03493820775581273
Position 808: 0.029304993959667163
Position 10581: 0.018447248261404377
Position 14124: 0.018154863794881744
Position 22501: 0.01622545120000494
Position 12013: 0.016147840702732896
Position 16848: 0.014717091377921704
Position 6194: 0.012482787494262022
Position 19250: 0.010847919442340745
Position 9783: 0.00926676049858933
Position 12029: 0.008688205942988877
Position 22631: 0.008434115469730923
Position 4277: 0.008425075765948324
Position 5708: 0.008070198366270348
Position 6868: 0.0068659534458218405
Position 18937: 0.006499808445779192
Position 5037: 0.005927450050472175
Position 2522: 0.0048569584831766625
Position 20061: 0.004514465682520427
Position 13635: 0.0042226806276189615
Position 20943: 0.0037967953725512524
Position 2023: 0.003780232653284512
Position 9819: 0.0035552016178250867
Position 3248: 0.0035349432078896114
Position 12292: 0.003433456783400377
Position 7111: 0.0033334385943768097
Position 497: 0.0031637337340206383
Position 3159: 0.0030693547180468982
Position 24082: 0.003007383626476225
Position 2554: 0.002716868463996393
Position 3365: 0.002625470445864685
Position 6865: 0.002616184346360126
Position 865: 0.002580666440885089
Position 24577: 0.0022407974640457286
Position 1677: 0.001783106486458811
Position 28: 0.0017636236825233566
Position 18047: 0.0016787789970117938
Position 2679: 0.0016524223241113334
Position 543: 0.0015008238053363409
Position 5039: 0.0014261998745530966
Position 4537: 0.0012649643139046297
Position 5232: 0.0011861658050757908
Position 5409: 0.0011402085990804987
Position 362: 0.0010574340848874418
Position 10717: 0.0010556852099143947
Position 512: 0.00085197539227596
Position 13775: 0.0008461893867857251
Position 707: 0.0008184885858630907
