Gene = RPP14
index = 1207
Annotated 5SS: [  390  4145  4330 10330 10732]
Annotated 3SS: [ 4046  4244 10252 10652 11177]
SMsplice 5SS: [  390  4145  4330 10330 10732]
SMsplice 3SS: [ 4046  4244 10252 10652 11177]
top_k =  1000
Partition function (log Z): -2.538928022901952

Sorted 5' Splice Sites (High to Low Probability):
Position 4145: 0.9819045582531116
Position 4330: 0.9812258189054418
Position 390: 0.9770707702531725
Position 10330: 0.7790411367108353
Position 10732: 0.554813007618103
Position 6141: 0.4527825654507459
Position 10104: 0.44758744950123625
Position 1910: 0.23206292396136258
Position 156: 0.14898669318973407
Position 9743: 0.06204180048511433
Position 16568: 0.05357114492378705
Position 240: 0.04941834523849181
Position 9093: 0.040457645106402956
Position 1718: 0.02273044846929846
Position 3930: 0.01838940557367497
Position 3481: 0.014214755027444643
Position 1651: 0.01027609019967308
Position 1545: 0.007375268215516162
Position 10072: 0.006940851186381132
Position 2657: 0.0062473257655409455
Position 11206: 0.005367960359564326
Position 5795: 0.004982142520288801
Position 953: 0.004584677839964762
Position 15728: 0.004411882675040331
Position 4439: 0.003826029011391687
Position 10215: 0.003681247135814841
Position 124: 0.0033730838769740236
Position 3224: 0.002808632974356455
Position 152: 0.002722602075484039
Position 7285: 0.0024564067324551243
Position 4371: 0.002372286437567509
Position 5729: 0.002317590179753065
Position 4487: 0.0021216604906290136
Position 1503: 0.0019271474039851222
Position 4345: 0.0017217055249408102
Position 854: 0.0016521922449442689
Position 14727: 0.0015966843304583466
Position 1597: 0.0013616605431429213
Position 3922: 0.001266587224929367
Position 446: 0.0012103015537055933
Position 1847: 0.001185134956766478
Position 3415: 0.0011783028044752531
Position 1477: 0.0011731645038933235
Position 2099: 0.0011401905909252945
Position 34: 0.001099399005415767
Position 3447: 0.0010380152979031633
Position 4527: 0.0010005124298156096
Position 2184: 0.000976289900013563
Position 10723: 0.0008858809844360325
Position 1414: 0.0008544470121132147
Position 5712: 0.0008496462753708402
Position 11389: 0.0008036687232537335
Position 15784: 0.0007302581706946922
Position 100: 0.0005621058490768645
Position 160: 0.00037419357476907846
Position 1333: 0.00037013112168097513
Position 251: 0.00034052567491351174
Position 5221: 0.0003281781165596455
Position 5020: 0.000313560913867908
Position 11384: 0.0002888143533646015
Position 10825: 0.0002881691147882748
Position 9694: 0.00024210977153245103
Position 2603: 0.00023374812852156021
Position 2921: 0.00020942445679216306
Position 5588: 0.00019218664589738945
