Gene = LEAP2
index = 776
Annotated 5SS: [1430 1768]
Annotated 3SS: [1627 2087]
SMsplice 5SS: [ 246 1430]
SMsplice 3SS: [1347 2087]
top_k =  1000
Partition function (log Z): -5.690541631300284

Sorted 5' Splice Sites (High to Low Probability):
Position 1430: 0.9559301504948013
Position 246: 0.7611503262680952
Position 1768: 0.38389610943113744
Position 120: 0.15905009667781253
Position 1223: 0.05910919650119682
Position 1652: 0.04184623033431635
Position 1199: 0.040795493117685135
Position 509: 0.021350390594743793
Position 2220: 0.013600714287074532
Position 264: 0.012485476108232627
Position 195: 0.012126947529955615
Position 1576: 0.011831543422226608
Position 2258: 0.010749122365037373
Position 59: 0.006450459121168651
Position 1749: 0.0050188572611863025
Position 1177: 0.002308864577328127
Position 322: 0.00230438069411121
Position 1792: 0.001717049426406257
Position 1115: 0.0009255158800378328
Position 1941: 0.0008653841688098609
Position 810: 0.0008138144008013693
Position 1945: 0.0007274807346891201
Position 179: 0.0005941678472135991
Position 797: 0.000550656381894741
Position 411: 0.00046565478016067437
Position 1452: 0.00021679903876270688
Position 1703: 0.00021356028861627108
Position 257: 0.0001333641005064422
Position 861: 0.00012099613764390625
Position 2233: 0.000116251994275965
Position 1454: 0.00010373799826109464
Position 1456: 9.711716865172842e-05
Position 218: 9.095934056880636e-05
Position 1917: 7.475122889604355e-05
Position 2273: 7.327683001785717e-05
Position 822: 7.150369195140288e-05
Position 663: 5.405418390024284e-05
Position 1160: 4.512018560675865e-05
Position 1656: 3.861204357132288e-05
Position 1961: 3.5300073232664105e-05
Position 453: 3.417001150897873e-05
Position 2126: 2.3383767182159258e-05
Position 18: 2.3294755648693735e-05
Position 920: 2.0463647913353235e-05
Position 935: 2.0082339645376818e-05
Position 150: 1.6581140642371937e-05
Position 2294: 1.6266379038654104e-05
Position 606: 1.5128029176301979e-05
Position 1588: 1.4347169761351091e-05
Position 1041: 1.3742185314152451e-05
Position 1132: 1.2482231032389537e-05
Position 103: 1.212615343102685e-05
Position 719: 1.0197442790155926e-05
Position 349: 1.0109845225025902e-05
Position 1747: 5.95199127986529e-06
Position 30: 5.804192995439357e-06
Position 842: 5.741306085589115e-06
Position 782: 5.715755408320545e-06
Position 1009: 4.69282098306055e-06
Position 340: 4.589620275152254e-06
Position 1420: 3.849773567290689e-06
Position 153: 2.185819425681824e-06
Position 1069: 2.1194956061161275e-06
Position 709: 1.708163291407673e-06
Position 1521: 1.1714868048120424e-06
Position 1306: 1.137119148443796e-06
Position 1458: 1.0372539112972457e-06
Position 1324: 9.169210550720957e-07
Position 1482: 8.941147347707075e-07
Position 27: 5.732594061269885e-07
Position 1536: 4.7115288803679916e-07
Position 1529: 2.6012294548315253e-07
Position 2031: 8.281893617119026e-08
Position 1828: 7.275992545609086e-08
Position 1874: 5.703392033956587e-08
Position 124: 1.8741948651205855e-08
Position 1465: 1.491837594091472e-08
Position 1479: 9.96297535950371e-09
Position 1508: 9.923769481611819e-09
Position 292: 8.901923224530216e-09
Position 1485: 7.540735853709255e-09
Position 298: 2.6215056814991534e-09
Position 289: 2.588522273714154e-09
Position 528: 7.325554625878812e-10
Position 399: 5.435318493219806e-10
Position 168: 4.5172164864490913e-10
Position 430: 4.225692630612031e-10
Position 442: 3.31423432649816e-10
Position 471: 2.1621677197536075e-10
Position 644: 5.716553483759429e-11
Position 706: 1.906741570446556e-11
Position 1188: 5.514639218723227e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1347: 0.9135317283565608
Position 2087: 0.8064089567572794
Position 1627: 0.520828297328132
Position 1088: 0.05637925031172465
Position 1286: 0.026813290055834802
Position 2382: 0.01974807563852976
Position 1536: 0.01948211724732511
Position 1543: 0.01852997888111921
Position 2290: 0.013824257117932965
Position 1979: 0.013440713462083465
Position 949: 0.01205564757694009
Position 2333: 0.01051898887416687
Position 2576: 0.0063619640459248675
Position 458: 0.005740293149504677
Position 1502: 0.0053528822585552725
Position 147: 0.005311987673926169
Position 1372: 0.004355620888783579
Position 1093: 0.0038022858924456958
Position 1649: 0.0037336719652869862
Position 1631: 0.0030002038240536516
Position 1914: 0.0027678819301927165
Position 2385: 0.002648979094647814
Position 2108: 0.0025514031877468552
Position 435: 0.0024192260264372417
Position 2251: 0.001981290145778189
Position 321: 0.001968955011209573
Position 2093: 0.0017291010333596994
Position 1036: 0.0017003224353564735
Position 1498: 0.001522401783838742
Position 2136: 0.0012315408267333447
Position 1226: 0.0012089883193087154
Position 1397: 0.0011402580380014571
Position 2050: 0.0010756620607155663
Position 1652: 0.0010734593973849092
Position 184: 0.0009624197663217282
Position 2436: 0.0009522486789424189
Position 635: 0.0008608617980286796
Position 2484: 0.0008174873906514547
Position 2118: 0.0007819002227287189
Position 777: 0.0007782160640513173
Position 1790: 0.0006603649292523965
Position 1320: 0.0006180412568521923
Position 362: 0.0005880269973298598
Position 2528: 0.0005350717505083985
Position 930: 0.0005289465595586212
Position 1429: 0.0004006506559829821
Position 1575: 0.00037507362410693775
Position 797: 0.00036028586958818435
Position 1327: 0.0003380182160438966
Position 1130: 0.0003323881036377596
Position 983: 0.0002896958471439327
Position 889: 0.0002799006447156884
Position 305: 0.0002601899212287564
Position 1713: 0.00023567871238877188
Position 371: 0.00021942596169865981
Position 2255: 0.00018322941534563815
Position 1324: 0.00018270546342041795
Position 539: 0.00017521500336799238
Position 2510: 0.00015915221983572888
Position 1586: 0.00015453782070782326
Position 864: 0.00013054620195318575
Position 1298: 0.00012698636676965755
Position 1142: 0.00012096559495761005
Position 1999: 0.00010249797079886459
Position 1860: 9.298369279922375e-05
Position 1310: 9.042008665227375e-05
Position 1880: 8.822755723447515e-05
Position 2489: 8.787669364248659e-05
Position 223: 7.952827395124469e-05
Position 2398: 7.23193442858395e-05
Position 1198: 6.925587475523094e-05
Position 954: 6.748642615146104e-05
Position 2310: 6.535669832164425e-05
Position 1758: 5.804997939531853e-05
Position 1956: 5.7107303542364225e-05
Position 1767: 5.6479684750132456e-05
Position 1508: 5.309167701653733e-05
Position 1160: 5.0094550259909176e-05
Position 1583: 4.938950185145215e-05
Position 1097: 4.602649027107151e-05
Position 2335: 3.812274923676504e-05
Position 2680: 3.768164923382934e-05
Position 2415: 3.715341502813164e-05
Position 1048: 3.688822275120595e-05
Position 1165: 3.393540148453397e-05
Position 719: 2.790592980111751e-05
Position 1515: 2.7614013801228362e-05
Position 191: 2.4060559148148833e-05
Position 1656: 2.3870118297215445e-05
Position 411: 2.2095365080127334e-05
Position 1853: 2.085468371007235e-05
Position 638: 2.0756910308728874e-05
Position 508: 1.9800010421305088e-05
Position 468: 1.9316963722645058e-05
