Gene = RP11-475E11.9
index = 1172
Annotated 5SS: [   124 113948 114573 114733 120351]
Annotated 3SS: [113907 114423 114669 120216 125777]
SMsplice 5SS: [   124    739  13176  13665  15874  16147  20010  22080  23440  23849
  26205  26408  85920 114733 120351]
SMsplice 3SS: [   616  13035  13562  15765  15975  19868  21985  23341  23701  26065
  26323  85720 114669 120216 124791]
top_k =  1000
Partition function (log Z): -31.146633211957703

Sorted 5' Splice Sites (High to Low Probability):
Position 13665: 0.9775386194410581
Position 26205: 0.9658824226226569
Position 23440: 0.959990649978323
Position 23849: 0.9597257716636372
Position 26408: 0.9578435872355384
Position 13176: 0.8536512152491553
Position 124: 0.852576034703852
Position 15874: 0.8285535260798471
Position 22080: 0.7891681938790492
Position 16147: 0.755201502972063
Position 739: 0.6677701450119548
Position 20010: 0.5717759751372327
Position 8494: 0.35421692118981163
Position 16581: 0.3124751098889035
Position 19649: 0.3013317831716308
Position 25961: 0.2665201366501235
Position 19926: 0.2508079020624725
Position 26754: 0.19752222354489185
Position 37319: 0.1283709728605481
Position 33414: 0.12455654027532653
Position 88: 0.12044415148397865
Position 19533: 0.10704601082886206
Position 1176: 0.09274392362067659
Position 28794: 0.08159249347977537
Position 21026: 0.0639103558103663
Position 14251: 0.05626545122058057
Position 20952: 0.05545619427606382
Position 28381: 0.051740856260917664
Position 16261: 0.050884534570884654
Position 26879: 0.040009134274323184
Position 23241: 0.03593305685114132
Position 18319: 0.034205515946662886
Position 15532: 0.03250283039705126
Position 16155: 0.0312984683367389
Position 20804: 0.02947104497368849
Position 18286: 0.029011757521502143
Position 25319: 0.027613395428160308
Position 13894: 0.026952700568852187
Position 24795: 0.026856559292788056
Position 29318: 0.026348217877861832
Position 28765: 0.02412414618744459
Position 14331: 0.02369743259746056
Position 28376: 0.02174369457603025
Position 14259: 0.02007764822415558
Position 8409: 0.019908518850720373
Position 31100: 0.015393670025067157
Position 16539: 0.013687893657069228
Position 19943: 0.013102742883989814
Position 19934: 0.012713140922911422
Position 142: 0.012557287441515193
Position 31175: 0.011760618892805264
Position 25540: 0.011354190503788272
Position 27241: 0.0112134856002635
Position 22408: 0.01114294501159013
Position 22085: 0.010354538637434447
Position 17982: 0.009141340874463633
Position 28462: 0.009070076679248446
Position 23421: 0.008836125069012317
Position 28681: 0.008630062852811126
Position 15104: 0.00841392354016444
Position 18106: 0.008132559890591515
Position 13344: 0.00799962993610973
Position 16957: 0.006942737731684944
Position 15888: 0.006938999962857198
Position 23472: 0.006691681015924432
Position 28918: 0.006603079648790243
Position 1135: 0.006297753573925156
Position 16583: 0.00594511095481672
Position 5343: 0.005012401265657083
Position 25569: 0.004970702509100336
Position 14389: 0.004785391776587566
Position 22873: 0.004698934447066414
Position 29046: 0.0046012553990667625
Position 30512: 0.00443042732629532
Position 22071: 0.0034800601450601016
Position 359: 0.003450326120408576
Position 18314: 0.003280411337762541
Position 16431: 0.0028817845354351026
Position 23053: 0.002862376501384551
Position 7568: 0.002829392331515484
Position 20199: 0.0028241321607942876
Position 24911: 0.002808532573533089
Position 23943: 0.002644575566635671
Position 22777: 0.0026173968104811172
Position 128: 0.002565468939575152
Position 264: 0.0024603557343484757
Position 7083: 0.0022701481192445314
Position 26196: 0.0020930916040878306
Position 14586: 0.0020571322175656037
Position 13198: 0.0018213719973227253
Position 30048: 0.0018081973383307925
Position 28865: 0.0018046443311603585
Position 25068: 0.0016801051361839195
Position 22418: 0.0016210182316615343
Position 5383: 0.0014530592031157302
Position 29838: 0.0013708447099458586
Position 26399: 0.0013471976432845644
Position 22373: 0.0012742912543057983
Position 8318: 0.0012491890938938694
Position 26472: 0.0012119897090381593
Position 16097: 0.00120995144705882
Position 30194: 0.0011193928494150891
Position 941: 0.0011129227202398098
Position 3479: 0.0009850307854944631
Position 1887: 0.0009739899897088727
Position 15175: 0.0009387127191888066
Position 15878: 0.0008991035039354665
Position 25631: 0.0008776915470114863
Position 1870: 0.0008549639753663091
Position 22576: 0.0008226553056178526
Position 282: 0.0007880203832112031
Position 24866: 0.0007535274563773364
Position 19139: 0.0007222922658655859
Position 19997: 0.0006562580461971269
Position 1843: 0.0005988889118012013
Position 16137: 0.0005852077998462743
Position 7904: 0.0005788899329834977
Position 3617: 0.0005641501447954484
Position 158: 0.0005318833008518627
Position 13989: 0.000527417399858293
Position 18459: 0.0005043986385598504
Position 6049: 0.0005011663538314714
Position 878: 0.0004863141119174946
Position 25603: 0.00047689086882567064
Position 15622: 0.0004590933457326991
Position 3691: 0.0004579825106988091
Position 2905: 0.00044640155140310674
Position 5894: 0.00044599136889672964
Position 25083: 0.00033941836306048486
Position 766: 0.00026328181460094586
Position 16952: 0.00021220528527003283
Position 57: 0.00019721954327515568
Position 25908: 0.00018493169251448442
Position 24102: 0.00017916270739258143
Position 1444: 0.00017659945716010404
Position 26396: 0.00017004756917228148
Position 26269: 0.0001645049319358943
Position 444: 0.0001538816326707168
Position 1976: 0.00014464237426390508
Position 7430: 0.00012833624413237737
Position 424: 0.00012469604801544518
Position 16160: 0.0001173488983097439
Position 28189: 0.0001168048615999648
Position 6458: 0.00011238016830809907
Position 6901: 0.00010901196309334091
Position 23819: 0.00010799589317156614
Position 2217: 0.00010707566688862176
Position 23853: 0.00010270020966549258
Position 16093: 9.659693332205336e-05
Position 7358: 9.356749824488604e-05
Position 4256: 9.314764687307913e-05
Position 27978: 8.840554104438274e-05
Position 24576: 5.1576000159460324e-05
Position 24652: 4.870455518483261e-05
Position 339: 4.079285950403813e-05
Position 922: 3.39884249368493e-05
Position 286: 3.059791788898836e-05
Position 192: 2.722908373225771e-05
Position 27157: 2.7198506047334346e-05
Position 149: 2.5281471013767144e-05
Position 26277: 2.3397663607800733e-05
Position 27359: 2.2906925748469372e-05
Position 23456: 2.2230586280982264e-05
Position 137: 2.1570712020522845e-05
Position 915: 2.1438183781206725e-05
Position 484: 1.756095103710847e-05
Position 132: 1.40659317900032e-05
Position 13768: 1.3143807571325827e-05
Position 167: 8.585219007023076e-06
Position 513: 7.753393066094586e-06
Position 19973: 7.669126967860793e-06
Position 20125: 7.332120022256843e-06
Position 20101: 7.145247861572953e-06
Position 21786: 6.930377558787659e-06
Position 434: 6.201280793551418e-06
Position 329: 5.972573289933978e-06
Position 723: 5.677971824274954e-06
Position 14314: 5.244294531382607e-06
Position 146: 4.350928064242748e-06
Position 90: 3.582608548381045e-06
Position 20191: 3.3541815459204884e-06
Position 268: 2.672103014251098e-06
Position 510: 2.452085392030549e-06
