Gene = NPR3
index = 958
Annotated 5SS: [  823 13098 27308 63121 69094 71306 73161]
Annotated 3SS: [12974 27140 62984 68998 71169 73075 74510]
SMsplice 5SS: [  823 13098 14404 27308 30232 30753 34165 63121 69094 73161]
SMsplice 3SS: [12974 14311 27140 30062 30650 34027 62984 68998 73072 74510]
top_k =  1000
Partition function (log Z): -16.898101076286636

Sorted 5' Splice Sites (High to Low Probability):
Position 27308: 0.9891475663297523
Position 13098: 0.9845061094399543
Position 823: 0.9492621963636599
Position 30232: 0.9150259730975185
Position 34165: 0.8845720539433164
Position 14404: 0.8507128352633465
Position 30753: 0.7957075611549337
Position 16206: 0.4694585330609743
Position 38146: 0.4034278784775299
Position 6226: 0.38434874099790806
Position 1713: 0.35361863309946984
Position 13749: 0.2960457199827183
Position 16939: 0.28410036313864395
Position 1006: 0.2838662728722239
Position 31119: 0.25545130736734806
Position 3201: 0.24807673065487537
Position 32875: 0.2186378629986365
Position 958: 0.20141837800219473
Position 1028: 0.1564945143608191
Position 28301: 0.10793338760083217
Position 3443: 0.0982895325241294
Position 19667: 0.09377005563025623
Position 20639: 0.09257901894645412
Position 34445: 0.08566622496515065
Position 27814: 0.08406630337204875
Position 36772: 0.07206638587552745
Position 15754: 0.07191944231766835
Position 11570: 0.07183917621684045
Position 2022: 0.06659389732957625
Position 29130: 0.04852887959586768
Position 216: 0.04600943109304021
Position 29227: 0.044796029287489755
Position 14280: 0.04457921238391627
Position 16211: 0.04395567143666468
Position 28448: 0.039165688723397846
Position 36309: 0.036513283254229145
Position 31130: 0.03485993055429419
Position 10004: 0.0327040038211752
Position 34237: 0.031110194486295758
Position 86: 0.030368573625073694
Position 24295: 0.030176542227702875
Position 20915: 0.02928117894398988
Position 3476: 0.028057117524096033
Position 33337: 0.027825229505213073
Position 33282: 0.027228885842617817
Position 8566: 0.026321205214192296
Position 11497: 0.025729666247352245
Position 39211: 0.023968448134847366
Position 33054: 0.022879568944237663
Position 12009: 0.022224432764595358
Position 9076: 0.02180452228539881
Position 267: 0.021288489501567587
Position 15109: 0.020676152600235292
Position 19399: 0.020425627322444177
Position 39182: 0.02038524079631604
Position 33093: 0.019214032970101873
Position 22480: 0.017672927821245167
Position 354: 0.01470839963807974
Position 32115: 0.014201462510712625
Position 35974: 0.01329931100758138
Position 814: 0.01255039675168434
Position 464: 0.012382729353948825
Position 27263: 0.010315405735816139
Position 34473: 0.010260603429062291
Position 13411: 0.008570106567090278
Position 15185: 0.008169208023658106
Position 30651: 0.006817038278585508
Position 284: 0.006734285813781618
Position 13166: 0.0062225492902376394
Position 28902: 0.006091012676891157
Position 40076: 0.0058194065428902346
Position 6848: 0.005759005820084444
Position 936: 0.00537111510171565
Position 20939: 0.003917376114416231
Position 36749: 0.003714564272921375
Position 39766: 0.003712165923562235
Position 36606: 0.0034436519646015365
Position 32821: 0.00301783168074262
Position 30744: 0.002990912009560699
Position 32893: 0.002902259908549791
Position 13334: 0.0025712219370609755
Position 39793: 0.0025333447816123407
Position 5306: 0.0024559935293348915
Position 31492: 0.0023683469119653495
Position 31956: 0.0023519144413014685
Position 1344: 0.0022494132232491453
Position 31667: 0.0021497549847116107
Position 29514: 0.002053806844619096
Position 1143: 0.001913297053388965
Position 32371: 0.0018634065324512857
Position 2728: 0.0017357675627677912
Position 1083: 0.001680010747102117
Position 33061: 0.0016385631082463732
Position 1010: 0.0015281860753168137
Position 720: 0.0014276476734473025
Position 458: 0.001343865604866236
Position 1849: 0.001293430284836644
Position 13875: 0.0012910619064350464
Position 30214: 0.001250636294929305
Position 2688: 0.0012277618369672487
Position 30320: 0.001195183781448797
Position 14943: 0.0011948785256571163
Position 385: 0.0010975782291358187
Position 3243: 0.0010090766177219019
Position 30146: 0.0009581080138400358
Position 2672: 0.0007475089452555889
Position 31804: 0.0007360678986044341
Position 30289: 0.0007221340387210887
Position 736: 0.0006957269692404956
Position 2324: 0.0006513727404282752
Position 30130: 0.0006032975569867192
Position 795: 0.0005988874263572285
Position 2860: 0.0005137583883878814
Position 1074: 0.00043571890868864395
Position 1718: 0.00039026541582016063
Position 1751: 0.0003802139896744456
Position 19153: 0.0003444187058657535
Position 1312: 0.0003024274587560212
Position 69: 0.00029163548427625017
Position 1686: 0.00026787025251862707
Position 1036: 0.00023580054525823772
Position 931: 0.00022544943096736175
Position 27630: 0.0001950286290499664
Position 2120: 0.00017243893760246067
Position 376: 0.00016992647443665477
Position 127: 0.00015874998195825553
Position 1444: 0.00015631355152587357
Position 27420: 0.00013934637608069875
Position 1017: 0.000136750169922778
Position 27275: 0.0001273391710550541
Position 1234: 0.00012320862161247835
Position 222: 0.0001121298024974029
Position 563: 0.00010413764937788683
Position 3083: 9.890291543977021e-05
Position 757: 9.247919774586976e-05
Position 1004: 6.700766355058894e-05
Position 711: 6.174999875388768e-05
Position 660: 5.9358618450963804e-05
Position 31422: 5.933370723303406e-05
Position 456: 5.509226072041466e-05
Position 39411: 5.126387148833916e-05
Position 154: 4.0692895351018765e-05
Position 402: 4.057323633735515e-05
Position 14914: 2.5542073754635066e-05
Position 133: 2.4936316489251784e-05
Position 6544: 2.1919324272206646e-05
Position 8245: 1.889350825451235e-05
Position 1649: 1.848665630802069e-05
Position 1249: 1.6837167382592292e-05
Position 1184: 1.4203602756458225e-05
Position 31264: 1.3629050603466427e-05
Position 1259: 1.2121309012212653e-05
Position 1051: 1.084045558931856e-05
Position 1324: 7.976623964008601e-06
Position 1327: 6.08249528569157e-06
Position 90: 5.570215077334582e-06
Position 1055: 4.894602565064166e-06
Position 245: 4.146131569149491e-06
Position 300: 4.0473506762399685e-06
Position 518: 3.964297204229346e-06
Position 746: 3.0070061630909203e-06
Position 626: 1.7871221456215451e-06
